tcpID,sourceline,sourcepos,context
A09813,100,60,"Dicunt autem Judaei, quòd primordio, &c.<CITATION> But a Jew will object and say (saies Tertullian) that God from the beginning did sanctifie the Sabbath, and there∣fore the Sabbath ought to be kept holy, and no maner of worke must be done thereon."
A09813,101,365,"For the Sabbath which his Father sanctified and rested on, operatione destruxit,<CITATION> he profaned and overthrew by working on it: so did his Disciples, for cibum operati (marke how pure this blasphemous Hereticke was) they dresse their meate on the Sabbath."
A09813,126,434,"And it was not lawfull de ge∣niculis adorare, to pray kneeling, as appeares out of Tertullian,<CITATION> and the Nicene Councell, and the Fathers that succeeded."
A09813,131,399,"And such had authority to goe into the Pulpit, and read the Service appointed: and when the Reader had finished the Ecclesiasticall office, then the Expounder or Preacher went up into the Pulpit, and did expound some place of Scripture formerly read.<CITATION> At this Service were present Cate∣chumeni, Competentes, Neophyti, and all sorts of Au∣ditors, beleevers or unbeleevers."
A09813,133,96,"Tertullian taxeth the Heretickes of his time for neglect of this decent and godly discipline.<CITATION> They kept no distinction of places, nor of Service in their Conventicles."
A09813,175,26,"These were some Tables or Altars of stone, quia Christus est lapis angularis: some were of wood, the better to expresse his death on the tree,<CITATION> posuerunt lignum in panem ejus, Jer."
A09813,181,354,"Bishops, and three Archbi∣shops Seas.<CITATION> Anno 203."
A09813,185,78,"Thus Tertullian putteth Valentinus and Apelles to it to shew their descent.<CITATION> If they will not be accounted Heretickes, aedant origines Ecclesiarum suarum, evolvant ordinem Sacerdotum, &c. it a ut primus sit aliquis ex A∣postolis, let them shew when their Church began, so that the first founder be an Apostle: as Polycarpus was placed by St. John in Smyrna, and Clemens by St. Pe∣ter in the Church of Rome."
A09813,185,635,"Confingant tale quid & Hae∣retici, let Heretickes lay their heads together,<CITATION> and produce such a pedigree of their faith."
A56705,88,895,"or ex∣traordinary and unfixed, in time of some imminent dan∣ger or great distress: of which we have many examples,<CITATION> not only in Scripture, but also in Ecclesiastical Story, XX."
A25478,1126,669,"No humane Histories extant reach further than Noah's Flood, but the Scripture writes of things<CITATION> before time."
A25478,1127,802,"The Scripture is the Library of the Holy Ghost; it is a Pan∣dect of Divine knowledge; an exact model and Plat-form of Religion.<CITATION> The Scripture contains in it the Credenda, the things which we are to believe, and the Agenda, the things which we are to practice, it is able to make us wise to Salvation."
A25478,1159,672,Thou gavest them thy Good spirit to instruct<CITATION> them.
A25478,1211,2501,"Eminent Fathers: Basil<CITATION> calls the Sing∣ing of Psalms, Spiritual incense: Augustine was highly commendatory of this service, and assures us Ambrose and Athanasius were coincident with him in this particuler."
A25478,1692,9,<CITATION>1.
A25478,1967,9,<CITATION>2.
A25478,1972,480,"what enough can be in the Creature,<CITATION> unless of dunghils, rattles and vanities?"
A25478,2151,12,"Moreover,<CITATION> that the Light of Nature doth dictate that there should be conjunct worshipping of God in mens houses, the practice of the Heathen makes manifest: they had their houshold gods, so call'd, because they thought they had the rule over them and their Housholds, and the keeping and preserving of their Families; though indeed they could not defend them∣selves, nor them that did in their houses worship them, as Juno in her speech to Aeolus: Gens inimica mihi Tyrrhenum navigat aequor, Ilium in Italiam portans, victósque penates."
A25478,2403,306,"The Devil will be striving that you may be absent in Prayer, when you are<CITATION> present at Prayer; absent in mind when present in body."
A25478,2444,68,"Realize invisible things to yourselves,<CITATION> by believing of them as certainly as if you saw them with your eyes."
A25478,2716,27,Mutual<CITATION> marriage-Chastity.
A06135,118,327,"Tertulian sayth, that excommuni∣cation,<CITATION> or seperation from the Church, was in his time, which was thirteeene hundreth yeares agone in the handes of the Bishops, and of the Priestes."
A48377,128,0,"If they are Gods, they cannot be of mans making; <CITATION> No; inde Potestas, unde Spiritus."
A48377,165,0,"Tanquam a Deo secundos, <CITATION> & solo Deo minores,"
A48377,167,0,"Ʋni∣versis Minor, was not heard of in those days, that the King, though greater then every single person, should be less then the col∣lective body of the people: But, <CITATION> Omnibus Major, dum solo Deo Minor, was the accompt then, that he is greater then all, whilest onely lesser then God."
A48377,216,0,"I doubt not, but, in Tertullians phrase, <CITATION> Post parricidarum vindemiam racematio su∣perstes."
A48377,238,0,"See that you celebrate not, <CITATION> Publicum gaudium per publicum dede∣cus, publick joy by publick disgrace."
A94824,52,17,"It seems he put a higher value upon them, than he did upon all the wealth which he had.<CITATION> Good friends are an unvalu∣able treasure, and the rarity of them, doth much inhaunce the price of them."
A16485,105,409,"Tertullian could say of the written word, I do adore the fulnesse of the Scripture.<CITATION> This full Scripture, this perfect Law of God, is it which must be the guide, and as the loade-starre vnto vs. Vincentius Lyrinensis in his litle booke against heresies speaketh elegantly to this: O Timothy, do thou keepe fast thy charge."
A16485,759,76,"17.3. were by the Lions which destroied them, enforced to serue the Lord: yea the text doth say that they did feare him:  but they worshipped their idols also, and so it had bene as good not at all,<CITATION> as to be neuer the neerer to him."
A16485,838,465,"18 I haue borowed this reason from the maister of the Sen∣tences: whereunto if anie reply, that the comparison is much dif∣ferent, because here the substance remaineth, in the selfe same nature as before, whereas it is oftentimes altered in the corru∣ption of the flesh and bones in man, I might answere, that it is recompenced by the greatnesse and the power, and the skilful∣nesse of this framer, which so farre doth exceede the abilitie of all workers.<CITATION> But I rather will strengthen it, with that argumēt of Tertullian who speaketh to this purpose."
A16485,1284,283,"5 Neither was it onely in the time of the Prophets and A∣postles, that God had all his creatures, miraculously if need be to execute his appointment; but also since their time they giue the selfe same assistance, although miracles be not common, as they were in former ages.<CITATION> Tertullian in his Apollogie, and Eu∣sebius do witnesse that at the prayer of a legion of the Christi∣ans, the Emperour Marcus Aurelius, in his warres against the Germanes, had his armie relieued with raine, which was before in daunger to perish for want of water: and they adde, that at that time, certaine thunderbolts did strike and beate downe the enemie.In fine Apo∣logiarum."
A16485,1328,64,"19 This is the deadly fraud of the enemy of our soule,<CITATION> who in suggesting lyes for truth, by himselfe and his instruments, would defame the word of God."
A16485,1749,2430,"And in another place he ex∣horteth vs vnto it: In imminent daungers let vs sigh and grone, not with the voyce alone, but with fasting and teares, and all kind of deprecation.<CITATION> So Tertullian: Temptations which are incident v∣pon fulnesse and immoderatnesse of belly, are choked by abstinence."
A16485,1812,480,"That is truely found to be so in the Lord,<CITATION> which Tertullian reporteth of the Diuell (or spirite of the Oracle  of Apollo) that he assumeth thus much to himselfe; I both vn∣derst and he dumme, and heare him who speaketh not."
A18436,236,199,"In our Liturgie wee are truely taught to pray for1, Of gene∣rall love to∣wards al men   all men; which we cannot doe as wee ought, if wee be not in charity with all, therefore we must love all: all men are our brethren, e∣ven the heathē jure naturae, (as<CITATION> Tertullian saith) i. e. by the right of nature, and na∣ture teacheth brethren to love one another."
A18436,244,64,It was a famous proverbe in the primitive times  which now reflects infamy upon our dayes:<CITATION> Ecce ut se invicem diligunt Chri∣stiani.
A18436,247,671,"Why, I beseech you (good peo∣ple) have not wee all one father;<CITATION> Did not one God make us, Mal."
A18436,249,205,"or lastly, cannot one<CITATION> Church hold us all in the same faith and hope, un∣der the same order of di∣scipline?"
A62379,166,441,"25.22. struggle with Spirituall Jacob's; and, to speak with<CITATION> Tertullian in his African style, Caelum ipsum nulla serenitas tam colata purgat, ut non alicujus nubeculae flocculo resignetur, In the clearest serenity of the Firmament, some speckling cloud may be discovered, as a mole was in the very face of Venus, or a foyle nigh set to some pre∣cious Diamond; some blots, oft-times, in the face of the Church, as in the face of the Moon, to which she is resembled, Cant."
A97297,62,279,"GOD having given to his afflicted Church in this distra∣cted Nation so long cause of sad mourning and heavy lamen∣tation; in which (according to the warrant of the word, and lau∣dable custome of the Church in all ages) he hath beene sought unto by prayer and fasting:<CITATION> with which the Church hath ever plyed the Lord in the day of their distresse, as it were beleaguering heaven with the Army of their prayers: This course having beene so long by authority continued in this place, I conceive it is too late for me after the revolution of so many solemne fasts, now to goe about to open to you what is required of Gods People in the day of their solemne humiliation and fasting."
A88118,198,0,"We must hold fast the profession hereof , without wavering or warping, either to the right hand, or to the left: and stand unshaken against all the winds and waves of persecution, <CITATION> as being founded upon rock."
B01212,357,0,"So the Infidels did im∣pute vnto the Christian Religion, the plagues, <CITATION> bar∣rennesse, and the publike disasters."
A25358,114,345,"And what S. Chrysostome spake of old concerning the British Islands, is verified at this day, every where a man may hear the people discoursing of the Scriptures, strangers indeed in speech,  yet of the Houshold of Faith, in tongue Barbarians, but in conversation drawing nearer unto Saints; for the Christian Laity in the Britannick Church (which is not permitted in the Roman) walk in the most clear Light of the Gospel, and drink their fill of the pure streams of the water of Life in Scripture<CITATION>."
A25358,245,425,"It was not disability<CITATION>, but du∣ty, not want of money, or Martial prowess, but a reve∣rend regard to Imperial Ma∣jesty, as commanded by God, caused them not to avenge themselves."
A25358,245,1712,"7.25. by inventing of greater torments; but the Sect<CITATION> of Chri∣stians  is the strangest Sect that you ever read of, it is allured by those miseries whereby others are terrified."
A25358,250,229,"Heroes that blunted the very  edge of Persecution, to tire as the hands, so the wits of their Tormentors, to turn their pity at their suffering into envy at their patience, to hug their Stakes as so many horns of the Altar, letting fall<CITATION> not so much as a tear, lest it might quench some sparkle of that fire wherein they were (with Elijah) to ride to Hea∣ven as in a Chariot; ignis igni remedium, 'twas this fire of holy Zeal and Christian Loyalty or Charity which out-burn'd that of Malice and Envy."
A25358,269,319,"We (saith he) are defamed for seditious against Imperial Majesty<CITATION>,  and yet never were the Christians Rebels, as several of your own Religion have been, Albinus, Niger, Cassius were Traitors a∣gainst Marcus Antonius, Commodus, Pertinax, and Severus the Emperours."
A25358,278,871,"We worship the Emperour,<CITATION> saith Tertullian, as a man that is next to God, inferiour to none but God alone."
A20744,110,8,"3▪ Timothie as his substitute at Ephesus, and inuested him with E∣piscopal authoritie, (that is to say, with so much of the Apostolical power as was necessarily to continue in the Church, which besides the Ministerie of the word and Sacraments,  common to all Ministers, consisteth speci∣ally in the power of Ordination, & Eccle∣siasticall iurisdiction:) hee addresseth this and the other Epistle vnto him, thereby in∣forming him, and<CITATION> in him all Bishops, how to1."
A20744,4387,0,"As touching Bap∣tisme, <CITATION> Tertullian sayth, The chiefe Priest, which is the Bishop, hath the right of giuing bap∣tisme: then, the Presbyters & the Deacons, but yet not without the authority of the bishop for the honor of the church; which being safe, peace is safe: & for the cōmunion;Cypr."
A20744,4702,26,"in all the most famous churches, deduced from the Apostles times to the council of Nice, do yet remaine vpon record in the<CITATION> histories & o∣ther monumēts of best credit."
A20744,5432,59,"Likewise Tertulliā<CITATION> professeth, that th' apostolick churches could shew the order of their bishops, so running along by successions from the beginning, that their first Bishop had for their founder and ancecessor, one of the Apostles, or apostolicke men, who had con∣tinued  with the Apostles."
A63826,91,55,"8. after rain; or like an aguish mans well-day, after a former ill-day, which an after (and it may be worse) fit treadeth on the heel of: Thus up and down in the dayes of Israels Judges, and Judahs Kings; so that these short abatements or recoveries are but short breathing  times onely to recruit in, against <CITATION> another bout; but refreshing bates by the way, presently after which we are (it may be) to set upon the worst part of our journey both for weather and way yet be∣hinde."
A63826,432,466,"3. i. e. The world was overspread with Believers and Churches, as the drops of dew in a morning cover <CITATION> the face of the earth; then they could say, Vestra omnia implevi∣mus, urbes, insulas, castilla, &c. In those first best dayes, though under persecution, their numbers filled all places."
A63826,615,639,"and although it be never so fair weather above head, yet deep foul way will make but uncomfortable travelling, and therefore such un∣comfortablenesse of spirit under such chearing providences is as sutable as a mourning suite on a marriage day, or fasting on a Fe∣stivall, or on a Lords day, in the <CITATION> esteem of the primitive Christians."
A29527,70,586,"So much we may take notice of, from that known and remarkable passage of that antient Faher Tertullian,<CITATION> who setteth forth what their manner then was in their publick meetings, Illuc suspicientes (saith he) lifting up our Eyes to Heaven, Nos Christiani, manibus expansis, quia innocui, We Christians with hands spread abroad, being conscious of our own Innocency, Capite nudo quia non erubescimus, With heads uncoverd, as not having any cause to blush; deni{que} sine monitore, quia de pectore oramus pro omni∣bus Imperaoribus, Without any other Monitor, to prompt or help us save only our own hearts and spirits; we pray for all Kings and Emperours, beg∣ging for them Vitam prolixam, Imperium securum, &c. A long Life, a secure Governments, &c. Thus did they readily pay this Tribute to those Emperours, ough Heathen▪ and bloody persecutors of them and their Religion."
A56802,323,1657,"33.11. and verily, verily is the form of Christs Oath in the new Testament, and he there (you see) Swears that Souls shall live coming to him.<CITATION> O happr we (as one of the Antients Cryes out) for whose sakes God doth Swear, but O unbelieving we, if we do not believe him swearing."
A23716,236,1104,"The People sate down to Eat and Drink and rose up to Play: <CITATION> Lusum non denotasset nisi impudicum; he means, to play the wantons."
A23716,267,108,"Nor should it seem to have lesse Efficacy among Christi∣ans: The Primitive Fathers call these severities <CITATION> Satis∣faction for sin, and Hieron in Joel 1."
A23716,267,434,"Compensations, the <CITATION> Price with which  they are bought off, the things that Ambros."
A23716,1103,70,"Omne malum aut timore aut pudore Natura perfudit: Na∣ture <CITATION> hath dasht every vice with fear or shame; all Male∣factors labour to lye hid, and if they are laid hold upon they tremble, and deny when they are accus'd, hardly confesse it to the Rack; and when they are found guilty  they bewail, upbraid themselves, and aggravate confessi∣ons of their Crimes."
A23716,1132,662,"But Thirdly, there's no enmity so fatal to the Crosse of  Christ as is the practice of those men who minding Earthly  things, and all their wisdom lying as to them, they there∣fore think themselves concern'd to represent the Doctrines of the Crosse, which does so contradict their wisdom, as meer madnesse, and the Crosse it self as the ensign of folly; And accordingly they do, treat it en ridicul; and make the proper Doctrines of it, the strict duties of Religion, matter for their jests, and bitter scofs: They character religion as a worship that befits a God whose shape the Primitive persecutors painted Christ in, <CITATION> Deus Onochaetes, as if Christi∣anity were proper Homage onely to an Tertul."
A23716,1132,801,"Deus Onochaetes, as if Christi∣anity were proper Homage onely to an <CITATION> Asses person, as Tertul∣lian  words it; And the votaries transform'd by this their ser∣vice and made like the God they worship, were what they were call'd then Ibid."
A23716,1197,28,"hundred years of Christ, who Martyr'd them till wearinesse slackned the Execution, and they gave off onely as it were that so they might cease to persecute  themselves; and we have the <CITATION> Officers engaged attesting  this, all which must needs be as notorious as the Light."
A23716,1202,1761,<CITATION> Tertullian also long before that had appealed to them in that very cause.
A23716,1222,2541,"Once more Tertullian chal∣lenging  the Heathen says, Produce before your judgment sats <CITATION> some, whom you will, of those who are inspired by any of your Gods, when gaping ore the Altar they have in its fumes (according to their custom) taken in the Deity till they are great with it & ructando conantur, while they are in travel with him, as it were, have belch∣ing throws, that they burst almost, till they are delivered of the in∣spiration: while it is thus, let but any Christian adjure them by the name of Christ, and if the spirits that they are possest with do not presently confess that they are devils, ibidem illius Christiani pro∣cacissimi sanguinem fundite, let the sawcy petulant Christian lose his life."
A23716,1492,854,"20 Yea, though his hatred be to thy Religion: Do good to all, the Scripture says, and the Father porrig at manum Jupiter & accipiet: If the heathen Idols that  <CITATION> have mouths indeed, but as they cannot speak, so neither can they eat, if they, I say, could hunger, and did ask, I would feed them, and I would give their God, that is the Devil if he wanted."
A02835,72,49,Aske but <CITATION> Tertullian or Aug. lib.
A02835,72,373,"<CITATION> And that wretch in the Comedian, would take leaue to sinne vnder his protection."
A94072,267,0,<CITATION>
A58188,75,538,"The Power of Ordina∣tion was from the beginning lodg∣ed in the hands of the Bishops; and this Order universally received as conformable to Apostolical Pra∣ctice, and the mind of Christ<CITATION>."
A55491,166,635,"like the Apples <CITATION> of Sodom fair to the eye, but being toucht, are nothing else but a compound of ashes; or like the Egyptians Temples, gay without, but nothing within, but a Crocodile, or a Cat, or some such ugly Creature."
A55491,195,466,"If thou hast but a Form of godliness, thou art in danger to lose all thy pra∣ings—hearings, fastings, receivings of the Lords Supper, &c. All the Prayers thou hast said, all the Sermons thou hast heard, all the Chapters thou hast read, all the Fasts thou hast kept, all the Sacraments thou hast received, &c. And what an unutterable and intolerable <CITATION> loss will this be?"
A66086,106,661,"Yet must they be thought of: not to corroborate Animosities; nor yet re∣novare dolores, to rub old sores; much less to beget Re∣solves, cruorem cruore reponere (if <CITATION> noble Tertullian's phrase may be so taken) to recompence evil for evil."
A80847,186,0,"<CITATION> God hath set us forth as it were men appointed unto death, for we are made a spectacle unto the world, to Angels and to men: and vers."
A53985,90,55,"To these, were it necessary to add the Testimo∣nies <CITATION> of Church-writers, I might instance in Ter∣tullian, Athanasius, and divers more, who speak∣ing of the Creed, own'd it to have been the One, only, immoveable and sufficient Rule which all Chri∣stians went by; the Catholick Faith, and the Faith of all Churches in the world, which whosoever be∣lieved, was a right Catholick and sound Believer."
A53985,129,388,"Within a while after Him succeeded Eleuthe∣rius, in whose days the Doctrines of Montanus made a filthy stir; and to stifle the spreading of that Plague the Gallican Church wrote Letters into Asia, and another they sent to the Pope himself, admonishing him to follow the things which made for Peace: For Tertullian is witness, that the Pope <CITATION> was infected with Montanism."
A73391,170,202,"The person doing must be like; for all men stand not in the same reference in regard of actions: He said well in the Comedy, Hoc licet impune fa∣cere huic, illi non licet; non quia <CITATION> dissimilis res sit, sed quod is qui facit; Be the things never so like, if the person bee unlike, there is an error."
A05952,68,941,"The Syren-tunes of such e∣loquence are no better then Tertullians Stillicidia mellis de libalunculo venena∣to,<CITATION> as that criticall Father speakes, droppes of Honey out of a poysoned Lymbeck."
A05952,69,487,"Only (B) here our care should be, to account Salomons porch our best Athens,<CITATION> and to keepe our usuall walke within the circuite of Gods booke."
A05143,149,176,"These benefites of Christe are  oute in Scripture in many places, and  these be the weapons wherwith we must fighte agaynst the deuill, and his illusions: not with holy water, for I telle you the deuill is not afrayde of holye water: It is Christe<CITATION> that hath gotten the victorie ouer hym, it is he that vanqui∣sheth the serpentes head, and not holy water."
A05143,304,240,"Whan we see that the worlde foloweth her owne desyres and lustes, and not goddes wyll and his commaundementes, and it greeueth vs to see thys, we  sorye for it, we shall make oure  vnto god for it, : Oure father whiche art in heauen Fiat voluntas ,  Thy  be done, when we lacke necessaries for the mainte∣nance of this lyfe, euery thing is dere, then we may say, Our father which art in heauen, giue vs this day our dayly bread.<CITATION> Therfore as we see cause, so we should pray."
A05143,305,477,"For it was  for nothing, for whā we bee disposed to despise a man, and call him an ignoraunte foole, we say, he can not say his  noster, and so we made<CITATION> it a lighte matter, as though euery man knew it."
A05143,743,1952,"And no doubt he had a good substanciall faithe, as it appered by his behauiors: yet he had not so good a faithe as the Centurion<CITATION> had, which sent a message vnto hym, saying: Lord, say but one word, and my seruant shal be whole."
A07538,114,329,"The Fa∣thers  were vnacquainted with the new Orcography of the School-men, whose searching invention hath founded as many Regions below the Earth, as there are aboue in the Aire; the first is their Limbus Patrum, where they faigne the Fathers to haue suffred the tem∣porary pain of losse before Christ's comming;<CITATION> an Hae∣resie borrowed from Marcion."
A43555,93,567,"<CITATION> And this the Wise Romans thought so useful as to digest it into Law, whence our Old Statutes might Copy; and then it became a Revenue, being made Standard, and not Phantastical, as if it were made for the Moon, and not for the Man: Whereby Ancient Codicils came so Repleat with the mention of these in their Wills, and Legacies."
A68859,148,902,"For whyche cause nowe the fleshe is washed,<CITATION> that the soule myghte be purged, the fleshe is anoynted, that the soule might be consecrate and halowed, the fleshe is marked & crossed, that the soule myght be armed and defended, the fleshe is couered by imposition of handes, that the soule myghte be lyghtned wyth the spyrite of God, the fleshe is fedde with the bodye and bloode of Christ, that the soule myghte be nourished and made fatte wyth God, and as these twoo be nowe ioyned in theyr woorkes, so shall they be afterward ioy∣ned in rewardes."
A68859,238,708,"First the league and vowe of the mans parte with God,<CITATION> when he voluntarily by three solemne professi∣ons, renounceth the deuyll and all his woorkes, and all his pompe and pryde."
A68859,243,1361,"Than af∣ter the professyon of thys faythe, the partye is asked whether hee wyll bee baptysed or no, because no manne hauinge the vse of hys wyll is saued wythoute the consente of hys wyll, and when he aunswereth or it is aunswered for hym, that he wyll: than is he putte into the water thryse, and baptysed in the name of the father, and of the sonne, and of the holy ghost, in whyche thynge consysteth the greate my∣sterye or Sacramente of baptysme,<CITATION> where the fleshe is washed and the soule made cleane,  where the inward man is made new, and Christ is fourmed in the minde of man,Eusebius."
A57375,289,31,"And inasmuch as,<CITATION> The Resurrection of the dead, is the peculiar Hope and Consolation of Christians, consider; she1 Thes."
A63137,201,73,"First the resurrection is somtimes taken in the Scripture figurativly,<CITATION> for the rais∣in again of the soul, from the death of sin, to the life of grace; which is call∣ed a passing from death to life, Joh."
A12160,75,101,"& 6.15. nor his brethren, nor his seruants, nor the men of the guard put off there clothes saue only for washing, and that for two and fifty dayes together; I omit and flye ouer the publicke administration of his office, as he was Go∣uernour  of the Land, his care for the Ministers and the seruice of God:<CITATION> in all which respects I might crowne him with the speech of the Father; he was Rex sola gloria minor; a Prince inferiour to nothing, but to glory it selfe; No maruell therefore, if wee see such a fiery streame of confidence in his words, and so neere a line of familiaritie with God; Nulli ita Deo familiares,Euseb."
A12160,98,49,"The workes of good men are good indeed, first,<CITATION> in re∣gard of their efficient, God: who not only commands them, but produceth them: The fruit of the Spirit is Loue, Ioy, Peace; Now God, neither commands nor produceth any thing that is faulty."
A12160,112,926,"14.40. in a Leprous house, nay, they would not, euen in such a house plucke out all the stones, as they doe in Churches,<CITATION> but only such as were Leprous; Well let Ia∣nus in his anger looke vpon me with either of his faces; (to borrow Tertullians words) yet I will euer proclaime, that, Next to the iniurie done against the temple of mans body, there can be no greater iniury then that which is done against the bodie of the Temple: And I wish that  all sacrilegious persons, might feele the whip vpon their conscience, which sometime Celsus felt, who after the robbing of many Churches, hearing one day that place of Esay read, Woe vnto them that ioyne house to house,Es."
A12160,114,648,"7.25. worse than euer Hirams brazen Oxen; whose hinder parts were not to be seene in the Temple for modestie, but these mens Religion is rudenesse; as if Religion were best clad in a fooles coate;<CITATION> Iustly may wee complaine with Saint Chrysostome, In the Primitiue Church houses were Churches, but now Churches are as houses, nay, worse then houses."
A12160,197,1806,"Time will tell them that loued him without a false bottome, that in this I haue now said, my tongue strooke not on both sides, I confesse, I distrust not Gods power, nor hath my hope forsaken me, of any mans goodnesse, but yet mine eyes despaire, almost euer to see a man, with such a retinue of graces: so wise, so louing, so iust, so religious, so chari∣table, so hopefull in his death; euen all these beames con∣tracted into one Glasse.<CITATION> But I must not draw my Saw the same way againe, as Tertullian's phrase is."
A39528,76,930,"Historians, and other <CITATION> Writers of the Primitive Church mention and confute; but also, that it is highly Expedient, Necessary, and Commendable in its self."
A14261,138,72,"And because I would not lose my selfe in this field of Zoan,<CITATION> this field of wonders; I will determine you to the consideration of your selves first."
A14261,143,610,"Looke (sayes Tertullian) upon the buil∣dings of the Bee,<CITATION> or the lodgings of the Ant, or the webs of the Spider, or the threds of the silkeworme, and imitate them if thou canst."
A81199,147,503,"We finde this Title prefixt to divers Psalms, Maschil,<CITATION> which is as much as A teaching Psalme, a Psalm making wise, a Psalm for Instruction."
A81199,476,50,"These two desolate names are often found alone,<CITATION> but of∣tener as one in Scripture; the widow who is disjoyn'd from her husband, and the fatherlesse, who are bereaved of their pa∣rents, are commonly joyned together."
A61531,810,17,"Whereas the Christians were so forward to suffer for their Doctrine, that it was imputed as a Fault to them; and it ap∣pears by Tertullian that some out-went the bounds of Christianity in offering themselves too freely to it.<CITATION> This made such as Antoninus and others impute all their Sufferings to an in∣vincible Obstinacy and a sort of Madness which possessed them:Antonin."
A10080,109,151,"Righteous∣nesse that came downe from heauen, first appea∣red in the glimpse of the rudiments of nature; vvhen the lavv came it vvas in the infancie,<CITATION> vvhen the Gospell vvas preached, it had a flourishing youth; and at the comming dovvne of the holy Ghost, it grevv to more maturity."
A10080,276,366,"6. is but a iourney to them,<CITATION> to the Land of the liuing; The key to vn∣locke from misery, and send abroade to liberty: A Bridge to passe from a vale of teares, to a pa∣radise of joyes."
A47411,964,35,"Let me sum up all in that Eulogy, that Loyal Ac∣clamation which Tertullian saies the Ro∣man People used to their Emperour,<CITATION> Vitam Prolixam,Apologet."
A92083,121,861,"For Dominion and Rule is not founded in any personall qualifications; the piety, probitie, grace and goodnesse of the party, but in a rightfull claim and title, and in Divine Power and Providence the onely dispenser and dis∣poser of it.<CITATION> By me Kings reign, by me Princes rule, Pro."
A92083,124,370,"Gods by deputation, mortall Gods, his Vice-gerents and Lievtenants upon earth.<CITATION> Solo Deo minor, dum omnibus major, saith Tertullian."
A92083,128,413,"in so much that Tertullian, a learned Advocate of theirs, proclaimes their innocency and patience to the whole world, and challengeth even to the defiance the rabble of Heathen, to disprove it if they could.<CITATION> A Christian is no mans foe, much lesse his Princes and Sovereign's."
A92083,151,23,"The third specialty,<CITATION> considerable, in Zimri's treason, pointed out in the speech of Jezebel, is the successe, and issue of it, and that laid down, by way of interrogation, Had he peace?"
A72989,105,92,"Which Spring<CITATION> is the very resurrection of the Yeare, and Christs resurrection falleth out well with that time."
A96433,1227,0,"<CITATION> This is the most usuall seed, faith cometh by hearing, and hearing by the word preached, Rom."
A08364,86,44,"This distinction of evils, saith<CITATION> Pamelius, is worth the noting against Calvin, and his followers; as if Cal∣vin, or the rest, who maintaine the truth of that do∣ctrine, which Calvin professed, denied this distinction of Evils, to make God the cause and author of sinne."
A01920,878,7,"Tertulian also, who liued 200. yeeres af∣ter  Christ,<CITATION> in his writings against the Iewes alleadgeth to them, that the whole world had receaued Christ his Faith, yea and amongst the rest speaking of the Bri∣taines he saith."
B20532,898,1170,"Ter∣tullian call'd the unvailed virgins of <CITATION> his time Capita Nundinalitia, and Pu∣dor ostentatitiae Virginitatis, Phrases I will not English."
A40515,205,1721,"Non est scriptum, time∣at<CITATION> vae illud adjicientibus, to wit, that wo, if any: shall adde unto these words, God shall adde unto him the plagues which are written in this book; and the Apostle passeth an Anathema upon whoever should (though an Angel from heaven) preach any other Gospel then he hadGal."
A40515,1509,253,"Tertullian shews that it was the constant practise<CITATION> of Christians, to pray even for the persecuting Emperours; Hoc agite (saith he) boni Praesides, extorquete animam Deo supplicantem pro  Imperatore; Send these Christian souls to heaven breathing out prayers for their persecuting Emperour."
A40515,1751,992,"That the Professours of the Gospel should be as lambs among wolves, yet not devoured; that persecution should be ille∣cebra magis sectae, as Tertullian saies: and that it should thrive by<CITATION> opposition, this speaks it surely to be from God."
A45658,899,929,"What!<CITATION> Shall our unbelieving hearts not onely impute Lying to him, but put Perjury upon him also?"
A45658,1431,280,"2 If wee speake of this Death, Violent Death;  (so to call it) this, you know, growes from Innate Impotency, and Deficiency, and Forraine, either Sus∣pension of Influence, Ayds and Supplies:<CITATION> or forcible Impressions, and Incursions made beyond all power of Resistance: Now here Greatnesse, is also at a stand: Great men be as tender, as passive as others; Depend as much as others, and Stand by a Manutention; Lye as open, as others, to Invasions and Assaults."
A45658,1491,414,"Thus simply considered it is not so formidable, as that we must fling away our weapons, desert our station, and fly,<CITATION> (as once Israel) at the voice of this Goliah."
A45658,1519,395,"24. and a brave Commander; no lesse active and valiant, than he was comely and proper.<CITATION> But Reason is GODs, as well as Scri∣pture:Reasons."
A65259,298,219,"She restrained her self from the use of those Fa∣shions, which though in themselves they are unseemly (to say no worse) yet are too frequent and common in use amongst such as were her equals:<CITATION> whereby the practice is become incorrigible, and the contrary disdained by the exorbitant."
A65259,299,25,"This is the Dress which Tertullian commends to Christian Wo∣men; men:<CITATION> Cloath your selves (saith he) with the Silk of Honesty, with the Sattin of Sanctity, with the Purple of Modesty: in such Paints God will be your Lover."
A01045,466,670,"For the Fathers gaue not absolution to sinners, vntill such tyme, as they had accomplished penitentiall actions enjoyned: and after absolution was given, they did not anie more impose such pen∣nance vpon them; which I might easilie proue by a cloude of ancient witnesses; but I need not, seeing so manie of our Adversaries doe confesse it <CITATION>."
A01045,544,2710,<CITATION>
A01045,791,56,"If the dignitie of all Christians, if their combates,<CITATION> cowrage, and hope, bee so great; how much more is it with the spirituall rulers, whose duetie is to leade and bring them to the Crowne?"
A01045,815,2684,"Truelie, GOD is such a Thing, that when It is sayde, can not bee sayde; and when It is esteemed, can not bee esteemed; and when defined, ipsa definitione crescit.<CITATION> That which is (sayeth Ter∣tull."
