ESV,text,Parallel,version,verse_text,rank,prediction,toCheck,correction
Haggai 2.4,"Haggai 2.4 Yet now be strong, O Zerubbabel, declares the LORD. Be strong, O Joshua, son of Jehozadak, the high priest. Be strong, all you people of the land, declares the LORD. Work, for I am with you, declares the LORD of hosts,",Haggai 2.4,Vulgate,"Haggai 2.4 Quis in vobis est derelictus, qui vidit domum istam in gloria sua prima? et quid vos videtis hanc nunc? numquid non ita est, quasi non sit in oculis vestris?",,False,False,
Haggai 2.5,Haggai 2.5 according to the covenant that I made with you when you came out of Egypt. My Spirit remains in your midst. Fear not.,Haggai 2.6,Vulgate,Haggai 2.6 verbum quod pepigi vobiscum cum egrederemini de terra Ægypti: et spiritus meus erit in medio vestrum: nolite timere.,0.0,True,False,
Haggai 2.5,Haggai 2.5 according to the covenant that I made with you when you came out of Egypt. My Spirit remains in your midst. Fear not.,Haggai 2.5,Vulgate,"Haggai 2.5 Et nunc confortare, Zorobabel, dicit Dominus; et confortare, Jesu, fili Josedec, sacerdos magne; et confortare, omnis populus terræ, dicit Dominus exercituum: et facite (quoniam ego vobiscum sum, dicit Dominus exercituum)",,False,False,
Haggai 2.6,"Haggai 2.6 For thus says the LORD of hosts: Yet once more, in a little while, I will shake the heavens and the earth and the sea and the dry land.",Haggai 2.7,Vulgate,"Haggai 2.7 Quia hæc dicit Dominus exercituum: Adhuc unum modicum est, et ego commovebo cælum, et terram, et mare, et aridam.",0.0,True,False,
Haggai 2.6,"Haggai 2.6 For thus says the LORD of hosts: Yet once more, in a little while, I will shake the heavens and the earth and the sea and the dry land.",Haggai 2.6,Vulgate,Haggai 2.6 verbum quod pepigi vobiscum cum egrederemini de terra Ægypti: et spiritus meus erit in medio vestrum: nolite timere.,,False,False,
Haggai 2.7,"Haggai 2.7 And I will shake all nations, so that the treasures of all nations shall come in, and I will fill this house with glory, says the LORD of hosts.",Haggai 2.8,Vulgate,"Haggai 2.8 Et movebo omnes gentes, et veniet desideratus cunctis gentibus: et implebo domum istam gloria, dicit Dominus exercituum.",0.0,True,False,
Haggai 2.7,"Haggai 2.7 And I will shake all nations, so that the treasures of all nations shall come in, and I will fill this house with glory, says the LORD of hosts.",Haggai 2.7,Vulgate,"Haggai 2.7 Quia hæc dicit Dominus exercituum: Adhuc unum modicum est, et ego commovebo cælum, et terram, et mare, et aridam.",,False,False,
Haggai 2.9,"Haggai 2.9 The latter glory of this house shall be greater than the former, says the LORD of hosts. And in this place I will give peace, declares the LORD of hosts.'""",Haggai 2.10,Vulgate,"Haggai 2.10 Magna erit gloria domus istius novissimæ plus quam primæ, dicit Dominus exercituum: et in loco isto dabo pacem, dicit Dominus exercituum.",0.0,True,False,
Haggai 2.9,"Haggai 2.9 The latter glory of this house shall be greater than the former, says the LORD of hosts. And in this place I will give peace, declares the LORD of hosts.'""",Haggai 2.9,Vulgate,"Haggai 2.9 Meum est argentum, et meum est aurum, dicit Dominus exercituum.",3.0,False,False,
Haggai 2.9,"Haggai 2.9 The latter glory of this house shall be greater than the former, says the LORD of hosts. And in this place I will give peace, declares the LORD of hosts.'""",Haggai 2.8,Vulgate,"Haggai 2.8 Et movebo omnes gentes, et veniet desideratus cunctis gentibus: et implebo domum istam gloria, dicit Dominus exercituum.",2.0,False,False,
Hebrews 13.7,"Hebrews 13.7 Remember your leaders, those who spoke to you the word of God. Consider the outcome of their way of life, and imitate their faith.",Hebrews 13.8,Geneva,"Hebrews 13.8 Remember them which haue the ouersight of you, which haue declared vnto you the word of God: whose faith follow, considering what hath bene the ende of their conuersation. Iesus Christ yesterday, and to day, the same also is for euer.",0.0,True,False,
Hebrews 13.7,"Hebrews 13.7 Remember your leaders, those who spoke to you the word of God. Consider the outcome of their way of life, and imitate their faith.",Hebrews 13.7,Geneva,"Hebrews 13.7 So that we may boldly say, The Lord is mine helper, neither will I feare what man can doe vnto me.",,False,False,
Hosea 14.2,"Hosea 14.2 Take with you words and return to the LORD; say to him, ""Take away all iniquity; accept what is good, and we will pay with bulls the vows of our lips.",Hosea 14.2,Vulgate,"Hosea 14.2 Convertere, Israël, ad Dominum Deum tuum, quoniam corruisti in iniquitate tua.",,False,False,
Hosea 14.2,"Hosea 14.2 Take with you words and return to the LORD; say to him, ""Take away all iniquity; accept what is good, and we will pay with bulls the vows of our lips.",Hosea 14.3,Vulgate,"Hosea 14.3 Tollite vobiscum verba, et convertimini ad Dominum; et dicite ei: Omnem aufer iniquitatem, accipe bonum, et reddemus vitulos labiorum nostrorum.",0.0,True,False,
Hosea 14.4,"Hosea 14.4 I will heal their apostasy; I will love them freely, for my anger has turned from them.",Hosea 14.5,Vulgate,Hosea 14.5 Sanabo contritiones eorum; diligam eos spontanee: quia aversus est furor meus ab eis.,0.0,True,False,
Hosea 14.4,"Hosea 14.4 I will heal their apostasy; I will love them freely, for my anger has turned from them.",Hosea 14.4,Vulgate,"Hosea 14.4 Assur non salvabit nos: super equum non ascendemus, nec dicemus ultra, Dii nostri opera manuum nostrarum: quia ejus, qui in te est, misereberis pupilli.",,False,False,
Hosea 14.8,"Hosea 14.8 O Ephraim, what have I to do with idols? It is I who answer and look after you. I am like an evergreen cypress; from me comes your fruit.",Hosea 14.9,Geneva,"Hosea 14.9 Ephraim shall say, What haue I to doe any more with idoles? I haue heard him, and looked vpon him: I am like a greene firre tree: vpon me is thy fruite founde.",0.0,True,False,
Hosea 14.8,"Hosea 14.8 O Ephraim, what have I to do with idols? It is I who answer and look after you. I am like an evergreen cypress; from me comes your fruit.",Hosea 14.8,Geneva,"Hosea 14.8 They that dwel vnder his shadow, shall returne: they shall reuiue as the corne, and florish as the vine: the sent thereof shalbe as the wine of Lebanon.",,False,False,
Hosea 14.8,"Hosea 14.8 O Ephraim, what have I to do with idols? It is I who answer and look after you. I am like an evergreen cypress; from me comes your fruit.",Hosea 14.8,Douay-Rheims,"Hosea 14.8 They shall be converted that sit under his shadow: they shall live upon wheat, and they shall blossom as a vine: his memorial shall be as the wine of Libanus.",,False,False,
Hosea 14.8,"Hosea 14.8 O Ephraim, what have I to do with idols? It is I who answer and look after you. I am like an evergreen cypress; from me comes your fruit.",Hosea 14.9,Douay-Rheims,"Hosea 14.9 Ephraim shall say, What have I to do any more with idols? I will hear him, and I will make him flourish like a green fir tree: from me is thy fruit found.",0.0,True,False,
Hosea 14.9,"Hosea 14.9 Whoever is wise, let him understand these things; whoever is discerning, let him know them; for theways of the LORD are right, and the upright walk in them, but transgressors stumble in them.",Hosea 14.10,Vulgate,"Hosea 14.10 Quis sapiens, et intelliget ista? intelligens, et sciet hæc? quia rectæ viæ Domini, et justi ambulabunt in eis; prævaricatores vero corruent in eis.",0.0,True,False,
Hosea 14.9,"Hosea 14.9 Whoever is wise, let him understand these things; whoever is discerning, let him know them; for theways of the LORD are right, and the upright walk in them, but transgressors stumble in them.",Hosea 14.9,Vulgate,"Hosea 14.9 Ephraim, quid mihi ultra idola? Ego exaudiam, et dirigam eum ego ut abietem virentem; ex me fructus tuus inventus est.",,False,False,
Hosea 14.9,"Hosea 14.9 Whoever is wise, let him understand these things; whoever is discerning, let him know them; for theways of the LORD are right, and the upright walk in them, but transgressors stumble in them.",Hosea 14.10,Geneva,"Hosea 14.10 Who is wise, and he shall vnderstande these things? and prudent, and he shall knowe them? for the wayes of the Lord are righteous, and the iust shall walke in them: but the wicked shall fall therein.",0.0,True,False,
Hosea 14.9,"Hosea 14.9 Whoever is wise, let him understand these things; whoever is discerning, let him know them; for theways of the LORD are right, and the upright walk in them, but transgressors stumble in them.",Hosea 14.9,Geneva,"Hosea 14.9 Ephraim shall say, What haue I to doe any more with idoles? I haue heard him, and looked vpon him: I am like a greene firre tree: vpon me is thy fruite founde.",,False,False,
Isaiah 10.8,"Isaiah 10.8 for he says: ""Are not my commanders all kings?",Isaiah 10.8,Douay-Rheims,Isaiah 10.8 For he shall say:,,False,True,
Isaiah 10.8,"Isaiah 10.8 for he says: ""Are not my commanders all kings?",Isaiah 10.9,Douay-Rheims,Isaiah 10.9 Are not my princes as so many kings? is not Calano as Charcamis: and Emath as Arphad? is not Samaria as Damascus?,0.0,False,True,
Isaiah 13.22,"Isaiah 13.22 Hyenas will cry in its towers, and jackals in the pleasant palaces; its time is close at hand and its days will not be prolonged.",Isaiah 13.20,Vulgate,"Isaiah 13.20 Non habitabitur usque in finem, et non fundabitur usque ad generationem et generationem; nec ponet ibi tentoria Arabs, nec pastores requiescent ibi.",0.0,False,True,
Isaiah 13.22,"Isaiah 13.22 Hyenas will cry in its towers, and jackals in the pleasant palaces; its time is close at hand and its days will not be prolonged.",Isaiah 13.22,Vulgate,"Isaiah 13.22 et respondebunt ibi ululæ in ædibus ejus, et sirenes in delubris voluptatis.",,False,True,
Isaiah 13.22,"Isaiah 13.22 Hyenas will cry in its towers, and jackals in the pleasant palaces; its time is close at hand and its days will not be prolonged.",Isaiah 13.9,Vulgate,"Isaiah 13.9 Behold, the day of the Lord commeth, cruell both with wrath and fierce anger, to lay the land desolate; and he shall destroy the sinners thereof out of it.",2.0,False,True,
Isaiah 19.10,"Isaiah 19.10 Those who are the pillars of the land will be crushed, and all who work for pay will be grieved.",Isaiah 19.8,AKJV,"Isaiah 19.8 The fishers also shall mourne, and all they that cast angle into the brookes shall lament, and they that spread nets vpon the waters shall languish.",1.0,False,True,
Isaiah 19.10,"Isaiah 19.10 Those who are the pillars of the land will be crushed, and all who work for pay will be grieved.",Isaiah 19.10,Vulgate,Isaiah 19.10 Et erunt irrigua ejus flaccentia: omnes qui faciebant lacunas ad capiendos pisces.,,False,True,
Isaiah 19.10,"Isaiah 19.10 Those who are the pillars of the land will be crushed, and all who work for pay will be grieved.",Isaiah 19.9,Vulgate,"Isaiah 19.9 Confundentur qui operabantur linum, pectentes et texentes subtilia.",0.0,False,True,
Isaiah 19.10,"Isaiah 19.10 Those who are the pillars of the land will be crushed, and all who work for pay will be grieved.",Isaiah 19.10,AKJV,"Isaiah 19.10 And they shall be broken in the purposes thereof, all that make sluces and ponds for fish.",,False,True,
Isaiah 19.10,"Isaiah 19.10 Those who are the pillars of the land will be crushed, and all who work for pay will be grieved.",Isaiah 19.8,Douay-Rheims,"Isaiah 19.8 The fishers also shall mourn, and all that cast a hook into the river shall lament, and they that spread nets upon the waters shall languish away.",0.0,False,True,
Isaiah 19.10,"Isaiah 19.10 Those who are the pillars of the land will be crushed, and all who work for pay will be grieved.",Isaiah 19.9,Douay-Rheims,"Isaiah 19.9 They shall be confounded that wrought in flax, combing and weaving fine linen.",3.0,False,True,
Isaiah 19.10,"Isaiah 19.10 Those who are the pillars of the land will be crushed, and all who work for pay will be grieved.",Isaiah 19.10,Douay-Rheims,"Isaiah 19.10 And its watery places shall be dry, all they shall mourn that made pools to take fishes.",,False,True,
Isaiah 21.13,"Isaiah 21.13 The oracle concerning Arabia. In the thickets in Arabia you will lodge, O caravans of Dedanites.",Isaiah 21.13,Vulgate,"Isaiah 21.13 Onus in Arabia. In saltu ad vesperam dormietis, in semitis Dedanim.",,True,False,
Isaiah 21.13,"Isaiah 21.13 The oracle concerning Arabia. In the thickets in Arabia you will lodge, O caravans of Dedanites.",Isaiah 21.14,Vulgate,"Isaiah 21.14 Occurrentes sitienti ferte aquam, qui habitatis terram austri; cum panibus occurrite fugienti.",0.0,False,False,
Isaiah 22.8,"Isaiah 22.8 He has taken away the covering of Judah. In that day you looked to the weapons of the House of the Forest,",Isaiah 22.8,Vulgate,"Isaiah 22.8 Et revelabitur operimentum Judæ, et videbis in die illa armamentarium domus saltus.",,True,False,
Isaiah 22.8,"Isaiah 22.8 He has taken away the covering of Judah. In that day you looked to the weapons of the House of the Forest,",Isaiah 22.7,Vulgate,"Isaiah 22.7 Et erunt electæ valles tuæ plenæ quadrigarum, et equites ponent sedes suas in porta.",1.0,False,False,
Isaiah 22.8,"Isaiah 22.8 He has taken away the covering of Judah. In that day you looked to the weapons of the House of the Forest,",Isaiah 22.10,Vulgate,"Isaiah 22.10 et domos Jerusalem numerastis, et destruxistis domos ad muniendum murum.",0.0,False,False,
Isaiah 22.8,"Isaiah 22.8 He has taken away the covering of Judah. In that day you looked to the weapons of the House of the Forest,",Isaiah 22.9,Vulgate,"Isaiah 22.9 Et scissuras civitatis David videbitis, quia multiplicatæ sunt; et congregastis aquas piscinæ inferioris,",2.0,False,False,
Isaiah 28.10,"Isaiah 28.10 For it is precept upon precept, precept upon precept, line upon line, line upon line, here a little, there a little.""",Isaiah 28.10,Douay-Rheims,"Isaiah 28.10 For command, command again; command, command again; expect, expect again; expect, expect again: a little there, a little there.",,True,False,
Isaiah 3.20,"Isaiah 3.20 the headdresses, the armlets, the sashes, the perfume boxes, and the amulets;",Isaiah 3.21,Vulgate,"Isaiah 3.21 et annulos, et gemmas in fronte pendentes,",1.0,False,True,
Isaiah 3.20,"Isaiah 3.20 the headdresses, the armlets, the sashes, the perfume boxes, and the amulets;",Isaiah 3.22,Vulgate,"Isaiah 3.22 et mutatoria, et palliola, et linteamina, et acus,",0.0,False,True,
Isaiah 3.20,"Isaiah 3.20 the headdresses, the armlets, the sashes, the perfume boxes, and the amulets;",Isaiah 3.19,Vulgate,"Isaiah 3.19 et lunulas, et torques, et monilia, et armillas, et mitras,",2.0,False,True,
Isaiah 3.20,"Isaiah 3.20 the headdresses, the armlets, the sashes, the perfume boxes, and the amulets;",Isaiah 3.20,Vulgate,"Isaiah 3.20 et discriminalia, et periscelidas, et murenulas, et olfactoriola, et inaures,",3.0,False,True,
Isaiah 46.12,"Isaiah 46.12 ""Listen to me, you stubborn of heart, you who are far from righteousness:",Isaiah 46.12,Douay-Rheims,"Isaiah 46.12 I have brought my justice near, it shall not be afar off: and my salvation shall not tarry. I will give salvation in Sion, and my glory in Israel.",,False,True,
Isaiah 54.15,"Isaiah 54.15 If anyone stirs up strife, it is not from me; whoever stirs up strife with you shall fall because of you.",Isaiah 54.15,Douay-Rheims,"Isaiah 54.15 Behold, an inhabitant shall come, who was not with me, he that was a stranger to thee before, shall be joined to thee.",,False,True,
Isaiah 54.15,"Isaiah 54.15 If anyone stirs up strife, it is not from me; whoever stirs up strife with you shall fall because of you.",Isaiah 54.17,Douay-Rheims,"Isaiah 54.17 No weapon that is formed against thee shall prosper: and every tongue that resisteth thee in judgment, thou shalt condemn. This is the inheritance of the servants of the Lord, and their justice with me, saith the Lord.",0.0,False,True,
Jeremiah 16.1,Jeremiah 16.1 The word of the LORD came to me:,Jeremiah 16.1,AKJV,"Jeremiah 16.1 The word of the Lord came also vnto me, saying;",,True,False,
Jeremiah 37.12,Jeremiah 37.12 Jeremiah set out from Jerusalem to go to the land of Benjamin to receive his portion there among the people.,Jeremiah 37.11,Vulgate,"Jeremiah 37.11 egressus est Jeremias de Jerusalem ut iret in terram Benjamin, et divideret ibi possessionem in conspectu civium.",0.0,True,False,
Jeremiah 37.12,Jeremiah 37.12 Jeremiah set out from Jerusalem to go to the land of Benjamin to receive his portion there among the people.,Jeremiah 37.12,Vulgate,"Jeremiah 37.12 Cumque pervenisset ad portam Benjamin, erat ibi custos portæ per vices, nomine Jerias filius Selemiæ filii Hananiæ: et apprehendit Jeremiam prophetam, dicens: Ad Chaldæos profugis.",,False,False,
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 37.14,Douay-Rheims,"Jeremiah 37.14 Wherefore the princes were angry with Jeremias, and they beat him, and cast him into the prison that was in the house of Jonathan the scribe: for he was chief over the prison.",2.0,False,False,
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 38.6,Douay-Rheims,"Jeremiah 38.6 Then tooke they Ieremiah, and cast him into the dungeon of Malchiah the sonne of Hammelech that was in the court of the prison: and they let downe Ieremiah with cords: and in the dungeon there was no water, but mire: so Ieremiah sunke in the mire.",1.0,False,False,
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 37.12,Douay-Rheims,"Jeremiah 37.12 And when he was come to the gate of Benjamin, the captain of the gate, who I was there in his turn, was one named Jerias, the son of Selemias, the son of Hananias: and he took hold of Jeremias the prophet, saying: Thou art fleeing to the Chaldeans.",0.0,True,False,
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 37.13,Douay-Rheims,"Jeremiah 37.13 And Jeremias answered: It is not so, I am not fleeing to the Chaldeans. But he hearkened not to him: so Jerias took Jeremias and brought him to the princes.",,False,False,
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 37.13,Vulgate,"Jeremiah 37.13 Et respondit Jeremias: Falsum est: non fugio ad Chaldæos. Et non audivit eum, sed comprehendit Jerias Jeremiam, et adduxit eum ad principes:",,False,False,
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 37.12,Vulgate,"Jeremiah 37.12 Cumque pervenisset ad portam Benjamin, erat ibi custos portæ per vices, nomine Jerias filius Selemiæ filii Hananiæ: et apprehendit Jeremiam prophetam, dicens: Ad Chaldæos profugis.",0.0,True,False,
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 37.14,Vulgate,"Jeremiah 37.14 quam ob rem irati principes contra Jeremiam, cæsum eum miserunt in carcerem qui erat in domo Jonathan scribæ: ipse enim præpositus erat super carcerem.",1.0,False,False,
Jeremiah 37.14,"Jeremiah 37.14 And Jeremiah said, ""It is a lie; I am not deserting to the Chaldeans."" But Irijah would not listen to him, and seized Jeremiah and brought him to the officials.",Jeremiah 37.14,Vulgate,"Jeremiah 37.14 quam ob rem irati principes contra Jeremiam, cæsum eum miserunt in carcerem qui erat in domo Jonathan scribæ: ipse enim præpositus erat super carcerem.",,False,False,
Jeremiah 37.14,"Jeremiah 37.14 And Jeremiah said, ""It is a lie; I am not deserting to the Chaldeans."" But Irijah would not listen to him, and seized Jeremiah and brought him to the officials.",Jeremiah 37.16,Vulgate,"Jeremiah 37.16 Mittens autem Sedecias rex, tulit eum: et interrogavit eum in domo sua abscondite, et dixit: Putasne est sermo a Domino? Et dixit Jeremias: Est: et ait: In manus regis Babylonis traderis.",1.0,False,False,
Jeremiah 37.14,"Jeremiah 37.14 And Jeremiah said, ""It is a lie; I am not deserting to the Chaldeans."" But Irijah would not listen to him, and seized Jeremiah and brought him to the officials.",Jeremiah 37.13,Vulgate,"Jeremiah 37.13 Et respondit Jeremias: Falsum est: non fugio ad Chaldæos. Et non audivit eum, sed comprehendit Jerias Jeremiam, et adduxit eum ad principes:",0.0,True,False,
Jeremiah 37.16,"Jeremiah 37.16 When Jeremiah had come to the dungeon cells and remained there many days,",Jeremiah 37.15,Vulgate,Jeremiah 37.15 Itaque ingressus est Jeremias in domum laci et in ergastulum: et sedit ibi Jeremias diebus multis.,0.0,True,False,
Jeremiah 37.16,"Jeremiah 37.16 When Jeremiah had come to the dungeon cells and remained there many days,",Jeremiah 37.14,Vulgate,"Jeremiah 37.14 quam ob rem irati principes contra Jeremiam, cæsum eum miserunt in carcerem qui erat in domo Jonathan scribæ: ipse enim præpositus erat super carcerem.",1.0,False,False,
Jeremiah 37.16,"Jeremiah 37.16 When Jeremiah had come to the dungeon cells and remained there many days,",Jeremiah 37.16,Vulgate,"Jeremiah 37.16 Mittens autem Sedecias rex, tulit eum: et interrogavit eum in domo sua abscondite, et dixit: Putasne est sermo a Domino? Et dixit Jeremias: Est: et ait: In manus regis Babylonis traderis.",,False,False,
Jeremiah 37.17,"Jeremiah 37.17 King Zedekiah sent for him and received him. The king questioned him secretly in his house and said, ""Is there any word from the LORD?"" Jeremiah said, ""There is."" Then he said, ""You shall be delivered into the hand of the king of Babylon.""",Jeremiah 37.16,Vulgate,"Jeremiah 37.16 Mittens autem Sedecias rex, tulit eum: et interrogavit eum in domo sua abscondite, et dixit: Putasne est sermo a Domino? Et dixit Jeremias: Est: et ait: In manus regis Babylonis traderis.",0.0,True,False,
Jeremiah 37.17,"Jeremiah 37.17 King Zedekiah sent for him and received him. The king questioned him secretly in his house and said, ""Is there any word from the LORD?"" Jeremiah said, ""There is."" Then he said, ""You shall be delivered into the hand of the king of Babylon.""",Jeremiah 37.17,Vulgate,"Jeremiah 37.17 Et dixit Jeremias ad regem Sedeciam: Quid peccavi tibi, et servis tuis, et populo tuo, quia misisti me in domum carceris?",,False,False,
Jeremiah 37.17,"Jeremiah 37.17 King Zedekiah sent for him and received him. The king questioned him secretly in his house and said, ""Is there any word from the LORD?"" Jeremiah said, ""There is."" Then he said, ""You shall be delivered into the hand of the king of Babylon.""",Jeremiah 37.15,Vulgate,Jeremiah 37.15 Itaque ingressus est Jeremias in domum laci et in ergastulum: et sedit ibi Jeremias diebus multis.,1.0,False,False,
Jeremiah 37.18,"Jeremiah 37.18 Jeremiah also said to King Zedekiah, ""What wrong have I done to you or your servants or this people, that you have put me in prison?",Jeremiah 37.17,Vulgate,"Jeremiah 37.17 Et dixit Jeremias ad regem Sedeciam: Quid peccavi tibi, et servis tuis, et populo tuo, quia misisti me in domum carceris?",0.0,True,False,
Jeremiah 37.18,"Jeremiah 37.18 Jeremiah also said to King Zedekiah, ""What wrong have I done to you or your servants or this people, that you have put me in prison?",Jeremiah 37.18,Vulgate,"Jeremiah 37.18 ubi sunt prophetæ vestri, qui prophetabant vobis, et dicebant: Non veniet rex Babylonis super vos, et super terram hanc?",,False,False,
Jeremiah 37.9,"Jeremiah 37.9 Thus says the LORD, Do not deceive yourselves, saying, ""The Chaldeans will surely go away from us,"" for they will not go away.",Jeremiah 37.9,Vulgate,"Jeremiah 37.9 Sed etsi percusseritis omnem exercitum Chaldæorum qui præliantur adversum vos, et derelicti fuerint ex eis aliqui vulnerati, singuli de tentorio suo consurgent, et incendent civitatem hanc igni.",,False,False,
Jeremiah 37.9,"Jeremiah 37.9 Thus says the LORD, Do not deceive yourselves, saying, ""The Chaldeans will surely go away from us,"" for they will not go away.",Jeremiah 37.8,Vulgate,"Jeremiah 37.8 Hæc dicit Dominus: Nolite decipere animas vestras, dicentes: Euntes abibunt, et recedent a nobis Chaldæi: quia non abibunt.",0.0,True,False,
Job 11.10,"Job 11.10 If he passes through and imprisons and summons the court, who can turn him back?",Job 11.10,AKJV,"Job 11.10 If he cut off, and shut vp, or gather together, then who can hinder him?",,True,False,
Job 14.16,Job 14.16 For then you would number my steps; you would not keep watch over my sin;,Job 14.16,Vulgate,Job 14.16 Tu quidem gressus meos dinumerasti: sed parce peccatis meis.,,True,False,
Job 14.16,Job 14.16 For then you would number my steps; you would not keep watch over my sin;,Job 14.17,Vulgate,"Job 14.17 Signasti quasi in sacculo delicta mea, sed curasti iniquitatem meam.",0.0,False,False,
Job 15.3,"Job 15.3 Should he argue in unprofitable talk, or in words with which he can do no good?",Job 15.2,Douay-Rheims,"Job 15.2 Will a wise man answer as if he were speaking in the wind, and fill his stomach with burning heat?",0.0,False,True,
Job 15.3,"Job 15.3 Should he argue in unprofitable talk, or in words with which he can do no good?",Job 15.3,Douay-Rheims,"Job 15.3 Thou reprovest him by words, who is not equal to thee, and thou speakest that which is not good for thee.",,False,True,
Job 16.11,Job 16.11 God gives me up to the ungodly and casts me into the hands of the wicked.,Job 16.12,Vulgate,"Job 16.12 Conclusit me Deus apud iniquum, et manibus impiorum me tradidit.",0.0,True,False,
Job 16.11,Job 16.11 God gives me up to the ungodly and casts me into the hands of the wicked.,Job 16.11,Vulgate,"Job 16.11 Aperuerunt super me ora sua, et exprobrantes percusserunt maxillam meam: satiati sunt pœnis meis.",,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.12,Douay-Rheims,"Job 16.12 God hath shut me up with the unjust man, and hath delivered me into the hands of the wicked.",,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.11,Douay-Rheims,"Job 16.11 They have opened their mouths upon me, and reproaching me they have struck me on the cheek, they are filled with my pains.",4.0,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.13,Douay-Rheims,"Job 16.13 I that was formerly so wealthy, am all on a sudden broken to pieces: he hath taken me by my neck, he hath broken me, and hath set me up to be his mark.",0.0,True,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.14,Douay-Rheims,"Job 16.14 He hath compassed me round about with his lances, he hath wounded my loins, he hath not spared, and hath poured out my bowels on the earth.",1.0,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.10,Vulgate,"Job 16.10 Collegit furorem suum in me, et comminans mihi, infremuit contra me dentibus suis: hostis meus terribilibus oculis me intuitus est.",2.0,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.13,Vulgate,"Job 16.13 Ego ille quondam opulentus, repente contritus sum: tenuit cervicem meam, confregit me, et posuit me sibi quasi in signum.",1.0,True,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.14,Vulgate,"Job 16.14 Circumdedit me lanceis suis; convulneravit lumbos meos: non pepercit, et effudit in terra viscera mea.",0.0,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.12,Vulgate,"Job 16.12 Conclusit me Deus apud iniquum, et manibus impiorum me tradidit.",,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.10,Douay-Rheims,"Job 16.10 He hath gathered together his fury against me, and threatening me he hath gnashed with his teeth upon me: my enemy hath beheld me with terrible eyes.",2.0,False,False,
Job 16.13,Job 16.13 his archers surround me. He slashes open my kidneys and does not spare; he pours out my gall on the ground.,Job 16.14,Vulgate,"Job 16.14 Circumdedit me lanceis suis; convulneravit lumbos meos: non pepercit, et effudit in terra viscera mea.",0.0,True,False,
Job 16.13,Job 16.13 his archers surround me. He slashes open my kidneys and does not spare; he pours out my gall on the ground.,Job 16.15,Vulgate,Job 16.15 Concidit me vulnere super vulnus: irruit in me quasi gigas.,1.0,False,False,
Job 16.13,Job 16.13 his archers surround me. He slashes open my kidneys and does not spare; he pours out my gall on the ground.,Job 16.13,Vulgate,"Job 16.13 Ego ille quondam opulentus, repente contritus sum: tenuit cervicem meam, confregit me, et posuit me sibi quasi in signum.",,False,False,
Job 16.13,Job 16.13 his archers surround me. He slashes open my kidneys and does not spare; he pours out my gall on the ground.,Job 16.11,Vulgate,"Job 16.11 Aperuerunt super me ora sua, et exprobrantes percusserunt maxillam meam: satiati sunt pœnis meis.",2.0,False,False,
