verse_id,score,text,verse_text,prediction,correction
Matthew 1.16 (Wycliffe),0.8740488887,Mathew iii. b Mark. i. • Luke. iii. c. John. i. worser.,"Mathan bigat Jacob. Jacob bigat Joseph, the hosebonde of Marye, of whom Jhesus was borun, that is clepid Christ.",FALSE,C_Only
Proverbs 15.33 (Douay-Rheims),0.8740465045,"Mathew 11. 24, 25.",The fear of the Lord is the lesson of wisdom: and humility goeth before glory.,TRUE,C_Only
Psalms 48.1 (Vulgate); Psalms 84.1 (Vulgate),0.8740454316,Psalm 33. •8. 20. Eccles. 2.7.,"In finem, filiis Core. Psalmus.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8740426898,Act. 13. 45. 14. 2. 13. 50.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
John 12.33 (ODRV),0.874042213,"Mark 14. 33, 34. Luke 22. 44.","(And this he said, signifying what death he should die.)",TRUE,C_Only
John 12.33 (ODRV),0.874042213,"Mark 14.33, 34. Luke 22.44.","(And this he said, signifying what death he should die.)",TRUE,C_Only
Psalms 33.1 (ODRV),0.87403965,Eccles. 23.26. Prou. 10.7.,"To Dauid, when he changed his countenance before Abimelech, and he dismist him, and he went away. (1. Reg. 21.)",FALSE,C_Only
Canticles 1.1 (AKJV),0.8740390539,Luke 15. Ezekiel 18. Isaiah 1. 1 John 2.,"The song of songs, which is Solomons.",FALSE,C_Only
Proverbs 15.33 (Douay-Rheims),0.8740389943,Mathew 25. 41. 42.,The fear of the Lord is the lesson of wisdom: and humility goeth before glory.,FALSE,C_Only
Isaiah 13.4 (Vulgate),0.8740388751,"Act. 5. 1, 2, 3.","Vox multitudinis in montibus, quasi populorum frequentium; vox sonitus regum, gentium congregatarum. Dominus exercituum praecepit militiae belli,",FALSE,C_Only
Isaiah 13.4 (Vulgate),0.8740388751,"Act. 5.1, 2, 3.","Vox multitudinis in montibus, quasi populorum frequentium; vox sonitus regum, gentium congregatarum. Dominus exercituum praecepit militiae belli,",FALSE,C_Only
1 John 5.6 (ODRV) - 1,0.8740383387,Mark: 1.4. Acts 5.31. & 10.43.,"not in water only, but in water and bloud.",FALSE,C_Only
Nehemiah 10.27 (AKJV); Nehemiah 10.27 (Geneva),0.8740382195,Acts 18.24. 1 Cor. 3.6.,"Malluch, Harim, Baanah.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8740379214,Hebrew 9.12. & 10.19.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Psalms 59.2 (ODRV),0.8740377426,Eccles. 7. 1. Pro• …. 22. 1.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Matthew 19.30 (ODRV),0.8740361929,Hebrew 3.13. Ephesians 4.22.,"And many shal be first, that are last; and last, that are first.",TRUE,C_Only
Acts 12.17 (ODRV) - 2,0.8740360737,Mathew 26.49. Mark. 14. Luke 22.,And going forth he went into another place.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8740355372,Ephesians 1. 13. 14. 4. 30.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Ecclesiasticus 1.1 (AKJV) - 5,0.8740352392,"Acts, & Mon: History Pap.",Also his Prayer and Song.,TRUE,C_Only
Psalms 59.2 (ODRV),0.8740333915,Deuteronomy 12. 5.6. & 7. v 16. c. 14 v. 23. c. 16. v. 2.11. c. 31. v. 11.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Canticles 1.1 (AKJV),0.8740312457,"Psalm 119.6, 9, 30, 106.","The song of songs, which is Solomons.",FALSE,C_Only
Mark 6.15 (ODRV) - 3,0.8740311861,"Rom. 8.34. Philip 3.7, 8.","That it is a Prophet, as one of the Prophets.",FALSE,C_Only
Canticles 1.1 (AKJV),0.8740285039,"Psalm 94. 7, 8, 9.","The song of songs, which is Solomons.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8740273714,Mathew 25.31. 2 Thebes 1.7. Mathew 24.31.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Ecclesiasticus 1.1 (AKJV) - 5,0.8740253448,Psalm 78. 105. 106. etc.,Also his Prayer and Song.,TRUE,C_Only
Psalms 59.2 (ODRV),0.8740242124,Gen. 31.7; Exod 3.19. & 12.23; Nun. 22.13. Iud. 1. •4. & 15.1. Ester. 9.14.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.874022007,John 8.39. Rom. 4.12.,"Abram, which is Abraham.",TRUE,C_Only
Canticles 1.1 (AKJV),0.8740206957,"Psalm 50.12, 13, 14.","The song of songs, which is Solomons.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8740158677,"Exod 20, 4. Deuteronomy 5, 8. John. 4, 23. 2. Cor. 3, 17.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
John 13.31 (Tyndale) - 2,0.8740137219,Gal. 3.23. & 4.2.,And God is glorified by him.,FALSE,C_Only
Nehemiah 12.20 (AKJV),0.8740102053,Jeremiah 12. 1. 2,"Of Sallai, Kallai: of Amok, Eber:",FALSE,C_Only
Psalms 59.2 (ODRV),0.8740058541,Num. 22.3. Iud. 9.23.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Malachi 1.1 (AKJV),0.8740041256,Amos 5. 24. Ephesians 6. 9.,The burden of the word of &thorn; Lord to Israel by Malachi.,FALSE,C_Only
John 5.46 (ODRV) - 2,0.8740027547,"John 2.1, 2. etc.",For of me he hath written.,FALSE,C_Only
Psalms 59.2 (ODRV),0.8740019798,Job 1. 1. &. c. 2. 3. Psalm 37. 37. Job 2. 8. Job 7. 11.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
2 Chronicles 18.7 (Douay-Rheims) - 3,0.8740009069,Isaiah. 33.14. John 4.10. Ezekiel 47.12. Zechariah 12.10.,and it is Micheas the son of Jemla.,FALSE,C_Only
Wisdom 7.14 (AKJV) - 2,0.8739998937,Tit. 1.1.3. Hebrew: 4.2.,being commended for the gifts that come from learning.,TRUE,C_Only
1 Chronicles 1.27 (Geneva),0.8739975691,Rom. 12. 9. 1 John 3. 18.,"Abram, which is Abraham.",FALSE,C_Only
Joshua 12.24 (Geneva),0.8739968538,Zach 5. 1. 2. 3.,"The King of Tirzah, one. all the Kings were thirtie and one.",FALSE,C_Only
Mark 6.15 (ODRV) - 3,0.8739956617,Gal. 5.17. Philip 1.27.,"That it is a Prophet, as one of the Prophets.",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8739945889,Rom. 1.20. Hebrew 11.6.,"Abram, which is Abraham.",FALSE,C_Only
Malachi 1.1 (AKJV),0.8739890456,"Isaiah. 24. 17, 18. Jeremiah 48. 43.",The burden of the word of &thorn; Lord to Israel by Malachi.,FALSE,C_Only
Exodus 2.5 (ODRV),0.87398839,Rom. 〈 … 〉 1. Cor. 〈 … 〉,"And behold the daughter of Pharao came downe to be washed in the riuer: and her maides walked by the riuers brinke. Who when she saw the basket in the sedges, she sent one of her handmaides: and when it was brought",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8739862442,Job 15.13. Job 34.37.,"Abram, which is Abraham.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8739846349,Matthew 4. 10. Deuteronomy 6. 13. Deuteronomy 10. 10.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Ezra 8.2 (Vulgate),0.8739804626,Deuteronomy • …. • … ▪ 3.,"De filiis Phinees, Gersom. De filiis Ithamar, Daniel. De filiis David, Hattus.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8739791512,Psalm 50.17. 2. Tim. 3.5. Matthew 7.21.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Psalms 104.9 (ODRV) - 1,0.873978138,"Gen. 5.21, 22, 24.",and of his oath to Isaac.,FALSE,C_Only
Psalms 59.2 (ODRV),0.8739756942,Ephesians 2. Exod 20. Psalm 51. Psalm 126. •. Ephesians 1. 3. 1 Cor. 2. 8.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Jeremiah 52.9 (AKJV) - 1,0.8739746809,Mathew 11.5. Mathew 8.20.,where he gaue iudgement vpon him.,FALSE,C_Only
Canticles 1.1 (AKJV),0.8739731908,"Psalm 101. 3, 4, 7.","The song of songs, which is Solomons.",FALSE,C_Only
1 Chronicles 16.21 (Douay-Rheims) - 1,0.8739730716,"Matthew 6. •, 5, 10.",and reproved kings for their sake.,FALSE,C_Only
Nehemiah 12.1 (Vulgate),0.8739727139,"Jer. 31.33. & 32.38, 39. Zechariah 13.9. Hos. 2.23.","Hi sunt autem sacerdotes et Levitae, qui ascenderunt cum Zorobabel filio Salathiel, et Josue: Saraia, Jeremias, Esdras,",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8739721179,Philip • 23. John 7•9. John 1•. 7.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Ruth 4.10 (ODRV) - 1,0.873970747,"Acts 2. 1, 2. & 20. 7.","You, I say are witnesses of this thing.",TRUE,C_Only
Jeremiah 23.31 (Douay-Rheims),0.8739703298,Isaiah 10. 17. & 9. 18.,"Behold I am against the prophets, saith the Lord: who use their tongues, and say: The Lord saith it.",TRUE,C_Only
Malachi 1.1 (AKJV),0.8739677668,Isaiah 40.9. Rom. 10.15.,The burden of the word of &thorn; Lord to Israel by Malachi.,FALSE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.8739635944,Rom. 15. 4. 1 Cor. 10. 11.,for they are at hand to come.,FALSE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.8739635944,Rom. 15.4. 1 Cor. 10.11.,for they are at hand to come.,TRUE,C_Only
1 Chronicles 2.15 (Douay-Rheims),0.873963356,"Psalm 1•9. 7, 8, •.","The sixth Asom, the seventh David.",TRUE,C_Only
John 9.17 (Tyndale),0.8739621043,"Mathew 17. 3, 4.",Then spake they vnto the blynde agayne: What sayst thou of him because he hath openned thyne eyes? And he sayd: He is a Prophet.,FALSE,C_Only
Nehemiah 12.20 (AKJV),0.873960793,Col. 1.35 Hebrew 1 3,"Of Sallai, Kallai: of Amok, Eber:",FALSE,C_Only
1 Chronicles 2.15 (Douay-Rheims),0.873960495,Job 14.5. Psalm 33. 6,"The sixth Asom, the seventh David.",FALSE,C_Only
Psalms 79.1 (Vulgate),0.87395823,"Ps. 85.1, 2, 3.","In finem, pro iis qui commutabuntur. Testimonium Asaph, psalmus.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8739581108,Prou. 11. 4. 10. 2. Ezekiel 7. 19. Zephaniah 1. 18.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Genesis 18.5 (ODRV),0.8739577532,Hebrew 6. 1. & 9. 14.,"And I wil fet a morsel of bread, and strengthen your hart, afterward you shal passe: for therfore are you come aside to your seruat. Who said: Do as thou hast spoken.",FALSE,C_Only
Exodus 8.24 (ODRV),0.8739554882,"Matthew xxv. 41, 46.","And Our Lord did so. And there came a very greuious flie into the houses of Pharao and of his seruantes, and into al the Land of AEgypt: and the Land was corrupted by such kind of flies.",FALSE,C_Only
Nehemiah 10.27 (AKJV); Nehemiah 10.27 (Geneva),0.8739552498,Acts 26. 5. Luk. 16. 15.,"Malluch, Harim, Baanah.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8739546537,Job 1. v. 1. Gen. 18. v. 19. Luk. 1. v. 6 Act. 10. v. 1.2. 1. Thess 2. v. 10.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8739518523,Math. 11.30. Act. 15.10. Ie. 3.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Proverbs 16.1 (Douay-Rheims) - 1,0.8739484549,Pro 3. 11 Hebrew 12. 5.,and of the Lord to govern the tongue.,TRUE,C_Only
Psalms 87.16 (ODRV) - 1,0.8739484549,"Mark 14 37, •8, 40.","and being exalted, humbled and troubled.",FALSE,C_Only
1 Kings 12.12 (Douay-Rheims) - 1,0.8739477396,"Mark 3.20, 21, 32.",Come to me again the third day.,FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8739418983,Exod 3.14. John 10.36.,"Abram, which is Abraham.",FALSE,C_Only
John 13.31 (Tyndale) - 2,0.8739413023,Col. 2. 9. John 1. 14.,And God is glorified by him.,FALSE,C_Only
Canticles 1.1 (AKJV),0.8739407659,Isaiah 51.1. Ephesians 4.9. Psalm 22.6.,"The song of songs, which is Solomons.",FALSE,C_Only
Acts 15.15 (AKJV),0.8739399314,"Philip 2.6, 7, 8. John 15.13. compared with Rom. 5.8.","And to this agree the words of the Prophets, as it is written,",FALSE,C_Only
Ruth 4.10 (ODRV) - 1,0.8739385605,Isaiah 1.19. Luk. 13.5.,"You, I say are witnesses of this thing.",TRUE,C_Only
Proverbs 15.33 (Douay-Rheims),0.8739367127,"Mathew 6. 14, 15.",The fear of the Lord is the lesson of wisdom: and humility goeth before glory.,FALSE,C_Only
John 18.17 (ODRV) - 2,0.8739331961,John 1• 2. John 10.10.,"He saith to her, I am not.",FALSE,C_Only
Isaiah 63.8 (Douay-Rheims),0.8739312291,John 7. 30. & 8. 20.,"And he said: Surely they are my people, children that will not deny: so he became their saviour.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8739241958,Ephesians 5.8. Ie. 14. ecc 1.2. Matt. 7. Matt. 25. Gen. 8.21.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Genesis 37.13 (ODRV) - 2,0.8739240766,John 16. 3• 1. Cor. 15.26.,"come, I wil send thee to them.",FALSE,C_Only
Mark 14.17 (Tyndale),0.8739231825,Deuteronomy 5.24. Prover. 23.26.,And at even he came with the .xii.,FALSE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.8739231229,Rom. 9.3. 2 Cor. 11.28.,for they are at hand to come.,FALSE,C_Only
John 18.17 (ODRV) - 2,0.873921454,"Luk. 24.12. John 20.6, 7.","He saith to her, I am not.",TRUE,C_Only
Psalms 30.1 (Vulgate),0.8739201427,Psalm 3.8. 1. Cor. 3.9.,"In finem. Psalmus David, pro extasi.",FALSE,C_Only
1 Kings 12.12 (Douay-Rheims) - 1,0.8739200234,"Acts 3.15, 17. Luke 23.34.",Come to me again the third day.,FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8739144206,Rom. 12.9. John 17.3.,"Abram, which is Abraham.",FALSE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.8739139438,Mar. 10.14. 1 Cor. 7.14.,for they are at hand to come.,FALSE,C_Only
Malachi 1.1 (AKJV),0.873909235,Isaiah. 8.19. Mich. 3.7.,The burden of the word of &thorn; Lord to Israel by Malachi.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8739068508,Hebrew 12.19. Ezekiel 23.42.47.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Mark 14.17 (Tyndale),0.8739054203,Mathew 26.36. John 19.13.17.,And at even he came with the .xii.,FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.873904407,Luke 23. v. 34. Mathew 27. v. 46 ▪,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
2 Peter 3.16 (ODRV) - 0,0.873904407,"Act. 3.15. Act. 2, 36. & 5.31.",as also in al epistles speaking in them of these things;,TRUE,C_Only
Psalms 104.9 (ODRV) - 1,0.8739040494,Hebrew 4.9. & 11.26.,and of his oath to Isaac.,TRUE,C_Only
Luke 1.19 (ODRV) - 2,0.8739033937,Ephesians: 3.9. 2 Tim: 1.9.,"and am sent to speake to thee, and to Evangalize these things to thee.",TRUE,C_Only
Jeremiah 52.9 (AKJV) - 1,0.8738942742,Mathew 26. 12 Luke 3. 10.,where he gaue iudgement vpon him.,FALSE,C_Only
Psalms 33.1 (ODRV),0.8738939762,"Gen. 19. 25, 26. S. Luke 17. 32. Deuteronomy 29. 23.","To Dauid, when he changed his countenance before Abimelech, and he dismist him, and he went away. (1. Reg. 21.)",FALSE,C_Only
Jeremiah 23.31 (Douay-Rheims),0.873890996,Num. 14.22 Psalm 95.10.,"Behold I am against the prophets, saith the Lord: who use their tongues, and say: The Lord saith it.",FALSE,C_Only
1 Corinthians 15.45 (Geneva) - 1,0.8738886714,Gen. 3.1. 2 Cor. 2.3.,and the last Adam was made a quickening Spirit.,TRUE,C_Only
Matthew 13.18 (AKJV),0.8738882542,Mathew 22. verse. 28.,Heare ye therefore the parable of the sower.,FALSE,C_Only
Ruth 4.10 (ODRV) - 1,0.8738846779,"Act. 10.43. 1 John 5.10, 11.","You, I say are witnesses of this thing.",TRUE,C_Only
1 Chronicles 2.15 (Douay-Rheims),0.873880744,"Josh 9.4, 5, 6.","The sixth Asom, the seventh David.",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8738786578,John 17.9. Gal. 1.4.,"Abram, which is Abraham.",FALSE,C_Only
Luke 24.35 (ODRV) - 1,0.8738784194,Mathew 17.24. to v. 28.,and how they knew him in the breaking of bread.,FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8738774657,Rom. 13.1. John 19.11.,"Abram, which is Abraham.",FALSE,C_Only
Nehemiah 10.27 (AKJV); Nehemiah 10.27 (Geneva),0.8738749027,Rom. 12.1. 1 Sam. 11.1.2,"Malluch, Harim, Baanah.",FALSE,C_Only
Mark 10.31 (AKJV),0.8738722801,Mathew 5.8. Psalm 27.8.,"But many that are first, shall be last: and the last, first.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8738689423,Ecclesiastes 4.17. Mathew 13. Luk. 8.18.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Nahum 1.1 (Vulgate),0.873867631,Exod xxi. 23. Deuteronomy xix. 21. Matt. v. 38.,Onus Ninive. Liber visionis Nahum Elcesaei.,FALSE,C_Only
Exodus 1.5 (Geneva),0.8738651872,"Gen. 30. 37, 38, 39.","So al the soules, that came out of the loines of Iaakob, were seuentie soules: Ioseph was in Egypt already.",TRUE,C_Only
Jeremiah 52.9 (AKJV) - 1,0.8738548756,Mathew 25.31. Mathew 24.30.,where he gaue iudgement vpon him.,FALSE,C_Only
1 John 5.3 (Geneva) - 1,0.8738536835,Mathew 21. 30. 31.,and his commandements are not burdenous.,FALSE,C_Only
Nehemiah 10.27 (AKJV); Nehemiah 10.27 (Geneva),0.8738524914,Jeremiah 18.8. Jonah 3.10.,"Malluch, Harim, Baanah.",FALSE,C_Only
Joshua 12.24 (Geneva),0.873852253,Gen. 6. Hebrew 11. 1. King. 18,"The King of Tirzah, one. all the Kings were thirtie and one.",TRUE,C_Only
Psalms 117.23 (ODRV) - 0,0.87384969,Mathew 26. 38. 39.,This was done by our Lord:,FALSE,C_Only
Deuteronomy 6.19 (Douay-Rheims),0.8738490343,Isaiah 33.16. Psalm 90.1. Job 5.24.,"That he would destroy all thy enemies before thee, as he hath spoken.",FALSE,C_Only
Joshua 15.56 (Douay-Rheims),0.8738475442,Isaiah 64. 6 & Luk. 17 10.,"Jezrael and Jucadam and Zanoe,",FALSE,C_Only
Proverbs 30.16 (AKJV) - 3,0.8738464117,Ezekiel 36.25. 1 John 1.7.9.,"and the fire that saith not, It is enough.",FALSE,C_Only
Nehemiah 12.1 (Vulgate),0.8738421798,Dan. 7.10. Hosea 12.24. Math. 26.53.,"Hi sunt autem sacerdotes et Levitae, qui ascenderunt cum Zorobabel filio Salathiel, et Josue: Saraia, Jeremias, Esdras,",FALSE,C_Only
Psalms 79.1 (Vulgate),0.8738417029,"Ps. 15.1, 2, 3.","In finem, pro iis qui commutabuntur. Testimonium Asaph, psalmus.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8738397956,Numb. 16. 1-30. 2 Sam. 20.1. — 22. 2 Sam. 15. etc.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.873839438,Amos 3. 12. Ezekiel 16. Dan. 9. 12.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Matthew 1.8 (Wycliffe),0.8738386035,Joel 2.15. ••. 17.,Abias bigat Asa. Asa bigat Josaphath. Josaphath bigat Joram. Joram bigat,FALSE,C_Only
John 12.33 (ODRV),0.8738378882,"Gen. 1.26, 27. John 8.44.","(And this he said, signifying what death he should die.)",FALSE,C_Only
Nehemiah 10.27 (AKJV); Nehemiah 10.27 (Geneva),0.8738365769,Luk. 11. 8. Cant 2. 14.,"Malluch, Harim, Baanah.",FALSE,C_Only
John 12.33 (ODRV),0.8738347888,John 6.27. Matthew 6.34. Philip 2.12.,"(And this he said, signifying what death he should die.)",FALSE,C_Only
Psalms 104.9 (ODRV) - 1,0.8738341928,"Gen. 6.16, 17, 18.",and of his oath to Isaac.,FALSE,C_Only
Tobit 9.7 (Douay-Rheims) - 1,0.8738319278,Luke 14.26. to 34.,and made him come with him to the wedding.,FALSE,C_Only
Job 37.14 (Douay-Rheims),0.8738308549,"Isaiah 8, 9, 10.","Hearken to these things, Job: Stand, and consider the wondrous works of God.",FALSE,C_Only
1 Chronicles 1.27 (Geneva),0.8738304377,John 10.17. Gal. 1.4.,"Abram, which is Abraham.",FALSE,C_Only
Proverbs 31.1 (Douay-Rheims),0.8738299012,Micah. 7. 5. 6. etc.,The words of king Lamuel. The vision wherewith his mother instructed him.,FALSE,C_Only
Ruth 4.10 (ODRV) - 1,0.8738297224,Act. 9. 14-21. 1 Cor. 1.2.,"You, I say are witnesses of this thing.",TRUE,C_Only
Ezekiel 33.32 (Douay-Rheims) - 0,0.8738241792,Psalm 119.164. Cant 1.2.13. Cant 2.5.6.,And thou art to them as a musical song which is sung with a sweet and agreeable voice:,FALSE,C_Only
2 Chronicles 7.6 (Douay-Rheims) - 2,0.8738208413,"Psalm 2.3. Luke 19.14, — 27.","because his mercy endureth for ever, singing the hymns of David by their ministry:",FALSE,C_Only
John 9.17 (Tyndale),0.8738201857,"John 18, 3, 4.",Then spake they vnto the blynde agayne: What sayst thou of him because he hath openned thyne eyes? And he sayd: He is a Prophet.,FALSE,C_Only
Psalms 30.1 (Vulgate),0.8738193512,Psalm: 84. 1. 2. 4. 10.,"In finem. Psalmus David, pro extasi.",FALSE,C_Only
Luke 23.15 (Geneva) - 1,0.873818934,Col. 2.11. 1 Cor. 1.30.,for I sent you to him:,FALSE,C_Only
1 Corinthians 2.13 (ODRV) - 1,0.8738185763,"Rom. 3.13, etc. 2 Cor. 7.1.","but in the doctrine of the Spirit, comparing spiritual things to the spiritual.",FALSE,C_Only
Tobit 9.7 (Douay-Rheims) - 1,0.8738178015,"Matt. 10. 29, 30. Luke 21. 18.",and made him come with him to the wedding.,FALSE,C_Only
Ezekiel 36.8 (Douay-Rheims) - 1,0.8738164306,Rom. 15. 30. 2 Cor. 1. 11.,for they are at hand to come.,FALSE,C_Only
Psalms 41.1 (Vulgate),0.8738131523,Mathew 24. Mar. 13. Luk. 21.,In finem. Intellectus filiis Core.,FALSE,C_Only
Jeremiah 19.12 (Douay-Rheims) - 1,0.8738120794,Job 10.2. Jeremiah 31.19.,and I will make this city as Topheth.,FALSE,C_Only
Psalms 55.1 (ODRV),0.8738093376,Mathew 13. v. 20. Luk. 17 v. 6.,"Vnto the end, for a people, that is made far from the Sainctes, Dauid in the inscription of the title, when the foreners held him in Geth. (1. Reg. 12. v. 12)",FALSE,C_Only
1 Corinthians 6.8 (Tyndale),0.8738090992,James 4. 13. 14.,Naye ye youre selves do wronge and robbe: and that the brethren.,FALSE,C_Only
Leviticus 10.1 (Douay-Rheims),0.8738048077,Exod 12.12 & 13.2.,"And Nadab and Abiu, the sons of Aaron, taking their censers, put fire therein, and incense on it, offering before the Lord strange fire: which was not commanded them.",FALSE,C_Only
Psalms 59.2 (ODRV),0.873803854,Math. 〈 ◊ 〉 Mar. 〈 ◊ 〉. 2• … Luke 13. 14. John 5. 10.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Mark 6.15 (ODRV) - 3,0.873799324,Acts 4. 11. 1 Pet. 2. 7.,"That it is a Prophet, as one of the Prophets.",FALSE,C_Only
Ezra 10.42 (Vulgate); Ezra 10.42 (Douay-Rheims),0.8737969995,"Wisdom, 2, 6 Job, 1, 19.","Sellum, Amaria, Joseph.",FALSE,C_Only
Psalms 79.1 (Vulgate),0.8737968206,"Ps. 91. 1, 2, 3.","In finem, pro iis qui commutabuntur. Testimonium Asaph, psalmus.",FALSE,C_Only
Nehemiah 10.27 (AKJV); Nehemiah 10.27 (Geneva),0.8737914562,Ob. Hebrew 11.26. Hebrew 12.2.,"Malluch, Harim, Baanah.",FALSE,C_Only
Ezra 10.24 (Geneva),0.873791337,Ezra 4. 4. Neh 6. 2.,"And of the singers, Eliashib. And of the porters, Shallum, and Telem, and Vri.",FALSE,C_Only
Psalms 60.1 (Vulgate),0.8737902641,ver. 20. Chap. 3.1. ver. 14.,In finem. In hymnis David.,FALSE,C_Only
Ezekiel 45.25 (Douay-Rheims) - 1,0.8737862706,Hebrew 9.7. compared with Lev. 16.16.17.,"as well in regard to the sin offering, as to the holocaust, and.",TRUE,C_Only
Hosea 1.2 (Vulgate),0.8737841249,"Ecclesiastes 29.11, 12, 13.","Principium loquendi Domino in Osee. Et dixit Dominus ad Osee: Vade, sume tibi uxorem fornicationum, et fac tibi filios fornicationum, quia fornicans fornicabitur terra a Domino.",FALSE,C_Only
Nehemiah 12.12 (Douay-Rheims),0.8737821579,Jeremiah 13.23. & Rom. 2.5.,"And in the days of Joacim the priests and heads of the families were: Of Saraia, Maraia: of Jeremias, Hanania:",TRUE,C_Only
Nehemiah 8.18 (Vulgate) - 0,0.8737801313,"Psalm 22. 27. Apocalypse 2. 5, 4. Ezekiel 36. 31. Deuteronomy 30. 1, 2.","Legit autem in libro legis Dei per dies singulos, a die primo usque ad diem novissimum.",FALSE,C_Only
