ESV,text,Parallel,version,verse_text,toCheck
Judges 20.3,"(Now the people of Benjamin heard that the people of Israel had gone up to Mizpah.) And the people of Israel said, ""Tell us, how did this evil happen?""",Judges 20.3,Vulgate,"Judges 20.3 (Nec latuit filios Benjamin quod ascendissent filii Israël in Maspha.) Interrogatusque Levita, maritus mulieris interfectæ, quomodo tantum scelus perpetratum esset,",False
Judges 20.6,"So I took hold of my concubine and cut her in pieces and sent her throughout all the country of the inheritance of Israel, for they have committed abomination and outrage in Israel.",Judges 20.6,Vulgate,"Judges 20.6 Quam arreptam, in frustra concidi, misique partes in omnes terminos possessionis vestræ: quia numquam tantum nefas, et tam grande piaculum, factum est in Israël.",False
Judges 20.14,Then the people of Benjamin came together out of the cities to Gibeah to go out to battle against the people of Israel.,Judges 20.14,Vulgate,"Judges 20.14 sed ex cunctis urbibus, quæ sortis suæ erant, convenerunt in Gabaa, ut illis ferrent auxilium, et contra universum populum Israël dimicarent.",False
Judges 20.15,"And the people of Benjamin mustered out of their cities on that day 26,000 men who drew the sword,besides the inhabitants of Gibeah, who mustered 700 chosen men.",Judges 20.15,Vulgate,"Judges 20.15 Inventique sunt viginti quinque millia de Benjamin educentium gladium, præter habitatores Gabaa,",False
Judges 20.25,"And Benjamin went against them out of Gibeah the second day, and destroyed 18,000 men of the people of Israel. All these were men who drew the sword.",Judges 20.25,Vulgate,"Judges 20.25 eruperunt filii Benjamin de portis Gabaa: et occurrentes eis tanta in illos cæde bacchati sunt, ut decem et octo millia virorum educentium gladium prosternerent.",False
Judges 20.32,"And the people of Benjamin said, ""They are routed before us, as at the first."" But the people of Israel said, ""Let us flee and draw them away from the city to the highways.""",Judges 20.32,Vulgate,"Judges 20.32 putaverunt enim solito eos more cedere. Qui fugam arte simulantes inierunt consilium ut abstraherent eos de civitate, et quasi fugientes ad supradictas semitas perducerent.",False
Judges 20.36,"So the people of Benjamin saw that they were defeated. The men of Israel gave ground to Benjamin, because they trusted the men in ambush whom they had set against Gibeah.",Judges 20.36,Vulgate,"Judges 20.36 Filii autem Benjamin cum se inferiores esse vidissent, cœperunt fugere. Quod cernentes filii Israël, dederunt eis ad fugiendum locum, ut ad præparatas insidias devenirent, quas juxta urbem posuerant.",False
Judges 20.37,Then the men in ambush hurried and rushed against Gibeah; the men in ambush moved out and struck all the city with the edge of the sword.,Judges 20.37,Vulgate,"Judges 20.37 Qui cum repente de latibulis surrexissent, et Benjamin terga cædentibus daret, ingressi sunt civitatem, et percusserunt eam in ore gladii.",False
Judges 20.38,Now the appointed signal between the men of Israel and the men in the main ambush was that when they made a great cloud of smoke rise up out of the city,Judges 20.38,Vulgate,"Judges 20.38 Signum autem dederant filii Israël his quos in insidiis collocaverant, ut postquam urbem cepissent, ignem accenderent: ut ascendente in altum fumo, captam urbem demonstrarent.",False
Judges 20.40,"But when the signal began to rise out of the city in a column of smoke, the Benjaminites looked behind them, and behold, the whole of the city went up in smoke to heaven.",Judges 20.40,Vulgate,"Judges 20.40 et viderent quasi columnam fumi de civitate conscendere: Benjamin quoque aspiciens retro, cum captam cerneret civitatem, et flammas in sublime ferri:",False
Judges 20.41,"Then the men of Israel turned, and the men of Benjamin were dismayed, for they saw that disaster was close upon them.",Judges 20.41,Vulgate,"Judges 20.41 qui prius simulaverant fugam, versa facie fortius resistebant. Quod cum vidissent filii Benjamin, in fugam versi sunt,",False
Judges 20.46,"So all who fell that day of Benjamin were 25,000 men who drew the sword, all of them men of valor.",Judges 20.46,Vulgate,"Judges 20.46 Et sic factum est, ut omnes qui ceciderant de Benjamin in diversis locis essent viginti quinque millia pugnatores ad bella promptissimi.",False
Judges 20.47,But 600 men turned and fled toward the wilderness to the rock of Rimmon and remained at the rock of Rimmon four months.,Judges 20.47,Vulgate,"Judges 20.47 Remanserunt itaque de omni numero Benjamin, qui evadere et fugere in solitudinem potuerunt, sexcenti viri: sederuntque in petra Remmon mensibus quatuor.",False
Judges 21.15,And the people had compassion on Benjamin because the LORD had made a breach in the tribes of Israel.,Judges 21.15,Vulgate,"Judges 21.15 Universusque Israël valde doluit, et egit pœnitentiam super interfectione unius tribus ex Israël.",False
Judges 21.17,"And they said, ""There must be an inheritance for the survivors of Benjamin, that a tribe not be blotted out from Israel.",Judges 21.17,Vulgate,"Judges 21.17 et magna nobis cura, ingentique studio providendum est, ne una tribus deleatur ex Israël.",False
Judges 21.20,"And they commanded the people of Benjamin, saying, ""Go and lie in ambush in the vineyards",Judges 21.20,Vulgate,"Judges 21.20 Præceperuntque filiis Benjamin, atque dixerunt: Ite, ad latitate in vineis.",False
Ruth 2.7,"She said, 'Please let me glean and gather among the sheaves after the reapers.' So she came, and she has continued from early morning until now, except for a short rest.""",Ruth 2.7,Vulgate,"Ruth 2.7 et rogavit ut spicas colligeret remanentes, sequens messorum vestigia: et de mane usque nunc stat in agro, et ne ad momentum quidem domum reversa est.",False
Ruth 2.16,"And also pull out some from the bundles for her and leave it for her to glean, and do not rebuke her.""",Ruth 2.16,Vulgate,"Ruth 2.16 et de vestris quoque manipulis projicite de industria, et remanere permittite, ut absque rubore colligat, et colligentem nemo corripiat.",False
Ruth 3.12,And now it is true that I am a redeemer. Yet there is a redeemer nearer than I.,Ruth 3.12,Vulgate,"Ruth 3.12 Nec abnuo me propinquum, sed est alius me propinquior.",False
1 Kings 4.8,"These were their names: Ben-hur, in the hill country of Ephraim;",3 Kings 4.8,Vulgate,3 Kings 4.8 Et hæc nomina eorum: Benhur in monte Ephraim.,False
1 Kings 6.21,"And Solomon overlaid the inside of the house with pure gold, and he drew chains of gold across, in front of the inner sanctuary, and overlaid it with gold.",3 Kings 6.21,Vulgate,"3 Kings 6.21 Domum quoque ante oraculum operuit auro purissimo, et affixit laminas clavis aureis.",False
1 Kings 7.5,"All the doorways and windows had square frames, and window was opposite window in three tiers.",3 Kings 7.5,Vulgate,"3 Kings 7.5 et e regione se respicientes, æquali spatio inter columnas, et super columnas quadrangulata ligna in cunctis æqualia.",False
1 Kings 7.17,"There were lattices of checker work with wreaths of chain work for the capitals on the tops of the pillars, a lattice for the one capital and a lattice for the other capital.",3 Kings 7.17,Vulgate,"3 Kings 7.17 et quasi in modum retis, et catenarum sibi invicem miro opere contextarum. Utrumque capitellum columnarum fusile erat: septena versuum retiacula in capitello uno, et septena retiacula in capitello altero.",False
1 Kings 14.22,"And Judah did what was evil in the sight of the LORD, and they provoked him to jealousy with their sins that they committed, more than all that their fathers had done.",3 Kings 14.22,Vulgate,"3 Kings 14.22 Et fecit Judas malum coram Domino, et irritaverunt eum super omnibus quæ fecerant patres eorum in peccatis suis quæ peccaverunt.",False
1 Kings 14.25,"In the fifth year of King Re-hoboam, Shishak king of Egypt came up against Jerusalem.",3 Kings 14.25,Vulgate,"3 Kings 14.25 In quinto autem anno regni Roboam, ascendit Sesac rex Ægypti in Jerusalem,",False
1 Kings 14.26,"He took away the treasures of the house of the LORD and the treasures of the king's house. He took away everything. He also took away all the shields of gold that Solomon had made,",3 Kings 14.26,Vulgate,"3 Kings 14.26 et tulit thesauros domus Domini, et thesauros regios, et universa diripuit: scuta quoque aurea, quæ fecerat Salomon:",False
1 Kings 16.14,"Now the rest of the acts of Elah and all that he did, are they not written in the Book of the Chronicles of the Kings of Israel?",3 Kings 16.14,Vulgate,"3 Kings 16.14 Reliqua autem sermonum Ela, et omnia quæ fecit, nonne hæc scripta sunt in libro verborum dierum regum Israël?",False
1 Kings 22.5,"And Jehoshaphat said to the king of Israel, ""Inquire first for the word of the LORD.""",3 Kings 22.5,Vulgate,"3 Kings 22.5 Dixitque Josaphat ad regem Israël: Sicut ego sum, ita et tu: populus meus et populus tuus unum sunt: et equites mei, equites tui. Dixitque Josaphat ad regem Israël: Quære, oro te, hodie sermonem Domini.",False
2 Kings 1.18,"Now the rest of the acts of Ahaziah that he did, are they not written in the Book of the Chronicles of the Kings of Israel?",4 Kings 1.18,Vulgate,"4 Kings 1.18 Reliqua autem verborum Ochoziæ quæ operatus est, nonne hæc scripta sunt in libro sermonum dierum regum Israël?",False
2 Kings 3.5,"But when Ahab died, the king of Moab rebelled against the king of Israel.",4 Kings 3.5,Vulgate,"4 Kings 3.5 Cumque mortuus fuisset Achab, prævaricatus est fœdus quod habebat cum rege Israël.",False
2 Kings 5.19,"He said to him, ""Go in peace."" But when Naaman had gone from him a short distance,",4 Kings 5.19,Vulgate,4 Kings 5.19 Qui dixit ei: Vade in pace. Abiit ergo ab eo electo terræ tempore.,False
2 Kings 9.8,"For the whole house of Ahab shall perish, and I will cut off from Ahab every male, bond or free, in Israel.",4 Kings 9.8,Vulgate,"4 Kings 9.8 Perdamque omnem domum Achab: et interficiam de Achab mingentem ad parietem, et clausum et novissimum in Israël.",False
2 Kings 11.5,"And he commanded them, ""This is the thing that you shall do: one third of you, those who come off duty on the Sabbath and guard the king's house",4 Kings 11.5,Vulgate,"4 Kings 11.5 et præcepit illis, dicens: Iste est sermo, quem facere debetis:",False
2 Kings 11.6,( another third being at the gate Sur and a third at the gate behind the guards) shall guard the palace.,4 Kings 11.6,Vulgate,"4 Kings 11.6 tertia pars vestrum introëat sabbato, et observet excubias domus regis. Tertia autem pars sit ad portam Sur, et tertia pars sit ad portam quæ est post habitaculum scutariorum: et custodietis excubias domus Messa.",False
2 Kings 12.3,"Nevertheless, the high places were not taken away; the people continued to sacrifice and make offerings on the high places.",4 Kings 12.3,Vulgate,"4 Kings 12.3 Verumtamen excelsa non abstulit: adhuc enim populus immolabat, et adolebat in excelsis incensum.",False
2 Kings 12.12,"and to the masons and the stonecutters, as well as to buy timber and quarried stone for making repairs on the house of the LORD, and for any outlay for the repairs of the house.",4 Kings 12.12,Vulgate,"4 Kings 12.12 et sartatecta faciebant: et in iis qui cædebant saxa, et ut emerent ligna, et lapides, qui excidebantur, ita ut impleretur instauratio domus Domini in universis quæ indigebant expensa ad muniendam domum.",False
2 Kings 12.19,"Now the rest of the acts of Joash and all that he did, are they not written in the Book of the Chronicles of the Kings of Judah?",4 Kings 12.19,Vulgate,"4 Kings 12.19 Reliqua autem sermonum Joas, et universa quæ fecit, nonne hæc scripta sunt in libro verborum dierum regum Juda?",False
2 Kings 13.2,"He did what was evil in the sight of the LORD and followed the sins of Jeroboam the son of Nebat, which he made Israel to sin; he did not depart from them.",4 Kings 13.2,Vulgate,"4 Kings 13.2 Et fecit malum coram Domino, secutusque est peccata Jeroboam filii Nabat, qui peccare fecit Israël, et non declinavit ab eis.",False
2 Kings 14.11,"But Amaziah would not listen. So Jehoash king of Israel went up, and he and Amaziah king of Judah faced one another in battle at Beth-shemesh, which belongs to Judah.",4 Kings 14.11,Vulgate,"4 Kings 14.11 Et non acquievit Amasias. Ascenditque Joas rex Israël, et viderunt se, ipse et Amasias rex Juda, in Bethsames oppido Judæ.",False
2 Kings 14.17,"Amaziah the son of Joash, king of Judah, lived fifteen years after the death of Jehoash son of Jehoahaz, king of Israel.",4 Kings 14.17,Vulgate,"4 Kings 14.17 Vixit autem Amasias filius Joas rex Juda postquam mortuus est Joas filius Joachaz regis Israël, quindecim annis.",False
2 Kings 14.18,"Now the rest of the deeds of Amaziah, are they not written in the Book of the Chronicles of the Kings of Judah?",4 Kings 14.18,Vulgate,"4 Kings 14.18 Reliqua autem sermonum Amasiæ, nonne hæc scripta sunt in libro sermonum dierum regum Juda?",False
2 Kings 15.3,"And he did what was right in the eyes of the LORD, according to all that his father Amaziah had done.",4 Kings 15.3,Vulgate,"4 Kings 15.3 Fecitque quod erat placitum coram Domino, juxta omnia quæ fecit Amasias pater ejus.",False
2 Kings 15.6,"Now the rest of the acts of Azariah, and all that he did, are they not written in the Book of the Chronicles of the Kings of Judah?",4 Kings 15.6,Vulgate,"4 Kings 15.6 Reliqua autem sermonum Azariæ, et universa quæ fecit, nonne hæc scripta sunt in libro verborum dierum regum Juda?",False
2 Kings 15.7,"And Azariah slept with his fathers, and they buried him with his fathers in the city of David, and Jotham his son reigned in his place.",4 Kings 15.7,Vulgate,"4 Kings 15.7 Et dormivit Azarias cum patribus suis: sepelieruntque eum cum majoribus suis in civitate David, et regnavit Joatham filius ejus pro eo.",False
2 Kings 15.15,"Now the rest of the deeds of Shallum, and the conspiracy that he made, behold, they are written in the Book of the Chronicles of the Kings of Israel.",4 Kings 15.15,Vulgate,"4 Kings 15.15 Reliqua autem verborum Sellum, et conjuratio ejus, per quam tetendit insidias, nonne hæc scripta sunt in libro sermonum dierum regum Israël?",False
2 Kings 15.16,"At that time Menahem sacked Tiphsah and all who were in it and its territory from Tirzah on, because they did not open it to him. Therefore he sacked it, and he ripped open all the women in it who were pregnant.",4 Kings 15.16,Vulgate,"4 Kings 15.16 Tunc percussit Manahem Thapsam, et omnes qui erant in ea, et terminos ejus de Thersa: noluerant enim aperire ei: et interfecit omnes prægnantes ejus, et scidit eas.",False
2 Kings 15.22,"And Menahem slept with his fathers, and Pekahiah his son reigned in his place.",4 Kings 15.22,Vulgate,4 Kings 15.22 Et dormivit Manahem cum patribus suis: regnavitque Phaceia filius ejus pro eo.,False
2 Kings 15.26,"Now the rest of the deeds of Pekahiah and all that he did, behold, they are written in the Book of the Chronicles of the Kings of Israel.",4 Kings 15.26,Vulgate,"4 Kings 15.26 Reliqua autem sermonum Phaceia, et universa quæ fecit, nonne hæc scripta sunt in libro sermonum dierum regum Israël?",False
2 Kings 15.31,"Now the rest of the acts of Pekah and all that he did, behold, they are written in the Book of the Chronicles of the Kings of Israel.",4 Kings 15.31,Vulgate,"4 Kings 15.31 Reliqua autem sermonum Phacee, et universa quæ fecit, nonne hæc scripta sunt in libro sermonum dierum regum Israël?",False
2 Kings 15.36,"Now the rest of the acts of Jotham and all that he did, are they not written in the Book of the Chronicles of the Kings of Judah?",4 Kings 15.36,Vulgate,"4 Kings 15.36 Reliqua autem sermonum Joatham, et universa quæ fecit, nonne hæc scripta sunt in libro verborum dierum regum Juda?",False
2 Kings 16.1,"In the seventeenth year of Pekah the son of Remaliah, Ahaz the son of Jotham, king of Judah, began to reign.",4 Kings 16.1,Vulgate,"4 Kings 16.1 Anno decimoseptimo Phacee filii Romeliæ, regnavit Achaz filius Joatham regis Juda.",False
2 Kings 19.27,"""But I know your sitting down and your going out and coming in, and your raging against me.",4 Kings 19.27,Vulgate,"4 Kings 19.27 Habitaculum tuum, et egressum tuum, et introitum tuum, et viam tuam ego præscivi, et furorem tuum contra me.",False
2 Kings 20.7,"And Isaiah said, ""Bring a cake of figs. And let them take and lay it on the boil, that he may recover.""",4 Kings 20.7,Vulgate,"4 Kings 20.7 Dixitque Isaias: Afferte massam ficorum. Quam cum attulissent, et posuissent super ulcus ejus, curatus est.",False
2 Kings 22.6,"that is, to the carpenters, and to the builders, and to the masons), and let them use it for buying timber and quarried stone to repair the house.",4 Kings 22.6,Vulgate,"4 Kings 22.6 tignariis videlicet et cæmentariis, et iis qui interrupta componunt: et ut emantur ligna, et lapides de lapicidinis, ad instaurandum templum Domini.",False
2 Kings 22.7,"But no accounting shall be asked from them for the money that is delivered into their hand, for they deal honestly.""",4 Kings 22.7,Vulgate,"4 Kings 22.7 Verumtamen non supputetur eis argentum quod accipiunt, sed in potestate habeant, et in fide.",False
2 Kings 23.14,And he broke in pieces the pillars and cut down the Asherim and filled their places with the bones of men.,4 Kings 23.14,Vulgate,"4 Kings 23.14 Et contrivit statuas, et succidit lucos: replevitque loca eorum ossibus mortuorum.",False
2 Kings 23.28,"Now the rest of the acts of Josiah and all that he did, are they not written in the Book of the Chronicles of the Kings of Judah?",4 Kings 23.28,Vulgate,"4 Kings 23.28 Reliqua autem sermonum Josiæ, et universa quæ fecit, nonne hæc scripta sunt in libro verborum dierum regum Juda?",False
2 Kings 24.5,"Now the rest of the deeds of Jehoiakim and all that he did, are they not written in the Book of the Chronicles of the Kings of Judah?",4 Kings 24.5,Vulgate,"4 Kings 24.5 Reliqua autem sermonum Joakim, et universa quæ fecit, nonne hæc scripta sunt in libro sermonum dierum regum Juda? Et dormivit Joakim cum patribus suis:",False
2 Kings 24.6,"So Jehoiakim slept with his fathers, and Jehoiachin his son reigned in his place.",4 Kings 24.6,Vulgate,4 Kings 24.6 et regnavit Joachin filius ejus pro eo.,False
2 Kings 24.17,"And the king of Babylon made Mattaniah, Jehoiachin's uncle, king in his place, and changed his name to Zedekiah.",4 Kings 24.17,Vulgate,4 Kings 24.17 Et constituit Matthaniam patruum ejus pro eo: imposuitque nomen ei Sedeciam.,False
Ezra 2.3,"the sons of Parosh, 2,172.",Ezra 2.3,Vulgate,Ezra 2.3 filii Pharos duo millia centum septuaginta duo.,False
Ezra 2.4,"The sons of Shephatiah, 372.",Ezra 2.4,Vulgate,"Ezra 2.4 Filii Sephatia, trecenti septuaginta duo.",False
Ezra 2.7,"The sons of Elam, 1,254.",Ezra 2.7,Vulgate,"Ezra 2.7 Filii Ælam, mille ducenti quinquaginta quatuor.",False
Ezra 2.8,"The sons of Zattu, 945.",Ezra 2.8,Vulgate,"Ezra 2.8 Filii Zethua, nongenti quadraginta quinque.",False
Ezra 2.14,"The sons of Bigvai, 2,056.",Ezra 2.14,Vulgate,"Ezra 2.14 Filii Beguai, duo millia quinquaginta sex.",False
Ezra 2.19,"The sons of Hashum, 223.",Ezra 2.19,Vulgate,"Ezra 2.19 Filii Hasum, ducenti viginti tres.",False
Ezra 2.27,"The men of Michmas, 122.",Ezra 2.27,Vulgate,"Ezra 2.27 Viri Machmas, centum viginti duo.",False
Ezra 2.31,"The sons of the other Elam, 1,254.",Ezra 2.31,Vulgate,"Ezra 2.31 Filii Ælam alterius, mille ducenti quinquaginta quatuor.",False
Ezra 2.36,"The priests: the sons of Jedaiah, of the house of Jeshua, 973.",Ezra 2.36,Vulgate,"Ezra 2.36 Sacerdotes: filii Jadaia in domo Josue, nongenti septuaginta tres.",False
Ezra 2.37,"The sons of Immer, 1,052.",Ezra 2.37,Vulgate,"Ezra 2.37 Filii Emmer, mille quinquaginta duo.",False
Ezra 2.38,"The sons of Pashhur, 1,247.",Ezra 2.38,Vulgate,"Ezra 2.38 Filii Pheshur, mille ducenti quadraginta septem.",False
Ezra 2.40,"The Levites: the sons of Jeshua and Kadmiel, of the sons of Hodaviah, 74.",Ezra 2.40,Vulgate,"Ezra 2.40 Levitæ: filii Josue et Cedmihel filiorum Odoviæ, septuaginta quatuor.",False
Ezra 2.44,"the sons of Keros, the sons of Siaha, the sons of Padon,",Ezra 2.44,Vulgate,"Ezra 2.44 filii Ceros, filii Siaa, filii Phadon,",False
Ezra 2.47,"the sons of Giddel, the sons of Gahar, the sons of Reaiah,",Ezra 2.47,Vulgate,"Ezra 2.47 filii Gaddel, filii Gaher, filii Raaia,",False
Ezra 2.49,"the sons of Uzza, the sons of Paseah, the sons of Besai,",Ezra 2.49,Vulgate,"Ezra 2.49 filii Aza, filii Phasea, filii Besee,",False
Ezra 2.54,"the sons of Neziah, and the sons of Hatipha.",Ezra 2.54,Vulgate,"Ezra 2.54 filii Nasia, filii Hatipha,",False
Ezra 3.9,"And Jeshua with his sons and his brothers, and Kadmiel and his sons, the sons of Judah, together supervised the workmen in the house of God, along with the sons of Henadad and the Levites, their sons and brothers.",Ezra 3.9,Vulgate,"Ezra 3.9 Stetitque Josue et filii ejus et fratres ejus, Cedmihel et filii ejus, et filii Juda, quasi vir unus, ut instarent super eos qui faciebant opus in templo Dei: filii Henadad, et filii eorum, et fratres eorum Levitæ.",False
Ezra 4.4,Then the people of the land discouraged the people of Judah and made them afraid to build,Ezra 4.4,Vulgate,"Ezra 4.4 Factum est igitur ut populus terræ impediret manus populi Judæ, et turbaret eos in ædificando.",False
Ezra 7.2,"son of Shallum, son of Zadok, son of Ahitub,",Ezra 7.2,Vulgate,"Ezra 7.2 filii Sellum, filii Sadoc, filii Achitob,",False
Ezra 7.4,"son of Zerahiah, son of Uzzi, son of Bukki,",Ezra 7.4,Vulgate,"Ezra 7.4 filii Zarahiæ, filii Ozi, filii Bocci,",False
Ezra 8.10,"Of the sons of Bani, Shelomith the son of Josiphiah, and with him 160 men.",Ezra 8.10,Vulgate,"Ezra 8.10 De filiis Selomith, filius Josphiæ, et cum eo centum sexaginta viri.",False
Ezra 8.14,"Of the sons of Bigvai, Uthai and Zaccur, and with them 70 men.",Ezra 8.14,Vulgate,"Ezra 8.14 De filii Begui, Uthai et Zachur, et cum eis septuaginta viri.",False
Ezra 10.23,"Of the Levites: Jozabad, Shimei, Kelaiah (that is, Kelita), Pethahiah, Judah, and Eliezer.",Ezra 10.23,Vulgate,"Ezra 10.23 Et de filiis Levitarum, Jozabed, et Semei, et Celaia, ipse est Calita, Phataia, Juda, et Eliezer.",False
Ezra 10.25,"And of Israel: of the sons of Parosh: Ramiah, Izziah, Malchijah, Mijamin, Eleazar, Hashabiah, and Benaiah.",Ezra 10.25,Vulgate,"Ezra 10.25 Et ex Israël, de filiis Pharos, Remeia, et Jesia, et Melchia, et Miamin, et Eliezer, et Melchia, et Banea.",False
Ezra 10.35,"Benaiah, Bedeiah, Cheluhi,",Ezra 10.35,Vulgate,"Ezra 10.35 Baneas, et Badaias, Cheliau,",False
Ezra 10.40,"Machnadebai, Shashai, Sharai,",Ezra 10.40,Vulgate,"Ezra 10.40 et Mechnedebai, Sisai, Sarai,",False
Nehemiah 3.4,"And next to them Meremoth the son of Uriah, son of Hakkoz repaired. And next to them Meshullam the son of Berechiah, son of Meshezabel repaired. And next to them Zadok the son of Baana repaired.",Nehemiah 3.4,Vulgate,"Nehemiah 3.4 Et juxta eum ædificavit Mosollam filius Barachiæ, filii Mesezebel: et juxta eos ædificavit Sadoc filius Baana.",False
Nehemiah 3.5,"And next to them the Tekoites repaired, but their nobles would not stoop to serve their Lord.",Nehemiah 3.5,Vulgate,Nehemiah 3.5 Et juxta eos ædificaverunt Thecueni: optimates autem eorum non supposuerunt colla sua in opere Domini sui.,False
Nehemiah 3.19,"Next to him Ezer the son of Jeshua, ruler of Mizpah, repaired another section opposite the ascent to the armory at the buttress.",Nehemiah 3.19,Vulgate,"Nehemiah 3.19 et ædificavit juxta eum Azer filius Josue, princeps Maspha, mensuram secundam, contra ascensum firmissimi anguli.",False
Nehemiah 3.31,"After him Malchijah, one of the goldsmiths, repaired as far as the house of the temple servants and of the merchants, opposite the Muster Gate, and to the upper chamber of the corner.",Nehemiah 3.31,Vulgate,"Nehemiah 3.31 Et inter cœnaculum anguli in porta gregis, ædificaverunt aurifices et negotiatores.",False
Nehemiah 4.18,And each of the builders had his sword strapped at his side while he built. The man who sounded the trumpet was beside me.,Nehemiah 4.18,Vulgate,"Nehemiah 4.18 ædificentium enim unusquisque gladio erat accinctus renes. Et ædificabant, et clangebant buccina juxta me.",False
Nehemiah 6.5,In the same way Sanballat for the fifth time sent his servant to me with an open letter in his hand.,Nehemiah 6.5,Vulgate,"Nehemiah 6.5 Et misit ad me Sanaballat juxta verbum prius quinta vice puerum suum, et epistolam habebat in manu sua scriptam hoc modo:",False
Nehemiah 7.8,"the sons of Parosh, 2,172.",Nehemiah 7.8,Vulgate,"Nehemiah 7.8 filii Pharos, duo millia centum septuaginta duo:",False
Nehemiah 7.9,"The sons of Shephatiah, 372.",Nehemiah 7.9,Vulgate,"Nehemiah 7.9 filii Saphatia, trecenti septuaginta duo:",False
Nehemiah 7.11,"The sons of Pahath-moab, namely the sons of Jeshua and Joab, 2,818.",Nehemiah 7.11,Vulgate,"Nehemiah 7.11 filii Phahathmoab filiorum Josue et Joab, duo millia octingenti decem et octo:",False
Nehemiah 7.12,"The sons of Elam, 1,254.",Nehemiah 7.12,Vulgate,"Nehemiah 7.12 filii Ælam, mille ducenti quinquaginta quatuor:",False
Nehemiah 7.13,"The sons of Zattu, 845.",Nehemiah 7.13,Vulgate,"Nehemiah 7.13 filii Zethua, octingenti quadraginta quinque:",False
Nehemiah 7.15,"The sons of Binnui, 648.",Nehemiah 7.15,Vulgate,"Nehemiah 7.15 filii Bannui, sexcenti quadraginta octo:",False
Nehemiah 7.17,"The sons of Azgad, 2,322.",Nehemiah 7.17,Vulgate,"Nehemiah 7.17 filii Azgad, duo millia trecenti viginti duo:",False
Nehemiah 7.19,"The sons of Bigvai, 2,067.",Nehemiah 7.19,Vulgate,"Nehemiah 7.19 filii Beguai, duo millia sexaginta septem:",False
Nehemiah 7.20,"The sons of Adin, 655.",Nehemiah 7.20,Vulgate,"Nehemiah 7.20 filii Adin, sexcenti quinquaginta quinque:",False
Nehemiah 7.21,"The sons of Ater, namely of Hezekiah, 98.",Nehemiah 7.21,Vulgate,"Nehemiah 7.21 filii Ater, filii Hezeciæ, nonaginta octo:",False
Nehemiah 7.23,"The sons of Bezai, 324.",Nehemiah 7.23,Vulgate,"Nehemiah 7.23 filii Besai, trecenti viginti quatuor:",False
Nehemiah 7.25,"The sons of Gibeon, 95.",Nehemiah 7.25,Vulgate,"Nehemiah 7.25 filii Gabaon, nonaginta quinque:",False
Nehemiah 7.26,"The men of Bethlehem and Netophah, 188.",Nehemiah 7.26,Vulgate,"Nehemiah 7.26 filii Bethlehem et Netupha, centum octoginta octo.",False
Nehemiah 7.34,"The sons of the other Elam, 1,254.",Nehemiah 7.34,Vulgate,"Nehemiah 7.34 Viri Ælam alterius, mille ducenti quinquaginta quatuor.",False
Nehemiah 7.35,"The sons of Harim, 320.",Nehemiah 7.35,Vulgate,"Nehemiah 7.35 Filii Harem, trecenti viginti.",False
Nehemiah 7.40,"The sons of Immer, 1,052.",Nehemiah 7.40,Vulgate,"Nehemiah 7.40 Filii Emmer, mille quinquaginta duo.",False
Nehemiah 7.41,"The sons of Pashhur, 1,247.",Nehemiah 7.41,Vulgate,"Nehemiah 7.41 Filii Phashur, mille ducenti quadraginta septem.",False
Nehemiah 7.42,"The sons of Harim, 1,017.",Nehemiah 7.42,Vulgate,"Nehemiah 7.42 Filii Arem, mille decem et septem. Levitæ:",False
Nehemiah 7.43,"The Levites: the sons of Jeshua, namely of Kadmiel of the sons of Hodevah, 74.",Nehemiah 7.43,Vulgate,Nehemiah 7.43 filii Josue et Cedmihel filiorum,False
Nehemiah 7.44,"The singers: the sons of Asaph, 148.",Nehemiah 7.44,Vulgate,"Nehemiah 7.44 Oduiæ, septuaginta quatuor. Cantores:",False
Nehemiah 7.46,"The temple servants: the sons of Ziha, the sons of Hasupha, the sons of Tabbaoth,",Nehemiah 7.46,Vulgate,"Nehemiah 7.46 Janitores: filii Sellum, filii Ater, filii Telmon, filii Accub, filii Hatita, filii Sobai: centum triginta octo.",False
Nehemiah 7.47,"the sons of Keros, the sons of Sia, the sons of Padon,",Nehemiah 7.47,Vulgate,"Nehemiah 7.47 Nathinæi: filii Soha, filii Hasupha, filii Tebbaoth,",False
Nehemiah 7.54,"the sons of Bazlith, the sons of Mehida, the sons of Harsha,",Nehemiah 7.54,Vulgate,"Nehemiah 7.54 filii Besloth, filii Mahida, filii Harsa,",False
Nehemiah 7.66,"The whole assembly together was 42,360,",Nehemiah 7.66,Vulgate,"Nehemiah 7.66 Omnis multitudo quasi vir unus quadraginta duo millia trecenti sexaginta,",False
Nehemiah 7.69,"their camels 435, and their donkeys 6,720.",Nehemiah 7.69,Vulgate,"Nehemiah 7.69 cameli eorum, quadringenti triginta quinque: asini, sex millia septingenti viginti.",False
Nehemiah 10.3,"Pashhur, Amariah, Malchijah,",Nehemiah 10.3,Vulgate,"Nehemiah 10.3 Pheshur, Amarias, Melchias,",False
Nehemiah 10.5,"Harim, Meremoth, Obadiah,",Nehemiah 10.5,Vulgate,"Nehemiah 10.5 Harem, Merimuth, Obdias,",False
Nehemiah 10.20,"Magpiash, Meshul lam, Hezir,",Nehemiah 10.20,Vulgate,"Nehemiah 10.20 Megphias, Mosollam, Hazir,",False
