verse_id,text,verse_text,score,prediction,DS_prediction,correction,length_disparity,match
Romans 8.38 (Tyndale),"For I am perswaded that neither death, nor life, nor Angels, nor principalities, nor powers, nor things present, nor things to come,",Ye and I am sure that nether deeth nether lyfe nether angels nor rule nether power nether thinges present nether thinges to come,0.7825655937194824,True,,,False,
Romans 8.38 (Vulgate),"For I am perswaded that neither death, nor life, nor Angels, nor principalities, nor powers, nor things present, nor things to come,","Certus sum enim quia neque mors, neque vita, neque angeli, neque principatus, neque virtutes, neque instantia, neque futura, neque fortitudo,",0.7989248037338257,True,,,False,
John 3.3 (Tyndale),"Iesus answered, and said vnto him, Verely, verely I say vnto thee, except a man be borne againe, he can not see the kingdome of God.",Iesus answered and sayde vnto him: Verely verely I saye vnto the: except a man be boren a newe he cannot se the kyngdom of God.,0.7853049039840698,True,True,,False,True
Romans 5.12 (Tyndale),"Wherefore, as by one man sinne entred into ye world, and death by sinne, and so death went ouer all men: in who all men haue sinned.",Wherfore as by one man synne entred into the worlde and deeth by the meanes of synne. And so deeth went over all men in somoche that all men synned.,0.7820202112197876,True,True,,False,True
Acts 13.8 (Vulgate),"But Elymas, ye sorcerer (for so is his name by interpretation) withstoode them, and sought to turne away the Deputie from the faith.","Resistebat autem illis Elymas magus (sic enim interpretatur nomen ejus), quaerens avertere proconsulem a fide.",0.784643828868866,True,,,False,
Matthew 2.18 (Tyndale),"A voice in Rama was heard, crying out & much wayling: Rachel bewayling her children, & would not be comforted, because they are not.",On the hilles was a voyce herde mornynge wepynge and greate lamentacion: Rachel wepynge for her chyldren and wolde not be conforted because they were not.,0.7889194488525391,True,,,False,
Judith 16.26 (Douay-Rheims),"Erat enim virtuti castitas adjuncta, ita ut non cognosceret virum omnibus diebus vitae suae, ex quo defunctus est Manasses vir ejus.","And chastity was joined to her virtue, so that she knew no man all the days of her life, after the death of Manasses her husband.",0.7755715847015381,True,,,False,
Matthew 26.42 (Wycliffe),"Againe the second time he went, and prayed, saying: My Father, if this chalice may not passe, but I must drinke it, thy wil be done.","Eft the secounde tyme he wente, and preyede, seiynge, My fadir, if this cuppe may not passe, but Y drynke hym, thi wille be doon.",0.7928958535194397,True,True,,False,True
Colossians 3.17 (Vulgate),"And whatsoeuer ye shall doe, in worde or deede, doe all in the Name of the Lord Iesus, giuing thankes to God euen the Father by him.","Omne, quodcumque facitis in verbo aut in opere, omnia in nomine Domini Jesu Christi, gratias agentes Deo et Patri per ipsum.",0.7883774042129517,True,,,False,
1 Corinthians 15.28 (Tyndale),"Cum autem subjecta fuerint illi omnia: tunc et ipse Filius subjectus erit ei, qui subjecit sibi omnia, ut sit Deus omnia in omnibus.",When all thinges are subdued vnto him: then shall the sonne also him selfe be subiecte vnto him that put all thinges vnder him that God maye be all in all thinges.,0.7998490929603577,True,,,False,
Ecclesiasticus 45.30 (Douay-Rheims),"Ideo statuit illi testamentum pacis, principem sanctorum et gentis suae, ut sit illi et semini ejus sacerdotii dignitas in aeternum.","Therefore he made to him a covenant of peace, to be the prince of the sanctuary, and of his people, that the dignity of priesthood should be to him and to his seed for ever.",0.7936891913414001,True,True,,False,True
Matthew 11.1 (Vulgate),"AND it came to passe: when IESVS had done commanding his twelue Disciples, he passed from thence, to teach & preach in their cities.","Et factum est, cum consummasset Jesus, praecipiens duodecim discipulis suis, transiit inde ut doceret, et praedicaret in civitatibus eorum.",0.7861158847808838,True,,,False,
2 Kings 18.35 (Douay-Rheims),"Quinam illi sunt in universis diis terrarum, qui eruerunt regionem suam de manu mea, ut possit eruere Dominus Jerusalem de manu mea?","Who are they among all the gods of the nations, that have delivered their country out of my hand, that the Lord may deliver Jerusalem out of my hand?",0.7973405122756958,True,,,False,
2 Kings 19.22 (Douay-Rheims),"Cui exprobrasti, et quem blasphemasti? contra quem exaltasti vocem tuam, et elevasti in excelsum oculos tuos? Contra Sanctum Israel.","Whom hast thou reproached, and whom hast thou blasphemed? against whom hast thou exalted thy voice, and lifted up thy eyes on high? against the holy one of Israel.",0.7806793451309204,True,True,,False,True
Mark 6.30 (Wycliffe),"And the Apostles gathered themselues together to Iesus, and tolde him all things, both what they had done, and what they had taught.","And the apostlis camen togidere to Jhesu, and telden to hym alle thingis, that thei hadden don, and tauyt.",0.7986029386520386,True,True,,False,True
Matthew 6.13 (Wycliffe),"And lead vs not into temptation, but deliuer vs from euill: For thine is the kingdome, and the power, and the glory, for euer, Amen.",but delyuere vs fro yuel.,0.7458473443984985,True,,,True,
Numbers 26.48 (Douay-Rheims),"The sonnes of Naphtali, after their families were: of Iahzeel, the families of the Iahzeelites: of Guni, the familie of the Gunites.","The sons of Nephtali by their kindreds: Jesiel, of whom is the family of the Jesielites: Guni, of whom is the family of the Gunites:",0.7911789417266846,True,True,,False,True
Isaiah 59.17 (Douay-Rheims),"Indutus est justitia ut lorica, et galea salutis in capite ejus; indutus est vestimentis ultionis, et opertus est quasi pallio zeli:","He put on justice as a breastplate, and a helmet of salvation upon his head: he put on the garments of vengeance, and was clad with zeal as with a cloak.",0.760930061340332,True,True,,False,True
Jeremiah 12.10 (Douay-Rheims),"Pastores multi demoliti sunt vineam meam, conculcaverunt partem meam, dederunt portionem meam desiderabilem in desertum solitudinis.","Many pastors have destroyed my vineyard, they have trodden my portion under foot: they have changed my delightful portion into a desolate wilderness.",0.7830716967582703,True,,,False,
Jeremiah 2.10 (Douay-Rheims),"For goe ye to the yles of Chittim, and beholde, and sende vnto Kedar. and take diligent heede, and see whether there be such things.","Pass over to the isles of Cethim, and see: and send into Cedar, and consider diligently: and see if there hath been done any thing like this.",0.7658329606056213,True,,,False,
1 Kings 9.1 (Vulgate),"When Salomon had finished the building of the house of ye Lord, and the kings palace, and all that Salomon desired and minded to do,","Factum est autem cum perfecisset Salomon aedificium domus Domini, et aedificium regis, et omne quod optaverat et voluerat facere,",0.7649531364440918,True,True,,False,True
Tobit 6.18 (Douay-Rheims),"Tu autem cum acceperis eam, ingressus cubiculum, per tres dies continens esto ab ea, et nihil aliud nisi orationibus vacabis cum ea.","But thou when thou shalt take her, go into the chamber, and for three days keep thyself continent from her, and give thyself to nothing else but to prayers with her.",0.7975332736968994,True,,,False,
Numbers 26.48 (Wycliffe),"The sonnes of Naphtali, after their families were: of Iahzeel, the families of the Iahzeelites: of Guni, the familie of the Gunites.","The sones of Neptalym bi her kynredis; Jesehel, of whom the meynee of Jeselitis; Guny, of whom the meynee of Gunytis;",0.7876564860343933,True,True,,False,True
Numbers 26.48 (Vulgate),"The sonnes of Naphtali, after their families were: of Iahzeel, the families of the Iahzeelites: of Guni, the familie of the Gunites.","Filii Nephthali per cognationes suas: Jesiel, a quo familia Jesielitarum: Guni, a quo familia Gunitarum:",0.7944158315658569,True,False,,False,False
Revelation 5.1 (Vulgate),"And I saw in the right hand of him that sate vpon the throne, a Booke written within, and on the backside, sealed with seuen seales.","Et vidi in dextera sedentis supra thronum, librum scriptum intus et foris, signatum sigillis septem.",0.7877209782600403,True,True,,False,True
1 Samuel 12.6 (Vulgate),"Then Samuel sayde vnto the people, It is the Lord that made Moses and Aaron, and that brought your fathers out of the land of Egypt.","Et ait Samuel ad populum: Dominus, qui fecit Moysen et Aaron, et eduxit patres nostros de terra AEgypti.",0.7989215850830078,True,,,False,
Romans 5.18 (Tyndale),"Therfore as by the offence of one, vnto al men to condemnation; so also by the iustice of one, vnto al men to iustification of life.",Lykewyse then as by the synne of one condemnacion cam on all men: even so by the iustifyinge of one cometh the rightewesnes that bringeth lyfe vpo all men.,0.7261576056480408,True,True,,False,True
Romans 5.18 (Vulgate),"Therfore as by the offence of one, vnto al men to condemnation; so also by the iustice of one, vnto al men to iustification of life.",Igitur sicut per unius delictum in omnes homines in condemnationem: sic et per unius justitiam in omnes homines in justificationem vitae.,0.7542898654937744,True,True,,False,True
Ezekiel 46.3 (Vulgate),"Likewise the people of the lande shall worshippe at the entrie of this gate before the Lord on the Sabbaths, and in the newe moones.",Et adorabit populus terrae ad ostium portae illius in sabbatis et in calendis coram Domino.,0.7736272811889648,True,,,False,
Isaiah 51.20 (Douay-Rheims),"Filii tui projecti sunt, dormierunt in capite omnium viarum sicut oryx illaqueatus, pleni indignatione Domini, increpatione Dei tui.","Thy children are cast forth, they have slept at the head of all the ways, as the wild ox that is snared: full of the indignation of the Lord, of the rebuke of thy God.",0.7869972586631775,True,True,,False,True
Numbers 32.32 (Douay-Rheims),We will goe armed before the Lord into the lande of Canaan: that the possession of our inheritance may be to vs on this side Iorden.,"We will go armed before the Lord into the land of Chanaan, and we confess that we have already received our possession beyond the Jordan.",0.7968044877052307,True,,,False,
Luke 17.22 (Wycliffe),And he sayde vnto the disciples: The dayes will come when ye shall desyre to se one daye of the sonne of man and ye shall not se it.,"And he seide to hise disciplis, Daies schulen come, whanne ye schulen desire to se o dai of mannus sone, and ye schulen not se.",0.7906437516212463,True,True,,False,True
Numbers 28.27 (Vulgate),"But ye shall offer a burnt offering for a sweete sauour vnto the Lord, two yong bullocks, a ramme, and seuen lambes of a yeere olde,","Offeretisque holocaustum in odorem suavissimum Domino, vitulos de armento duos, arietem unum, et agnos anniculos immaculatos septem:",0.7888787984848022,True,,,False,
Isaiah 44.11 (Douay-Rheims),"Ecce omnes participes ejus confundentur, fabri enim sunt ex hominibus; convenient omnes, stabunt et pavebunt, et confundentur simul.","Behold, all the partakers thereof shall be confounded: for the makers are men: they shall all assemble together, they shall stand and fear, and shall be confounded together.",0.7238757610321045,True,,,False,
Numbers 28.27 (Wycliffe),"But ye shall offer a burnt offering for a sweete sauour vnto the Lord, two yong bullocks, a ramme, and seuen lambes of a yeere olde,","And ye schulen offre brent sacrifice to the Lord, in to swettiste odour; twey calues of the droue, o ram, and seuene lambren of o yeer, with out wem;",0.745326042175293,True,True,,False,True
Isaiah 28.27 (Douay-Rheims),"Non enim in serris triturabitur gith, nec rota plaustri super cyminum circuibit; sed in virga excutietur gith, et cyminum in baculo.","For gith shall not be thrashed with saws, neither shall the cart wheel turn about upon cummin: but gith shall be beaten out with a rod, and cummin with a staff.",0.7878192067146301,True,,,False,
1 John 3.16 (Tyndale),"Hereby haue we perceiued loue, that he layde downe his life for vs: therefore we ought also to lay downe our liues for the brethren.",Herby perceave we love: that he gave his lyfe for vs: and therfore ought we also to geve oure lyves for the brethren.,0.7947618961334229,True,,,False,
1 John 3.14 (Vulgate),"We know that we are translated from death vnto life, because we loue the brethren: he that loueth not his brother, abideth in death.","Nos scimus quoniam translati sumus de morte ad vitam, quoniam diligimus fratres. Qui non diligit, manet in morte:",0.7950612902641296,True,,,False,
Numbers 22.16 (Wycliffe),"Who came to Balaam, and sayde to him, Thus saith Balak the sonne of Zippor, Bee not thou staied, I pray thee, from comming vnto me.","whiche seiden, whanne thei hadden come to Balaam, Balaach, the sone of Sephor, seith thus, Tarye thou not to come to me, redi to onoure thee;",0.7703258991241455,True,True,,False,True
1 Chronicles 5.13 (Douay-Rheims),"Fratres vero eorum secundum domos cognationum suarum, Michael, et Mosollam, et Sebe, et Jorai, et Jachan, et Zie, et Heber, septem.","And their brethren according to the houses of their kindreds, were Michael, and Mosollam, and Sebe, and Jorai, and Jacan, and Zie, and Heber, seven.",0.7730638980865479,True,,,False,
Numbers 5.12 (Geneva),"Speak to the children of Israel, and thou shalt say to them: The man whose wife shall have gone astray, and contemning her husband,","Speake vnto the children of Israel, and say vnto them, If any mans wife turne to euill, and commit a trespasse against him,",0.7751021981239319,True,,,False,
Luke 2.7 (Tyndale),"Et peperit filium suum primogenitum, et pannis eum involvit, et reclinavit eum in praesepio: quia non erat eis locus in diversorio.",And she brought forth her fyrst begotten sonne and wrapped him in swadlynge cloothes and layed him in a manger because ther was no roume for them within in the ynne.,0.7989086508750916,True,True,,False,True
Numbers 16.11 (Wycliffe),"For which cause, thou, and all thy companie are gathered together against the Lord: and what is Aaron, that ye murmure against him?","and al thi gaderyng togidere stonde ayens the Lord? For whi what is Aaron, that ye grutchen ayens hym?",0.7971780896186829,True,,,False,
Canticles 5.5 (Vulgate),"I rose vp to open to my welbeloued, and mine hands did drop downe myrrhe, and my fingers pure myrrhe vpon the handels of the barre.","Surrexi ut aperirem dilecto meo; manus meae stillaverunt myrrham, et digiti mei pleni myrrha probatissima.",0.769839882850647,True,,,False,
Colossians 1.25 (Tyndale),"whereof I am made a Minister according to the dispensation of God, which is giuen me toward you, that I may fulfil the word of God,",wherof I am made a minister acordynge to the ordinaunce of god which ordinaunce was geven me vnto you warde to fulfill the worde of god,0.7865181565284729,True,,,False,
2 Kings 19.14 (Douay-Rheims),"Itaque cum accepisset Ezechias litteras de manu nuntiorum, et legisset eas, ascendit in domum Domini, et expandit eas coram Domino,","And when Ezechias had received the letter of the hand of the messengers, and had read it, he went up to the house of the Lord, and spread it before the Lord,",0.7444290518760681,True,,,False,
Matthew 17.23 (Wycliffe),"Et cum venissent Capharnaum, accesserunt qui didrachma accipiebant ad Petrum, et dixerunt ei: Magister vester non solvit didrachma?",And thei weren ful sori.,0.7616701722145081,False,,,True,
Numbers 15.20 (Vulgate),"Ye shall offer vp a cake of the first of your dowe for an heaue offring: as the heaue offring of the barne, so ye shall lift it vp.","de cibis vestris. Sicut de areis primitias separatis,",0.7372840046882629,True,True,,False,True
1 Chronicles 4.40 (Douay-Rheims),"Inveneruntque pascuas uberes, et valde bonas, et terram latissimam et quietam et fertilem, in qua ante habitaverant de stirpe Cham.","And they found fat pastures, and very good, and a country spacious, and quiet, and fruitful, in which some of the race of Cham had dwelt before.",0.7374365925788879,True,True,,False,True
Numbers 15.20 (Wycliffe),"Ye shall offer vp a cake of the first of your dowe for an heaue offring: as the heaue offring of the barne, so ye shall lift it vp.","schulen departe the firste fruytis of youre metis to the Lord; as ye schulen departe the firste fruytis of corn flooris,",0.7854560613632202,True,,,False,
Isaiah 26.1 (Vulgate),"In that day shall this song be sung in the land of Iudah, We haue a strong citie: saluation shall God set for walles and bulwarkes.",In die illa cantabitur canticum istud in terra Juda: Urbs fortitudinis nostrae Sion; salvator ponetur in ea murus et antemurale.,0.7988244295120239,True,,,False,
Isaiah 26.1 (Douay-Rheims),"In that day shall this song be sung in the land of Iudah, We haue a strong citie: saluation shall God set for walles and bulwarkes.","In that day shall this canticle be sung the land of Juda. Sion the city of our strength a saviour, a wall and a bulwark shall be set therein.",0.7858506441116333,True,,,False,
Baruch 4.14 (Vulgate),"Let the borderers of Sion come, and remember the captiuitie of my sonnes & daughters, which the euerlasting hath brought vpon them.","Veniant confines Sion, et memorentur captivitatem filiorum et filiarum mearum, quam superduxit illis AEternus.",0.7895020246505737,True,,,False,
Numbers 3.28 (Wycliffe),"The nomber of all the males from a moneth olde and aboue was eight thousand and sixe hundreth, hauing the charge of the Sanctuarie.","these ben the meynees of Caathitis, noumbrid bi her names, alle of male kynde, fro o monethe and aboue, eiyte thousynde and sixe hundrid.",0.798046350479126,True,,,False,
Ezekiel 40.27 (Vulgate),"And there was a gate in the inner court towarde the South, and he measured from gate to gate towarde the South an hundreth cubites.","Et porta atrii interioris in via australi: et mensus est a porta usque ad portam in via australi, centum cubitos.",0.7765488028526306,True,True,,False,True
Isaiah 41.17 (Douay-Rheims),"Egeni et pauperes quaerunt aquas, et non sunt; lingua eorum siti aruit. Ego Dominus exaudiam eos, Deus Israel, non derelinquam eos.","The needy and the poor seek for waters, and there are none: their tongue hath been dry with thirst. I the Lord will hear them, I the God of Israel will not forsake them.",0.7569401264190674,True,,,False,
Deuteronomy 17.6 (Vulgate),"At the mouth of two or three witnesses shall he that is woorthie of death, die: but at the mouth of one witnesse, he shall not die.","In ore duorum aut trium testium peribit qui interficietur. Nemo occidatur, uno contra se dicente testimonium.",0.7785860896110535,True,True,,False,True
John 13.8 (Tyndale),"Peter saith to him: Thou shalt not wash my feet for euer. IESVS answered him: If I wash thee not, thou shalt not haue part with me.",Peter sayd vnto him: thou shalt not wesshe my fete whill the worlde stondeth. Iesus answered him: yf I wasshe the not thou shalt have no part with me.,0.798669695854187,True,,,False,
Jonah 3.4 (Vulgate),"And Ionah began to enter into the citie a dayes iourney, and he cryed, and said, Yet fourtie dayes, and Nineueh shalbe ouerthrowen.","Et coepit Jonas introire in civitatem itinere diei unius: et clamavit, et dixit: Adhuc quadraginta dies, et Ninive subvertetur.",0.7730733156204224,True,,,False,
Psalms 104.3 (Vulgate),"Which layeth the beames of his chambers in the waters, and maketh the cloudes his chariot, and walketh vpon the wings of the winde.",Laudamini in nomine sancto ejus; laetetur cor quaerentium Dominum.,0.7973780632019043,False,,,False,
Judith 13.23 (Douay-Rheims),"Porro Ozias princeps populi Israel dixit ad eam: Benedicta es tu, filia, a Domino Deo excelso prae omnibus mulieribus super terram.","And Ozias the prince of the people of Israel, said to her: Blessed art thou, O daughter, by the Lord the most high God, above all women upon the earth.",0.7507063150405884,True,True,,False,True
1 Kings 17.5 (Vulgate),"So he went and did according vnto the word of the Lord: for he went, and remained by the riuer Cherith that is ouer against Iorden.","Abiit ergo, et fecit juxta verbum Domini: cumque abiisset, sedit in torrente Carith, qui est contra Jordanem.",0.7761101126670837,True,,,False,
1 Samuel 14.2 (Douay-Rheims),"Porro Saul morabatur in extrema parte Gabaa sub malogranato, quae erat in Magron: et erat populus cum eo quasi sexcentorum virorum.","And Saul abode in the uttermost part of Gabaa under the pomegranate tree, which was in Magron: and the people with him were about six hundred men.",0.791749894618988,True,True,,False,True
Numbers 22.29 (Vulgate),"And Balaam saide vnto the asse, Because thou hast mocked me: I woulde there were a sworde in mine hand, for nowe would I kill thee.","Respondit Balaam: Quia commeruisti, et illusisti mihi: utinam haberem gladium, ut te percuterem !",0.7989533543586731,True,True,,False,True
Acts 25.19 (Vulgate),"But had certaine questions against him of their owne superstition, and of one Iesus which was dead, whom Paul affirmed to be aliue.","Quaestiones vero quasdam de sua superstitione habebant adversus eum, et de quodam Jesu defuncto, quem affirmabat Paulus vivere.",0.7748059034347534,True,,,False,
John 7.31 (Wycliffe),"And many of the people beleeued on him, & said, When Christ commeth, will hee doe moe miracles then these which this man hath done?","And many of the puple bileueden in hym, and seiden, Whanne Crist schal come, whether he schal do mo tokenes, than tho that this doith?",0.7936751246452332,True,,,False,
1 Peter 4.19 (Vulgate),"Wherefore let them that suffer according to the will of God, commit their soules to him in well doing, as vnto a faithfull Creator.","Itaque et hi, qui patiuntur secundum voluntatem Dei, fideli Creatori commendent animas suas in benefactis.",0.788725733757019,True,,,False,
Deuteronomy 21.15 (Douay-Rheims),"Si habuerit homo uxores duas, unam dilectam, et alteram odiosam, genuerintque ex eo liberos, et fuerit filius odiosae primogenitus,","If a man have two wives, one beloved, and the other hated, and they have had children by him, and the son of the hated be the firstborn,",0.7846338152885437,True,,,False,
1 Corinthians 9.22 (ODRV),"To the weake I become as weake, that I may winne the weake: I am made all thinges to all men, that I might by all meanes saue some.","To the weake I became weake, that I might gaine the weake. To al men I became al things, that I might saue al.",0.7845206260681152,True,,,False,
Luke 19.26 (Wycliffe),"But I say to you, that to euery one that hath shal be giuen: and from him that hath not, that also which he shal be taken from him.","And Y seie to you, to ech man that hath, it schal be youun, and he schal encreese; but fro him that hath not, also that thing that he hath, schal be takun of hym.",0.7975491285324097,True,,,False,
Luke 19.26 (Tyndale),"But I say to you, that to euery one that hath shal be giuen: and from him that hath not, that also which he shal be taken from him.",I saye vnto you that vnto all the that have it shalbe geve: and from him that hath not even that he hath shalbe taken from him.,0.7653855085372925,True,,,False,
Mark 11.10 (Tyndale),"Blessed be the kingdome that commeth in the Name of the Lord of our father Dauid: Hosanna, O thou which art in the highest heauens.",Blessed be the kingdome that cometh in the name of him that is Lorde of oure father David. Hos anna in the hyest.,0.7745301127433777,True,,,False,
Matthew 25.43 (Vulgate),"I was a stranger, and ye tooke me not in vnto you: I was naked, and ye clothed me not: sicke, and in prison, and ye visited me not.","hospes eram, et non collegistis me: nudus, et non cooperuistis me: infirmus, et in carcere, et non visitastis me.",0.7699044346809387,True,,,False,
2 Kings 13.4 (Vulgate),"And Iehoahaz besought the Lord, and the Lord heard him: for he saw the trouble of Israel, wherewith the King of Aram troubled them.","Deprecatus est autem Joachaz faciem Domini, et audivit eum Dominus: vidit enim angustiam Israel, quia attriverat eos rex Syriae:",0.7661714553833008,True,True,,False,True
1 Kings 17.5 (AKJV),"So he went, and did according to the word of the Lord: and going, he dwelt by the torrent Carith, which is over against the Jordan.","So hee went, and did according vnto the word of the Lord: for hee went and dwelt by the brooke Cherith, that is before Iordane.",0.7734254598617554,True,,,False,
Isaiah 26.20 (Douay-Rheims),"Vade, populus meus, intra in cubicula tua; claude ostia tua super te, abscondere modicum ad momentum, donec pertranseat indignatio.","Go, my people, enter into thy chambers, shut thy doors upon thee, hide thyself a little for a moment, until the indignation pass away.",0.7877130508422852,True,,,False,
Numbers 3.28 (Douay-Rheims),"The nomber of all the males from a moneth olde and aboue was eight thousand and sixe hundreth, hauing the charge of the Sanctuarie.","All of the male sex from one month and upward, eight thousand six hundred: they shall have the guard of the sanctuary,",0.7675769329071045,True,True,,False,True
2 Kings 13.16 (Douay-Rheims),"dixit ad regem Israel: Pone manum tuam super arcum. Et cum posuisset ille manum suam, superposuit Eliseus manus suas manibus regis,","He said to the king of Israel: Put thy hand upon the bow. And when he had put his hand, Eliseus put his hands over the king's hands,",0.79086834192276,True,True,,False,True
Numbers 35.14 (Vulgate),"Ye shall appoint three on this side Iorden, and ye shall appoint three cities in the lande of Canaan which shalbe cities of refuge.","tres erunt trans Jordanem, et tres in terra Chanaan,",0.7977138757705688,True,,,False,
Matthew 25.43 (Wycliffe),"I was a stranger, and ye tooke me not in vnto you: I was naked, and ye clothed me not: sicke, and in prison, and ye visited me not.","Y was herborles, and ye herberden not me; nakid, and ye keuerden not me; sijk, and in prisoun, and ye visitiden not me.",0.7963129281997681,True,True,,False,True
2 Kings 25.9 (Vulgate),"And burnt the house of the Lord, and the Kings house, and all the houses of Ierusalem, and all the great houses burnt he with fire.","Et succendit domum Domini, et domum regis: et domos Jerusalem, omnemque domum combussit igni.",0.7858755588531494,True,True,,False,True
2 Kings 9.37 (Douay-Rheims),"et erunt carnes Jezabel sicut stercus super faciem terrae in agro Jezrahel, ita ut praetereuntes dicant: Haeccine est illa Jezabel?","And the flesh of Jezabel shall be as dung upon the face of the earth in the field of Jezrahel, so that they who pass by shall say: Is this that same Jezabel?",0.7684651017189026,True,,,False,
Acts 14.8 (Tyndale),"Nowe there sate a certaine man at Lystra, impotent in his feete, which was a creeple from his mothers wombe, who had neuer walked.",And ther sate a certayne man at Listra weake in his fete beinge creple from his mothers wombe and never walkyd.,0.7965333461761475,True,,,False,
Matthew 18.16 (Wycliffe),"But if he heare thee not, take yet with thee one or two, that by the mouth of two or three witnesses euery worde may be confirmed.","And if he herith thee not, take with thee oon or tweyne, that euery word stonde in the mouth of tweyne or thre witnessis.",0.7853927612304688,True,True,,False,True
1 Chronicles 12.37 (Douay-Rheims),"Trans Jordanem autem de filiis Ruben, et de Gad, et dimidia parte tribus Manasse, instructi armis bellicis, centum viginti millia.","And on the other side of the Jordan of the sons of Ruben, and of Gad, and of the half of the tribe of Manasses a hundred and twenty thousand, furnished with arms for war.",0.7940387725830078,True,,,False,
Matthew 18.35 (Tyndale),"So likewise shall mine heauenly Father doe vnto you, except ye forgiue from your hearts, eche one to his brother their trespasses.",So lyke wyse shall my hevenly father do vnto you except ye forgeve with youre hertes eache one to his brother their treaspases.,0.7694877982139587,True,True,,False,True
Ephesians 3.7 (Vulgate),"wherof I am made a Minister according to the guift of the grace of God, which is giuen me according to the operation of his power.","cujus factus sum minister secundum donum gratiae Dei, quae data est mihi secundum operationem virtutis ejus.",0.7907873392105103,True,,,False,
2 Kings 18.5 (Douay-Rheims),"In Domino Deo Israel speravit: itaque post eum non fuit similis ei de cunctis regibus Juda, sed neque in his qui ante eum fuerunt:","He trusted in the Lord the God of Israel: so that after him there was none like him among all the kings of Juda, nor any of them that were before him:",0.7900828719139099,True,,,False,
Mark 1.20 (ODRV),"And anon hee called them: and they left their father Zebedeus in the shippe with his hired seruants, and went their way after him.","and forthwith he called them. And leauing their father Zebedee in the ship with his hired men, they folowed him.",0.7893372774124146,True,False,,False,False
Numbers 5.3 (Vulgate),"Both male and female shall ye put out: out of the hoste shall yee put them, that they defile not their tentes among whome I dwell.","tam masculum quam feminam ejicite de castris, ne contaminent ea cum habitaverint vobiscum.",0.7919843196868896,True,,,False,
Leviticus 23.28 (Vulgate),"And ye shall doe no worke that same day: for it is a day of reconciliation, to make an atonement for you before the Lord your God.","Omne opus servile non facietis in tempore diei hujus: quia dies propitiationis est, ut propitietur vobis Dominus Deus vester.",0.7942454814910889,True,,,False,
Ecclesiasticus 21.11 (Vulgate),"Hee that keepeth the Law of the Lord, getteth the vnderstanding thereof: and the perfection of the feare of the Lord, is wisedome.","Via peccatorum complanata lapidibus: et in fine illorum inferi, et tenebrae, et poenae.",0.7699611186981201,False,,,False,
1 Corinthians 15.1 (Tyndale),"Moreouer brethren, I declare vnto you the Gospel, which I preached vnto you, which ye haue also receiued, and wherein ye continue,",Brethren as pertayninge to the gospell which I preached vnto you which ye have also accepted and in the which ye continue,0.768617570400238,True,,,False,
1 Corinthians 3.4 (Tyndale),Cum enim quis dicat: Ego quidem sum Pauli; alius autem: Ego Apollo: nonne homines estis? Quid igitur est Apollo? quid vero Paulus?,As loge as one sayth I holde of Paul and another I am of Apollo are ye not carnall?,0.7974768877029419,True,,,False,
Numbers 23.19 (Douay-Rheims),"non est Deus quasi homo, ut mentiatur, nec ut filius hominis, ut mutetur. Dixit ergo, et non faciet? locutus est, et non implebit?","God is not a man, that he should lie, nor as the son of man, that he should be changed. Hath he said then, and will he not do? hath he spoken, and will he not fulfill?",0.7914310693740845,True,,,False,
Jeremiah 13.4 (Douay-Rheims),"Tolle lumbare quod possedisti, quod est circa lumbos tuos: et surgens vade ad Euphraten, et absconde ibi illud in foramine petrae.","Take the girdle which thou hast got, which is about thy loins, and arise, and go to the Euphrates, and hide it there in a hole of the rock.",0.7855218052864075,True,True,,False,True
Numbers 19.22 (Wycliffe),"And whatsoeuer the vncleane person toucheth, shall be vncleane: and the person that toucheth him, shalbe vncleane vntill the euen.","What euer thing an vncleene man touchith, he schal make it vncleene; and a soule that touchith ony of these thingis defoulid so, schal be vncleene til to euentid.",0.7695030570030212,True,,,False,
Isaiah 56.10 (Douay-Rheims),"Speculatores ejus caeci omnes; nescierunt universi: canes muti non valentes latrare, videntes vana, dormientes, et amantes somnia.","His watchmen are all blind, they are all ignorant: dumb dogs not able to bark, seeing vain things, sleeping and loving dreams.",0.7919375896453857,True,,,False,
Numbers 19.22 (Douay-Rheims),"And whatsoeuer the vncleane person toucheth, shall be vncleane: and the person that toucheth him, shalbe vncleane vntill the euen.","Whatsoever a person toucheth who is unclean, he shall make it unclean: and the person that toucheth any of these things, shall be unclean until the evening.",0.7958288192749023,True,,,False,
1 Corinthians 10.4 (Vulgate),And did all drinke the same spirituall drinke (for they dranke of the spiritual Rocke that folowed them: and the Rocke was Christ),"et omnes eumdem potum spiritalem biberunt (bibebant autem de spiritali, consequente eos, petra: petra autem erat Christus):",0.7756943702697754,True,,,False,
1 Corinthians 15.1 (Vulgate),"Moreouer brethren, I declare vnto you the Gospel, which I preached vnto you, which ye haue also receiued, and wherein ye continue,","Notum autem vobis facio, fratres, Evangelium, quod praedicavi vobis, quod et accepistis, in quo et statis,",0.7850304245948792,True,True,,False,True
Genesis 2.17 (Wycliffe),"But of the tree of knowledge of good & euil eate thou not. For in what day soeuer thou shalt eate of it, thou shalt dye the death.","forsothe ete thou not of the tre of kunnyng of good and of yuel; for in what euere dai thou schalt ete therof, thou schalt die bi deeth.",0.7760769724845886,True,True,,False,True
