ESV,text,Parallel,version,verse_text,rank,prediction,toCheck,correction
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 37.12,Douay-Rheims,"Jeremiah 37.12 And when he was come to the gate of Benjamin, the captain of the gate, who I was there in his turn, was one named Jerias, the son of Selemias, the son of Hananias: and he took hold of Jeremias the prophet, saying: Thou art fleeing to the Chaldeans.",0.0,True,False,
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 37.13,Douay-Rheims,"Jeremiah 37.13 And Jeremias answered: It is not so, I am not fleeing to the Chaldeans. But he hearkened not to him: so Jerias took Jeremias and brought him to the princes.",,False,False,
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 37.13,Vulgate,"Jeremiah 37.13 Et respondit Jeremias: Falsum est: non fugio ad Chaldæos. Et non audivit eum, sed comprehendit Jerias Jeremiam, et adduxit eum ad principes:",,False,False,
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 37.12,Vulgate,"Jeremiah 37.12 Cumque pervenisset ad portam Benjamin, erat ibi custos portæ per vices, nomine Jerias filius Selemiæ filii Hananiæ: et apprehendit Jeremiam prophetam, dicens: Ad Chaldæos profugis.",0.0,True,False,
Jeremiah 37.13,"Jeremiah 37.13 When he was at the Benjamin Gate, a sentry there named Irijah the son of Shelemiah, son of Hananiah, seized Jeremiah the prophet, saying, ""You are deserting to the Chaldeans.""",Jeremiah 37.14,Vulgate,"Jeremiah 37.14 quam ob rem irati principes contra Jeremiam, cæsum eum miserunt in carcerem qui erat in domo Jonathan scribæ: ipse enim præpositus erat super carcerem.",1.0,False,False,
Jeremiah 37.14,"Jeremiah 37.14 And Jeremiah said, ""It is a lie; I am not deserting to the Chaldeans."" But Irijah would not listen to him, and seized Jeremiah and brought him to the officials.",Jeremiah 37.14,Vulgate,"Jeremiah 37.14 quam ob rem irati principes contra Jeremiam, cæsum eum miserunt in carcerem qui erat in domo Jonathan scribæ: ipse enim præpositus erat super carcerem.",,False,False,
Jeremiah 37.14,"Jeremiah 37.14 And Jeremiah said, ""It is a lie; I am not deserting to the Chaldeans."" But Irijah would not listen to him, and seized Jeremiah and brought him to the officials.",Jeremiah 37.16,Vulgate,"Jeremiah 37.16 Mittens autem Sedecias rex, tulit eum: et interrogavit eum in domo sua abscondite, et dixit: Putasne est sermo a Domino? Et dixit Jeremias: Est: et ait: In manus regis Babylonis traderis.",1.0,False,False,
Jeremiah 37.14,"Jeremiah 37.14 And Jeremiah said, ""It is a lie; I am not deserting to the Chaldeans."" But Irijah would not listen to him, and seized Jeremiah and brought him to the officials.",Jeremiah 37.13,Vulgate,"Jeremiah 37.13 Et respondit Jeremias: Falsum est: non fugio ad Chaldæos. Et non audivit eum, sed comprehendit Jerias Jeremiam, et adduxit eum ad principes:",0.0,True,False,
Jeremiah 37.16,"Jeremiah 37.16 When Jeremiah had come to the dungeon cells and remained there many days,",Jeremiah 37.15,Vulgate,Jeremiah 37.15 Itaque ingressus est Jeremias in domum laci et in ergastulum: et sedit ibi Jeremias diebus multis.,0.0,True,False,
Jeremiah 37.16,"Jeremiah 37.16 When Jeremiah had come to the dungeon cells and remained there many days,",Jeremiah 37.14,Vulgate,"Jeremiah 37.14 quam ob rem irati principes contra Jeremiam, cæsum eum miserunt in carcerem qui erat in domo Jonathan scribæ: ipse enim præpositus erat super carcerem.",1.0,False,False,
Jeremiah 37.16,"Jeremiah 37.16 When Jeremiah had come to the dungeon cells and remained there many days,",Jeremiah 37.16,Vulgate,"Jeremiah 37.16 Mittens autem Sedecias rex, tulit eum: et interrogavit eum in domo sua abscondite, et dixit: Putasne est sermo a Domino? Et dixit Jeremias: Est: et ait: In manus regis Babylonis traderis.",,False,False,
Jeremiah 37.17,"Jeremiah 37.17 King Zedekiah sent for him and received him. The king questioned him secretly in his house and said, ""Is there any word from the LORD?"" Jeremiah said, ""There is."" Then he said, ""You shall be delivered into the hand of the king of Babylon.""",Jeremiah 37.16,Vulgate,"Jeremiah 37.16 Mittens autem Sedecias rex, tulit eum: et interrogavit eum in domo sua abscondite, et dixit: Putasne est sermo a Domino? Et dixit Jeremias: Est: et ait: In manus regis Babylonis traderis.",0.0,True,False,
Jeremiah 37.17,"Jeremiah 37.17 King Zedekiah sent for him and received him. The king questioned him secretly in his house and said, ""Is there any word from the LORD?"" Jeremiah said, ""There is."" Then he said, ""You shall be delivered into the hand of the king of Babylon.""",Jeremiah 37.17,Vulgate,"Jeremiah 37.17 Et dixit Jeremias ad regem Sedeciam: Quid peccavi tibi, et servis tuis, et populo tuo, quia misisti me in domum carceris?",,False,False,
Jeremiah 37.17,"Jeremiah 37.17 King Zedekiah sent for him and received him. The king questioned him secretly in his house and said, ""Is there any word from the LORD?"" Jeremiah said, ""There is."" Then he said, ""You shall be delivered into the hand of the king of Babylon.""",Jeremiah 37.15,Vulgate,Jeremiah 37.15 Itaque ingressus est Jeremias in domum laci et in ergastulum: et sedit ibi Jeremias diebus multis.,1.0,False,False,
Jeremiah 37.18,"Jeremiah 37.18 Jeremiah also said to King Zedekiah, ""What wrong have I done to you or your servants or this people, that you have put me in prison?",Jeremiah 37.17,Vulgate,"Jeremiah 37.17 Et dixit Jeremias ad regem Sedeciam: Quid peccavi tibi, et servis tuis, et populo tuo, quia misisti me in domum carceris?",0.0,True,False,
Jeremiah 37.18,"Jeremiah 37.18 Jeremiah also said to King Zedekiah, ""What wrong have I done to you or your servants or this people, that you have put me in prison?",Jeremiah 37.18,Vulgate,"Jeremiah 37.18 ubi sunt prophetæ vestri, qui prophetabant vobis, et dicebant: Non veniet rex Babylonis super vos, et super terram hanc?",,False,False,
Jeremiah 37.9,"Jeremiah 37.9 Thus says the LORD, Do not deceive yourselves, saying, ""The Chaldeans will surely go away from us,"" for they will not go away.",Jeremiah 37.9,Vulgate,"Jeremiah 37.9 Sed etsi percusseritis omnem exercitum Chaldæorum qui præliantur adversum vos, et derelicti fuerint ex eis aliqui vulnerati, singuli de tentorio suo consurgent, et incendent civitatem hanc igni.",,False,False,
Jeremiah 37.9,"Jeremiah 37.9 Thus says the LORD, Do not deceive yourselves, saying, ""The Chaldeans will surely go away from us,"" for they will not go away.",Jeremiah 37.8,Vulgate,"Jeremiah 37.8 Hæc dicit Dominus: Nolite decipere animas vestras, dicentes: Euntes abibunt, et recedent a nobis Chaldæi: quia non abibunt.",0.0,True,False,
Job 11.10,"Job 11.10 If he passes through and imprisons and summons the court, who can turn him back?",Job 11.10,AKJV,"Job 11.10 If he cut off, and shut vp, or gather together, then who can hinder him?",,True,False,
Job 14.16,Job 14.16 For then you would number my steps; you would not keep watch over my sin;,Job 14.16,Vulgate,Job 14.16 Tu quidem gressus meos dinumerasti: sed parce peccatis meis.,,True,False,
Job 14.16,Job 14.16 For then you would number my steps; you would not keep watch over my sin;,Job 14.17,Vulgate,"Job 14.17 Signasti quasi in sacculo delicta mea, sed curasti iniquitatem meam.",0.0,False,False,
Job 16.11,Job 16.11 God gives me up to the ungodly and casts me into the hands of the wicked.,Job 16.12,Vulgate,"Job 16.12 Conclusit me Deus apud iniquum, et manibus impiorum me tradidit.",0.0,True,False,
Job 16.11,Job 16.11 God gives me up to the ungodly and casts me into the hands of the wicked.,Job 16.11,Vulgate,"Job 16.11 Aperuerunt super me ora sua, et exprobrantes percusserunt maxillam meam: satiati sunt pœnis meis.",,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.12,Douay-Rheims,"Job 16.12 God hath shut me up with the unjust man, and hath delivered me into the hands of the wicked.",,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.11,Douay-Rheims,"Job 16.11 They have opened their mouths upon me, and reproaching me they have struck me on the cheek, they are filled with my pains.",4.0,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.13,Douay-Rheims,"Job 16.13 I that was formerly so wealthy, am all on a sudden broken to pieces: he hath taken me by my neck, he hath broken me, and hath set me up to be his mark.",0.0,True,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.14,Douay-Rheims,"Job 16.14 He hath compassed me round about with his lances, he hath wounded my loins, he hath not spared, and hath poured out my bowels on the earth.",1.0,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.10,Vulgate,"Job 16.10 Collegit furorem suum in me, et comminans mihi, infremuit contra me dentibus suis: hostis meus terribilibus oculis me intuitus est.",2.0,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.13,Vulgate,"Job 16.13 Ego ille quondam opulentus, repente contritus sum: tenuit cervicem meam, confregit me, et posuit me sibi quasi in signum.",1.0,True,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.14,Vulgate,"Job 16.14 Circumdedit me lanceis suis; convulneravit lumbos meos: non pepercit, et effudit in terra viscera mea.",0.0,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.12,Vulgate,"Job 16.12 Conclusit me Deus apud iniquum, et manibus impiorum me tradidit.",,False,False,
Job 16.12,"Job 16.12 I was at ease, and he broke me apart; he seized me by the neck and dashed me to pieces; he set me up as his target;",Job 16.10,Douay-Rheims,"Job 16.10 He hath gathered together his fury against me, and threatening me he hath gnashed with his teeth upon me: my enemy hath beheld me with terrible eyes.",2.0,False,False,
Job 16.13,Job 16.13 his archers surround me. He slashes open my kidneys and does not spare; he pours out my gall on the ground.,Job 16.14,Vulgate,"Job 16.14 Circumdedit me lanceis suis; convulneravit lumbos meos: non pepercit, et effudit in terra viscera mea.",0.0,True,False,
Job 16.13,Job 16.13 his archers surround me. He slashes open my kidneys and does not spare; he pours out my gall on the ground.,Job 16.15,Vulgate,Job 16.15 Concidit me vulnere super vulnus: irruit in me quasi gigas.,1.0,False,False,
Job 16.13,Job 16.13 his archers surround me. He slashes open my kidneys and does not spare; he pours out my gall on the ground.,Job 16.13,Vulgate,"Job 16.13 Ego ille quondam opulentus, repente contritus sum: tenuit cervicem meam, confregit me, et posuit me sibi quasi in signum.",,False,False,
Job 16.13,Job 16.13 his archers surround me. He slashes open my kidneys and does not spare; he pours out my gall on the ground.,Job 16.11,Vulgate,"Job 16.11 Aperuerunt super me ora sua, et exprobrantes percusserunt maxillam meam: satiati sunt pœnis meis.",2.0,False,False,
Job 16.15,Job 16.15 I have sewed sackcloth upon my skin and have laid my strength in the dust.,Job 16.17,Vulgate,"Job 16.17 Facies mea intumuit a fletu, et palpebræ meæ caligaverunt.",1.0,False,False,
Job 16.15,Job 16.15 I have sewed sackcloth upon my skin and have laid my strength in the dust.,Job 16.15,Vulgate,Job 16.15 Concidit me vulnere super vulnus: irruit in me quasi gigas.,,False,False,
Job 16.15,Job 16.15 I have sewed sackcloth upon my skin and have laid my strength in the dust.,Job 16.16,Vulgate,"Job 16.16 Saccum consui super cutem meam, et operui cinere carnem meam.",0.0,True,False,
Job 16.15,Job 16.15 I have sewed sackcloth upon my skin and have laid my strength in the dust.,Job 16.13,Vulgate,"Job 16.13 Ego ille quondam opulentus, repente contritus sum: tenuit cervicem meam, confregit me, et posuit me sibi quasi in signum.",2.0,False,False,
Job 16.17,"Job 16.17 although there is no violence in my hands, and my prayer is pure.",Job 16.18,Vulgate,"Job 16.18 Hæc passus sum absque iniquitate manus meæ, cum haberem mundas ad Deum preces.",0.0,True,False,
Job 16.17,"Job 16.17 although there is no violence in my hands, and my prayer is pure.",Job 16.19,Vulgate,"Job 16.19 Terra, ne operias sanguinem meum, neque inveniat in te locum latendi clamor meus:",1.0,False,False,
Job 16.17,"Job 16.17 although there is no violence in my hands, and my prayer is pure.",Job 16.17,Douay-Rheims,"Job 16.17 My face is swollen with weeping, and my eyelids are dim.",,False,False,
Job 16.17,"Job 16.17 although there is no violence in my hands, and my prayer is pure.",Job 16.19,Douay-Rheims,"Job 16.19 O earth, cover not thou my blood, neither let my cry find a hiding place in thee.",1.0,False,False,
Job 16.17,"Job 16.17 although there is no violence in my hands, and my prayer is pure.",Job 16.18,Douay-Rheims,"Job 16.18 These things have I suffered without the iniquity of my hand, when I offered pure prayers to God.",0.0,True,False,
Job 16.17,"Job 16.17 although there is no violence in my hands, and my prayer is pure.",Job 16.17,Vulgate,"Job 16.17 Facies mea intumuit a fletu, et palpebræ meæ caligaverunt.",,False,False,
Job 16.18,"Job 16.18 ""O earth, cover not my blood, and let my cry find no resting place.",Job 16.19,Vulgate,"Job 16.19 Terra, ne operias sanguinem meum, neque inveniat in te locum latendi clamor meus:",0.0,True,False,
Job 16.18,"Job 16.18 ""O earth, cover not my blood, and let my cry find no resting place.",Job 16.18,Vulgate,"Job 16.18 Hæc passus sum absque iniquitate manus meæ, cum haberem mundas ad Deum preces.",,False,False,
Job 16.19,"Job 16.19 Even now, behold, my witness is in heaven, and he who testifies for me is on high.",Job 16.19,Vulgate,"Job 16.19 Terra, ne operias sanguinem meum, neque inveniat in te locum latendi clamor meus:",,False,False,
Job 16.19,"Job 16.19 Even now, behold, my witness is in heaven, and he who testifies for me is on high.",Job 16.20,Vulgate,"Job 16.20 ecce enim in cælo testis meus, et conscius meus in excelsis.",0.0,True,False,
Job 16.20,"Job 16.20 My friends scorn me; my eye pours out tears to God,",Job 16.21,Vulgate,Job 16.21 Verbosi amici mei: ad Deum stillat oculus meus:,0.0,True,False,
Job 16.20,"Job 16.20 My friends scorn me; my eye pours out tears to God,",Job 16.20,Douay-Rheims,"Job 16.20 For behold my witness is in heaven, and he that knoweth my conscience is on high.",,False,False,
Job 16.20,"Job 16.20 My friends scorn me; my eye pours out tears to God,",Job 16.21,Douay-Rheims,Job 16.21 My friends are full of words: my eye poureth out tears to God.,0.0,True,False,
Job 16.20,"Job 16.20 My friends scorn me; my eye pours out tears to God,",Job 16.20,Vulgate,"Job 16.20 ecce enim in cælo testis meus, et conscius meus in excelsis.",,False,False,
Job 16.21,"Job 16.21 that he would argue the case of a man with God, as a son of man does with his neighbor.",Job 16.21,Vulgate,Job 16.21 Verbosi amici mei: ad Deum stillat oculus meus:,,False,False,
Job 16.21,"Job 16.21 that he would argue the case of a man with God, as a son of man does with his neighbor.",Job 16.21,Douay-Rheims,Job 16.21 My friends are full of words: my eye poureth out tears to God.,,False,False,
Job 16.21,"Job 16.21 that he would argue the case of a man with God, as a son of man does with his neighbor.",Job 16.22,Douay-Rheims,"Job 16.22 And O that a man might so be judged with God, as the son of man is judged with his companion!",0.0,True,False,
Job 16.21,"Job 16.21 that he would argue the case of a man with God, as a son of man does with his neighbor.",Job 16.22,Vulgate,"Job 16.22 atque utinam sic judicaretur vir cum Deo, quomodo judicatur filius hominis cum collega suo.",0.0,True,False,
Job 16.22,Job 16.22 For when a few years have come I shall go the way from which I shall not return.,Job 16.23,Vulgate,"Job 16.23 Ecce enim breves anni transeunt, et semitam per quam non revertar ambulo.",0.0,True,False,
Job 16.22,Job 16.22 For when a few years have come I shall go the way from which I shall not return.,Job 16.23,Douay-Rheims,Job 16.23 For behold short years pass away and I am walking in a path by which I shall not return.,0.0,True,False,
Job 16.22,Job 16.22 For when a few years have come I shall go the way from which I shall not return.,Job 16.22,Douay-Rheims,"Job 16.22 And O that a man might so be judged with God, as the son of man is judged with his companion!",,False,False,
Job 16.22,Job 16.22 For when a few years have come I shall go the way from which I shall not return.,Job 16.22,Vulgate,"Job 16.22 atque utinam sic judicaretur vir cum Deo, quomodo judicatur filius hominis cum collega suo.",,False,False,
Job 16.4,"Job 16.4 I also could speak as you do, if you were in my place; I could join words together against you and shake my head at you.",Job 16.5,Vulgate,"Job 16.5 consolarer et ego vos sermonibus, et moverem caput meum super vos;",0.0,True,False,
Job 16.4,"Job 16.4 I also could speak as you do, if you were in my place; I could join words together against you and shake my head at you.",Job 16.6,Vulgate,"Job 16.6 roborarem vos ore meo, et moverem labia mea, quasi parcens vobis.",2.0,False,False,
Job 16.4,"Job 16.4 I also could speak as you do, if you were in my place; I could join words together against you and shake my head at you.",Job 16.4,Vulgate,"Job 16.4 Poteram et ego similia vestri loqui, atque utinam esset anima vestra pro anima mea:",3.0,False,False,
Job 16.6,"Job 16.6 ""If I speak, my pain is not assuaged, and if I forbear, how much of it leaves me?",Job 16.7,Vulgate,"Job 16.7 Sed quid agam? Si locutus fuero, non quiescet dolor meus, et si tacuero, non recedet a me.",0.0,True,False,
Job 16.6,"Job 16.6 ""If I speak, my pain is not assuaged, and if I forbear, how much of it leaves me?",Job 16.8,Vulgate,"Job 16.8 Nunc autem oppressit me dolor meus, et in nihilum redacti sunt omnes artus mei.",1.0,False,False,
Job 16.6,"Job 16.6 ""If I speak, my pain is not assuaged, and if I forbear, how much of it leaves me?",Job 16.6,Vulgate,"Job 16.6 roborarem vos ore meo, et moverem labia mea, quasi parcens vobis.",,False,False,
Job 6.18,Job 6.18 The caravans turn aside from their course; they go up into the waste and perish.,Job 6.18,AKJV,"Job 6.18 The pathes of their way are turned aside; they goe to nothing, and perish.",,True,False,
John 12.39,"John 12.39 Therefore they could not believe. For again Isaiah said,",John 12.37,ODRV,"John 12.37 And whereas he had done so many signes before them, they beleeued not in him:",1.0,False,False,
John 12.39,"John 12.39 Therefore they could not believe. For again Isaiah said,",John 12.39,ODRV,John 12.39 and the arme of our Lord to whom hath it beene reuealed?,,False,False,
John 12.39,"John 12.39 Therefore they could not believe. For again Isaiah said,",John 12.40,ODRV,"John 12.40 Therfore they could not beleeue, because Esay said againe: He hath blinded their eyes, and indurated their hart: that they may not see with their eyes, nor vnderstand with their hart, and be conuerted, and I heale them.",0.0,True,False,
John 12.39,"John 12.39 Therefore they could not believe. For again Isaiah said,",John 12.41,ODRV,"John 12.41 These things said Esaie, when he saw his glorie, & spake of him.",3.0,False,False,
John 18.22,"John 18.22 When he had said these things, one of the officers standing by struck Jesus with his hand, saying, ""Is that how you answer the high priest?""",John 18.20,Tyndale,John 18.20 The hye preste axed Iesus of his disciples and of his doctrine.,2.0,False,False,
John 18.22,"John 18.22 When he had said these things, one of the officers standing by struck Jesus with his hand, saying, ""Is that how you answer the high priest?""",John 18.22,Tyndale,John 18.22 Why axest thou me? Axe them whiche hearde me what I sayde vnto them. Beholde they can tell what I sayde.,,False,False,
John 18.22,"John 18.22 When he had said these things, one of the officers standing by struck Jesus with his hand, saying, ""Is that how you answer the high priest?""",John 18.23,Tyndale,John 18.23 When he had thus spoken one of the ministres which stode by smote Iesus on the face sayinge: answerest thou the hyepreste so?,0.0,True,False,
John 18.23,"John 18.23 Jesus answered him, ""If what I said is wrong, bear witness about the wrong; but if what I said is right, why do you strike me?""",John 18.24,Tyndale,John 18.24 Iesus answered him. If I have evyll spoke beare witnes of the evyll: yf I have well spoke why smytest thou me?,0.0,True,False,
John 18.23,"John 18.23 Jesus answered him, ""If what I said is wrong, bear witness about the wrong; but if what I said is right, why do you strike me?""",John 18.22,Tyndale,John 18.22 Why axest thou me? Axe them whiche hearde me what I sayde vnto them. Beholde they can tell what I sayde.,2.0,False,False,
John 18.23,"John 18.23 Jesus answered him, ""If what I said is wrong, bear witness about the wrong; but if what I said is right, why do you strike me?""",John 18.23,Tyndale,John 18.23 When he had thus spoken one of the ministres which stode by smote Iesus on the face sayinge: answerest thou the hyepreste so?,4.0,False,False,
John 6.52,"John 6.52 The Jews then disputed among themselves, saying, ""How can this man give us his flesh to eat?""",John 6.52,Wycliffe,"John 6.52 If ony man ete of this breed, he schal lyue withouten ende. And the breed that Y schal yyue, is my fleisch for the lijf of the world.",,False,False,
John 6.52,"John 6.52 The Jews then disputed among themselves, saying, ""How can this man give us his flesh to eat?""",John 6.50,Wycliffe,"John 6.50 This is breed comynge doun fro heuene, that if ony man ete therof, he die not.",2.0,False,False,
John 6.52,"John 6.52 The Jews then disputed among themselves, saying, ""How can this man give us his flesh to eat?""",John 6.53,Wycliffe,"John 6.53 Therfor the Jewis chidden togidere, and seiden, Hou may this yyue to vs his fleisch to ete?",0.0,True,False,
John 6.52,"John 6.52 The Jews then disputed among themselves, saying, ""How can this man give us his flesh to eat?""",John 6.54,Wycliffe,"John 6.54 Therfor Jhesus seith to hem, Treuli, treuli, Y seie to you, but ye eten the fleisch of mannus sone, and drenken his blood, ye schulen not haue lijf in you.",1.0,False,False,
John 6.59,"John 6.59 Jesus said these things in the synagogue, as he taught at Capernaum.",John 6.59,Vulgate,"John 6.59 Hic est panis qui de cælo descendit. Non sicut manducaverunt patres vestri manna, et mortui sunt. Qui manducat hunc panem, vivet in æternum.",,False,False,
John 6.59,"John 6.59 Jesus said these things in the synagogue, as he taught at Capernaum.",John 6.60,Vulgate,"John 6.60 Hæc dixit in synagoga docens, in Capharnaum.",0.0,True,False,
John 6.62,John 6.62 Then what if you were to see the Son of Man ascending to where he was before?,John 6.62,Vulgate,"John 6.62 Sciens autem Jesus apud semetipsum quia murmurarent de hoc discipuli ejus, dixit eis: Hoc vos scandalizat?",,False,False,
John 6.62,John 6.62 Then what if you were to see the Son of Man ascending to where he was before?,John 6.63,Wycliffe,"John 6.63 Therfor if ye seen mannus sone stiynge, where he was bifor?",0.0,True,False,
John 6.62,John 6.62 Then what if you were to see the Son of Man ascending to where he was before?,John 6.62,Wycliffe,"John 6.62 But Jhesus witynge at hym silf, that hise disciplis grutchiden of this thing, seide to hem, This thing sclaundrith you?",,False,False,
John 6.62,John 6.62 Then what if you were to see the Son of Man ascending to where he was before?,John 6.63,Vulgate,John 6.63 si ergo videritis Filium hominis ascendentem ubi erat prius?,0.0,True,False,
John 6.64,"John 6.64 But there are some of you who do not believe."" (For Jesus knew from the beginning who those were who did not believe, and who it was who would betray him.)",John 6.65,Vulgate,"John 6.65 Sed sunt quidam ex vobis qui non credunt. Sciebat enim ab initio Jesus qui essent non credentes, et quis traditurus esset eum.",0.0,True,False,
John 6.64,"John 6.64 But there are some of you who do not believe."" (For Jesus knew from the beginning who those were who did not believe, and who it was who would betray him.)",John 6.64,Vulgate,"John 6.64 Spiritus est qui vivificat: caro non prodest quidquam: verba quæ ego locutus sum vobis, spiritus et vita sunt.",,False,False,
John 6.64,"John 6.64 But there are some of you who do not believe."" (For Jesus knew from the beginning who those were who did not believe, and who it was who would betray him.)",John 6.65,Wycliffe,"John 6.65 But ther ben summe of you that bileuen not. For Jhesus wiste fro the bigynnynge, which weren bileuynge, and who was to bitraye hym.",0.0,True,False,
John 6.64,"John 6.64 But there are some of you who do not believe."" (For Jesus knew from the beginning who those were who did not believe, and who it was who would betray him.)",John 6.64,Wycliffe,"John 6.64 It is the spirit that quykeneth, the fleisch profitith no thing; the wordis that Y haue spokun to you, ben spirit and lijf.",,False,False,
John 6.64,"John 6.64 But there are some of you who do not believe."" (For Jesus knew from the beginning who those were who did not believe, and who it was who would betray him.)",John 6.62,Vulgate,"John 6.62 Sciens autem Jesus apud semetipsum quia murmurarent de hoc discipuli ejus, dixit eis: Hoc vos scandalizat?",1.0,False,False,
John 6.70,"John 6.70 Jesus answered them, ""Did I not choose you, the Twelve? And yet one of you is a devil.""",John 6.68,Wycliffe,"John 6.68 Therfor Jhesus seide to the twelue, Whether ye wolen also go awei?",1.0,False,False,
John 6.70,"John 6.70 Jesus answered them, ""Did I not choose you, the Twelve? And yet one of you is a devil.""",John 6.72,Vulgate,"John 6.72 Dicebat autem Judam Simonis Iscariotem: hic enim erat traditurus eum, cum esset unus ex duodecim.",2.0,False,False,
John 6.70,"John 6.70 Jesus answered them, ""Did I not choose you, the Twelve? And yet one of you is a devil.""",John 6.71,Vulgate,John 6.71 Respondit eis Jesus: Nonne ego vos duodecim elegi: et ex vobis unus diabolus est?,0.0,True,False,
John 6.70,"John 6.70 Jesus answered them, ""Did I not choose you, the Twelve? And yet one of you is a devil.""",John 6.68,Vulgate,John 6.68 Dixit ergo Jesus ad duodecim: Numquid et vos vultis abire?,1.0,False,False,
John 6.70,"John 6.70 Jesus answered them, ""Did I not choose you, the Twelve? And yet one of you is a devil.""",John 6.71,Wycliffe,"John 6.71 Therfor Jhesus answerde to hem, Whether Y chees not you twelue, and oon of you is a feend? And he seide this of Judas of Symount Scarioth, for this was to bitraye hym, whanne he was oon of the twelue.",0.0,True,False,
John 6.70,"John 6.70 Jesus answered them, ""Did I not choose you, the Twelve? And yet one of you is a devil.""",John 6.70,Vulgate,"John 6.70 et nos credidimus, et cognovimus quia tu es Christus Filius Dei.",,False,False,
John 6.70,"John 6.70 Jesus answered them, ""Did I not choose you, the Twelve? And yet one of you is a devil.""",John 6.70,Wycliffe,"John 6.70 and we bileuen, and han knowun, that thou art Crist, the sone of God.",,False,False,
John 8.25,"John 8.25 So they said to him, ""Who are you?"" Jesus said to them, ""Just what I have been telling you from the beginning.",John 8.27,Tyndale,John 8.27 Then sayde Iesus vnto them: when ye have lyft vp an hye the sonne of man then shall ye knowe that I am he and that I do nothinge of my selfe: but as my father hath taught me even so I speake:,1.0,False,False,
John 8.25,"John 8.25 So they said to him, ""Who are you?"" Jesus said to them, ""Just what I have been telling you from the beginning.",John 8.25,Tyndale,John 8.25 I have many thinges to saye and to iudge of you. But he that sent me is true. And I speake in the worlde those thinges which I have hearde of him.,,False,False,
John 8.25,"John 8.25 So they said to him, ""Who are you?"" Jesus said to them, ""Just what I have been telling you from the beginning.",John 8.24,Tyndale,John 8.24 Then sayde they vnto him who arte thou? And Iesus sayde vnto them: even the very same thinge that I saye vnto you.,0.0,True,False,
John 8.35,John 8.35 The slave does not remain in the house forever; the son remains forever.,John 8.34,Tyndale,John 8.34 And the servaunt abydeth not in the housse for ever: But the sonne abydeth ever.,0.0,True,False,
John 8.35,John 8.35 The slave does not remain in the house forever; the son remains forever.,John 8.35,Tyndale,John 8.35 If the sonne therfore shall make you fre then are ye fre in dede.,,False,False,
Jonah 2.10,"Jonah 2.10 And the LORD spoke to the fish, and it vomited Jonah out upon the dry land.",Jonah 2.10,Vulgate,"Jonah 2.10 Ego autem in voce laudis immolabo tibi: quæcumque vovi, reddam pro salute Domino.",,False,False,
Jonah 2.10,"Jonah 2.10 And the LORD spoke to the fish, and it vomited Jonah out upon the dry land.",Jonah 2.11,Vulgate,"Jonah 2.11 Et dixit Dominus pisci, et evomuit Jonam in aridam.",0.0,True,False,
Jonah 2.4,"Jonah 2.4 Then I said, 'I am driven away from your sight; Yet I shall again look upon your holy temple.'",Jonah 2.5,Vulgate,Jonah 2.5 Et ego dixi: Abjectus sum a conspectu oculorum tuorum; verumtamen rursus videbo templum sanctum tuum.,0.0,True,False,
Jonah 2.4,"Jonah 2.4 Then I said, 'I am driven away from your sight; Yet I shall again look upon your holy temple.'",Jonah 2.4,Vulgate,"Jonah 2.4 Et projecisti me in profundum in corde maris, et flumen circumdedit me: omnes gurgites tui, et fluctus tui super me transierunt.",,False,False,
