verse_id,text,verse_text,prediction,DS_prediction,match,correction,length_disparity
1 John 4.2 (ODRV),"Of this spirite the Apostle Paule speaketh, For he that hath not the spirite of Christe, the same is none of his.","In this is the spirit of God knowen. Euery spirit that confesseth IESVS Christ to haue come in flesh, is of God:",TRUE,FALSE,FALSE,FALSE,FALSE
1 Timothy 5.4 (AKJV) - 0,"Ioshua religious, and the mistresse or goodwife of the family like 1 Sam. 25.25 Abigail, discreet and vertuous;","But if any widow haue children or nephewes, let them learne first to shew pietie at home, and to requite their parents:",FALSE,FALSE,TRUE,,FALSE
Ruth 4.11 (Geneva) - 1,"Ioshua religious, and the mistresse or goodwife of the family like 1 Sam. 25.25 Abigail, discreet and vertuous;","the Lord make the wife that commeth into thine house, like Rahel and like Leah, which twaine did build the house of Israel:",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 41.22 (AKJV) - 0,"Ioshua religious, and the mistresse or goodwife of the family like 1 Sam. 25.25 Abigail, discreet and vertuous;","Or to bee ouerbusie with his maide, and come not neere her bed, or of vpbraiding speaches before friends;",FALSE,FALSE,TRUE,,FALSE
Ruth 4.11 (ODRV) - 3,"Ioshua religious, and the mistresse or goodwife of the family like 1 Sam. 25.25 Abigail, discreet and vertuous;","that she may be an example of vertue in Ephrata, and may haue a famous name in Bethlehem:",TRUE,FALSE,FALSE,FALSE,FALSE
1 Samuel 25.3 (Geneva),"Ioshua religious, and the mistresse or goodwife of the family like 1 Sam. 25.25 Abigail, discreet and vertuous;","The name also of the man was Nabal, and the name of his wife Abigail, and she was a woman of singular wisdome, and beautifull, but the man was churlish, and euil conditioned, and was of the familie of Caleb.",TRUE,FALSE,FALSE,TRUE,FALSE
Ecclesiasticus 36.23 (AKJV),"Ioshua religious, and the mistresse or goodwife of the family like 1 Sam. 25.25 Abigail, discreet and vertuous;","If there be kindnesse, meekenes, and comfort in her tongue, then is not her husband like other men.",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 37.12 (AKJV),"Ioshua religious, and the mistresse or goodwife of the family like 1 Sam. 25.25 Abigail, discreet and vertuous;","But be continually with a godly man, whom thou knowest to keepe the commandements of the Lord, whose minde is according to thy minde, and will sorrow with thee, if thou shalt miscarry.",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 26.16 (AKJV) - 1,"Ioshua religious, and the mistresse or goodwife of the family like 1 Sam. 25.25 Abigail, discreet and vertuous;",so is the beautie of a good wife in the ordering of her house.,TRUE,FALSE,FALSE,FALSE,FALSE
Wisdom 10.10 (AKJV),"Ioshua religious, and the mistresse or goodwife of the family like 1 Sam. 25.25 Abigail, discreet and vertuous;","When the righteous fled from his brothers wrath, she guided him in right paths: shewed him the kingdome of God: and gaue him knowledge of holy things, made him rich in his trauailes, and multiplied the fruit of his labours.",TRUE,FALSE,FALSE,FALSE,FALSE
Luke 22.20 (Vulgate),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.","Similiter et calicem, postquam coenavit, dicens: Hic est calix novum testamentum in sanguine meo, qui pro vobis fundetur.",TRUE,FALSE,FALSE,TRUE,FALSE
Ecclesiasticus 23.28 (Douay-Rheims),"What should I speak of the overflowing of waters, Gen. 7.4. of the violence of fire, Gen. 19.24. Psalm 106.18.","And he knoweth not that the eyes of the Lord are far brighter than the sun, beholding round about all the ways of men, and the bottom of the deep, and looking into the hearts of men, into the most hidden parts.",FALSE,FALSE,TRUE,,FALSE
Hebrews 11.32 (ODRV),"What should I speak of the overflowing of waters, Gen. 7.4. of the violence of fire, Gen. 19.24. Psalm 106.18.","And what shal I yet say? For the time wil faile me telling of Gedeon, Barac, Sampson, Iephte, Dauid, Samuel, & the Prophets:",TRUE,FALSE,FALSE,FALSE,FALSE
Job 26.14 (Douay-Rheims),"What should I speak of the overflowing of waters, Gen. 7.4. of the violence of fire, Gen. 19.24. Psalm 106.18.","Lo, these things are said in part of his ways: and seeing we have heard scarce a little drop of his word, who shall be able to behold the thunder of his greatness?",TRUE,FALSE,FALSE,FALSE,FALSE
Judges 15.14 (Douay-Rheims) - 1,"What should I speak of the overflowing of waters, Gen. 7.4. of the violence of fire, Gen. 19.24. Psalm 106.18.","and as the flax is wont to be consumed at the approach of fire, so the bands with which he was bound were broken and loosed.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Kings 7.2 (Douay-Rheims) - 1,"What should I speak of the overflowing of waters, Gen. 7.4. of the violence of fire, Gen. 19.24. Psalm 106.18.","If the Lord should make flood-gates in heaven, can that possibly be which thou sayest?",TRUE,FALSE,FALSE,FALSE,FALSE
Deuteronomy 8.15 (Douay-Rheims),"What should I speak of the overflowing of waters, Gen. 7.4. of the violence of fire, Gen. 19.24. Psalm 106.18.","And was thy leader in the great and terrible wilderness, wherein there was the serpent burning with his breath, and the scorpion and the dipsas, and no waters at all: who brought forth streams out of the hardest rock,",TRUE,FALSE,FALSE,FALSE,FALSE
Isaiah 30.6 (Douay-Rheims) - 1,"What should I speak of the overflowing of waters, Gen. 7.4. of the violence of fire, Gen. 19.24. Psalm 106.18.","In a land of trouble and distress, from whence come the lioness, and the lion, the viper and the flying basilisk, they carry their riches upon the shoulders of beasts, and their treasures upon the bunches of camels to a people that shall not be able to profit them.",TRUE,FALSE,FALSE,FALSE,FALSE
Deuteronomy 32.24 (Douay-Rheims) - 1,"What should I speak of the overflowing of waters, Gen. 7.4. of the violence of fire, Gen. 19.24. Psalm 106.18.","I will send the teeth of beasts upon them, with the fury of creatures that trail upon the ground, and of serpents.",TRUE,FALSE,FALSE,FALSE,FALSE
Leviticus 17.11 (Vulgate),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.","quia anima carnis in sanguine est: et ego dedi illum vobis, ut super altare in eo expietis pro animabus vestris, et sanguis pro animae piaculo sit.",TRUE,FALSE,FALSE,FALSE,FALSE
Judges 5.11 (Douay-Rheims) - 0,"What should I speak of the overflowing of waters, Gen. 7.4. of the violence of fire, Gen. 19.24. Psalm 106.18.","Where the chariots were dashed together, and the army of the enemies was choked, there let the justices of the Lord be rehearsed, and his clemency towards the brave men of Israel:",TRUE,FALSE,FALSE,FALSE,FALSE
Ezekiel 11.17 (Vulgate),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.","Propterea loquere: Haec dicit Dominus Deus: Congregabo vos de populis, et adunabo de terris in quibus dispersi estis, daboque vobis humum Israel.",TRUE,FALSE,FALSE,FALSE,FALSE
Exodus 16.32 (Vulgate),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.","Dixit autem Moyses: Iste est sermo, quem praecepit Dominus: Imple gomor ex eo, et custodiatur in futuras retro generationes: ut noverint panem, quo alui vos in solitudine, quando educti estis de terra AEgypti.",TRUE,FALSE,FALSE,FALSE,FALSE
Acts 13.33 (Geneva) - 0,"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.","God hath fulfilled it vnto vs their children, in that he raised vp Iesus, euen as it is written in the seconde Psalme, Thou art my Sonne:",TRUE,FALSE,FALSE,FALSE,FALSE
Exodus 24.8 (Vulgate),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.","Ille vero sumptum sanguinem respersit in populum, et ait: Hic est sanguis foederis quod pepigit Dominus vobiscum super cunctis sermonibus his.",TRUE,FALSE,FALSE,TRUE,FALSE
1 Kings 13.3 (Vulgate),"In the olde lawe, and also in saint Paule it is sayde. Hic est sanguis Testamenti, quod vobiscum pepigit Deus.","Deditque in illa die signum, dicens: Hoc erit signum quod locutus est Dominus: ecce altare scindetur, et effundetur cinis qui in eo est.",TRUE,FALSE,FALSE,FALSE,FALSE
Galatians 3.17 (ODRV),For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,"And this I say, the testament being confirmed of God, the Law which was made after foure hundred and thirtie yeares, maketh not void to frustrate the promise.",TRUE,FALSE,FALSE,FALSE,FALSE
Hebrews 9.16 (ODRV),For the Testament in the dead is finally ratified neither is there any remission made without bloud she•ding.,For where there is a testament: the death of the testatour must of necessitie come between.,TRUE,FALSE,FALSE,TRUE,FALSE
Hebrews 8.5 (AKJV) - 1,"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,",For see (saith he) that thou make all things according to the paterne shewed to thee in the mount.,TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 17.3 (AKJV),"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,","He endued them with strength by themselues, and made them according to his image,",TRUE,FALSE,FALSE,TRUE,FALSE
Genesis 2.8 (ODRV),"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,",And our Lord God had planted a Paradise of pleasure from the beginning: wherin he placed man whom he had formed.,TRUE,FALSE,FALSE,FALSE,FALSE
Tobit 8.6 (AKJV),"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,","Thou madest Adam, and gauest him Eue his wife for an helper & stay: of them came mankind: thou hast said, It is not good that man should bee alone, let vs make vnto him an aide like to himselfe.",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 44.22 (Douay-Rheims),"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,","Therefore by an oath he gave him glory in his posterity, that he should increase as the dust of the earth,",FALSE,FALSE,TRUE,,FALSE
Genesis 2.8 (Geneva),"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,","And the Lord God planted a garden Eastward in Eden, and there he put the man whom he had made.",TRUE,FALSE,FALSE,FALSE,FALSE
Genesis 28.6 (AKJV) - 1,"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,","and that as he blessed him, he gaue him a charge, saying, Thou shalt not take a wife of the daughters of Canaan;",TRUE,FALSE,FALSE,FALSE,FALSE
Isaiah 59.18 (Geneva) - 0,"God arrogateth and assumeth to himselfe, Deut. 32. 35. where he saith, vengeance, and recompense are mine.","As to make recompence, as to requite the furie of the aduersaries with a recompence to his enemies:",TRUE,FALSE,FALSE,FALSE,FALSE
Daniel 5.21 (Geneva) - 1,"God arrogateth and assumeth to himselfe, Deut. 32. 35. where he saith, vengeance, and recompense are mine.","they fed him with grasse like oxen, and his body was wet with the dewe of the heauen, till he knewe, that the most high God bare rule ouer the kingdome of men, and that he appointeth ouer it, whomsoeuer he pleaseth.",FALSE,FALSE,TRUE,,FALSE
Romans 3.5 (ODRV),"God arrogateth and assumeth to himselfe, Deut. 32. 35. where he saith, vengeance, and recompense are mine.","But if our iniquitie commend the iustice of God, what shal we say? Is God vniust that executeth wrath? (I speake according to man)",FALSE,FALSE,TRUE,,FALSE
Isaiah 59.18 (Douay-Rheims),"God arrogateth and assumeth to himselfe, Deut. 32. 35. where he saith, vengeance, and recompense are mine.","As unto revenge, as it were to repay wrath to his adversaries, and a reward to his enemies: he will repay the like to the islands.",TRUE,FALSE,FALSE,FALSE,FALSE
Matthew 27.56 (AKJV),"Mary Magdalen, and Mary Iacobi, and Salome, bought swete odoures, that they might come and anoynt Iesus.","Among which was Mary Magdalene, & Mary the mother of Iames and Ioses, and the mother of Zebedees children.",TRUE,FALSE,FALSE,FALSE,FALSE
Matthew 2.11 (Geneva),"Mary Magdalen, and Mary Iacobi, and Salome, bought swete odoures, that they might come and anoynt Iesus.","And went into the house, and founde the babe with Mary his mother, and fell downe, and worshipped him, and opened their treasures, and presented vnto him giftes, euen golde, and frankincense, and myrrhe.",TRUE,FALSE,FALSE,FALSE,FALSE
Luke 24.10 (Tyndale),"Mary Magdalen, and Mary Iacobi, and Salome, bought swete odoures, that they might come and anoynt Iesus.",It was Mary Magdalen and Ioanna and Mary Iacobi and other that were with the which tolde these thinges vnto the Apostles,TRUE,FALSE,FALSE,FALSE,FALSE
Mark 15.47 (Geneva),"Mary Magdalen, and Mary Iacobi, and Salome, bought swete odoures, that they might come and anoynt Iesus.","And Marie Magdalene, and Marie Ioses mother, behelde where he should be layed.",TRUE,TRUE,TRUE,FALSE,FALSE
Matthew 20.20 (ODRV),"Mary Magdalen, and Mary Iacobi, and Salome, bought swete odoures, that they might come and anoynt Iesus.","Then came to him the mother of the sonnes of Zebedee with her sonnes, adoring and desiring some thing of him.",FALSE,FALSE,TRUE,,FALSE
Luke 24.10 (AKJV),"Mary Magdalen, and Mary Iacobi, and Salome, bought swete odoures, that they might come and anoynt Iesus.","It was Marie Magdalene, & Ioanna, & Mary the mother of Iames, and other women that were with them, which tolde these things vnto the Apostles.",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 1.1 (AKJV) - 12,"Our callings, our labours, our actions, and the workes of our hands are sanctified by it, as Psal. 127.","and not onely these things, but the Law it selfe, and the Prophets, and the rest of the Bookes, haue no small difference, when they are spoken in their owne language.",FALSE,FALSE,TRUE,,FALSE
Judith 8.24 (AKJV),"Our callings, our labours, our actions, and the workes of our hands are sanctified by it, as Psal. 127.","Now therefore, O brethren, let vs shew an example to our brethren, because their hearts depend vpon vs, and the Sanctuary, and the house, and the Altar rest vpon vs.",FALSE,FALSE,TRUE,,FALSE
1 Maccabees 12.11 (AKJV),"Our callings, our labours, our actions, and the workes of our hands are sanctified by it, as Psal. 127.","We therefore at all times without ceasing, both in our Feasts, and other conuenient dayes, doe remember you in the sacrifices which we offer, and in our prayers, as reason is, and as it becommeth vs to thinke vpon our brethren:",TRUE,FALSE,FALSE,FALSE,FALSE
2 Chronicles 20.9 (AKJV),"Our callings, our labours, our actions, and the workes of our hands are sanctified by it, as Psal. 127.","If, when euill commeth vpon vs, as the sword, iudgement, or pestilence, or famine, wee stand before this house, and in thy presence (for thy Name is in this house) and cry vnto thee in our affliction, then thou wilt heare & helpe.",TRUE,FALSE,FALSE,FALSE,FALSE
1 Esdras 4.22 (AKJV),"Our callings, our labours, our actions, and the workes of our hands are sanctified by it, as Psal. 127.","By this also you must know, that women haue dominion ouer you: doe yee not labour and toyle, and giue and bring all to the woman?",FALSE,FALSE,TRUE,,FALSE
Genesis 43.32 (ODRV),"Our callings, our labours, our actions, and the workes of our hands are sanctified by it, as Psal. 127.","Which being set downe, to Ioseph apart, and to his brethren apart, to the AEgyptians also that did eate with him apart (for it is vnlawful for the AEgyptians to eate with the Hebrewes, and they thinke such a feast prophane)",FALSE,FALSE,TRUE,,FALSE
Wisdom 8.6 (ODRV) - 2; Wisdom 8.7 (ODRV) - 2,"Our callings, our labours, our actions, and the workes of our hands are sanctified by it, as Psal. 127.","for she teacheth sobrietie, and prudence, and iustice, and strength, then the which nothing is more profitable in life to men.",FALSE,FALSE,TRUE,,FALSE
1 Maccabees 12.15 (AKJV),"Our callings, our labours, our actions, and the workes of our hands are sanctified by it, as Psal. 127.","For wee haue helpe from heauen that succoureth vs, so as we are deliuered from our enemies, and our enemies are brought vnder foote.",FALSE,FALSE,TRUE,,FALSE
1 Chronicles 19.6 (AKJV) - 0,"Wee see in Dauids experience, how stood the case with him after he had committed that great sinne, 2.","And when the children of Ammon sawe, that they had made themselues odious to Dauid;",TRUE,FALSE,FALSE,FALSE,FALSE
1 Samuel 20.34 (AKJV) - 1,"Wee see in Dauids experience, how stood the case with him after he had committed that great sinne, 2.","for hee was grieued for Dauid, because his father had done him shame.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Chronicles 24.22 (Geneva) - 0,"Wee see in Dauids experience, how stood the case with him after he had committed that great sinne, 2.","Thus Ioash the King remembred not the kindnesse which Iehoiada his father had done to him, but slewe his sonne.",TRUE,FALSE,FALSE,FALSE,FALSE
Wisdom 8.21 (AKJV),"Wee see in Dauids experience, how stood the case with him after he had committed that great sinne, 2.","Neuerthelesse when I perceiued that I could not otherwise obtaine her, except God gaue her me (and that was a point of wisdome also to know whose gift she was) I prayed vnto the Lord, and besought him, and with my whole heart I said:",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 11.13 (AKJV),"Wee see in Dauids experience, how stood the case with him after he had committed that great sinne, 2.","Who as hee was a man of vnderstanding, casting with himselfe what losse he had had, and considering that the Hebrewes could not be ouercome, because the Almighty God helped them, he sent vnto them,",FALSE,FALSE,TRUE,,FALSE
Ezekiel 18.14 (AKJV),"Wee see in Dauids experience, how stood the case with him after he had committed that great sinne, 2.","Now loe, if hee beget a sonne that seeth all his fathers sinnes which he hath done, and considereth, and doth not such like,",TRUE,FALSE,FALSE,FALSE,FALSE
2 Maccabees 6.23 (AKJV),Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"But he began to consider discreetly, and as became his age, and the excellencie of his ancient yeeres, and the honour of his gray head, whereunto hee was come, and his most honest education from a child, or rather the holy lawe made, and giuen by God: therefore hee answered accordingly, and willed them straightwaies to send him to the graue.",TRUE,FALSE,FALSE,FALSE,TRUE
Ecclesiasticus 41.19 (AKJV),Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"And of theft in regard of the place where thou soiournest, and in regard of the trueth of God and his couenant, and to leane with thine elbow vpon the meate, and of scorning to giue and take:",TRUE,FALSE,FALSE,FALSE,FALSE
2 Maccabees 6.20 (AKJV),Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"As it behoued them to come, that are resolute to stand out against such things, as are not lawfull for loue of life to be tasted.",FALSE,FALSE,TRUE,,FALSE
Wisdom 8.7 (AKJV),Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"And if a man loue righteousnesse, her labours are vertues: for she teacheth temperance and prudence: iustice and fortitude, which are such things as men can haue nothing more profitable in their life.",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 36.23 (AKJV),Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"If there be kindnesse, meekenes, and comfort in her tongue, then is not her husband like other men.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Maccabees 14.30 (AKJV),"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","Notwithstāding when Maccabeus saw that Nicanor began to bee churlish vnto him, and that he entreated him more roughly then he was wont, perceiuing &thorn; such sowre behauiour came not of good, hee gathered together not a few of his men, and withdrew himselfe frō Nicanor.",FALSE,FALSE,TRUE,,FALSE
Wisdom 13.19 (AKJV),"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","And for gaining and getting, and for good successe of his hands, asketh abilitie to doe, of him that is most vnable to doe any thing.",FALSE,FALSE,TRUE,,FALSE
1 Samuel 25.31 (AKJV),"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","That this shall bee no griefe vnto thee, nor offence of heart vnto my lord, either that thou hast shed blood causelesse, or that my lord hath auenged himselfe: But when the Lord shall haue dealt well with my lord, then remember thine handmayd.",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 29.5 (AKJV),"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","Till he hath receiued, he will kisse a mans hand: and for his neighbours money he will speake submissely: but when he should repay, he will prolong the time, and returne words of griefe, and complaine of the time.",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 3.31 (AKJV),"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","And hee that requiteth good turnes, is mindfull of that which may come heereafter: and when he falleth he shall find a stay.",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 21.24 (AKJV),"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.",It is the rudenesse of a man to hearken at the doore: but a wise man will be grieued with the disgrace.,FALSE,FALSE,TRUE,,FALSE
2 Maccabees 4.5 (AKJV),"And a thankefull mind seeketh the continuance of vndeserued fauours, and not Hanuns part, 2. Sam. 10.","He went to the king, not to be an accuser of his countrey men, but seeking the good of all, both publike, & priuate.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 10.4 (AKJV) - 0,"Wee see in Dauids experience, how stood the case with him after he had committed that great sinne, 2.","When that was done, they fell flat downe, and besought the Lord that they might come no more into such troubles:",TRUE,FALSE,FALSE,FALSE,FALSE
Daniel 5.20 (AKJV),"Wee see in Dauids experience, how stood the case with him after he had committed that great sinne, 2.","But when his heart was lifted vp, and his minde hardened in pride: hee was deposed from his kingly throne, and they tooke his glory from him.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Chronicles 33.19 (AKJV) - 0,"Wee see in Dauids experience, how stood the case with him after he had committed that great sinne, 2.","His prayer also, and how God was intreated of him, and all his sinne, and his trespasse, and the places wherein he built high places, and set vp groues and grauen images before hee was humbled:",TRUE,FALSE,FALSE,FALSE,FALSE
Galatians 5.23 (ODRV),Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"mildnes, faith, modestie, continencie, chastitie. Against such there is no law.",FALSE,FALSE,TRUE,,FALSE
2 Esdras 7.21 (AKJV),Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"For God hath giuen strait commandement to such as came, what they should doe to liue, euen as they came, and what they should obserue to auoid punishment.",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 25.1 (AKJV),Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"In three things I was beautified, and stoode vp beautiful, both before God and men: the vnitie of brethren, the loue of neighbours, a man and a wife that agree together.",FALSE,FALSE,TRUE,,FALSE
1 Esdras 4.39 (AKJV),Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"With her there is no accepting of persons, or rewards, but she doeth the things that are iust, and refraineth from all vniust and wicked things, and all men doe well like of her workes.",TRUE,FALSE,FALSE,FALSE,FALSE
Wisdom 8.6 (ODRV) - 2; Wisdom 8.7 (ODRV) - 2,Matth. 10. 10. 1. Tim. 5. 18. Reason and equitie ought preuaile with Christians aboue Law or custome.,"for she teacheth sobrietie, and prudence, and iustice, and strength, then the which nothing is more profitable in life to men.",FALSE,FALSE,TRUE,,FALSE
Psalms 50.2 (ODRV),"God stands disposed to his when they come asking, as Naaman sometimes did, 2 King. 5. toward Gehezi;","when Nathan the Prophet came to him, after that he had sinned with Bethsabee. (2. Reg. 12.)",TRUE,FALSE,FALSE,FALSE,FALSE
2 Samuel 10.2 (Douay-Rheims) - 2,"God stands disposed to his when they come asking, as Naaman sometimes did, 2 King. 5. toward Gehezi;",So David sent his servants to comfort him for the death of his father.,FALSE,FALSE,TRUE,,FALSE
Esther 3.5 (Douay-Rheims),"God stands disposed to his when they come asking, as Naaman sometimes did, 2 King. 5. toward Gehezi;","Now when Aman had heard this, and had proved by experience that Mardochai did not bend his knee to him, nor worship him, he was exceeding angry.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 7.25 (Douay-Rheims),"God stands disposed to his when they come asking, as Naaman sometimes did, 2 King. 5. toward Gehezi;","But when the young man was not moved with these things, the king called the mother, and counselled her to deal with the young man to save his life.",FALSE,FALSE,TRUE,,FALSE
2 Corinthians 10.12 (AKJV),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","For we dare not make our selues of the number, or compare our selues with some that commend themselues: but they measuring themselues by themselues, and comparing themselues amongst themselues, are not wise.",FALSE,FALSE,TRUE,,FALSE
2 Esdras 4.27 (AKJV),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :",And cannot comprehend the things that are promised to the righteous in time to come: for this world is ful of vnrighteousnesse and infirmities.,FALSE,FALSE,TRUE,,FALSE
Wisdom 15.9 (AKJV) - 0,"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","Notwithstanding his care is, not that hee shall haue much labour, nor that his life is short:",FALSE,FALSE,TRUE,,FALSE
2 Samuel 14.14 (AKJV),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","For we must needs die, and are as water spilt on the ground, which cannot bee gathered vp againe: neither doeth God respect any person, yet doeth he deuise meanes, that his banished bee not expelled from him.",FALSE,FALSE,TRUE,,FALSE
1 Corinthians 5.10 (ODRV),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","I meane not the fornicatours of this world, or the couetous, or the extorsioners, or seruers of Idols: otherwise you should haue gone out of this world.",FALSE,FALSE,TRUE,,FALSE
Wisdom 13.1 (AKJV) - 0,"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","Surely vaine are all men by nature, who are ignorant of God, and could not out of the good things that are seene, know him that is:",TRUE,FALSE,FALSE,TRUE,FALSE
Wisdom 15.12 (AKJV),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","But they counted our life a pastime, & our time here a market for gaine: for, say they, we must be getting euery way, though it be by euil meanes.",TRUE,FALSE,FALSE,FALSE,FALSE
1 Kings 20.38 (Douay-Rheims),"God stands disposed to his when they come asking, as Naaman sometimes did, 2 King. 5. toward Gehezi;","So the prophet went, and met the king in the way, and disguised himself by sprinkling dust on his face and his eyes.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Kings 5.1 (Douay-Rheims) - 0,"God stands disposed to his when they come asking, as Naaman sometimes did, 2 King. 5. toward Gehezi;","Naaman, general of the army of the king of Syria, was a great man with his master, and honourable:",TRUE,FALSE,FALSE,FALSE,FALSE
1 Kings 1.6 (Geneva) - 0,"God stands disposed to his when they come asking, as Naaman sometimes did, 2 King. 5. toward Gehezi;","And his father would not displease him from his childehood, to say, Why hast thou done so?",FALSE,FALSE,TRUE,,FALSE
2 Kings 5.6 (Douay-Rheims),"God stands disposed to his when they come asking, as Naaman sometimes did, 2 King. 5. toward Gehezi;","And brought the letter to the king of Israel, in these words: When thou shalt receive this letter, know that I have sent to thee Naaman my servant, that thou mayest heal him of his leprosy.",TRUE,FALSE,FALSE,FALSE,FALSE
Titus 2.12 (ODRV),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","instructing vs that denying impietie and worldly desires, we liue soberly, and iustly, and godly in this world,",TRUE,FALSE,FALSE,FALSE,FALSE
2 Esdras 7.21 (AKJV),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","For God hath giuen strait commandement to such as came, what they should doe to liue, euen as they came, and what they should obserue to auoid punishment.",TRUE,FALSE,FALSE,FALSE,FALSE
Jude 1.16 (ODRV),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","These are murmurers, ful of complaints, walking according to their owne desires, and their mouth speaketh pride, admiring persons for gaine sake.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Esdras 3.9 (AKJV),"Exod. 8. 24. So at first, when men began to multiplie upon the face of the earth, they defiled it,","And againe in processe of time thou broughtest the flood vpon those that dwelt in the world, and destroyedst them.",TRUE,FALSE,FALSE,FALSE,FALSE
Acts 17.26 (ODRV),"Exod. 8. 24. So at first, when men began to multiplie upon the face of the earth, they defiled it,","and he made of one, al mankind, to inhabite vpon the whole face of the earth, assigning set times, and the limits of their habitation,",TRUE,FALSE,FALSE,FALSE,FALSE
Genesis 6.12 (ODRV),"Exod. 8. 24. So at first, when men began to multiplie upon the face of the earth, they defiled it,",And when God had perceiued that the earth was corrupted (for al flesh had corrupted his way vpon the earth),TRUE,FALSE,FALSE,TRUE,FALSE
Genesis 6.4 (ODRV) - 1,"Exod. 8. 24. So at first, when men began to multiplie upon the face of the earth, they defiled it,","For after the sonnes of God did companie with the daughters of men, and they brought forth children, these be the mightie of the olde world, famous men.",TRUE,FALSE,FALSE,TRUE,FALSE
