verse_id,text,verse_text,label,top_k
Luke 18.13 (Geneva),"Luke 18. when in contempt hee called him Iste publicanus, this Publican, this base inferiour fellow, who was a better man to God-ward than himselfe.","But the Publican standing a farre off, woulde not lift vp so much as his eyes to heauen, but smote his brest, saying, O God, be mercifull to me a sinner.",TRUE,1-12
Luke 18.14 (ODRV) - 0,"Luke 18. when in contempt hee called him Iste publicanus, this Publican, this base inferiour fellow, who was a better man to God-ward than himselfe.","I say to you, this man went downe into his house iustified more then he:",TRUE,1-12
Luke 18.14 (Geneva) - 0,"Luke 18. when in contempt hee called him Iste publicanus, this Publican, this base inferiour fellow, who was a better man to God-ward than himselfe.","I tell you, this man departed to his house iustified, rather then the other:",TRUE,1-12
Luke 18.14 (AKJV) - 0,"Luke 18. when in contempt hee called him Iste publicanus, this Publican, this base inferiour fellow, who was a better man to God-ward than himselfe.","I tell you, this man went downe to his house iustified rather then the other:",TRUE,1-12
Luke 18.13 (Vulgate),"Luke 18. when in contempt hee called him Iste publicanus, this Publican, this base inferiour fellow, who was a better man to God-ward than himselfe.","Et publicanus a longe stans, nolebat nec oculos ad cælum levare: sed percutiebat pectus suum, dicens: Deus propitius esto mihi peccatori.",TRUE,13-19
Luke 18.14 (Vulgate),"Luke 18. when in contempt hee called him Iste publicanus, this Publican, this base inferiour fellow, who was a better man to God-ward than himselfe.","Dico vobis, descendit hic justificatus in domum suam ab illo: quia omnis qui se exaltat, humiliabitur, et qui se humiliat, exaltabitur.",TRUE,13-19
Luke 18.14 (Tyndale),"Luke 18. when in contempt hee called him Iste publicanus, this Publican, this base inferiour fellow, who was a better man to God-ward than himselfe.",I tell you: this man departed home to his housse iustified moore then the other. For every man that exalteth him selfe shalbe brought low: And he that hubleth him selfe shalbe exalted,TRUE,13-19
Luke 18.13 (Tyndale),"Luke 18. when in contempt hee called him Iste publicanus, this Publican, this base inferiour fellow, who was a better man to God-ward than himselfe.",And the publican stode afarre of and wolde not lyfte vp his eyes to heven but smote his brest sayinge: God be mercyfull to me a synner.,TRUE,13-19
Luke 18.11 (Wycliffe),"Luke 18. when in contempt hee called him Iste publicanus, this Publican, this base inferiour fellow, who was a better man to God-ward than himselfe.","And the Farisee stood, and preiede bi hym silf these thingis, and seide, God, Y do thankyngis to thee, for Y am not as other men, raueinouris, vniust, auoutreris, as also this pupplican;",TRUE,13-19
Luke 18.13 (Wycliffe),"Luke 18. when in contempt hee called him Iste publicanus, this Publican, this base inferiour fellow, who was a better man to God-ward than himselfe.","And the pupplican stood afer, and wolde nether reise hise iyen to heuene, but smoot his brest, and seide, God be merciful to me, synnere.",TRUE,13-19
Luke 18.14 (Wycliffe),"Luke 18. when in contempt hee called him Iste publicanus, this Publican, this base inferiour fellow, who was a better man to God-ward than himselfe.","Treuli Y seie to you, this yede doun in to his hous, and was iustified fro the other. For ech that enhaunsith hym, schal be maad low, and he that mekith hym, schal be enhaunsid.",TRUE,13-19
Ezekiel 47.3 (AKJV) - 1; Ezekiel 47.3 (Geneva) - 1,"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.",the waters were to the ancles.,TRUE,1-8
Ezekiel 47.3 (Douay-Rheims) - 1,"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.",and he brought me through the water up to the ankles.,TRUE,1-8
Ezekiel 47.4 (Geneva),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","Againe he measured a thousande, and brought me through the waters: the waters were to the knees: againe he measured a thousand, and brought me through: ye waters were to ye loynes.",TRUE,1-8
Ezekiel 47.4 (AKJV),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","Againe he measured a thousand, and brought me through the waters; the waters were to the knees: againe he measured a thousand, and brought mee through; the waters were to the loynes.",TRUE,1-8
Ezekiel 47.4 (Douay-Rheims),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","And again he measured a thousand, and he brought me through the water up to the knees.",TRUE,1-8
Ezekiel 47.5 (AKJV),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","Afterward hee measured a thousand, and it was a riuer, that I could not passe ouer: for the waters were risen, waters to swimme in, a riuer that could not be passed ouer.",TRUE,1-8
Ezekiel 47.5 (Geneva),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","Afterward he measured a thousand, and it was a riuer, that I could not passe ouer: for the waters were risen, and the waters did flowe, as a riuer that could not be passed ouer.",TRUE,1-8
Ezekiel 47.5 (Douay-Rheims),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","And he measured a thousand. and he brought me through the water up to the loins. And he measured a thousand, and it was a torrent, which I could not pass over: for the waters were risen so as to make a deep torrent, which could not be passed over.",TRUE,1-8
Ezekiel 47.4 (Vulgate),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","Rursumque mensus est mille, et traduxit me per aquam usque ad genua.",TRUE,9-11
Ezekiel 47.3 (Vulgate),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","Cum egrederetur vir ad orientem, qui habebat funiculum in manu sua, et mensus est mille cubitos, et traduxit me per aquam usque ad talos.",TRUE,9-11
Ezekiel 47.5 (Vulgate),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","Et mensus est mille, et traduxit me per aquam usque ad renes. Et mensus est mille, torrentem quem non potui pertransire, quoniam intumuerant aquæ profundi torrentis, qui non potest transvadari.",TRUE,9-11
Mark 12.37 (Geneva) - 0,Answ. How to vnderstand Dauids words. Psal. 37. 25.,Then Dauid himselfe calleth him Lord:,FALSE,
Proverbs 1.3 (Geneva),Answ. How to vnderstand Dauids words. Psal. 37. 25.,"To receiue instruction to do wisely, by iustice and iudgement and equitie,",FALSE,
,Answ. How to vnderstand Dauids words. Psal. 37. 25.,No Bible verse quotation or paraphrase found,TRUE,
1 Kings 7.18 (Geneva) - 1,"So did hee also in Psalme 19. and,",And thus did he for the other chapiter.,FALSE,
Mark 12.37 (Geneva) - 0,"So did hee also in Psalme 19. and,",Then Dauid himselfe calleth him Lord:,FALSE,
,"So did hee also in Psalme 19. and,",No Bible verse quotation or paraphrase found,TRUE,
1 Corinthians 8.8 (Tyndale) - 0,"Faith meriteth no iustification vnto vs. Ephes. 2, 8.",Meate maketh vs not acceptable to god.,FALSE,
Galatians 3.25 (Geneva),"Faith meriteth no iustification vnto vs. Ephes. 2, 8.","But after that faith is come, we are no longer vnder a scholemaster.",FALSE,
Galatians 3.24 (Geneva),"Faith meriteth no iustification vnto vs. Ephes. 2, 8.","Wherefore the Lawe was our scholemaster to bring vs to Christ, that we might be made righteous by faith.",FALSE,
James 2.24 (Geneva),"Faith meriteth no iustification vnto vs. Ephes. 2, 8.","Ye see then howe that of workes a man is iustified, and not of faith onely.",FALSE,
Romans 4.6 (Geneva),"Faith meriteth no iustification vnto vs. Ephes. 2, 8.","Euen as Dauid declareth the blessednesse of the man, vnto whom God imputeth righteousnes without workes, saying,",FALSE,
Ephesians 2.8 (ODRV),"Faith meriteth no iustification vnto vs. Ephes. 2, 8.","For by grace you are saued through faith (and that not of your selues, for it is the guift of God)",TRUE,1-3
Ephesians 2.8 (Geneva),"Faith meriteth no iustification vnto vs. Ephes. 2, 8.","For by grace are ye saued through faith, and that not of your selues: it is the gift of God,",TRUE,1-3
Ephesians 2.8 (AKJV),"Faith meriteth no iustification vnto vs. Ephes. 2, 8.","For by grace are ye saued, through faith, and that not of your selues: it is the gift of God:",TRUE,1-3
Ephesians 2.8 (Vulgate),"Faith meriteth no iustification vnto vs. Ephes. 2, 8.","Gratia enim estis salvati per fidem, et hoc non ex vobis: Dei enim donum est:",TRUE,4-5
Ephesians 2.8 (Tyndale),"Faith meriteth no iustification vnto vs. Ephes. 2, 8.",For by grace are ye made safe thorowe fayth and that not of youre selves. For it is the gyfte of God,TRUE,4-5
Hebrews 7.11 (Geneva),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","If therefore perfection had bene by the Priesthoode of the Leuites (for vnder it the Lawe was established to the people) what needed it furthermore, that another Priest should rise after the order of Melchi-sedec, and not to be called after the order of Aaron?",FALSE,
Acts 21.21 (Geneva),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","Now they are informed of thee, that thou teachest all the Iewes, which are among the Gentiles, to forsake Moses, and sayest that they ought not to circumcise their sonnes, neither to liue after the customes.",FALSE,
Galatians 3.17 (Geneva),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","And this I say, that the couenant that was confirmed afore of God in respect of Christ, the Lawe which was foure hundreth and thirtie yeeres after, can not disanull, that it shoulde make the promise of none effect.",FALSE,
Galatians 4.1 (Geneva),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","Then I say, that the heire as long as hee is a childe, differeth nothing from a seruant, though he be Lord of all,",FALSE,
Galatians 3.11 (Geneva) - 0,"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","And that no man is iustified by the Law in the sight of God, it is euident:",FALSE,
Galatians 3.18 (ODRV),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","For if the inheritance be of the Law, now not of promise. But God gaue it to Abraham by promise.",TRUE,1-6
Galatians 3.18 (Geneva),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","For if the inheritance be of the Lawe, it is no more by the promise, but God gaue it freely vnto Abraham by promise.",TRUE,1-6
Galatians 3.18 (AKJV),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","For if the inheritance bee of the Law, it is no more of promise: but God gaue it to Abraham by promise.",TRUE,1-6
Galatians 3.21 (ODRV),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","Was the Law then against the promises of God? God forbid. For if there had been a Law giuen that could iustifie, vndoubtedly iustice should be of the Law.",TRUE,1-6
Galatians 3.21 (Geneva),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","Is the Lawe then against the promises of God? God forbid: For if there had bene a Lawe giuen which coulde haue giuen life, surely righteousnes should haue bene by the Lawe.",TRUE,1-6
Galatians 3.21 (AKJV),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","Is the Lawe then against the promises of God? God forbid: for if there had beene a Lawe giuen which could haue giuen life, verily righteousnesse should haue bene by the Law.",TRUE,1-6
Galatians 3.18 (Vulgate),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","Nam si ex lege hæreditas, jam non ex promissione. Abrahæ autem per repromissionem donavit Deus.",TRUE,7-10
Galatians 3.18 (Tyndale),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:",For yf the inheritaunce come of the lawe it cometh not of promes. But God gave it vnto Abraham by promes.,TRUE,7-10
Galatians 3.21 (Vulgate),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:","Lex ergo adversus promissa Dei? Absit. Si enim data esset lex, quæ posset vivificare, vere ex lege esset justitia.",TRUE,7-10
Galatians 3.21 (Tyndale),"that if life should bee giuen by the law, and by that meanes should iustifie, then should it abolish that iustification promised to Abraham and •o his seed by faith, which cannot bee vnderstood but of the m••all law, and Rom. 7:",Ys the lawe then agaynst the promes of God? God forbid. How be it yf ther had bene a lawe geve which coulde have geven lyfe: then no doute rightewesnes shuld have come by the lawe.,TRUE,7-10
Nehemiah 6.19 (AKJV),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","Also they reported his good deeds before me, and vttered my wordes to him: and Tobiah sent letters to put me in feare.",TRUE,1-3
Nehemiah 6.19 (Geneva),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","Yea, they spake in his praise before me, and tolde him my wordes, and Tobiah sent letters to put me in feare.",TRUE,1-3
Nehemiah 6.19 (Douay-Rheims),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","And they praised him also before me, and they related my words to him: And Tobias sent letters to put me in fear.",TRUE,1-3
Nehemiah 6.19 (Vulgate),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","sed et laudabant eum coram me, et verba mea nuntiabant ei: et Tobias mittebat epistolas ut terreret me.",TRUE,4
1 Corinthians 2.12 (Tyndale) - 0,"Of this spirite the Apostle Paule speaketh, For he that hath not the spirite of Christe, the same is none of his.",And we have not receaved the sprete of the worlde:,FALSE,
Revelation 3.1 (Tyndale) - 1,"Of this spirite the Apostle Paule speaketh, For he that hath not the spirite of Christe, the same is none of his.",this sayth he that hath the sprete of god and the vii.,FALSE,
2 Timothy 1.7 (Tyndale) - 0,"Of this spirite the Apostle Paule speaketh, For he that hath not the spirite of Christe, the same is none of his.",For god hath not geven to vs the sprete of feare:,FALSE,
1 John 3.8 (Geneva) - 0,"Of this spirite the Apostle Paule speaketh, For he that hath not the spirite of Christe, the same is none of his.","He that comitteth sinne, is of the deuil:",FALSE,
Romans 8.9 (Tyndale) - 2,"Of this spirite the Apostle Paule speaketh, For he that hath not the spirite of Christe, the same is none of his.",If ther be eny man that hath not the sprite of Christ the same is none of his.,TRUE,1
Romans 8.9 (Geneva) - 1,"Of this spirite the Apostle Paule speaketh, For he that hath not the spirite of Christe, the same is none of his.","but if any man hath not ye Spirit of Christ, ye same is not his.",TRUE,2
Romans 8.9 (AKJV) - 1,"Of this spirite the Apostle Paule speaketh, For he that hath not the spirite of Christe, the same is none of his.","Now if any man haue not the spirit of Christ, he is none of his.",TRUE,3-4
Romans 8.9 (ODRV) - 1,"Of this spirite the Apostle Paule speaketh, For he that hath not the spirite of Christe, the same is none of his.","But if any man haue not the Spirit of Christ, the same is not his.",TRUE,3-4
Romans 8.9 (Vulgate) - 2,"Of this spirite the Apostle Paule speaketh, For he that hath not the spirite of Christe, the same is none of his.","Si quis autem Spiritum Christi non habet, hic non est ejus.",TRUE,5
Psalms 21.5 (Geneva) - 1,"The signification of a Crowne Dauid sheweth, where he saith to God, Thou hast crowned him with Honour and Glorie:",dignitie and honour hast thou laid vpon him.,FALSE,
Psalms 21.5 (Geneva),"The signification of a Crowne Dauid sheweth, where he saith to God, Thou hast crowned him with Honour and Glorie:",His glory is great in thy saluation: dignitie and honour hast thou laid vpon him.,FALSE,
Psalms 8.5 (AKJV) - 1,"The signification of a Crowne Dauid sheweth, where he saith to God, Thou hast crowned him with Honour and Glorie:",and hast crowned him with glory and honour.,TRUE,1
Psalms 8.6 (ODRV) - 1,"The signification of a Crowne Dauid sheweth, where he saith to God, Thou hast crowned him with Honour and Glorie:",with glorie and honour thou hast crowned him:,TRUE,2
Psalms 8.5 (Geneva),"The signification of a Crowne Dauid sheweth, where he saith to God, Thou hast crowned him with Honour and Glorie:","For thou hast made him a little lower then God, and crowned him with glory and worship.",TRUE,3
Psalms 8.6 (Vulgate) - 1,"The signification of a Crowne Dauid sheweth, where he saith to God, Thou hast crowned him with Honour and Glorie:",gloria et honore coronasti eum;,TRUE,4
Philippians 2.7 (Geneva),"Christ being in fourme of God, toke on him the fourme of a seruaunt, & was made like vnto man, beyng founde in shape as a man.","But he made himself of no reputation, and tooke on him ye forme of a seruant, and was made like vnto men, and was founde in shape as a man.",TRUE,1-3
Philippians 2.7 (AKJV),"Christ being in fourme of God, toke on him the fourme of a seruaunt, & was made like vnto man, beyng founde in shape as a man.","But made himselfe of no reputation, and tooke vpon him the forme of a seruant, and was made in the likenesse of men.",TRUE,1-3
Philippians 2.7 (ODRV),"Christ being in fourme of God, toke on him the fourme of a seruaunt, & was made like vnto man, beyng founde in shape as a man.","but he exinanited himself, taking the forme of a seruant, made into the similitude of men, and in shape found as a man.",TRUE,1-3
Philippians 2.7 (Tyndale),"Christ being in fourme of God, toke on him the fourme of a seruaunt, & was made like vnto man, beyng founde in shape as a man.",Neverthelesse he made him silfe of no reputacion and toke on him the shape of a servaunte and became lyke vnto men,TRUE,4
Philippians 2.7 (Vulgate),"Christ being in fourme of God, toke on him the fourme of a seruaunt, & was made like vnto man, beyng founde in shape as a man.","sed semetipsum exinanivit, formam servi accipiens, in similitudinem hominum factus, et habitu inventus ut homo.",TRUE,5
Matthew 1.18 (Geneva),"Therefore Joh. 1. God is said to become man, and to dwell amongst us ;","Nowe the birth of Jesus Christ was thus, When as his mother Mary was betrothed to Ioseph, before they came together, shee was found with childe of the holy Ghost.",FALSE,
John 1.14 (ODRV),"Therefore Joh. 1. God is said to become man, and to dwell amongst us ;","Aɴᴅ ᴛʜᴇ ᴡᴏʀᴅ ᴡᴀꜱ ᴍᴀᴅᴇ ꜰʟᴇꜱʜ, and dwelt in vs (and we saw the glorie of him, glorie as it were of the Only-begotten of the Father) ful of grace and veritie.",TRUE,1-5
John 1.14 (Geneva),"Therefore Joh. 1. God is said to become man, and to dwell amongst us ;","And that Word was made flesh, and dwelt among vs, (and we sawe the glorie thereof, as the glorie of the onely begotten Sonne of the Father) full of grace and trueth.",TRUE,1-5
John 1.14 (AKJV),"Therefore Joh. 1. God is said to become man, and to dwell amongst us ;","And the Word was made flesh, and dwelt among vs (& we beheld his glory, the glory as of the onely begotten of the Father) full of grace and trueth.",TRUE,1-5
John 1.14 (Tyndale),"Therefore Joh. 1. God is said to become man, and to dwell amongst us ;",And the worde was made flesshe and dwelt amonge vs and we sawe the glory of it as the glory of the only begotten sonne of the father which worde was full of grace and verite.,TRUE,1-5
John 1.14 (Wycliffe),"Therefore Joh. 1. God is said to become man, and to dwell amongst us ;","And the word was maad man, and dwellyde among vs, and we han seyn the glorie of hym, as the glorie of the oon bigetun sone of the fadir, ful of grace and of treuthe.",TRUE,1-5
John 1.14 (Vulgate),"Therefore Joh. 1. God is said to become man, and to dwell amongst us ;","Et Verbum caro factum est, et habitavit in nobis: et vidimus gloriam ejus, gloriam quasi unigeniti a Patre plenum gratiæ et veritatis.",TRUE,6
Hebrews 4.8 (Geneva),"And Luk. 6. 1 it is said Sabatum secud• primum: so it seemeth this is vnderstood of a ceremoniall, and not of a morall Sabbath.","For if Iesus had giuen them rest, then would he not after this haue spoke of an other day.",FALSE,
Numbers 24.1 (Geneva),"And Luk. 6. 1 it is said Sabatum secud• primum: so it seemeth this is vnderstood of a ceremoniall, and not of a morall Sabbath.","When Balaam saw that it pleased the Lord to blesse Israel, then he went not, as certaine times before, to set diuinations, but set his face toward the wildernesse.",FALSE,
Hebrews 7.14 (Geneva),"And Luk. 6. 1 it is said Sabatum secud• primum: so it seemeth this is vnderstood of a ceremoniall, and not of a morall Sabbath.","For it is euident, that our Lord sprung out of Iuda, concerning the which tribe Moses spake nothing, touching the Priesthood.",FALSE,
Hebrews 7.2 (Geneva),"And Luk. 6. 1 it is said Sabatum secud• primum: so it seemeth this is vnderstood of a ceremoniall, and not of a morall Sabbath.","To whom also Abraham gaue the tithe of all things: who first is by interpretation King of righteousnes: after that, he is also King of Salem, that is, King of peace,",FALSE,
Luke 6.1 (Vulgate),"And Luk. 6. 1 it is said Sabatum secud• primum: so it seemeth this is vnderstood of a ceremoniall, and not of a morall Sabbath.","Factum est autem in sabbato secundo, primo, cum transiret per sata, vellebant discipuli ejus spicas, et manducabant confricantes manibus.",TRUE,1
Luke 6.1 (AKJV) - 0,"And Luk. 6. 1 it is said Sabatum secud• primum: so it seemeth this is vnderstood of a ceremoniall, and not of a morall Sabbath.","And it came to passe on the second Sabbath after the first, that he went thorow the corne fields:",TRUE,2-6
Luke 6.1 (ODRV),"And Luk. 6. 1 it is said Sabatum secud• primum: so it seemeth this is vnderstood of a ceremoniall, and not of a morall Sabbath.","AND it came to passe on the Sabboth second-first, when he passed through the corne, his Disciples did pluck the eares, & did eate rubbing them with their hands.",TRUE,2-6
Luke 6.1 (Geneva),"And Luk. 6. 1 it is said Sabatum secud• primum: so it seemeth this is vnderstood of a ceremoniall, and not of a morall Sabbath.","And it came to passe on a second solemne Sabbath, that hee went through the corne fieldes, and his disciples plucked the eares of corne, and did eate, and rub them in their hands.",TRUE,2-6
Luke 6.1 (Tyndale),"And Luk. 6. 1 it is said Sabatum secud• primum: so it seemeth this is vnderstood of a ceremoniall, and not of a morall Sabbath.",It happened on an after saboth that he went thorow the corne felde and that his disciples plucked the eares of corne and ate and rubbed them in their hondes.,TRUE,2-6
Luke 6.1 (Wycliffe),"And Luk. 6. 1 it is said Sabatum secud• primum: so it seemeth this is vnderstood of a ceremoniall, and not of a morall Sabbath.","And it was don in the secounde firste sabat, whanne he passid bi cornes, hise disciplis pluckiden eeris of corn; and thei frotynge with her hondis, eeten.",TRUE,2-6
Numbers 26.45 (Wycliffe) - 1,For Abraham adored the people of the lande Gen. 23.,"Haber, of whom the meynee of Haberitis;",FALSE,
Numbers 26.31 (Wycliffe) - 0,For Abraham adored the people of the lande Gen. 23.,"and Ariel, of whom the meynee of Arielitis;",FALSE,
Genesis 23.7 (ODRV),For Abraham adored the people of the lande Gen. 23.,"Abraham rose vp, and adored the people of the land, to wit the children of Heth:",TRUE,1-2
Genesis 23.7 (Vulgate),For Abraham adored the people of the lande Gen. 23.,"Surrexit Abraham, et adoravit populum terræ, filios videlicet Heth:",TRUE,1-2
Genesis 23.7 (AKJV),For Abraham adored the people of the lande Gen. 23.,"And Abraham stood vp and bowed himselfe to the people of the land, euen to the children of Heth.",TRUE,3-5
Genesis 23.7 (Geneva),For Abraham adored the people of the lande Gen. 23.,"Then Abraham stoode vp, and bowed him selfe before the people of the land of the Hittites.",TRUE,3-5
Genesis 23.7 (Wycliffe),For Abraham adored the people of the lande Gen. 23.,"And Abraham roos, and worschipide the puple of the lond, that is, the sones of Heth.",TRUE,3-5
Nehemiah 10.4 (Geneva); Nehemiah 10.4 (AKJV),In Berachoth c. Meemathe korin.,"Hattush, Shebaniah, Malluch,",FALSE,
,In Berachoth c. Meemathe korin.,No Bible verse quotation or paraphrase found,TRUE,
Genesis 1.27 (Geneva),"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,",Thus God created the man in his image: in the image of God created he him: he created them male and female.,FALSE,
Genesis 1.26 (ODRV) - 0,"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,",and he said Let vs make Man to our image & likenes:,TRUE,1-3
Genesis 1.26 (Geneva),"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,","Furthermore God said, Let vs make man in our image according to our likenes, and let them rule ouer the fish of the sea, and ouer the foule of the heauen, and ouer the beastes, and ouer all the earth, and ouer euery thing that creepeth and moueth on the earth.",TRUE,1-3
Genesis 1.26 (AKJV) - 0,"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,","And God said, Let vs make man in our Image, after our likenesse:",TRUE,1-3
Genesis 1.26 (Wycliffe),"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,","Make we man to oure ymage and liknesse, and be he souereyn to the fischis of the see, and to the volatilis of heuene, and to vnresonable beestis of erthe, and to ech creature, and to ech crepynge beest, which is moued in erthe.",TRUE,4-5
Genesis 1.26 (Vulgate) - 1,"Let us, saith God in that first of Gen. 26. make man in OUR Image, after OUR Likenesse, having said before,",Faciamus hominem ad imaginem et similitudinem nostram:,TRUE,4-5
Hebrews 4.5 (Geneva),&c. And the 32. Psalme and 11. verse.,"And in this place againe, If they shall enter into my rest.",FALSE,
Matthew 13.14 (Tyndale) - 0,&c. And the 32. Psalme and 11. verse.,And in them is fulfilled the Prophesie of Esayas which prophesie sayth:,FALSE,
Acts 8.32 (Geneva) - 0,&c. And the 32. Psalme and 11. verse.,"Nowe the place of the Scripture which he read, was this, Hee was lead as a sheepe to the slaughter:",FALSE,
,&c. And the 32. Psalme and 11. verse.,No Bible verse quotation or paraphrase found,TRUE,
Hebrews 10.3 (Geneva),"CROWLEY, Hebr. 10. Sacrifices are not meanes to take away sinnes.",But in those sacrifices there is a remembrance againe of sinnes euery yeere.,FALSE,
Job 36.18 (Geneva),"CROWLEY, Hebr. 10. Sacrifices are not meanes to take away sinnes.","For Gods wrath is, least hee should take that away in thine abundance: for no multitude of giftes can deliuer thee.",FALSE,
Hebrews 10.4 (ODRV),"CROWLEY, Hebr. 10. Sacrifices are not meanes to take away sinnes.",For it is impossible that with the bloud of oxen and goats sinnes should be taken away.,TRUE,1-3
Hebrews 10.4 (Geneva),"CROWLEY, Hebr. 10. Sacrifices are not meanes to take away sinnes.",For it is vnpossible that the blood of bulles and goates should take away sinnes.,TRUE,1-3
Hebrews 10.4 (AKJV),"CROWLEY, Hebr. 10. Sacrifices are not meanes to take away sinnes.","For it is not possible that the blood of Bulles and of Goats, should take away sinnes.",TRUE,1-3
Hebrews 10.4 (Tyndale),"CROWLEY, Hebr. 10. Sacrifices are not meanes to take away sinnes.",For it is vnpossible that the bloud of oxen and of gotes shuld take awaye synnes.,TRUE,4
Hebrews 10.4 (Vulgate),"CROWLEY, Hebr. 10. Sacrifices are not meanes to take away sinnes.",Impossibile enim est sanguine taurorum et hircorum auferri peccata.,TRUE,5
