id,estc,stc,title,authors,publisher,pubplace,subject_headings,date
A49705,R43336,L58,"A catechisme shorter then the short catechisme compiled principally by Mr. Ball out of which this (for the most part) was taken, or, The epitome and contraction of Mr. Balls short catechisme : also a spirituall song for the Lords Supper, or Communion, put into an ordinary tune ... together with two other hymns or psalms ... / by S.L., M.A. and F.C.C. Camb.","Ball, John, 1585-1640. Short catechism.; Langley, Samuel, d. 1694.",Printed by A M for Tho Underhill,London,"Ball, John, 1585-1640.; Short catechism.; Catechisms, English.; Puritans; Doctrines.",1649
A49334,R14549,L3324,"Catechetical questions, very necessary for the understanding of the principles of religion conformed to the doctrine of the Church of England / by Simon Lowth ...","Lowth, Simon, 1630?-1720.",Printed for Chr Wilkinson and Tho Burrel,London,Church of England; Catechisms; English.,1673
A41626,R223710,G1349A,"A short instruction for such as accuse their memory, to excuse their ignorance","Gother, John, d. 1704.",s n,S l,"Memory; Early works to 1800.; Catechisms, English; Early works to 1800.",1698
A49498,R37616,L3528,"The assemblies shorter catechism drawn out into distinct propositions, and proved by plain and pertinent texts of Scripture at large with short rules of direction for masters of families, how to use this book to the best advantage / by Thomas Lye ...","Lye, Thomas, 1621-1684.",s n,London printed,Westminster Assembly (1643-1652).; Shorter catechism.; Presbyterianism; Catechisms.,1674
A42650,R43196,G588,A catechisme in briefe questions and answers containing such things as are to be known or had by all such as would partake the sacrament of the Lords Supper with comfort / by John Geree ...,"Geree, John, 1601?-1649.",Printed by R C for F Grove and are to bee sold by Christopher Meredith,London,Church of England; Catechisms.; Lord's Supper; Early works to 1800.,1647
A40394,R834,F2075,"The epitome of divinity, poetically compos'd by way of dialogue, for the more easie, and pleasant learning and retaining of it in memory, or, A summary abstract of divine knowledge ... by Walter Franke ...","Franke, Walter, 17th cent.",Printed by J G for Francis Eaglesfield,London,Catechisms.; Christian life; Early works to 1800.,1655
A44348,R17496,H2647,An exposition of the principles of religion by Tho. Hooker.,"Hooker, Thomas, 1586-1647.",Printed for R Dawlman,London,"Catechisms, English; Early works to 1800.; Christianity; Essence, genius, nature.",1645
A44213,R28107,H2487,"The catechist catechized, or, An examination of an Anabaptistical catechism pretended to be published for the satisfaction and information of the people of God in Lancashire &c. : also some observations both old and new concerning the pretended visibility ... of the present Roman Church and religion / sent to a gentleman upon his revolt to popery and now published for the churches good by Richard Hollingworth.","Hollingworth, Richard, 1607-1656.",Printed by J M for Luke Fawn,London,Anabaptists; England; Catechisms.; Anti-Catholicism; England.; Anabaptists; Controversial literature.,1653
A46723,R217024,J531A,"A brief and plain exposition of the church-catechism composed for the use of a private school errected and maintained at the cost and charges of several charitable persons belonging to the New Church in Westminster. By Thomas Jekyll, M.A. Preacher at the said New Church in Westminster.","Jekyll, Thomas, 1646-1698.",printed by Edw Jones for Joseph Watts at the Angel in St Paul s Church yard,In the Savoy,"Church of England; Catechisms; Early works to 1800.; Catechisms, English; Early works to 1800.",1690
A43501,R15000,H1675,"Some gospel truths catechistically laid down, explained and vindicated for the benefit of such as are weary of their own heart ... / by J. Heydon ...","Heydon, J. (John)",Printed by Robert Ibbitson,London,"Catechisms, English.",1647
A42190,R39487,G2070,"A fiery pillar of heavenly truth shewing, the way to a blessed life : composed by way of catechisme, for the preservation of God's people from the spreading evills, and pernicious inchantments of papisme and other errors, for the detection of every mans condition, for the consolation of afflicted people, and for the direction of all sorts of persons to life eternall.","Grosse, Alexander, 1596?-1654.",Printed for John Bartlett,London,"Presbyterianism; Catechisms.; Catechisms, English.; Theology, Doctrinal.",1641
A44073,R24150,H2322,"A scripture-catechisme towards the confutation of sundry errours, some of them of the present times / by Thomas Hodges.","Hodges, Thomas, d. 1688.",Printed by H Hall for T Robinson,Oxford,"Bible; Examinations, questions, etc.; Catechisms, English.",1658
A55891,R217344,P3494,"Principles made practical: or, Directions for plain Christians to pray upon most occasions and to prepare themselves for the Lord's table, by the use and knowledg [sic] of the shorter catechism. A design different from any before extant.",Anonymous,printed for Jonathan Robinson at the Golden Lion in St Pauls Church yard,London,"Catechisms, English; Early works to 1800.; Christian life; Early works to 1800.",1674
A54868,W37279,P2213,"Some helps for the Indians shewing them how to improve their natural reason, to know the true God, and the Christian religion 1. by leading them to see the divine authority of the Scriptures, 2. by the Scriptures, the divine truths necessary to eternal salvation / by Abraham Peirson ; examined and approved by that experienced gentleman (in the Indian language) John Scot.","Pierson, Abraham, 1608-1678.",Printed for Samuel Green,Cambridge,Quinnipiac language; Texts.; Catechisms.,1658
A59043,R37361,S2380A,A short catchisme being a briefe instruction of the most ignorant before the receiving of the sacrament of the Lord's Supper / by Obadiah Sedgewick.,"Sedgwick, Obadiah, 1600?-1658.",Printed for Stephen Bowtell and are to be sold at the signe of the Bible,London,"Church of England; Catechisms.; Catechisms, English.",1647
A59771,R33882,S3246,"The principles of holy Christian religion, or, The catechism of the Church of England paraphrazed for the use of Borwick-Hall.","Sherlock, R. (Richard), 1612-1689.",Printed by E Cotes and are to be sold by R Royston,London,Church of England; Catechisms.,1656
A52008,R221785,M70A,"The church-catechism enlarg'd and explain'd in an easie and familiar method, with the scripture-proofs annexed thereunto.",R. M.,printed for Thomas Parkhurst at the Bible and Three Crowns at the lower end of Cheapside near Mercers Chappel,London,"Catechisms, English; Early works to 1800.",1697
A52593,R222326,N1490,A declaration of the faith and order owned and practised in the Congregational Churches in England; agreed upon and consented unto by their elders and messengers. Licensed and entred according to order.,"Nye, Philip, 1596?-1672.; Congregational Churches in England.; Owen, John, 1616-1683.",printed for Nath Ponder at the Peacock in the Poultry,London,Congregational churches; Catechisms; Early works to 1800.; Congregational churches; Doctrines; Early works to 1800.; Congregational churches; England; Early works to 1800.,1688
A50158,W479489,M1148,"A scriptural catechism The heads of the Christian religion plainly, briefly, and fully delivered in a catechism, which endeavours a sufficient answer to every question, barely with a pertinent sentence of sacred scripture, and enables the learner at once with ease to confirm as well as assert the great articles of the faith once delivered unto the saints. By Cotton Mather.","Mather, Cotton, 1663-1728.",printed by R Pierce for Nicholas Buttolph at the corner shop next to Guttridg s Coffee House,Boston,"Catechisms, English; Early works to 1800.",1691
A56083,R219590,P3824,"A Protestant catechisme for little children, or Plain scripture against popery",Anonymous,printed for Tho Parkhurst at the Bible and three Crowns in Cheap side near Mercers Chappell,London,"Catholic Church; Controversial literature; Early works to 1800.; Catechisms, English; Early works to 1800.",1673
A51050,R43459,M2308,"A new catechisme very usefull for persons of meanest capacity and shortest memory, and for them onely composed : and since fitted to the directions concerning suspension from the Lords Supper in case of ignorance, and published / by T. Mocket ...","Mocket, Thomas, 1602-1670?",Printed by A M for Christopher Meredith,London,"Church of England; Catechisms.; Catechisms, English.",1647
A50835,R221881,M2029B,"The catechisme of the Church of England explain'd [b]y short questions and answers for the use of the [Eng]lish church in Rotterdam, by [L]uke Milbourne, Presbyter and pastor there.","Milbourne, Luke, 1649-1720.",sold by Elias Yvans bookseller,At Rotterdam,"Church of England; Catechisms; Early works to 1800.; Catechisms, English; Early works to 1800.",1700
A57307,R26219,R1489,A Scripture-catechism for children collected out of the whole body of the Scriptures for the instructing of youth ... presented to fathers of families and masters of schools to train up their children and schollers in the knowledg of God and the Scriptures / by Ambros Rigge.,"Rigge, Ambrose, 1635?-1705.",s n,London,Society of Friends; Catechisms.,1672
A50270,R43434,M1288B,"A catechism being an enlargement of the church-catechism, the method altered and the doctrine proved by scripture : intended first for the sake of those that were not baptized in their infancy, or had no godfathers and godmothers, and since published for their and others benefit / by N.M.","Mathew, Nathaniel, 1622 or 3-1680.",Printed by J D for Jonathan Robinson,London,"Church of England; Catechisms.; Catechisms, English.; Theology, Doctrinal; Early works to 1800.",1677
A18707,S117145,5211,"The true trauaile of all faithfull Christians, hovve to escape the daungers of the vvicked vvorld VVhereunto is added a christian exercise for priuate housholders.","Chub, William.",By Iohn Charlewood,Printed at London,"Sin; Early works to 1800.; Catechisms, English; Early works to 1800.",1585
A17038,S119313,3911,"The summe of Christian religion shewing the vndoubted truth holy practice, and heauenly comfort therein contained. With certaine necessary prayers. By Samuel Browne, preacher of Gods Word, at S. Maries in Shrewsbury.","Browne, Samuel, 1575?-1632.",Printed by Richard Badger for Philemon Stephens and Christopher Meredith and are to be sold at the golden Lyon in Pauls Church yard,London,Church of England; Catechisms; Early works to 1800.,1630
A16736,S106811,364,"The doctrine of the Gospel By a plaine and familiar interpretation of the particular points or articles thereof: with the promises, comforts, and duties, seuerally belonging to the same. VVhereunto is added, a declaration of the danger of not knowing, not beleeuing, or not obeying any one of them. Likewise, a rehearsal of the manifold heresies, wherein many haue erred contrary to them all. Diuided into three bookes. The first whereof, is of beliefe in God the Father ...","Allen, Robert, fl. 1596-1612.",Printed by Thomas Creede,London,Church of England; Catechisms.; Bible.; N.T.; Gospels; Commentaries.,1606
A16831,S106572,3733,"Gods treasurie displayed: or, the promises, and threatnings of Scripture, &c. Methodically composed, for the helpe of weake memories: and contrived into question, and answere, for the comfort of Sions mourners, and for the awakening of the Laodicean-like secure.","Bunny, Francis, 1543-1617.; Bridges, Francis, fl. 1630.",Printed by B Alsop and T Favvcet for F Clifton and are to be sold at his shop on new Fishstreet Hill,London,"Catechisms, English.",1630
A19398,S111175,5829,"[A dialogue of diuerse quections [sic] demanded of the children to their father very necessary, and profitable both for children, and parents, masters and seruants.]","Cotes, William, b. ca. 1560.",By Iohn Charlewood dwelling in Barbican at the signe of the halfe Eagle and the keie,Imprinted at London,"Catechisms, English; Early works to 1800.",1585
A18162,S1222,4800.3,"The Catechisme in meter for the easier learnyng, and better remembryng of those prinples [sic] of our faithe, whiche wee ought moste familiarly to be acquainted withall / for the proofe of those thynges, which I have not quoted, I referre you to the vsuall catechisme ; onely in the margent I haue quoted those thynges which I haue added for plainnesse ; the verse will agree with moste of the tunes of the Psalmes of David, and it is deuided into partes, that eche parte maie be song by it self.",T. R.,By Robart Walley,Imprinted at London,"Catechisms, English.",1583
A18013,S114418,4662,Contemplations for the institution of children in the Christian religion. Collected and published by Iohn Carpenter,"Carpenter, John, d. 1621.",By R R ead dwelling in Fleete Lane,Imprinted at London,"Catechisms, English; Early works to 1800.",1601
A13139,S105679,23432.7,The summe of Christianitie set downe in familiar questions and answers.,Anonymous,s n,London,"Catechisms, English; Early works to 1800.",1600
A18158,S120645,4799,"A breefe catechisme so necessary and easie to be learned euen of the simple sort that whosoeuer can not or vvill not attaine to the same, is not to be counted a good Christian, much lesse to be admitted to the Supper of the Lorde. It standeth of three partes. 1. The first sheweth how miserable all men are of them selues. 2. The second, how happy they are that rightly beleeue in Christe. 3. The third, what duetyes they owe vnto God for his great mercy towards them in Christ Iesus.",Anonymous,By Hugh Singleton dwelling in Creede lane at the signe of the gylden Tunne and are there to be sold,Imprinted at London,"Catechisms, English; Early works to 1800.",1582
A11295,S113423,21556,[Certaine points of christian religion],"Saintbarb, Richard.",For W Young and R Jackson,London,"Catechisms, English; Early works to 1800.",1589
A19432,S108527,586,"A very short and pithie catechisme verie profitable for all that will come prepared to the Supper of the Lord: VVith a forme of confessyon, prayer and thanks giuing, very necessary and comfortable for all christian families. Made by Bartimeus Andrewes, preacher of the word of God at great Yarmouth: published at the request of the vvorshipfull and godlie magistrates there.","Andrewes, Bartimaeus.",Printed by I Charlewood,At London,"Catechisms, English; Early works to 1800.",1586
A16684,S104375,359,"A catechisme, that is to saie, a familiar introduccion and trainyng of the simple in the commaundementes of God, and the principles of oure religion muche necessarie to be taught and knowen to all good christian people, sette foorth in questions with direct answers to the same: [et] translated into Englishe for the behoufe and commoditee not onely of childre[n], but also of al suche deuout lerners as are not seen in the Latine toungue.","Allen, Edmund, 1519?-1559.",In Fletestrete at the signe of the Sunne ouer against the conduyte by Edwarde Whitchurche,Imprinted at Londo n,"Catechisms, English.",1548
A17610,S108128,4380,"The catechisme or manner to teache children the Christian religion wherin the minister demandeth the question, and the childe maketh answere. Made by the excellent doctor and pastor in Christes churche, Iohn Caluin.","Calvin, Jean, 1509-1564.; Eglise de Genève.",By Iohn Crespin,Geneva,Reformed Church; Catechisms; English.,1556
A19518,S114496,5948,"A short catechisme Very necessary, for the plaine vnderstanding of the principall points of Christian religion. Meet to be practised of all Christians before they bee admitted to the Lord's Supper By Richard Cox.","Coxe, Richard, d. 1596.",Printed by Edw All de for Iohn Tap and are to be solde at his shop neare St Magnus corner,London,"Catechisms, English; Early works to 1800.",1620
A17053,S114246,3927,"The life of religion: or Short and sure directions teaching how to 1 beleeue aright. 2 Liue aright, & 3 pray aright. In the forme of exposition on 1 the Creed. 2 The ten Commandements. 3 The Lords Praier. Put into this kind of method, that it might the better 1. Informe the vnderstanding. 2. Affect the soule, and 3. Helpe the memory. Hereunto is added also a short treatise on the Lords Supper: with praiers to be vsed before, at, and after the communion. By R.B. minister of Gods Word.","Bruch, Richard, minister of Gods word.",Printed by Iohn Beale for Roger Iackson and are to bee sold at his shop neere the Conduit in Fleet streete,London,Church of England; Catechisms; Early works to 1800.; Church of England; Doctrines; Early works to 1800.,1615
A14810,S119561,25110,"Briefe principles of religion, for the exercise of youth: done by Christopher Watson","Watson, Christopher, d. 1581.",By Hugh Singleton dwelling in Creede lane neere vnto Ludgate,Printed at London,"Catechisms, English; Early works to 1800.",1581
A16497,S106544,3410,"God and man. Or, a treatise catechisticall wherein the sauing knowledge of God and man is plainely, and breifely declared, whereby such as are ignorant may be helped, to heare sermons with profit, to reade the Bible or other bookes with iudgement, to receiue the Lords Supper with comfort, to discerne betweene truth and error, with vnderstanding, and to giue an answere to their minister, or any other that shall aske them a reason of their faith, with readinesse. Collected out of the sacred Scriptures, and the most orthodoxe and best approued diuines ancient and moderne, for the good of such as desire to be made wise to saluation, and heires of eternall life. By I.B. preacher of the Word.","Boughton, John, preacher of the word.",Printed by N icholas O kes for Samuel Man and are to be sold at his shop in Paules Church yard at the signe of the Swanne,London,Church of England; Catechisms; English.,1623
A10270,S105680,20558,"Certayne short questions and answeres Very profitable and necessarye for yong children, and such as are desirous to be instructed in the principles of the Christian fayth.",Anonymous,Printed by Henry Middleton for Thomas Man,At London,"Catechisms, English; Early works to 1800.",1580
A19938,S117500,6368,"A catechisme wherin is contained the true grounds of the articles of the Christian faith, contained in the Lords prayer and the Creed, by way of question and answer betweene Protestant and Papist. Diuided into twenty Saboth exercises, for children to learne the Christian religion.","Davis, Francis, fl. 1612.",By G Eld,Imprinted at London,"Catechisms, English.",1612
A12805,S117797,23111,"The summe of the Christian religion contayning the chiefe points of the perswasion and practise of a Christian, which are needfull to his saluation. Drawne orderly in a cleare methode, and proposed in forme of question and answere. By Iohn Sprint.","Sprint, John, d. 1623.",Printed by W Stansby for Walter Burre and are to be sold at his shop in Pauls Church yard,London,"Catechisms, English; Early works to 1800.",1613
A11949,S114769,22267,"A catechisme briefly opening the misterie of our redemption by Christ hauing the proues of euery point so annexed, and ioined vnder euery answer, that the ruder sort of people may be much furthered thereby, if they would vse a little diligence and endeuor to commit it to memory, or be much conuersant in reading thereof, or if they cannot read in hearing it read by others, vnto knowledge, and godlinesse.","Settle, Thomas.",Printed by W How for Henry Car and are to be sold at the Blasing Starre in Paules Churchyard,London,"Catechisms, English; Early works to 1800.",1587
A10559,S112012,20830,"The communion booke catechisme expounded, according to Gods holy Word, and the established doctrine of the Church Written for the furtherance of youth and ignorant persons, in the understanding of the grounds and principles of the true Christian religion, set forth by publique authority. Wherein also are explaned sundry of the highest points in divinity, and matter greatly considerable in these present times. In speciall there is demonstrated, that his most excellent Majesties declaration to his subjects, concerning lawfull sports to be used, doth tend unto a very great encrease of true godlinesse thronghout [sic] the whole kingdome.","Reeve, Edmund, d. 1660.",Printed by Miles Flesher,London,"Lord's Supper; Church of England; Early works to 1800.; Catechisms, English; Early works to 1800.",1635
A18157,S109782,4798,"A breefe catechisme so necessarie and easie to be learned euen of the symple sort that whosoeuer can not or vvyll not attayne to the same, is not to be counted a good Christian, much lesse to be admitted to the Supper of the Lorde. It standeth of three partes. ...",Anonymous,Printed by Hugh Singleton,At London,"Catechisms, English; Early works to 1800.",1576
A10040,S115178,20286,"Short questions and answers, plainely opening and explaining both the nature and also the vse of the sacraments of baptisme and the Lords Supper Very profitable for all those who desire to know the nature and vse of the said sacraments. By Richard Preston, preacher of the Word of God at Rushden in Northhampton shiere.","Preston, Richard, d. ca. 1624.",Printed by N icholas O kes for Iohn Bellamine i e Bellamie and are to be sold at the south entrance of the Royall Exchange in the shop of N Bourne,London,Church of England; Catechisms; Early works to 1800.; Sacraments; Church of England; Early works to 1800.,1621
A18954,S115913,537,Dauid's catechisme. By E.A.,"Alport, Edward.",Printed by G Eld,London,"Catechisms, English.",1623
A13281,S106181,23585,"The sweet milke of Christian doctrine in a plaine and naturall method, by question and answere, for their better vnderstanding, for whom it is chiefly written.","Sym, John.",Printed by George Purslowe for Iohn Hodges,London,"Catechisms, English; Early works to 1800.",1617
A15337,S2973,25622.5,A forme of preparation to the Lordes Supper meete for all such as minde with fruite and comfort to communicate in the same / written by T.W.,"T. W. (Thomas Wilcox), 1549?-1608.",Printed by Robert Waldegraue for Thomas Man,At London,"Lord's Supper; Early works to 1800.; Catechisms, English.",1587
A11255,S102601,21518,"A briefe instruction for all families to be brought vp in the knowledge of their duetie to God, and one to another: and to be taught in the hope of saluation in Christe Jesus.","S. S., fl. 1583.",by T Dawson for William Ponsonby,Imprinted at London,"Bible; Examinations, questions, etc.; Early works to 1800.; Catechisms, English; Early works to 1800.",1583
A18163,S104925,4800,A catechisme in briefe questions and answeres containing such things as are to be knowne or had by all such as would partake the sacrament of the Lords Supper with comfort,"Geree, John, 1601?-1649.",Printed by I ohn L ichfield,Oxford,"Church of England; Catechisms.; Catechisms, English.; Lord's Supper; Early works to 1800.",1629
A14761,None,None,"Short grounds of catechisme delivered by way of question and answer, with plaine proofes for the answer set downe at large. By William Ward minister of the word at Guysbrough in Cleave land within Yorkshire.","Ward, William, d. 1632.",Printed by the printers to the Universitie T and J Buck,Cambridge,"Catechisms, English; Early works to 1800.",1627
A19634,S117175,6066,"The guide vnto true blessednesse. Or, A body of the doctrine of the Scriptures, directing man to the sauing knowledge of God. Collected by Sam. Crooke","Crook, Samuel, 1575-1649.",Printed by Iohn Pindley for Nathaniell Butter and are to be sold at his shop neere S Austins gate at the signe of the Pyed Bull,London,"Catechisms, English; Early works to 1800.; Christian life; Early works to 1800.",1613
A15827,S113976,26088,"A short and briefe summe of saving knowledge consisting of the creed, ten Commandements, Lords prayer and the sacraments. And is made profitable introduction to the larger art of divinitie, composed by the methodicall tables of A.R. and published by I.Y.","Yates, John, d. ca. 1660.",Printed by I D awson for Fulke Clifton and are to be sold under St Margrets Church on Fish streete hill,London,"Catechisms, English.",1621
A16904,S114177,3798,"An exposition of the Creede, the Lords Prayer, the Tenne Commandements, and the Sacraments. Catechetically composed by Iohn Bristovv, minister of the Word of God","Bristow, John, minister of the word of God.",Printed by M F lesher for Samuel Man dwelling in Pauls Church yard at the signe of the Swanne,London,"Catechisms, English.",1627
A11459,S4880,21710.7,A briefe summe of Christian religion collected for a preparation to the Lords Supper / published for the benefit of the simpler sort of people of the parish of Saint Lawrence by Thomas Sanderson Doctor in Divinitie.,"Sanderson, Thomas, 1560 or 61-1614.",Printed by E P for F Coules at his shop in the Old Bayly neere the Sessions house,London,"Catechisms, English.",1640
A16752,S100095,366,"A treasurie of catechisme, or Christian instruction. The first part, which is concerning the morall law or ten Commandements of Almightie God: with certaine questions and aunswers preparatory to the same","Allen, Robert, fl. 1596-1612.",Printed by Richard Field for Thomas Man,London,Church of England; Catechisms.; Ten Commandments; Early works to 1800.,1600
A11727,None,None,"The confessioun of faith professit, and beleuit, be the Protestantes vvithin the realme of Scotland Published be thaim in Parliament. And be the estatis thairof. Ratifeit and appreuit, as hailsum, & sound doctryne groundit vpon the infallible treuth of Goddis vvorde",Church of Scotland.,Imprentit be me Jhone Scott,At Edinburgh ye 17 day of July,Church of Scotland; Catechisms; Early works to 1800.; Church of Scotland; History; Early works to 1800.,1561
A12161,S114822,22467,"The testimonie of a true fayth conteyned in a short catechisme necessary to all families, for the more knowledge of God, and better bryngyng  vp of chyldren in his fayth and feare. Gathered and written for the benefite of Gods well disposed children, By C.S. Preacher.","Shutte, Christopher, d. 1626.",Nygh vnto the three Cranes in the Vintree by Thomas Dawson and Thomas Gardyner,Imprinted at London,"Catholic Church; Controversial literature; Early works to 1800.; Theology; Miscellanea; Early works to 1800.; Catechisms, English; 16th century.",1577
A18053,S116222,4696,"Winter-evenings communication with young novices in religion. Or Questions and answers about certaine chiefe grounds of Christian religion wherein every answer, rightly understood, hath the force of an oracle of God. By Iohn Carter, preacher of Gods Word.","Carter, John, 1554-1635.",Printed by the printers to the Vniversity of Cambridge and are to be sold at London by R Daniel at the Angel in Lumbard Street,Cambridge,"Catechisms, English.",1628
A17031,S116231,3908.2,"An introduction to pietie and humanitie containing, first, a short catechisme for vnderstanding the grounds of religion: secondly, certaine briefe and effectuall rules for life and conuersation. Penned specially for the vse of the poore children of Christ's Hospitall in London: but generallie may serue for any other that would be instructed therein. By Gregorie Brovvne.","Browne, Gregory.",Printed by E A llde for E Weauer dwelling at the great North dore of Paules,At London,"Christ's Hospital (London, England); Early works to 1800.; Catechisms, English; Early works to 1800.; Conduct of life; Early works to 1900.",1613
A02885,S3764,13029,"The catechisme, or manner how to instruct and teach children and others in the Christian faith appointed to bee read in all the lands and dominions of the late right and mightie prince, Frederike, countie palatine of the Rhein, one of the electors of the Holy Empire, and duke in Bauier / newly translated out of Latin and Dutch into Englishe.",Anonymous,Printed by Henrie Middleton for Iohn Harison,At London,"Reformed Church; Catechisms.; Catechisms, English.",1578
A01263,None,None,"Certaine choise grounds, and principles of our Christian religion with their seuerall expositions, set forth in way of questions, and answers: wherein the people of the parish of Northiham, in the county of Sussex, haue beene catechized, and instructed, for the settling of their hearts and mindes, in the mysteries of saluation, and for their better preparation to the Lord's Supper. Now published for their sakes, and for the futher vse of the Church of God. By Iohn Frewen, minister of the Word of God, in that particular congregation.","Frewen, John, 1558-1628.",By G P urslowe for Roger Pott dwelling at the signe of the Flower de luce in Pauls Churchyard,Printed at London,"Catechisms, English.",1621
A03254,S114854,1337,"A short catechisme, summarily comprizing the principall points of Christian faith, somewhat corrected and augmented by Iames Balmford Minister","Balmford, James, b. 1556.",Imprinted by Felix Kyngston for Richard Boyle,At London,"Catechisms, English; Early works to 1800.",1607
A09734,S118831,2,"A treatise of the way to life, deuided into three partes The first part sheweth howe, by sinne wee haue deserued Gods curse. The second parte sheweth me, howe wee are freed from the curse, and the law satisfied. The thirde part teacheth vs, what duetyes and thankefulnesse we owe to the Lorde, for this benefite of our redemption.","B. A., fl. 1580.",By Thomas Dawson,Imprinted at London,"Catechisms, English; Early works to 1800.",1580
A09738,S110721,20,"The A. B. C  set forthe by the Kynges maiestie and his clergye, and commaunded to be taught through out all his realme All other vtterly set a part as the teachers thereof tender his graces fauour.",Anonymous,By Wyllyam Powell,Imprinted at London,"Alphabets; Early works to 1800.; Catechisms, English; Early works to 1800.",1547
A09077,S113787,1936,"A double catechisme one more large, following the order of the common authorized catechisme, and an exposition thereof: now this second time published: the other shorter for the weaker sort: both set forth for the benefit of Christian friends and wel-willers. By Richard Bernard, Master of Arts, and preacher of Gods word at Worsop in Nottingham-shire.","Bernard, Richard, 1568-1641.",Printed by Iohn Legate,Cambridge,Church of England; Catechisms.,1607
A01072,S119684,11183,"The forme and maner of examination befoir the admission to ye tabill of ye Lord, vsit be ye ministerie of Edinburgh and geuin to ye maisteris of euerie familie not be ye oft reiding yairof yai may be ye better instructit in ye groundis [and] principall heidis of religion.",Church of Scotland. Presbytery of Edinburgh.,Be Henrie Charteris,Imprentit at Edinburgh,Church of Scotland; Catechisms; Early works to 1800.,1581
A09736,S554,20.3,"[An, A,B,C, wyth a cathechisme, that is to saye, an instruction to be learned of euerye chylde before he be brought to be confyrmed ...] [sette forth by thee Kinges Maiestye ; whereunto is also ioyned the letany and suffrages].",Anonymous,Imprinted at London in Fletestrete at the signe of the Sunne ouer agaynst the Conduyte by Edwarde Whytchurche,London,"Catechisms, English.; Prayers.",1551
A02987,S4126,1313.3,A short catechisme contayning the princples [sic] of religion : verie profitable for all sorts of people.,"Ball, John, 1585-1640.",Printed by W Stansby and are to be sold by Ed Brewster and Rob Bird in Pauls Church yard and in Cheape side at the signe of the Bible,London,"Catechisms, English.; Puritans; England.",1630
A09219,S113310,1953,"Iosuahs godly resolution in conference with Caleb, touching houshold gouernement for well ordering a familie With a twofold catechisme for instruction of youth; the first short, for the weaker sort, set forth in sixe principall points; the latter large for other of greater growth, and followeth the order of the common authorized catechisme, and is an explanation thereof: both set forth for the benefit of his Christian friends and wel-willers. by Richard Bernard preacher of Gods word, at Woorksoppe in Nottingam-shire.","Bernard, Richard, 1568-1641.; Bernard, Richard, 1568-1641. Large catechisme.; Bernard, Richard, 1568-1641. Double catechisme.",By Iohn Legatt printer to the Vniuersitie of Cambridge and are to be sold in Pauls Church yard at the signe of the Crowne by Simon Waterson,Printed at London,"Catechisms, English; Early works to 1800.",1612
A03803,None,None,"A plaine and true relation of the goodnes of God towards the Sommer Ilands written by way of exhortation, to stirre vp the people there to praise God. VVhereunto are added certaine questions and answers concerning the keeping holy of the Saboth day, and publicke exercises of religion, written in the Summer Ilands for the benefit of the people there. By Levves Hughes minister of Gods word.","Hughes, Lewes, fl. 1620.",Printed by Edward All de dwelling neere Christs Church,At London,"Catechisms, English.; Bermuda Islands; Early works to 1800.",1621
A00504,None,None,The couenant betweene God and man plainly declared in laying open the first and smallest pointes of Christian religion.,"Fotherby, John, d. 1619.",By Robert Robinson for Raph Iackson,Printed at London,"Catechisms, English; Early works to 1800.",1596
A01377,S120492,11498,"The Christians profession, or A treatise of the grounds and principles of diuinity by way of question and answer. In which all the chiefe grounds of religion are so plainely proued and explained by the Word of God, as that the meanest capacitie may by reading vnderstand the same.","I. G., fl. 1630.",Printed by T P urfoot for Iohn Deuer,London,"Catechisms, English.",1630
A04047,S120421,14106,"A fruteful and a very Christen instructio[n] for childre[n] w[t] a dyalogue wherin the chyld asketh certayn questions answeryng to the same with a generall confession, and the maner of loues, the saying of Salomon in the, vi, of the Prouerbes, and also many godly lessons whiche we ought dayely to haue in our remembraunce M.D.xl,vii. God saue the kyng",Anonymous,Wyllyam Coplande for Rychard Kele,London,"Catechisms, English; Early works to 1800.",1547
A03700,S118318,13826,"A Christian exercise, containing an easie entrance into the principles of religion and the chiefest points of our saluation in Christe, with a direction for all Christians, into the true seruice of God. By VV. Horne.","Horne, William.",Printed by Robert VValde graue dwelling without Temple barre neere vnto Somerset house,At London,"Catechisms, English; Early works to 1800.",1585
A02270,S4686,12402A.6,"The Maine grounds of religion vvithout the knowledge whereof none may presume to come to the Lords table here, or expect to communicate with him in glory hereafter : collected out of a more copious   catechisme, and published especially for the benefit of such poore soules as want either money to buy, or time to learne, or memories to retain [brace] a larger treatise.",Anonymous,Printed by William Iones and are to be solde by Francis Coules dwelling in the Old Bayly neere to Newgate,London,"Catechisms, English.",1630
A03645,S120355,13774,"A preparation into the waye of lyfe vvith a direction into the right vse of the Lords Supper: gathered by VVilliam Hopkinson, preacher of the worde of God.","Hopkinson, William.; Dering, Edward, 1540?-1576.",By Robert Walde graue for Iohn Harrison the yonger and Thomas Manne,Printed at London,"Catechisms, English; Early works to 1800.",1581
A05600,S2196,15717.5,"A briefe catechisme containing the summe of the Gospell of Iesus Christ, and his life, declared more at large by the foure euangelists, Mathew, Marke, Luke, and Iohn / written by Edmund Littleton, of Sittingborne in Kent, preacher.","Littleton, Edmund.",Printed by George Purslouue for Simon Stafford,London,"Catechisms, English.",1616
