tcp_id,id,page,p_idx,s_idx,text
A19277,312,60,1,0,"Nowe (beloued) the papists graunt with vs, that in the hels there is no redemption: but they say, that in the earth there are distinct, thrée sorts of me: One sort most holy, another sort most wicked & the thirde sort of a certain mixture, neither so holy, as straight vpon death they demerite to goe to heauen, or yet so wicked, as at all they can be sent to hell, but are for a time, committed after death, vnto the paines of Purgatorie, & must thence bée delyuered, not by mercie, but by merite of Masses (dirtie) diriges, popes (paltries called) pardons, (PB_61) & such like."
A19277,313,60,1,1,"And here is your foundation, & your cause of prayer for the deade."
A19277,314,60,1,2,"In aunswere wherof we graunt: some persons are so sanctified in earth, that straight from hence they goe to heauen, but not for any their merite: For they are taught to holde, that hauing done all they can: (NOTE_60:1_0) yet they are none other but wasting & vnprofitable seruauntes."
A19277,315,60,1,3,"And that some are so wicked, that straight they goe to hell, as all obstinate, rebellyous & trayterous papistes, feareful wretches, & abhominable persons, we firmely beléeue."
A19277,316,60,1,4,"But, that there are any so imperfect, that for their imperfection, they are stayed from heauen, & for their remnant of holynesse, cannot come to hell, & therefore of necessitie must tumble into a popish purgatorie, this we flatly affirme to be a foolish opinion, without warrant from God."
A19277,317,60,1,5,"And touching these mixed persons, surely the Church neither hath had, or shall haue any other."
A19277,318,60,1,6,"Of women: was not that most holy maide, Marie, the blessed mother of Christ, one most sacred (NOTE_60:1_1) But both the holy scriptures, & her owne confession (PB_62) conuinceth her of sinne, but she is saued by her Christ, (NOTE_60:1_2) saying: My spirit doth reioyce in God my sauiour."
A19277,319,60,1,7,"And for her daily sinnes, she, as al other, is taught to pray: forgiue vs our sinnes."
A19277,320,60,1,8,"So also, in her blessed bodie, was sure faith, great loue, a pure heart, & much godlynesse, wherefore beholde a certaine mixture."
A19277,321,60,1,9,"Also of men: the Apostles were the most pure, & yet not without the bodies of sinne."
A19277,322,60,1,10,"What else moueth Paul, to crie to the Romans: (NOTE_60:1_3) O wretched man that I am, who shall deliuer me from ye body of this death And this our most holie Iohn, in his first Epistle, doth accuse himselfe, (NOTE_60:1_4) & all other Apostles, of sin, saying: If we say yt we haue no sinne, we deceiue our selues, & Thus they liued, & thus they dyed with this battel against sinne, but had victorie in Iesus Christ."
A19277,323,60,1,11,"Yet I trow, yt the papistes will not say: how the gratious virgin Mary & the holy Apostles, went from death, to their popish purgatorie. (NOTE_60:1_5)"
A19277,324,60,1,12,"The same mixture, yt is to say, in one bodie, to haue obeying faith, & in it another lawe rebelling to the spirite, is in all the electe of God, in more or lesse measure."
A19277,325,60,1,13,"By meanes (PB_63) whereof, there cannot but bee many sharpe battels, in the hearte of man, so, as some times, he slippeth & is brought very low, & somtimes he resteth againe & taketh courage, & stoutly standeth vnder the banner, of his captain Christ, by the strength of his holy spirite: but yet at the houre of death, if he shoulde be measured, by his falls, he should be iudged worthy of the second death. (NOTE_60:1_6)"
A19277,326,60,1,14,"But because he hath his part (by true & louing Faith, in repentance) of the first resurrection, he dyeth blessed in the Lord, & holy, resteth from his labours in earth, & paines in hell: for, the second death hath no power of him, much lesse can a popish purgatorie, which is not."
A19277,327,60,1,15,"I come not to dispute with the papistes nowe, but to lay forth the plaine doctrine of saluation, to your Christian hearts, & something to let you sée the blindnes of ye side, which in so cléere a light do grope at their owne inuentions."
A19277,328,60,1,16,But to your purgatory thus much: Is there such a place yea sir.
A19277,329,60,1,17,"I pray you wher sir, haue you warrant for it in the holy scriptures Forsooth saith the papist, both in the olde Testament, & in the newe."
A19277,330,60,1,18,"(PB_64) doth not Zacharie say: (NOTE_60:1_7) I haue loosed my prisoners out of the pitte wherein is no water Sir, here is our purgatory."
A19277,331,60,1,19,Well proued: & like the rest of all your religion.
A19277,332,60,1,20,"Héere is metion made of a pitte voide of water, & that is ynough for purgatories proofe."
A19277,333,60,1,21,"Such warrant haue they, for the assumption of their Lady, hauing no warrant for it, in their blasphemous Masse, of that day they solemnely sing the Gospel, of Marie & Martha."
A19277,334,60,1,22,"But this is ynough to blinde the eyes of the ignorant, that they haue the name of Marie, in that Masse, although it concerne a farre other matter, & be altogether spoke of another person."
A19277,335,60,1,23,"And euen such is the popish beggerie of this rich place, & promise of Gods prophet here."
A19277,336,60,1,24,"But be it that this scripture did any whitte toote at your purgatorie: I pray you sir, hath your purgatorie neither fire nor water in it you sée, water is here denied, & here is no mention of fire at all."
A19277,337,60,1,25,"Besides, the deliuerie here is saide to be, by the Lorde in heauen, & that in his mercy, without their merite: But out of your purgatorie, mens soules are deliuered (PB_65) by men: in earth, without him in heauen, through their merite (to his iustice) of prayer & almes, & diriges, & restles masses, & such like, & not by his mercie."
A19277,338,60,1,26,"And for the proofe hereof, you cite this place: (NOTE_60:1_8) He shall not come out thence, till hee hath paide the vtmost farthinge."
A19277,339,60,1,27,"If this sentence serue your purpose, then this doctrin, is rightly gathered of it, that though all the papists in the worlde pray & crie, & launce themselues, (NOTE_60:1_9) with their forefathers the false priestes of Baal, till they cease to liue, yet their poore popish prisoner lyeth in the pitte still, but without fire or water, (it is sure, some driefatte) till he hath payed, & not prayed, the vtmost farthing."
A19277,340,60,1,28,"Thus (beloued) yée may sée what gaine the papistes haue got of this place, which they haue stollen from his true sense, to shadowe their shamefull briberie, & marchandize of mens soules in a faigned purgatorie."
A19277,341,60,1,29,"If it bée lawfull to allegorize this place, (NOTE_60:1_10) then this lake is rather the power of Satan, & the bloude of the couenaunt, is the death of the Lord Christ: who hath long since, before we were borne, purged vs, (PB_66) & thence deliuered vs, (NOTE_60:1_11) & hath translated vs into the kingdome of himselfe."
A19277,342,60,1,30,"And your owne doctour Hierome affirmeth, yt this lake is (not purgatory, but) hell it self."
A19277,343,60,1,31,"But ye true sense of the place is, an assurance of Gods hande to them of Ierusalem, for the couenant of his Christ, for whose sake hee hath nowe brought them from Babylons bondage."
A19277,344,66,0,0,"A second place, the papistes haue of the new Testament, & that is out of the (REF0) Euerie mans worke shall be made manifest: for the day shall declare it, because it shalbe reuealed by the fire, & the fire shal trie euery mans worke, of what sort it is."
A19277,345,66,0,1,"And this place séemeth so flatte on their side, that néedes we must haue a purgatorie. (NOTE_66:0_0)"
A19277,346,66,0,2,"Truely, for all this, we must driue them to Virgil, & Pindarus, for Paul doth no whit helpe them."
A19277,347,66,0,3,"And (good Christian auditorie) measure their opinion, by this scripture, & you shall sée howe falsely they father their purgatorie hereof."
A19277,348,66,0,4,"Héerein is mention of fire, I graunt: But such is this fire, yt not the persons yt do work gold or stubble, but ye work wrought shalbe cast into it: For he saith, & the fire shal trie euerie (PB_67) mans worke, & but they are to proue a place of fire, wherein the workman for his worke, is to be cast, which thou seest cannot be this."
A19277,349,66,0,5,"Againe, they say no man shal come into their purgatorie, but ye mixed sort wherof we spake before: But Paul speaketh here, of such a fire, as vniuersally all must be tryed by."
A19277,350,66,0,6,"For he saith not, they which haue builded haye, woode or stubble only, shal be tryed there, but also they, which haue builded golde, siluer, & precious stones vpon the foudation: These good workme must yet goe through this fire, or at the least their workemanshippe: For hee saith, euery mans worke, & Further, the texte doth not saye, that this fire shall purge the worke from corruption, or chaunge it: as to make Haye become Golde Woode, Siluer stubble precious stones: But hée saith, it shall bee ignis probatorius, non Purgatorius, it shall onelye prooue & trye, what nature the mettall is off, not purge the person or his worke at all."
A19277,351,66,0,7,"Doe not yee sée, by this sounding & short sifting of their popishe follyes, with this portion of holye (PB_58) scripture, that the papists are sacrilegious robbers of God, & his scriptures I doubt not, but you doe."
A19277,352,66,0,8,"Adde to this, their owne doctors are of other iudgement, touching this fire."
A19277,353,66,0,9,"Chrisostome taketh it for hell fire: (NOTE_66:0_1) Hierome, for the fire at the last day, which shal then trie euery mans worke what it is: Gregorie a Pope of Rome, vnderstandeth it for the afflictions of this life: And auncient Ambrose interpreteth it of doctrine, which of al other is the néerest the mind of the Apostle."
A19277,354,66,0,10,"For, the Apostle speaketh only of preachers & their labours, which the fire of Gods iudgement shall make manifest at his appointed season, whether they haue preached with the grouds of Religion in truth, & taught other points of doctrine also, sincerely & soundly, in puritie of trueth, or more corruptly haue laide erronious opinions vpon the foundation of our faith."
A19277,355,66,0,11,"This was the Apostles purpose, so that if this fire shoulde be of purgatorie, then no man, but preachers, (protestantes & popish) shoulde come thither."
A19277,356,66,0,12,"Last of all, their transgressions coulde neuer in this fire bée forgiuen, but onely proued (PB_69) such as they were."
A19277,357,66,0,13,"But if they could haue so good happe, as there to bée purged, yet is mercie so shutte out of that purgatorie, that no prayer can obtaine remission of sinnes there, or any redemption, can bee had, till sufficient paines be paide in that scarrefire, & so by fire, the soule must bee purged."
A19277,358,66,0,14,"Some other places they bring out, for their purgatorie."
A19277,359,66,0,15,"As, (NOTE_66:0_2) that acte of Machabeus for the dead, who sent his siluer to pray for them, & is commended by ye abridgement."
A19277,360,66,0,16,"For answere heereto, I say, althoughe we shoulde graunt this Act consonant wt the word (which indéed, is most flat against it) yet, that he, in that corruption of the Churche, prayed for the dead, nothing shall it proue for your purgatorie, no more then the praiers of some auncientes before vs, for the dead, did, when as they dreamed, not of purgatorie, but thought onely of the resurrection, (NOTE_66:0_3) as Iudas doth in this place."
A19277,361,66,0,17,"But I say to this place, as some Lawyers vse to say: Truth may not be trodden vnderfoote with a counterfaite showe."
A19277,362,66,0,18,"Of the weakenes of this booke, the Papistes themselues sufficiently (PB_70) knowe, & he that is ignorant thereof, let him read Kemnisius against the Tridentine councel in his Historia Purgatorii, 20 sess."
A19277,363,66,0,19,"8 I will no longer detaine you (good people) in these purgatorie matters: onely I tell you, such warrant hath all the rest of their profession, for their imagined purgatory, out of which they say mens soules shal once come, but they know not when."
A19277,364,66,0,20,"No, no, the seconde death is the onely receptacle of them, that goe not to heauen, where they shalbe holden remedilesse vntill the last resurrection."
A19277,365,66,0,21,And this is the power of the second death.
A19277,366,66,0,22,"Against this the papistes also say, that after life there is forgiuenesse of sinnes, to this mixed companye, which is obtained by their friendes, & merites of the Church, for them."
A19277,367,66,0,23,"But (beloued) this is their dreame against the trueth of the scripture, & the iudgementes of their best doctours, both which affirme plainely, that after naturall death, there is no remission of sinnes to the departed."
A19277,368,66,0,24,"Wherfore Dauid (in his life time) prayeth, (NOTE_66:0_4) O Lorde stay thine anger from mee, that I may recouer my strength before I (PB_71) goe hence, & be not."
A19277,369,71,0,0," (PB_71) The parable of the wise, (NOTE_71:0_0) & foolishe virgin, is set downe of Christ to proue this."
A19277,370,71,0,1,"& howe fareth it with them The wiser sort take Oyle with them: They loue, & liue a Christian life, while they haue time in this world, & therefore their owne workes doe follow them: & present themselues, as a witnesse to the parties faith, & are crowned with mercie: Come yee blessed of my Father, when I was an hungrie, you fedde mee."
A19277,371,71,0,2,"But the foolishe Virgins, though of the same calling, Virgins, the same profession to beare the lampe: Yet, because they were carelesse of Gods holy spirite, & thereby had no lightes before men, of Godly labours in good woorkes (the true triall of a liuelye faith) but haue committed that vnto their friendes, for them."
A19277,372,71,0,3,"These (I say) wanting true obedience to GOD, who hath saide, (NOTE_71:0_1) Let your light so shine beefore men, that they seeing your good workes, may glorie your Father which is in Heauen, had a boundance of carnalitie, with them."
A19277,373,72,0,0," (PB_72) (NOTE_72:0_0) These their euill workes, as some went before, & some followed them, vnto Iudgmente: so, they (after life) coulde haue none other answere to their crie, (NOTE_72:0_1) (Lorde open to vs) but this: departe ye cursed, I know you not."
A19277,374,72,0,1,"As many of you, heere present, therefore, as longe after life: séeke the Lord while he is to be founde, before your naturall death."
A19277,375,72,0,2,"While ye haue the light (saith Christ our Lorde) walke in the light: For darknesse will come, wherein no man can walke."
A19277,376,72,0,3,"And his Apostle Paul saith, (NOTE_72:0_2) While wee haue time, let vs doe good to all men: but he saith, while we haue time, which time is, yt we possesse in this life, & not others for vs after it."
A19277,377,72,0,4,"To this doctrine the auncient writers subscribe their heartes, & haue left their handes wt vs, yea euen such fathers, as ye papists approue for saincts, & their writings equall to the holy scriptures."
A19277,378,72,1,0," (PB_72) And first touching the sentence of Dauid before cited, videlicet: Lorde staye thine anger from mee."
A19277,379,72,1,1,"& Ambrose (NOTE_72:1_0) saith, Qui enim hic non accipit, &"
A19277,380,72,2,0,"Truely he ye receiueth not forgiuenes (PB_73) of his sinnes, in this life, shall not bée there."
A19277,381,72,2,1,He shal not be there.
A19277,382,72,2,2,"Why for hee can not possibly come to eternall life, because life eternall dependeth vpon the forgiuenes of sinnes."
A19277,383,72,2,3,"And therfore Dauid prayed, Forgiue me Lorde, that I may bee comforted, before I goe hence."
A19277,384,72,2,4,Thus farre Ambrose.
A19277,385,72,2,5,"Hierome a priest of Rome, & one of the foure Euangelistes of that Synagogue, vpon the same text, writing vpon Esay, saith: (NOTE_72:2_0) He that whilest he heere liueth, Dum in hoc corpore viuit) hath not obteined forgiuenesse of his sinnes, but hath without such remission, departed this life, hee perisheth to God, & ceasseth to bee: although he continue to himself, in paine & tormentes."
A19277,386,72,2,6,"And as touching the seconde scripture: Dum tempus habemus, Hierome saith of it: This our present life, is the seede time for vs to sowe, whatsoeuer we wil (saith Hierome:) but when this life is passed, & gone from vs, then is the time of good working taken away also."
A19277,387,72,2,7,"Augustine saith hereof, In futuro solism est remuneratio, In the life to come there is onely recompence & condemnation: but in this life, our (PB_74) sinnes are either bounde vp or loosed."
A19277,388,72,2,8,"And that learned Cyprian saith expresly: When our departure shall be herehence, there is lefte no place for repentance or power of any satisfaction."
A19277,389,72,2,9,"No saith Augustine ad Hesichium: (NOTE_72:2_1) For in what state soeuer at the last day of mans life, death shall sinde him: in the same state & condition, the last day of the worlde, shall comprehende him."
A19277,390,72,2,10,"Quoniam qualis in die isto quisque moritur, talis in illo die iudicabitur: For in what case soeuer a man at his last day, shall die, in the same case & state, shall the Lord iudge him, at the great day."
A19277,391,72,2,11,"From all these places, & witnesses then (beloued) yee sée, that neither popish praier, Romishe masses, deadly diriges, friuolous almes, or paltrie pardons, paines in purgatorie, or popishe pardons can any whit alter the state & condition of the persons once dead: but such workes as they themselues caried with them, such shall they rise withall vnto their iudgement: whether lampes of louing faith, to the praise of God, or cressettes of corruption, to their owne condemnation."
A19277,392,72,2,12,"And thus I will conclude, (PB_75) with the spirite of Gods sentence, our best moderator, & so passe to the last braunch. (NOTE_72:2_2)"
A19277,393,72,2,13,"Maruell not at this (sayth Christe) for the houre shall come, in the which all that are in the graues, shall heare his voice: And they shall come forth, that haue done good vnto the resurrectio of life: But they that haue done euill, vnto the resurrection of condemnation."
A19277,394,72,2,14,"The same assurance of doctrine, Gods spirite, by Paul doeth deliuer vs saying: (NOTE_72:2_3) We must all appeare before the iudgement seate of Christe, that euery man may receiue the thinges which are done in his bodye, according to that hee hath done, whether it bee good or euill."
A19277,395,75,0,0,"Note well this doctrine, & amend your liues, rest not vppon the doubtfull doctrine, of poperie (O dearely bought children of GOD) but fixe your faith, in this absolute doctrine of sound warrant, which is yea, & amen Then here you may perceiue, that after death there is no temporarie prison, as Popish purgatorie but a perpetuall lake of fire, which is ye second death: And also, yt after this life, there is no remissio of sins to any (PB_76) that hath not obteined that grace, during this time of repentance."
A19277,396,75,0,1,"But euen in what state the soule departeth from the bodie, at the comming of death: euen vnchanged, hee retyreth to the same bodie at the last, for the déeds done by himselfe, & not for the workes of any other done after him: And to receiue his iudgement, whether through faith (in her fruites) vnto life, in Christ, or because of sinne & Sathan, to eternall death."
A19277,397,75,0,2,"This is the sound, & sure doctrine of our good God."
A19277,398,75,0,3,"But as for the gainefull & paineful preaching of poperie, & her purgatorie, as a most venemous Serpente, flée from it: that you may escape the seconde death, & be partakers of the felicitie of the iust, which our text saith, is this: For they shall bee the priestes of God & Christ, & shall raigne with him a thousande yeares."
A19277,399,76,0,0,"Cicero hath saide, that true beatitude or blessednesse consisteth of two partes: Namely, to be frée from al kinde of want & miserie: & so to abound in all goodnesse, that on no parte he néedeth to aske further."
A19277,400,76,0,1,"Surely this very (PB_77) happinesse shall come to all those, which be partakers of the first resurrection."
A19277,401,76,0,2,"First, they shall be frée from all woe & miserie, in the ende of their course: for the seconde death, shall haue no power of them."
A19277,402,76,0,3,"And they shall abounde in all felicitie: for they are blessed, & holy, & shall therefore raigne with Christ for euer more."
A19277,403,76,0,4,"And here againe (beloued) note with me, what it is, to be blessed & holy."
A19277,404,76,0,5,"Namely, to haue forgiuenes of our sinnes in Christes death: (NOTE_76:0_0) & by the same, to be purged & segregated from dead workes, to serue the liuing God. (NOTE_76:0_1)"
A19277,405,76,0,6,"Blessed are they (saith Dauid) whose iniquities are forgiuen, & whose sinnes are couered: blessed is the man to whome the Lorde doeth not impute sinne."
A19277,406,76,0,7,"And then againe note, who they be that are so blessed, by Gods censure here: marke it wel, & thou shalt sée it: Not they, that liue so vprightly, that God hath not any thing, to lay to their charges: for none such can be founde amongest the sonnes of men."
A19277,407,76,0,8,"For what is he, that liueth & sinneth not, yea, more then seauen times a day (NOTE_76:0_2) No flesh is righteous in Gods sight: for all haue (PB_78) sinned, (NOTE_76:0_3) all haue gone out of the way, euery man his seuered course: this, after this sinne, another, after that, & all are therefore depriued of the glory of God: (NOTE_76:0_4) All are taught to cry, We & our fathers haue sinned, wee haue done vniustly, but deale not with vs, O Lord, in thine anger, for then wee perishe: but in the multitude of thy mercies, haue thou mercie vpon vs, & forgiue vs our trespasses."
A19277,408,76,0,9,"And heerein consisteth the felicitie of the iust, that they haue féeling heartes of sinne, & penitent spirites for their transgressions: humbled soules, void of hypocrisie, before the Almightie God, confessing with teares, in great remorse & agonies, their heaps of corruptions, before him: Euen Marie Christes mother, the Apostles & all the foure electe of God."
A19277,409,76,0,10,"Then are these mixed persons (whome the Papistes make the thirde sorte, to goe to purgatorie) onely they which are blessed, & are the whole number of the electe."
A19277,410,76,0,11,"All which as they confesse them selues worthie the seconde death, because of Sinne, & no wayes can merite eternall life, because their beste workes (PB_79) are full of corruption: So they mightily triumphe ouer sinne, (NOTE_76:0_5) death & hell: because they are purged in the bloode of the lambe, (NOTE_76:0_6) & haue their garmentes made white, are pardoned, of their former sinnes, by faith, in hys bloode, & are sanctified vnto godlinesse."
A19277,411,76,0,12,"Yea, so long as they liue, they confesse: because they féele the burthen of sinne in them, but they reioyce in this felicitie, that his spirite worketh in them an ardent zeale, & burninge desire, to liue in godlinesse & honestie, according to such portion, as the Lord doeth giue them, in their parte of the first resurrection."
A19277,412,76,0,13,"And hee that seeth not this, nor hath the practise of the premisses, is blinde & hath forgotten the purgation of sinnes."
A19277,413,79,0,0,"Last of all, forget not, this our Apostle doth not say, Blessed is he, (NOTE_79:0_0) which hath perfection in the firste resurrection: but, blessed is hee, that hath hys part in the first resurrection."
A19277,414,79,0,1,"So as, though there bee in vs, yet the remnauntes of sinne, & we can not quite shake off, that which cleaueth so faste (PB_80) on, (NOTE_79:0_1) or fully créepe, from that burthen, that presseth so harde vpon vs: ( & therefore alwayes of this sort, that are before called mixt) yet that Mediocritie or mixture, can not sende vs to the second death, if we haue our part, in the firste resurrection."
A19277,415,79,0,2,But I would not leaue thy conscience to bare affirmations.
A19277,416,79,0,3,There be verie sounde reasons to drawe thy confidence to this comforte. (NOTE_79:0_2)
A19277,417,79,0,4,"The firste is, the great mercie & rich clemencie of God the father, whose mercie hath béene such towardes vs, that when wée were his enemies, through sinne, hee hath euen then reconciled vs to himselfe, by his grace: howe much more therefore nowe, shall he estéeme vs for his, & embrace vs with his armes of mercie, séeing, we being so reconciled, séeke for his spirite to dwell in his loue If hee from his wrath deliuered vs, whe we had no care of him: shal he not much more nowe deliuer vs, shew a parte thereof (which they say, is purgatorie) nowe that our chiefe desire is, to séeke after him: & doe lament, at the verie heart, that dayly we so grieue him by our sinne This I take to be Pauls (PB_81) comfort to vs, where he saith: But God setteth out his loue towardes vs, (NOTE_79:0_3) seeing that while we were yet sinners, Christe died for vs: much more then, being now iustified by his bloode, wee shall be saued from wrath, through him."
A19277,418,79,0,5,"For, if when we were enemies, we were reconciled to God, by the death of his sonne: much more, being reconciled, wee shall be saued by his life."
A19277,419,81,0,0,"2 The seconde argument is of the absolute sacrifice of Christ, Gods sone, for vs."
A19277,420,81,0,1,"we cannot fall from naturall death, into popish purgatorie, which are graft into his death: for the same hath fully satisfied the iustice of God for vs, pacified his anger, & obteined vs eternall redemption. (NOTE_81:0_0)"
A19277,421,81,0,2,"For Christ also hath once suffered (saith Peter,) ye iust for the vniust, that he might (not sende vs to purgatorie, but) bring vs to God."
A19277,422,81,0,3,"And this Christ in his owne bodie, bare our sins, on the trée, (NOTE_81:0_1) that being deliuered from sinne (then of good consequent, from the rewarde of sinne, which is death) wee shoulde liue in righteousnesse: by whose stripes ( & not by popishe purgatories purging) we are soundly healed."
A19277,423,81,0,4,"(PB_82) The fathers wrath, in this sacrifice, is fully pacified: for he hath giuen vs twice warrant thereof, by his owne voyce, saing: (NOTE_81:0_2) This is my beloued sonne in whom I am well pleased."
A19277,424,81,0,5,"It resteth therefore, according to our heauenly fathers commaundement, that we onely heare, & beléeue him."
A19277,425,81,0,6,"No feare of death, or iudgement to hell, (much lesse to purgatorie) can come then to vs, which liue in the first resurrection by newnes of life."
A19277,426,81,0,7,"For the Lorde our redemer, hath payed the full price of our ransome, & is therefore our Lutron & Lutrosis, so as, the vttermost farthing is tendred to Gods iustice in his death, for mans sinne, not by petition of sparing, or bearing for day of further payment, (NOTE_81:0_3) but by his blood he hath paide himselfe once for all, a full & absolute price for our redemption, to his father, (NOTE_81:0_4) & hath therfore, triumphed on the crosse against principalities & powers, & hath taken vs, in his victorie from the handes of captiuitie, & translated vs into his grace, putting out the whole hand writing that was against vs."
A19277,427,81,0,8,"Totum Chyrographum, he hath taken away, the whole obligation, (PB_83) not parte of it, in discharge of our debts, that be graft in him."
A19277,428,81,0,9,"And therfore there can not remayne a remnaunt of redemption for our selues, in a popishe purgatorie: For, to suppose this, were the greatest iniurie that coulde be, to the blood of our full ransome Iesus Christ."
A19277,429,83,0,0,"Last of all, ye promise of Gods mouth which can not lie (whose wordes are alwayes yea, & shall be alwayes true, though heauen & earth runne together, to perfourme them) is a further assurance to the conscience, of the godly man, that hee shall passe from death, presently vnto life."
A19277,430,83,0,1,"For their purgatorie is (say they) but to punish those sinnes, which at a mans death, remaine vnpardoned, & not purged before."
A19277,431,83,0,2,"But to the penitent God saith thus: At what time so euer a sinner doeth repent him of his sinne, (NOTE_83:0_0) from the bottome of his heart, at that time will I (saith the Lord) I, (shall the Pope then punish) put all, ( & not part of) his wickednesse out of my remembraunce."
A19277,432,83,0,3,"And our sauiour Christ, (NOTE_83:0_1) hath promised vs (which is the author of trueth) He that beleeueth in me, yea, though he were deade, yet shal (PB_84) he liue."
A19277,433,83,0,4,"And he that beleueth in me, hath euerlasting life."
A19277,434,83,0,5,"Againe, that which aboue all other, is most plaine: Hee that beleueth in mee, (NOTE_83:0_2) shall not come into codemnation: but hath passed from death to life."
A19277,435,83,0,6,"Héere is plaine pardon & free immunitie, from iudge & gaoler, or corpus capias, to bring to the barre, for them that die in the true faith of the Lord: for they are blessed & holy, & shal not sée death, but shal be presently taken vp to life, to be the priestes of God, & Christ, to raign with him for euermore."
A19277,436,84,0,0,"But now to ende this my tedious labor, (O my deare brethre) both tyring you, & much toyling my self gods spirite doth heere tell vs, howe the faithful (whose sinnes, (NOTE_84:0_0) though they haue many, are not laid to their charge) are so farre, from being plunged in a popishe purgatorie, that farre contrary they are exalted into the height of heauen, & called to the companie of those sanctified soules, which daily follow ye lambe, & offer vp to God the holy sacrifice of praise & thankesgiuing, for their redemption in the bloude of the Lambe saying: (NOTE_84:0_1) Amen."
A19277,437,84,0,1,"Praise & glorie, & (PB_85) wisdome & thankes, & honour & power, & might be vnto God, for euer more, Amen."
A19277,438,84,0,2,"These are they, which came out of great tribulations (saith the elder vnto Iohn) & haue washed their robes white, in the bloud of the Lambe."
A19277,439,84,0,3,"Therfore are they in the presence of ye throne of God, & serue him day & night in his temple, & hee that sitteth on the Throne will dwel among them."
A19277,440,84,0,4,"This is not a paineful purgatorie, for it followeth, They shall hunger no more, neither thirst any more, neither shall the sunne light on them, neither any heate (therefore no hott purgatory fire:) for ye Lamb which is in the midst of the Throne, shall gouerne them, & shall lead them vnto the liuely fountaines of waters, & God shal wipe al teares away from their eyes."
A19277,441,84,0,5,"Behold héere a most blessed felicitie, god grant vs al that be héere to day, (if it be his blessed will) to be partakers hereof."
A19277,442,84,0,6,"And now somthing to say of this reuerend person, whose christian corps doth lye yet before vs, according to the truth of his demerit wt man, & for whose sake, we are héere assembled."
A19277,443,84,0,7,"Somewhat I knew the man my selfe: But I am further (PB_86) assured of him, by such as doe not fawne, but truly feare ye Lord: That he was according to gods prouidence, born vnto Christ, he hath béene trained vp, in Christianity, & mercifully called, from ye pestilent sinke of popery, & from his first féeling of Christ, hath euer costantly in heart, embraced true religion, & very comfortably, made confession therof, in ye whole course of his life, so as his handworking, hath borne good testimonie of his beléeuing heart: & hath so vprightly receiued these great blessings cast vnto him of God, that this offer is made by such as it doth most concerne: If any man bee able iustly to charge him, to haue at any time willingly done wrog to him, or by brybery in his office, to haue enriched himselfe, vppon due proofe hereof, Zacheus tribute shall bée paide vnto him: that is, he shalbe restored foure fold."
A19277,444,84,0,8,"And though this man had his imperfectios with ye sons of god: yet he comfortably felt his beatitude, in his sauiour Christ, euen ye forgiuenes of his sins, in the mercy of God, through him: & therefore as he liued a partaker of the first resurrection: so hee ended this life (PB_87) without feare of the seconde death."
A19277,445,84,0,9,"And as he saw with holy Symeon, the Lord Christ to be onely his saluation: So, we may pronounce of him, with good confidence, that his soule doth rest in peace."
A19277,446,84,0,10,"And no doubt, it is taken vp of Angels, vnto the mount Syon, the citie of the liuing God, the celestiall Ierusalem, (NOTE_84:0_2) & to ye companie of innumerable Angels, & to the congregation of the first born, which are written in heauen, & to god the iudge of all: & to Iesus the mediator of the newe Testament, & to the bloude of sprinkling, that speaketh better things, then that of Habell."
A19277,447,84,0,11,"For it asketh vengeance, more forcibly to the wicked, & promiseth life, & pardon most assuredly to the sonnes of GOD."
A19277,448,84,0,12,"Wherefore to thée our deare father, our sauiour Christ, & the holy ghost, thrée persons distinct, but one immortall god, be all glorie, wisedome, thankes, honor, power & might, for euer more."
A19277,449,84,0,13,Amen.
