Phrase,Citations,Outliers,Text
Ioh. 8. 44.,John 8.44,,Ioh. 8. 44.
1. Sa. 16. 23,1 Samuel 16.23,,1. Sa. 16. 23
Heb. 11. 16.,Hebrews 11.16,,Heb. 11. 16.
Gen. 20. 40.,Genesis 20.40,,Gen. 20. 40.
Gen. 40. 14.,Genesis 40.14,,Gen. 40. 14.
Luk. 13. 48.,Luke 13.48,,Luk. 13. 48.
Prouerbs 23. 26.,Proverbs 23.26,,Prouerbs 23. 26. My Sonne giue me thy heart.
Iob. 22. 22.,Job 22.22,,Iob. 22. 22.
Luke 2. 19.,Luke 2.19,,Luke 2. 19.
Psal. 37. 32,Psalms 37.32,,Psal. 37. 32
Dan. 7. 28.,Daniel 7.28,,Dan. 7. 28.
Pro. 9. 1.,Proverbs 9.1,,Pro. 9. 1.
Rom. 8. 15.,Romans 8.15,,Rom. 8. 15.
Gal. 4. 24.,Galatians 4.24,,Gal. 4. 24.
Iohn 4. 14.,John 4.14,,Iohn 4. 14.
Psa. 116. 12,Psalms 116.12,,Psa. 116. 12
Leu. 1. 9. & 13.,Leviticus 1.9,,Leu. 1. 9. & 13.
Luke 19. 8.,Luke 19.8,,Luke 19. 8.
Mal. 1. 13. & 3. 18.,Malachi 1.13; Malachi 3.18,,Mal. 1. 13. and 3. 18.
Mar. 12. 23,Mark 12.23,,Mar. 12. 23
Gen. 27.,Genesis 27,,Gen. 27.
Iohn 4. 24.,John 4.24,,Iohn 4. 24.
Gen. 25. 23.,Genesis 25.23,,Gen. 25. 23.
Esa. 47. 17.,Isaiah 47.17,,Esa. 47. 17.
Eccles. 11. 9.,Ecclesiastes 11.9,,Eccles. 11. 9.
1. Cor. 3. 16.,1 Corinthians 3.16,,1. Cor. 3. 16.
1. Cor. 6. 19.,1 Corinthians 6.19,,1. Cor. 6. 19.
Psal. 12. 2.,Psalms 12.2,,Psal. 12. 2.
Rom. 12. 1.,Romans 12.1,,Rom. 12. 1.
Luke 6. 45.,Luke 6.45,,Luke 6. 45.
Iud. 9.,Jude 9,,Iud. 9.
Mat. 14. 4.,Matthew 14.4,,Mat. 14. 4.
2. Sam. 5. 6.,2 Samuel 5.6,,2. Sam. 5. 6.
Mar. 14. 3.,Mark 14.3,,Mar. 14. 3.
1. Reg. 17. 13,1 Kings 17.13,,1. Reg. 17. 13
Luke 5. 11.,Luke 5.11,,Luke 5. 11.
1. Sa. 13. 14,1 Samuel 13.14,,1. Sa. 13. 14
Reu. 3. 20.,Revelation 3.20,,Reu. 3. 20.
2. Sam. 3. 8.,2 Samuel 3.8,,2. Sam. 3. 8.
Exod. 8. 13. & 9. 28.,Exodus 8.13; Exodus 9.28,,Exod. 8. 13. & 9. 28.
Act. 16. 14.,Acts 16.14,,Act. 16. 14.
Gen. 27.,Genesis 27,,Gen. 27.
1. Reg. 24. 6.,1 Kings 24.6,,1. Reg. 24. 6.
Psal. 123. 2,Psalms 123.2,,Psal. 123. 2
Mat. 13. 26,Matthew 13.26,,Mat. 13. 26
Ephes. 5. 19.,Ephesians 5.19,,"This is the melodie which Paul speaketh of, Ephes. 5. 19. Make melodie in the Lord in your hearts:"
Rom. 8. 32.,Romans 8.32,,Rom. 8. 32.
Iohn 4. 34.,John 4.34,,Iohn 4. 34.
2. Sa. 6. 14.,2 Samuel 6.14,,2. Sa. 6. 14.
1. Chro. 29. 9,1 Chronicles 29.9,,1. Chro. 29. 9
Psal. 45. 1.,Psalms 45.1,,Psal. 45. 1.
Mat. 26. 39,Matthew 26.39,,Mat. 26. 39
Phil. 2. 21.,Philippians 2.21,,"not thy discipline, but our discipline, because as the Apostle sayth, They seeke their owne glorie, and not Christs, Phil. 2. 21."
Mat. 2. 3.,Matthew 2.3,,Mat. 2. 3.
Act. 19. 25.,Acts 19.25,,Act. 19. 25.
Ioh. 11. 48.,John 11.48,,Ioh. 11. 48.
Mat. 23. 7.,Matthew 23.7,,Mat. 23. 7.
Mar. 10. 21,Mark 10.21,,Mar. 10. 21
Matt. 16. 24.,Matthew 16.24,,"nay, if he bid vs leaue any thing for him, though we should leaue our selues, Matt. 16. 24."
Matthewe 22. 21.,Matthew 22.21,,"for if the heart be the Temple of God, hee which giueth it to anie thing else, committeth Sacriledge, and breaketh that Commaundement, Giue vnto GOD that which is Gods, Matthewe 22. 21."
Eccl. 1. 13. & 14.,Ecclesiastes 1.13,,Eccl. 1. 13. & 14.
Psal. 4. 4.,Psalms 4.4,,Psal. 4. 4.
Iob 22. 22.,Job 22.22,,Iob 22. 22.
Col. 3. 23.,Colossians 3.23,,"Col. 3. 23. which if we could keepe, nothing that wee doe should trouble vs, because nothing is troublesome, but that which goeth against the heart."
Mat. 8. 19.,Matthew 8.19,,Mat. 8. 19.
Mat. 4. 20.,Matthew 4.20,,Mat. 4. 20.
Ioh. 9. 26.,John 9.26,,Ioh. 9. 26.
1. Thess. 5. 16.,1 Thessalonians 5.16,,"but the seruice of the heart is a continuall seruice, like that in 1. Thess. 5. 16. Reioyce euermore, praye continually, in all things giue thankes."
1. Thess. 5. 16.,1 Thessalonians 5.16,,1. Thess. 5. 16.
1. Chro. 15. 16.,1 Chronicles 15.16,,1. Chro. 15. 16.
Luk. 1. 46.,Luke 1.46,,Luk. 1. 46.
Gen. 4. 5.,Genesis 4.5,,Gen. 4. 5.
Gen. 42. 15.,Genesis 42.15,,Gen. 42. 15.
Mat. 15. 8.,Matthew 15.8,,Mat. 15. 8.
"Leu. 22. 22, 23, 24.",Leviticus 22.22; Leviticus 22.23; Leviticus 22.24,,"Leu. 22. 22, 23, 24."
1. Cor. 13. 1.,1 Corinthians 13.1,,1. Cor. 13. 1.
Mar. 12. 42,Mark 12.42,,Mar. 12. 42
Mat. 19. 20,Matthew 19.20,,Mat. 19. 20
Gal. 6. 7.,Galatians 6.7,,Gal. 6. 7.
Act. 5. 3.,Acts 5.3,,Act. 5. 3.
Psal. 73. 1.,Psalms 73.1,,Psal. 73. 1.
Mat. 27. 42,Matthew 27.42,,Mat. 27. 42
2. Reg. 5. 13,2 Kings 5.13,,2. Reg. 5. 13
Gen. 34. 22.,Genesis 34.22,,Gen. 34. 22.
Gen. 4. 3.,Genesis 4.3,,Gen. 4. 3.
Leu. 10. 7.,Leviticus 10.7,,Leu. 10. 7.
Matth. 23.,Matthew 23,,Matth. 23.
Re. 18. 25,Revelation 18.25,,1. Re. 18. 25
Mat. 5. 20.,Matthew 5.20,,Mat. 5. 20.
Mica. 7. 18,Micah 7.18,,Mica. 7. 18
1. Cor. 9. 7.,1 Corinthians 9.7,,1. Cor. 9. 7.
Mat. 26. 9.,Matthew 26.9,,Mat. 26. 9.
Matth. 23.,Matthew 23,,Matth. 23.
Mat. 15. 8.,Matthew 15.8,,Mat. 15. 8.
Mal. 1. 6.,Malachi 1.6,,Mal. 1. 6.
1. Cor. 4. 16.,1 Corinthians 4.16,,1. Cor. 4. 16.
Rom. 8. 32.,Romans 8.32,,Rom. 8. 32.
Iohn 4. 10.,John 4.10,,Iohn 4. 10.
Iohn 13. 9.,John 13.9,,Iohn 13. 9.
Gen. 13. 8. 9,Genesis 13.8; Genesis 13.9,,Gen. 13. 8. 9
Psal. 31. 5.,Psalms 31.5,,Psal. 31. 5.
1. Pet. 1. 18 19.,1 Peter 1.18,,1. Pet. 1. 18 19.
Gen. 3. 1.,Genesis 3.1,,Gen. 3. 1.
Psal. 31. 5.,Psalms 31.5,,Psal. 31. 5.
Iohn 10. 26,John 10.26,,Iohn 10. 26
Mat. 21. 3.,Matthew 21.3,,Mat. 21. 3.
Act. 20. 35.,Acts 20.35,,Act. 20. 35.
1. Sa. 25 42,1 Samuel 25.42,,1. Sa. 25 ▪ 42
Mat. 26. 24,Matthew 26.24,,Mat. 26. 24
Gen 28. 13.,Genesis 28.13,,Gen 28. 13.
Psal. 47. 47,Psalms 47.47,,Psal. 47. 47
Mat. 13.,Matthew 13,,Mat. 13.
Mat. 22.,Matthew 22,,Mat. 22.
Mat. 21. 23.,Matthew 21.23,,Mat. 21. 23.
1. Sa. 25. 10,1 Samuel 25.10,,1. Sa. 25. 10
Psal. 24. 4.,Psalms 24.4,,Psal. 24. 4.
Gen. 27. 36.,Genesis 27.36,,Gen. 27. 36.
Mat. 25. 11,Matthew 25.11,,Mat. 25. 11
Luk. 15. 22.,Luke 15.22,,Luk. 15. 22.
Gen. 34. 1.,Genesis 34.1,,Gen. 34. 1.
Pro. 3. 1.,Proverbs 3.1,,Pro. 3. 1.
Dan. 10. 12.,Daniel 10.12,,Dan. 10. 12.
Mat. 6. 2.,Matthew 6.2,,Mat. 6. 2.
Gen. 22. 6.,Genesis 22.6,,Gen. 22. 6.
1. Sa. 25. 18,1 Samuel 25.18,,1. Sa. 25. 18
1. Cor. 2. 16.,1 Corinthians 2.16,,1. Cor. 2. 16.
Mat. 25. 34,Matthew 25.34,,Mat. 25. 34
"1. Thess. 5. 19, &c.",1 Thessalonians 5.19; 1 Thessalonians 5.,,"THE TRVE TRIAL OF THE SPIRITES. 1. Thess. 5. 19, &c."
Luk. 17. 17.,Luke 17.17,,Luk. 17. 17.
Mat. 5. 45.,Matthew 5.45,,Mat. 5. 45.
Gen. 19. 13.,Genesis 19.13,,Gen. 19. 13.
1. Cor. 4. 4.,1 Corinthians 4.4,,1. Cor. 4. 4.
Gen. 2 8.,Genesis 2.8,,Gen. 2 8.
Psal. 147. 1,Psalms 147.1,,Psal. 147. 1
Matth. 8.,Matthew 8,,Matth. 8.
1. Sam. 1.,1 Samuel 1,,1. Sam. 1.
Iob. 1.,Job 1,,Iob. 1.
Psa. 23. 24.,Psalms 23.24,,Psa. 23. 24.
Mat. 3.,Matthew 3,,Mat. 3.
Matt. 3. 11.,Matthew 3.11,,Matt. 3. 11.
Mat. 3. 11.,Matthew 3.11,,Mat. 3. 11.
Act. 2.,Acts 2,,Act. 2.
Esa. 58. 1.,Isaiah 58.1,,Esa. 58. 1.
Exod. 16. 18,Exodus 16.18,,Exod. 16. 18
Rom. 12. 3.,Romans 12.3,,Rom. 12. 3.
Mar. 10. 28,Mark 10.28,,Mar. 10. 28
Luke. 9. 55.,Luke 9.55,,Luke. 9. 55.
1. King. 20.,1 Kings 20,,1. King. 20.
Act. 17. 22,Acts 17.22,,Act. 17. 22
Ephes. 4. 30.,Ephesians 4.30,,Ephes. 4. 30.
Act. 17. 11.,Acts 17.11,,Act. 17. 11.
Luk. 24. 32.,Luke 24.32,,Luk. 24. 32.
1. Sa. 19. 20,1 Samuel 19.20,,1. Sa. 19. 20
1. Sa. 19. 23,1 Samuel 19.23,,1. Sa. 19. 23
Hebr. 5.,Hebrews 5,,Hebr. 5.
Pro. 26. 18.,Proverbs 26.18,,Pro. 26. 18.
Mat. 11. 5.,Matthew 11.5,,Mat. 11. 5.
Rom. 1. 16.,Romans 1.16,,Rom. 1. 16.
Rom. 1. 14.,Romans 1.14,,"Prophecying here dooth signifie Preaching, as it dooth in Rom. 1. 14. Wil you know why preaching is called prophecying?"
Rom. 1. 14.,Romans 1.14,,Rom. 1. 14.
Mat. 10. 41,Matthew 10.41,,Mat. 10. 41
Ier. 11. 27.,Jeremiah 11.27,,Ier. 11. 27.
Mat. 23. 3.,Matthew 23.3,,Mat. 23. 3.
Mat. 16. 13,Matthew 16.13,,Mat. 16. 13
2. Cor. 5. 20.,2 Corinthians 5.20,,2. Cor. 5. 20.
Reuel. 1. 20.,Revelation 1.20,,Reuel. 1. 20.
Amos 3. 7.,Amos 3.7,,Amos 3. 7.
1. Kin. 13. 1.,1 Kings 13.1,,1. Kin. 13. 1.
1. Cor. 14. 34,1 Corinthians 14.34,,1. Cor. 14. 34
2. King. 5. 8.,2 Kings 5.8,,2. King. 5. 8.
2. K. 13. 14.,2 Kings 13.14,,2. K. 13. 14.
Act. 16. 15.,Acts 16.15,,Act. 16. 15.
2. Kin. 4. 10,2 Kings 4.10,,2. Kin. 4. 10
Gal. 4. 15.,Galatians 4.15,,Gal. 4. 15.
1. Tim. 5. 14,1 Timothy 5.14,,1. Tim. 5. 14
Exo. 28. 30.,Exodus 28.30,,Exo. 28. 30.
Phil. 2. 29.,Philippians 2.29,,Phil. 2. 29.
Iosua 6. 20.,Joshua 6.20,,Iosua 6. 20.
Exo. 13. 21.,Exodus 13.21,,Exo. 13. 21.
Ioh. 1. 41.,John 1.41,,Ioh. 1. 41.
Luk. 2. 28.,Luke 2.28,,Luk. 2. 28.
Mar. 10. 49.,Mark 10.49,,Mar. 10. 49.
Gen. 19. 24.,Genesis 19.24,,Gen. 19. 24.
verse 13.,Verse 13,,"Amos calleth it an euill time, wherein the prudent keepe silence, Chapt. 5. verse 13. therfore this is an euil time, wherein the prudent are silent."
1. King. 21. 20.,1 Kings 21.20,,1. King. 21. 20.
Gen. 37 4.,Genesis 37.4,,Gen. 37 4.
1. Kin. 22. 13,1 Kings 22.13,,1. Kin. 22. 13
1. Sa. 19. 20,1 Samuel 19.20,,1. Sa. 19. 20
1. King. 17. 18.,1 Kings 17.18,,1. King. 17. 18.
Mat. 2. 15.,Matthew 2.15,,Mat. 2. 15.
Ier. 15. 10.,Jeremiah 15.10,,Ier. 15. 10.
1. K. 18. 3. 4,1 Kings 18.3; 1 Kings 18.4,,1. K. 18. 3. 4
Iosua 2. 1.,Joshua 2.1,,Iosua 2. 1.
2. K. 10. 19.,2 Kings 10.19,,2. K. 10. 19.
1. Sam. 9. 9.,1 Samuel 9.9,,1. Sam. 9. 9.
2. Kin. 4. 10,2 Kings 4.10,,2. Kin. 4. 10
1. Tim. 4. 12,1 Timothy 4.12,,1. Tim. 4. 12
Mal. 1. 3.,Malachi 1.3,,Mal. 1. 3.
Gen. 4. 10.,Genesis 4.10,,Gen. 4. 10.
Mat. 21. 43,Matthew 21.43,,Mat. 21. 43
2. Chro. 10. 4,2 Chronicles 10.4,,2. Chro. 10. 4
1. Sam. 28. 6,1 Samuel 28.6,,1. Sam. 28. 6
2. Kin. 2. 11.,2 Kings 2.11,,2. Kin. 2. 11.
Gen. 7 9.,Genesis 7.9,,Gen. 7 9.
Mat. 11. 17,Matthew 11.17,,Mat. 11. 17
2. Kin. 5. 11.,2 Kings 5.11,,2. Kin. 5. 11.
1. Cor. 1. 27.,1 Corinthians 1.27,,1. Cor. 1. 27.
1. Sa. 11. 6.,1 Samuel 11.6,,1. Sa. 11. 6.
Mat. 3. 18.,Matthew 3.18,,Mat. 3. 18.
1. Kin. 13. 33.,1 Kings 13.33,,1. Kin. 13. 33.
Deu. 10. 18.,Deuteronomy 10.18,,Deu. 10. 18.
1. Sam. 1. 22,1 Samuel 1.22,,1. Sam. 1. 22
Mat. 4.,Matthew 4,,Mat. 4.
Gen. 27. 11.,Genesis 27.11,,Gen. 27. 11.
1. Sa. 2. 17.,1 Samuel 2.17,,1. Sa. 2. 17.
1. Tim 4. 16,1 Timothy 4.16,,1. Tim 4. 16
Micah. 7.,Micah 7,,Micah. 7.
Act. 5. 3.,Acts 5.3,,Act. 5. 3.
Luk. 10. 16,Luke 10.16,,Luk. 10. 16
Iob 1. 16.,Job 1.16,,Iob 1. 16.
Mat. 10.,Matthew 10,,Mat. 10.
2. Cor. 2. 15.,2 Corinthians 2.15,,2. Cor. 2. 15.
Mar. 8. 25.,Mark 8.25,,Mar. 8. 25.
1. Iohn 4. 1.,1 John 4.1,,1. Iohn 4. 1.
Gen. 1. 2.,Genesis 1.2,,Gen. 1. 2.
Gen. 3. 13.,Genesis 3.13,,Gen. 3. 13.
Act. 8. 31.,Acts 8.31,,Act. 8. 31.
Mat. 2. 2.,Matthew 2.2,,Mat. 2. 2.
Act. 17.,Acts 17,,Act. 17.
Rom. 12. 3.,Romans 12.3,,Rom. 12. 3.
Pro. 4. 27.,Proverbs 4.27,,Pro. 4. 27.
Nu. 33. 55.,Numbers 33.55,,Nu. 33. 55.
Rom. 13. 14.,Romans 13.14,,Rom. 13. 14. Put ye on the Lord Iesus Christ.
Reue. 1. 8.,Revelation 1.8,,Reue. 1. 8.
Ioh. 1. 29.,John 1.29,,Ioh. 1. 29.
Verse 12.,Verse 12,,Verse 12.
Verse 13.,Verse 13,,Verse 13.
Verse 14.,Verse 14,,Verse 14.
Psa. 109. 18,Psalms 109.18,,Psa. 109. 18
1. Cor. 1. 30,1 Corinthians 1.30,,1. Cor. 1. 30
Mat. 11. 20,Matthew 11.20,,Mat. 11. 20
Mar. 10. 21,Mark 10.21,,Mar. 10. 21
Iohn 3. 4.,John 3.4,,Iohn 3. 4.
Gal. 3. 27.,Galatians 3.27,,Gal. 3. 27.
Gen. 37. 29.,Genesis 37.29,,Gen. 37. 29.
Mat. 3. 17.,Matthew 3.17,,Mat. 3. 17.
1. Cor. 11. 3.,1 Corinthians 11.3,,1. Cor. 11. 3.
Ephes. 5. 23.,Ephesians 5.23,,Ephes. 5. 23.
Reu. 3. 4.,Revelation 3.4,,Reu. 3. 4.
Mat. 22. 11,Matthew 22.11,,Mat. 22. 11
Mat. 7. 23.,Matthew 7.23,,Mat. 7. 23.
Luk. 13. 26.,Luke 13.26,,Luk. 13. 26.
Luke. 13. 27,Luke 13.27,,Luke. 13. 27
2. Sa. 10. 4.,2 Samuel 10.4,,2. Sa. 10. 4.
1. Sa. 17. 29,1 Samuel 17.29,,1. Sa. 17. 29
2. Kin. 14. 2.,2 Kings 14.2,,2. Kin. 14. 2.
Ioshu. 9. 4. 5,Joshua 9.4; Joshua 9.5,,Ioshu. 9. 4. 5
Iud. 17. 10.,Jude 17.10,,Iud. 17. 10.
Mat. 11. 8.,Matthew 11.8,,Mat. 11. 8.
Exod. 28. 21,Exodus 28.21,,Exod. 28. 21
Mal. 3. 16.,Malachi 3.16,,Mal. 3. 16.
2. Kings 2. 8,2 Kings 2.8,,2. Kings 2. 8
Deut. 26. 5.,Deuteronomy 26.5,,Deut. 26. 5.
Hest. 6. 11.,Esther 6.11,,Hest. 6. 11.
Mat. 17. 2.,Matthew 17.2,,Mat. 17. 2.
Psal. 136. 1,Psalms 136.1,,Psal. 136. 1
Mat. 5. 14.,Matthew 5.14,,Mat. 5. 14.
Mat. 6. 29.,Matthew 6.29,,Mat. 6. 29.
2. Sa. 1. 14.,2 Samuel 1.14,,2. Sa. 1. 14.
Mat. 22. 12.,Matthew 22.12,,Mat. 22. 12.
Ephes. 6. 11.,Ephesians 6.11,,Ephes. 6. 11.
Rom. 13. 2.,Romans 13.2,,Rom. 13. 2.
Mat. 6. 3.,Matthew 6.3,,Mat. 6. 3.
Iud. 16. 6.,Jude 16.6,,Iud. 16. 6.
Mat. 25. 43,Matthew 25.43,,Mat. 25. 43
Mat. 21. 8.,Matthew 21.8,,Mat. 21. 8.
Gen. 9. 23.,Genesis 9.23,,Gen. 9. 23.
Luke 10. 34,Luke 10.34,,Luke 10. 34
Gen. 3. 1.,Genesis 3.1,,Gen. 3. 1.
Col. 3. 12.,Colossians 3.12,,"This is the Apostles meaning, to put on Christ, as it is vnfolded in Col. 3. 12."
Psal. 32. 1.,Psalms 32.1,,Psal. 32. 1.
Luk. 11. 37.,Luke 11.37,,Luk. 11. 37.
Mat. 8. 34.,Matthew 8.34,,Mat. 8. 34.
Gen. 3. 7. 31,Genesis 3.7; Genesis 3.31,,Gen. 3. 7. 31
2. Sa. 29. 4.,2 Samuel 29.4,,2. Sa. 29. 4.
Iob. 9. 31.,Job 9.31,,Iob. 9. 31.
Esa. 64. 6.,Isaiah 64.6,,Esa. 64. 6.
Gen. 9. 22.,Genesis 9.22,,Gen. 9. 22.
Gen 3. 21.,Genesis 3.21,,Gen 3. 21.
1. Cor. 1. 30.,1 Corinthians 1.30,,1. Cor. 1. 30.
1. Sa. 17. 42.,1 Samuel 17.42,,1. Sa. 17. 42.
Luk 18. 11.,Luke 18.11,,Luk 18. 11.
Verse 12.,Verse 12,,Verse 12.
1. Sam. 5. 8.,1 Samuel 5.8,,1. Sam. 5. 8.
Matt. 2. 21,Matthew 2.21,,Matt. 2. 21
Leu. 19. 15.,Leviticus 19.15,,Leu. 19. 15.
Ioh. 19. 23.,John 19.23,,Ioh. 19. 23.
Iude 3.,Jude 3,,Iude 3.
Reuel. 10. 9.,Revelation 10.9,,Reuel. 10. 9.
Ephe. 3. 30.,Ephesians 3.30,,Ephe. 3. 30.
2. Kin. 2. 13.,2 Kings 2.13,,2. Kin. 2. 13.
Acts. 4. 19.,Acts 4.19,,Acts. 4. 19.
Luk. 1. 69.,Luke 1.69,,Luk. 1. 69.
Iudg. 3. 9.,Judges 3.9,,Iudg. 3. 9.
Luk. 3. 35.,Luke 3.35,,Luk. 3. 35.
Act. 3. 22.,Acts 3.22,,Act. 3. 22.
Heb. 8. 3.,Hebrews 8.3,,Heb. 8. 3.
Mat. 1. 16.,Matthew 1.16,,Mat. 1. 16.
Heb. 1. 8.,Hebrews 1.8,,Heb. 1. 8.
Gal. 3. 17.,Galatians 3.17,,Gal. 3. 17.
Rom. 6. 3.,Romans 6.3,,Rom. 6. 3.
Eph. 4. 22.,Ephesians 4.22,,Eph. 4. 22.
Rom. 12. 2.,Romans 12.2,,Rom. 12. 2.
Iob. 29. 14.,Job 29.14,,Iob. 29. 14.
1. Cor. 10. 16,1 Corinthians 10.16,,1. Cor. 10. 16
Phil. 3. 21.,Philippians 3.21,,Phil. 3. 21.
1. Cor. 15. 49,1 Corinthians 15.49,,1. Cor. 15. 49 ▪
Gen. 27. 15.,Genesis 27.15,,Gen. 27. 15.
Iohn 3. 16.,John 3.16,,Iohn 3. 16.
Rom. 13. 13.,Romans 13.13,,"Rom. 13. 13. Let vs walke honestly, as in the day, not in gluttonie and dronkennesse, neither in chambering and wantonnesse, nor in strife and enuying, &c."
Prouerbs 27.,Proverbs 27,,"Fire is cruell, wrath is raging: but who can stand before enuie? Prouerbs 27."
Ephes. 5. 26.,Ephesians 5.26,,"If thou canst not forgiue him that dooth offend thee, thou prayest against thy selfe, and askest vengeance vpon thee, therefore the Apostle exhorteth thee not to let the Sunne go downe vpon thy wrath, Ephes. 5. 26. Charitie enuieth not (saith Paul) therefore see thou haue charitie, lest thou bee counted an enuious person."
Dan. 4. 26.,Daniel 4.26,,"so I would this lesson, when we haue plentie of all things, and are full, had deepe impression in our hear is that we forget it not, Fall not out by the waye. FINIS. THE PRIDE OF Nabuchadnezzar. Dan. 4. 26."
DAN. 4. 28. &c.,Daniel 4.28,,"Therefore once agayne let this bee in stead of Daniels warning, if God did take so straight account of Nabuchadnezzar how he had profited by his dreame, what account will hee take of vs how we haue profited by Nabuchadnezzars punishment? Here I ende. THE FALL OF KING Nabuchadnezzar. DAN. 4. 28. &c."
Mat. 24. 2.,Matthew 24.2,,Mat. 24. 2.
Psal. 127. 1,Psalms 127.1,,Psal. 127. 1
2. Kin. 4. 10,2 Kings 4.10,,2. Kin. 4. 10
1 Kin 13. 4,1 Kings 13.4,,1 Kin 13. 4
Gen. 19. 24.,Genesis 19.24,,Gen. 19. 24.
Act. 12. 23.,Acts 12.23,,Act. 12. 23.
Nu. 11. 33.,Numbers 11.33,,Nū. 11. 33.
Nu. 22. 22.,Numbers 22.22,,Nū. 22. 22.
Act. 12. 23.,Acts 12.23,,Act. 12. 23.
1. Kin. 13. 4,1 Kings 13.4,,1. Kin. 13. 4
Gen 4.,Genesis 4,,Gen 4.
Reu. 3. 15.,Revelation 3.15,,Reu. 3. 15.
Psalm. 37. ver. 2.,Psalms 37.2,,"for Iudas could not goe so closely about his trechery, but that Christ did know when the thought entred into his hart, and heard when he conferred also with the Scribes, and saw likewise when he tooke the bribe, though he kept a time to punish him, as he saith Psalm. 37. ver. 2. When I see a conuenient time, then wil I execute iudgement."
Gen. 4. 12.,Genesis 4.12,,Gen. 4. 12.
Gen. 4. 12.,Genesis 4.12,,Gen. 4. 12.
1. Sa. 16. 14,1 Samuel 16.14,,1. Sa. 16. 14
Dan. 5. 6.,Daniel 5.6,,Dan. 5. 6.
Hest. 7. 10.,Esther 7.10,,Hest. 7. 10.
Luk. 16. 23.,Luke 16.23,,Luk. 16. 23.
Gen. 19. 26.,Genesis 19.26,,Gen. 19. 26.
Iosua. 7. 26.,Joshua 7.26,,Iosua. 7. 26.
Dan. 4. 31. &c.,Daniel 4.31,,"but the time will preuent me to speak of his restitution, therefore here I ende. FINIS. THE RESTITVTION OF NABVCHADNEZZAR. Dan. 4. 31. &c."
Psal 115. 1,Psalms 115.1,,Psal 115. 1
Psal. 14 1.,Psalms 14.1,,Psal. 14 1.
Numb. 21. 8:,Numbers 21.8,,"Therefore as the Iewes looked vp to the brasen Serpent, which was a figure of Christ, when they would bee healed, Numb. 21. 8: so all that woulde recouer that which they haue lost, or obtaine that which they want, Nabuchadnezzar doth teach them here to lift vp their eyes to heauen, from whence (sayth Christ) commeth euerie blessing of man."
Gen. 3. 14.,Genesis 3.14,,Gen. 3. 14.
Psal. 25. 1.; Iohn 4.,Psalms 25.1; John 4,,"Psal. 25. 1. it is in vain to lift vp eies, or hands, or voice, as the hypocrits doe, because he which is a spirite, will be worshipped in spirite. Iohn 4."
Luke 11. 46.,Luke 11.46,,"Luke 11. 46. As for the Infidels and Idolaters, they haue no heartie seruice, but their religion is like an occupation, which is done with the body."
1. King. 18. 28. &; Act. 19. 28.,1 Kings 18.28; Acts 19.28,,"For when we reade of the sacrifice or prayers of the Idolaters and Infidels, we doe not find, that they lifte vp their hearts to their Idols, but their hands, or their eyes, or their voyce, as the Baalites roared to Baal, 1. King. 18. 28. and the Marriners cryed to their Seagods, 1. Ionas. 5. and the Ephesians showted to Diana, Act. 19. 28."
Pro. 23. 26.,Proverbs 23.26,,"Pro. 23. 26. Therefore now Nabuchadnezzar lifts vp his heart to God, shewing that he had learned that lesson which GOD gaue him 7. years to study, that The most high beareth rule ouer the sonnes of men, &c."
Gen. 8. 21.,Genesis 8.21,,"As when he repented himselfe, and sayd, I wil drown the earth no more, Gen. 8. 21. so I wil chase Nabuchadnezzar no more:"
"Psal. 136. 1, 2.",Psalms 136.1; Psalms 136.2,,"Psal. 136. 1, 2. But his anger is compared to the clouds, because it lasteth but a season, whome he loueth hee loueth to the ende, but whome hee scourgeth hee scourgeth to repent;"
Psalme 32. 9.,Psalms 32.9,,Psalme 32. 9. counting them which are voide of vnderstanding to better then horse and mule.
Samuel 10. 9.,Samuel 10.9,,"as he was wont to put on one roabe after another when hee was a King, so when GOD would make him a king againe, first hee puts vpon him the roabe of vnderstanding as it were the foundation of a king, like the principall spirit which came vpon Saul, the first of Samuel 10. 9."
1. King. 1. 34.,1 Kings 1.34,,"so gloriously he rose againe like the Sunne, with a triumph of his restitution, & welcome of his subiects, like the shoute which went before Salomon. 1. King. 1. 34."
Prou. 16. 17.,Proverbs 16.17,,"that which Salomon sayth in Prou. 16. 17. When the wayes of a man please the Lord, he will make all his enemies at peace with him:"
1. PET. 5. 5.,1 Peter 5.5,,"A DISSWASION FROM PRIDE, AND AN exhortation to Humilitie. 1. PET. 5. 5. God resisteth the proud, and giueth grace to the humble."
Prou. 13. 10.,Proverbs 13.10,,"to which Salomon giueth witnes, Prou. 13. 10. saying, Onely by pryde man maketh contention:"
Gen. 13. 9.,Genesis 13.9,,Gen. 13. 9.
Gen. 3.,Genesis 3,,Gen. 3.
1. Kin. 2. 36,1 Kings 2.36,,1. Kin. 2. 36
Pro. 3. 32.,Proverbs 3.32,,Pro. 3. 32.
Psal. 25.,Psalms 25,,Psal. 25.
Psal. vers. 4.,Psalms 4,,"as wee read of Dauid and Iohn Baptist, according to that in the first Psal. vers. 4. All things which hee doth shall prosper:"
Psal. 1. 4.,Psalms 1.4,,Psal. 1. 4.
Iames 4. 6.,James 4.6,,"This sentence is repeated againe, Iames 4. 6. the like sentence to this is in Prouerbes 3. 34. where he sayth, with the Scornefull he scorneth:"
Iames. 1. 6.,James 1.6,,Iames. 1. 6.
