Phrase,Citations,Outliers,Text
1 Sam. 2. 3•,1 Samuel 2,['1 Samuel 2.3•'],1 Sam. 2. 3•
Act. 21. 1•,Acts 21,['Acts 21.1•'],Act. 21. 1•
Prov. 30. •,Proverbs 30,['Proverbs 30.•'],Prov. 30. •
Eccles. 5. •,Ecclesiastes 5,['Ecclesiastes 5.•'],Eccles. 5. •
Zach. 4. •.,Zechariah 4,['Zechariah 4.•'],Zach. 4. •.
John 16. 2•.,John 16,['John 16.2•'],John 16. 2•.
Hosea 13: 9•,Hosea 13,['Hosea 13.9•'],Hosea 13: 9•
"Gall: 5.; Iames 3. 14, 15•",Galatians 5; James 3.14,['James 3.15•'],"Gall: 5. Iames 3. 14, 15•"
Iob 27: Ch•p: 19: 9:,Job 27,['Job 27.•p.19.9'],Iob 27: Ch•p: 19: 9:
Phil. 3. 2•.,Philippians 3,['Philippians 3.2•'],Phil. 3. 2•.
Rom. 11. 32•,Romans 11,['Romans 11.32•'],Rom. 11. 32•
Isaiah 45: 22•,Isaiah 45,['Isaiah 45.22•'],Isaiah 45: 22•
Iohn 8: 4•:,John 8,['John 8.4•'],Iohn 8: 4•:
Iohn 9: 31; Iohn 8. 3•; 2 Cor. 5: 17:; Titns 3: 5,John 9.31; John 8; 2 Corinthians 5.17; Titus 3.5,['John 8.3•'],Iohn 9: 31 Iohn 8. 3• 2 Cor. 5: 17: Titns 3: 5
Isa. 43. •.,Isaiah 43,['Isaiah 43.•'],"Christ is a King, and there's no King but Christ. , Isa. 43. •. I am the Lord, and beside me there is no Saviour."
1 Joh. 5. •.,1 John 5,['1 John 5.•'],1 Joh. 5. •.
"2 Sam. 16.7, 8.; Mat. 27.39, &c,; Luk. 23.39.",2 Samuel 16.7; 2 Samuel 16.8; Matthew 27.39; Luke 23.39,['Matthew '],"The Lord hath returned upon thee all the blood of the house of Saul, &c. 2 Sam. 16.7, 8. Thus also was our Saviour dealt with by his adversaries, when he was crucified ▪ they powred forth their venome upon him. reviling hi• all they could. See Mat. 27.39, &c, Luk. 23.39."
"2 Chron. 28.23, 2•.",2 Chronicles 28.23,['2 Chronicles 28.2•'],"who (his faith not fixed in the living God of Israel ) feared his approaching fall, and hoping to establish his throne, built Altars to the gods of Damascus; as we see, 2 Chron. 28.23, 2•."
1 Sam. 15. 1•.,1 Samuel 15,['1 Samuel 15.1•'],"What meaneth the bleating of the sheepe in mine eares, and the lowing of the oxen which I heare? 1 Sam. 15. 1•."
1 Cor. 11. •,1 Corinthians 11,['1 Corinthians 11.•'],1 Cor. 11. •
"Dan. 2.33, &c & 7.3. &c.",Daniel 2.33; Daniel 7.3,['Daniel '],"2. Dan. 2.33, &c and 7.3. &c."
Gen. 18. ◊,Genesis 18,['Genesis 18.◊'],Gen. 18. 〈 ◊ 〉.
Act. 19. •.,Acts 19,['Acts 19.•'],Act. 19. •.
"Colos. 3.1, 9, 10.; Ephes 4. 2•.",Colossians 3.1; Colossians 3.9; Colossians 3.10; Ephesians 4,['Ephesians 4.2•'],"Colos. 3.1, 9, 10. Ephes 4. 2•. siquidem Regeneratio, quod ipsum etiam nomen, declarat, alterius vitae initium est. Basil. lib. de spiritu sanct. cap. 15. Renovatur quod finitum est, protelatur quod adhuc durat Digest. de damno infecto. L. Dies."
"(Matth 28.19. —; Cor. 10.2.); Exod. 14.31.; 1 Cor. 1.13, 15.; Matth. 28.19.; 1 Cor. 1.13.; Rom. 7.23, 24.; Ephes. 6.10, 1i, &c.",Matthew 28.19; Corinthians 10.2; Exodus 14.31; 1 Corinthians 1.13; 1 Corinthians 1.15; 1 Corinthians 1.13; Romans 7.23; Romans 7.24; Ephesians 6.10; Ephesians 6.,['Ephesians 6.1i'],"Ipse vos tinguet, pro eo quod est, per ipsum tinguemini, vel in ipsum. Tertullian: de Bapt. cap. 11. pa. 260. Cùm locutio haec (Matth 28.19. — ) varias habeat ex Hebraismo significationes, eam ex his praeferendam arbitror, quae Baptismo maximè propria est. Est autem Baptizari in aliquem vel in ejus Nomen, se ei auctorare atque devovere & de ejus Nomine appellari velle. Paulus (i Cor. 10.2.) , respiciens illud Exod. 14.31. Crediderunt in Deum & Mosem servum ejus, id est Mosi tanquam Dei Ministro cum bona fiducia regendos se commisere. Sic Paulus neg•t quenquam baptizatum in suum Nomen, 1 Cor. 1.13, 15. hoc est, sibi velut novi dogmatis auctori mancipatum. Maimonides de bello capta, baptizet eam in nomen proselytarum, id est in eam religionem quam profitentur proselytae. H. Grotius, annot. ad Matth. 28.19. And Estius saw as much, though fettered with the forms of his own way. Probabilis expositio est In Nomine id est in virtute: Nam saepe in sacris literis Nomen significat virtutem seu potentiam, &c. Verùm quia in Graeco est , videri posset hic sensus, Baptizantes eos in nomen patris, id est, Baptizando eos incorporantes & asscribentes numero fidelium eorum qui fidem S. S. Trinitatis profitentur, vide Jansenium; & nostra in 4. dist. 3. Estius ubi supra. And so Bishop Lake brings about his In the name, though how to fit that sense with those words let himself see. In Nomine Trinitatis, is to baptize unto their service, and to dedicate to them, saith he in the place before: The original has . And therefore the Ministration of Baptisme is accompanied with Abrenunciation, Those that are baptized renounce the Devil and all his works, the pomps and vanities of the world, &c. They devote themselves unto God, to believe the Articles of the creed, and obey the ten Commandements. Quibus scilicet verbis, Patris, & fillii, & spiritus sancti confessionem edocemur. Jo, Damascen. de fide orthod. lib. 4. cap. 10. Jubet ut in universum terrarum orbem effundantur (Apostoli) compendiariam quae per Baptisma fieret doctrinam indigitans. Chrysost. tom. 1. in N. Testam. pa. 928. upon this pastoral commission. Est enim Baptismus sacramentum initiationis, quo in ecclesiae visibilis cooptamur societatem, ut inter filios Dei, ab illis censeamur, &c. Piscator. Aphor. loc. 24. sect. 4. from Calvin: Institut. lib. 4. cap. 15. sect. 1. And so the later Helvetian. Confession, chap. 20. A parte nostra sacramentum est spiritualis militiae, quo perpetuum illi (Christo) pollicemur obsequium. Calvin. in 1 Cor. 1.13. Damus enim ei Nomen in cujus Nomen baptizamur. ib. To be baptized in the name of Christ is to be inrolled, entred, and received into the Covenant and family, and so into the inheritance of the Sons of God. Confess. Helvet. poster. cap. eod. we are billed Souldiers for the holy warfare, that all our lives long we should fight, &c. ib. see Rom. 7.23, 24. Ephes. 6.10, 1i, &c. We are received by Baptisme into the number of those Souldiers, who by the good guiding of Christ do through all their life exercise a warfare against the world, Sathan and the flesh. Declarat. of the former Helvetian confession, and to that sense Pet. Ram. de religione Christian. lib. 4. cap. 3. . Cyrill. Hieros. Cateches. 3. pa. 16. to those were to be baptized."
Mat. 19. 1•.,Matthew 19,['Matthew 19.1•'],Mat. 19. 1•.
Phil. 3. 1•.,Philippians 3,['Philippians 3.1•'],Phil. 3. 1•.
Mic. 7. •,Micah 7,['Micah 7.•'],Mic. 7. •
Dan. 4. ◊,Daniel 4,['Daniel 4.◊'],"He is as free to deal with a Nebuchadnezzar, Dan. 4. 〈 ◊ 〉 with a Lazarus."
Exod. 19. •.; Jer. 31.9.; Rom. 8.27.; Malach. 8.17.,Exodus 19; Jeremiah 31.9; Romans 8.27; Malachi 8.17,['Exodus 19.•'],Magnifying the Saints. Exod. 19. •. Jer. 31.9. Rom. 8.27. Malach. 8.17.
Jam. 3. 1•,James 3,['James 3.1•'],Jam. 3. 1•
Matth. 2. •.,Matthew 2,['Matthew 2.•'],"the Text sayes, he was troubled, Matth. 2. •. fear and shame, and grief, and vexation, and all his affections, they were all up in arms, and would not let him be quiet:"
Mat. 22 1•.,Matthew 22,['Matthew 22 1•'],Mat. 22 1•.
Isay 12. •. 5. 6.,Isaiah 12,['Isaiah 12.•.5.6'],"Cry out and Shout, ô Inhabitant of Sion, (all that dwell in England this day, Shout for joy) for great is the holy one of Israel in the midst of thee, Isay 12. •. 5. 6. Prayse thy great God, ô England, for great is he in the midst of thee, Prayse to his name perpetually."
Rom. 3. vers. •. 2.,Romans 3,['Romans 3.•.2'],"Much every way, chiefly because unto them were committed the Oracles of God, Rom. 3. vers. •. 2."
Act. 6. vers. •.,Acts 6,['Acts 6.•'],"Diodati, which agree with what we read in Act. 6. vers. •. Look ye out among you s•ven men of honest report, full of the holy Ghost, and wisdom, whom we may appoint over this business."
2 Cor. 6. 1•.,2 Corinthians 6,['2 Corinthians 6.1•'],2 Cor. 6. 1•.
Phil. 3.19.; James 3. 1•.,Philippians 3.19; James 3,['James 3.1•'],Phil. 3.19. James 3. 1•.
Judges 2 Ch•on. 19.7.,Judges 2,['Judges 2 •on.19.7'],Therefore is this Jehoshaphats first direction to his Judges 2 Ch•on. 19.7.
2 Pet. 1. 4•.; Exod. 20. 6.,2 Peter 1; Exodus 20.6,['2 Peter 1.4•'],2 Pet. 1. 4•. Exod. 20. 6.
Heb. 2. 1•.,Hebrews 2,['Hebrews 2.1•'],Heb. 2. 1•.
Luk. 23. 2•.,Luke 23,['Luke 23.2•'],Luk. 23. 2•.
Eccl. 9.16. &; 2 Sam: 20.16. &c:,Ecclesiastes 9.16; 2 Samuel 20.16,['2 Samuel '],9.18. One such wise man may be a means to deliver a City. Eccl. 9.16. and upon that accompt ought to be honoured. Yea 2 Sam: 20.16. &c:
Act. 16.15. & 18.8.) &,Acts 16.15,['Acts 18.8.)'],Did not S. Paul baptize whole housholds? ( Act. 16.15. and 18.8.) and were not the Infants part of the Houshold?
Iames 2.17.; Gal. 5.6.; Heb. 13.16.; Mat. 5. 1•.,James 2.17; Galatians 5.6; Hebrews 13.16; Matthew 5,['Matthew 5.1•'],Iames 2.17. Gal. 5.6. Heb. 13.16. Mat. 5. 1•.
Rom. 2. •,Romans 2,['Romans 2.•'],11 Rom. 2. •
Ioh. 1. •. 5.7.11.20.,John 1,['John 1.•.5.7.11.20'],Ioh. 1. •. 5.7.11.20.
Act 26. 2•.,Acts 26,['Acts 26.2•'],Act 26. 2•.
"Luk. 1 6•, 70.",Luke 70,['Luke 6•'],"Luk. 1 ▪ 6•, 70."
Rev. 4. 1•.,Revelation 4,['Revelation 4.1•'],Rev. 4. 1•.
ep. 23. •,Epistle 23,['Epistle 23.•'],Nolo tibi unquam de esse laetitiam. Sen. ep. 23. • Thess. 5.16.
Gen. 3. 1•.,Genesis 3,['Genesis 3.1•'],Gen. 3. 1•.
Psal. 138 •.,Psalms 138,['Psalms 138 •'],Psal. 138 ▪ •.
Ephes. 1. 1•.,Ephesians 1,['Ephesians 1.1•'],Ephes. 1. 1•.
1. Pet. 2. 2•.,1 Peter 2,['1 Peter 2.2•'],1. Pet. 2. 2•.
Heb. 7 2•.,Hebrews 7,['Hebrews 7 2•'],Heb. 7 2•.
Rom. 14. 1•.,Romans 14,['Romans 14.1•'],Rom. 14. 1•.
Numb. 23.19.; Heb. 6. 1•.,Numbers 23.19; Hebrews 6,['Hebrews 6.1•'],Magnâ verbo•um vehementiae prop situm urget. Fer. Numb. 23.19. Heb. 6. 1•.
Rom. 3 2•,Romans 3,['Romans 3 2•'],Rom. 3 2• ▪
1 Pet. 2. •.,1 Peter 2,['1 Peter 2.•'],1 Pet. 2. •.
Psal. 119. 10•.,Psalms 119,['Psalms 119.10•'],Psal. 119. 10•.
Exod. 6 •,Exodus 6,['Exodus 6 •'],Exod. 6 ▪ •
Ezek 18. •.,Ezekiel 18,['Ezekiel 18.•'],Ezek 18. •.
Psal. 85. 1•.,Psalms 85,['Psalms 85.1•'],Psal. 85. 1•.
Gen. 2. 1•.,Genesis 2,['Genesis 2.1•'],Gen. 2. 1•.
Isai. 2. ◊,Isaiah 2,['Isaiah 2.◊'],Isai. 2. 〈 ◊ 〉.
Job. 11. 2•.,Job 11,['Job 11.2•'],Job. 11. 2•.
Ester. 10. •.,Esther 10,['Esther 10.•'],Ester. 10. •.
Rom. 8. 17.; 2 Tim. 2. 1•.,Romans 8.17; 2 Timothy 2,['2 Timothy 2.1•'],Rom. 8. 17. 2 Tim. 2. 1•.
Act. 14. 2•.,Acts 14,['Acts 14.2•'],Act. 14. 2•.
Joh. 11. 4•.,John 11,['John 11.4•'],Joh. 11. 4•.
John. 12. ◊,John 12,['John 12.◊'],John. 12. 〈 ◊ 〉
2 Sam. 16. 9•,2 Samuel 16,['2 Samuel 16.9•'],2 Sam. 16. 9• …
"Psal. 89. 29, &c,",Psalms 89.29,['Psalms '],"The like Covenant was renewed with Davids Line, in the same Tenor. Psal. 89. 29, &c, His Seed will I make to endure for ever;"
Isa. 6. ◊,Isaiah 6,['Isaiah 6.◊'],Isa. 6. 〈 ◊ 〉
Cant. 7. 1•.,Canticles 7,['Canticles 7.1•'],Cant. 7. 1•.
Joh. 21. 1•.,John 21,['John 21.1•'],Joh. 21. 1•.
Act. 3. 2•.,Acts 3,['Acts 3.2•'],Act. 3. 2•.
Phil. 1. 6•,Philippians 1,['Philippians 1.6•'],Phil. 1. 6•
2 Chro. 20. 1•.,2 Chronicles 20,['2 Chronicles 20.1•'],2 Chro. 20. 1•.
Psal. 138. • 8.,Psalms 138,['Psalms 138.• 8'],Psal. 138. • 8.
Matt. 21. 3•.,Matthew 21,['Matthew 21.3•'],"when you shall hear these effectually called, and you remain uncalled; thi• shall greatly increase your sin and damnation. Matt. 21. 3•. John came to you in the way of righteousnesse, and y•• believed him not ; (that is, they were not called by his Ministry) what then?"
Isa. 33. 2•.,Isaiah 33,['Isaiah 33.2•'],"You have a remarkable phrase, Isa. 33. 2•. The Inhabitants of Sion shall not say, I am sick, the people that dwel therein, shall be forgiven their iniquity. A strange passage;"
Psal. 69. 2•.,Psalms 69,['Psalms 69.2•'],"As David prayed against the Jewes, Psal. 69. 2•. that their table might be a snare to them, and that they should alway bow down under their prayes which was a prophecie, and they did so. And so he burden:"
Mat. 18. •.,Matthew 18,['Matthew 18.•'],"Regnum Dei significatstatum, & conditionem Ecclesiae, quae propriè Christiana •c•tur. Camero in Mat. 18. •."
Numb. 16. 3•.,Numbers 16,['Numbers 16.3•'],"Numb. 16. 3•. The earth opens her mouth to swallow up Korah, Dathan and Abiram."
"Ezek: 16. 2, 3, 4. &c:; Rom: 7. 4, 5. &c: & 6. 17, 18.; Tit: 3. 3.",Ezekiel 16.2; Ezekiel 16.3; Ezekiel 16.4; Romans 7.4; Romans 7.5; Romans 6.17; Romans 6.18; Titus 3.3,['Ezekiel ']; ['Romans '],"But certeyn it is, the time was when the Elect were in a state of sin, of misery, of curse, as the Scriptures do abundantly testifie, Ezek: 16. 2, 3, 4. &c: Rom: 7. 4, 5. &c: & 6. 17, 18. Tit: 3. 3."
"1 Iohn 2. 3, 4, 29. & 3. 7, 10, 14.; James 2. 14. &c:",1 John 2.3; 1 John 2.4; 1 John 2.29; 1 John 3.7; 1 John 3.10; 1 John 3.14; James 2.14,['James '],"witness 1 Iohn 2. 3, 4, 29. & 3. 7, 10, 14. James 2. 14. &c: For example, by love to the bretheren, wee know wee are translated from death to life, and so are Iustified;"
Psal. 119. 12•,Psalms 119,['Psalms 119.12•'],"nor do they bel• … eve the threatning, • … or then they d• … rst not so securely continue in sin, but would surely tremble & be afraid because of them; as Psal. 119. 12• …."
"Psal. 131. 1, 2.; Eph. 3. 8.; 1 Tim: 1. 15.; 1 Cor: 15. 9.; Math: 8. ◊",Psalms 131.1; Psalms 131.2; Ephesians 3.8; 1 Timothy 1.15; 1 Corinthians 15.9; Matthew 8,['Matthew 8.◊'],"Look at them that have been most eminent in faith, as David, Paul, the Centurion, the woman of Canaan, and we shall find they have ever been low-thoughted of themselves; Psal. 131. 1, 2. Eph. 3. 8. 1 Tim: 1. 15. 1 Cor: 15. 9. Math: 8. 〈 ◊ 〉."
Heb: 11. 8. &c: &,Hebrews 11.8,['Hebrews '],"13. 10.) that where there is this faith, there can not but be obedience to all the will of God, Heb: 11. 8. &c: and the more faith the more obedience, and the more good works;"
"Act. 5. 30, 31. & 3. 13 21.",Acts 5.30; Acts 5.31,['Acts 3.13 21'],"And whom the Heaven must receive till the restitution of all things, Act. 5. 30, 31. & 3. 13 ▪ 21."
"Jer. 3. 1. 12 14. & 4. 1, 2.; Hose. 14.; Mich. 7. 18, 19, 20.; Eph. 2. 1 4. 5-7, &c.",Jeremiah 4.1; Jeremiah 4.2; Hosea 14; Micah 7.18; Micah 7.19; Micah 7.20; Ephesians 2.1 4; Ephesians 2.5-7; Ephesians 2.,['Jeremiah 3.1.12 14'],"Jer. 3. 1. 12 14. & 4. 1, 2. Hose. 14. Mich. 7. 18, 19, 20. Eph. 2. 1 4. 5-7, &c."
"Act. 2. 22-36. & 3. 14-21. & 4. 10-12. & 5. 30-32. & 13. 23-37. 38. 39.; Rom. 1. 1-5. & 4. 24. 24. & 10. 9.; 1 Cor. 15. 1. 15.; 2 Cor. 4. 14.; 2 Tim. 2 8-19.; Hebr. 1. 3. & 4. 14. & 7. 23, &c. & 8. 1 - 6. & 9. 11 - 14. 13 - 28. & 10. 1 - 12. & 13. 20.; 1 Pet. 1. 21.",Acts 2.22; Acts 2.23; Acts 2.24; Acts 2.25; Acts 2.26; Acts 2.27; Acts 2.28; Acts 2.29; Acts 2.30; Acts 2.31; Acts 2.32; Acts 2.33; Acts 2.34; Acts 2.35; Acts 2.36; Acts 3.14; Acts 3.15; Acts 3.16; Acts 3.17; Acts 3.18; Acts 3.19; Acts 3.20; Acts 3.21; Acts 4.10; Acts 4.11; Acts 4.12; Acts 5.30; Acts 5.31; Acts 5.32; Romans 1.1; Romans 1.2; Romans 1.3; Romans 1.4; Romans 1.5; Romans 4.24; Romans 4.24; Romans 10.9; 1 Corinthians 15.1; 1 Corinthians 15.15; 2 Corinthians 4.14; 2 Timothy 219; Hebrews 1.3; Hebrews 4.14; Hebrews 7.23; Hebrews 8.1; Hebrews 8.2; Hebrews 8.3; Hebrews 8.4; Hebrews 8.5; Hebrews 8.6; Hebrews 10.1; Hebrews 10.2; Hebrews 10.3; Hebrews 10.4; Hebrews 10.5; Hebrews 10.6; Hebrews 10.7; Hebrews 10.8; Hebrews 10.9; Hebrews 10.10; Hebrews 10.11; Hebrews 10.12; Hebrews 13.20; 1 Peter 1.21,"['2 Timothy 2 8-19', '2 Timothy 2 8']","And from hence do evidence, repentance, and remission of sins to be therefore preached to us, through this man, and in his name; as Act. 2. 22-36. & 3. 14-21. & 4. 10-12. & 5. 30-32. & 13. 23-37. 38. 39. Rom. 1. 1-5. & 4. 24. 24. & 10. 9. 1 Cor. 15. 1. 15. 2 Cor. 4. 14. with ch. 5. 1-10. 2 Tim. 2 8-19. Hebr. 1. 3. & 4. 14. & 7. 23, &c. & 8. 1 - 6. & 9. 11 - 14. 13 - 28. & 10. 1 - 12. & 13. 20. 1 Pet. 1. 21. 2 The persons for whom, or in whose stead, and for whose offences he was delivered to death, are every of them whose nature he took, even every man, Adam;"
"Joh. 6. 41, 42, 43, 44. & 12. 34 35; Rom. 2. 21, 22, 23.; 1 Cor. 1. 21, 22, 23.; 1 Tim. 6. 20, 21.",John 6.41; John 6.42; John 6.43; John 6.44; Romans 2.21; Romans 2.22; Romans 2.23; 1 Corinthians 1.21; 1 Corinthians 1.22; 1 Corinthians 1.23; 1 Timothy 6.20; 1 Timothy 6.21,['John 12.34 35'],"And so keep out the light of his knowledge, and themselves from acknowledging, or understanding the truth of his sayings. Joh. 6. 41, 42, 43, 44. & 12. 34 ▪ 35 ▪ Rom. 2. 21, 22, 23. 1 Cor. 1. 21, 22, 23. 1 Tim. 6. 20, 21. Others when convinced of truth, yet still seeking after wisedome in themselves to find out, and comprehend the truth of Gods sayings, by their Imaginations, or by the same wisedome, and reason of man, with which before they did, or others yet do oppose it;"
Math. 25. 31. 32 41 46.; Mark. 3. 29. & 9. 43 46.,Matthew 25.31; Mark 3.29,['Mark 9.43 46'],"Math. 25. 31. 32 41 46. Mark. 3. 29. & 9. 43 46. They shall be for ever utterly separated from his face and presence, and without any mixture of mercy suffer in soule and body for ever the utmost vengeance and torment that is the proper wages of, and belongs to him to repay, for their treading under foote the son of God, counting an unholy thing the bloud of the covenant, wherewith they were sanctified, and offering despite unto the spirit of grace, according to the severall degrees of their indignities, and evill works of this nature;"
Psal. 112. 8. & 58. 10 11; Revel. 14. 10. 11.,Psalms 112.8; Revelation 14.10; Revelation 14.11,['Psalms 58.10 11'],"The righteous shall in all this see their desire on their enemies, yea he shall rejoyce when he seeth the vengeance, and the snfoake of their torment ascending up for ever and for ever, and that they have no rest day, nor night Psal. 112. 8. & 58. 10 ▪ 11 ▪ Revel. 14. 10. 11. with ch. 19 2. 3. For they shall then have no more pitty, or bowels of mercy and compassion towards these, as sometimes they had, while the compassions of God was towards them, now to have pitty or compassion towards them would be a misery, seeing there is no more in God towards them, and so no hope for them, but this shall be part of their glory and song;"
"Psal. 40. 6 - 9.; Hebr. 10, 5 - 12.; Joh. 17. 4.",Psalms 40.6; Psalms 40.7; Psalms 40.8; Psalms 40.9; Hebrews 10; Hebrews 5; Hebrews 6; Hebrews 7; Hebrews 8; Hebrews 9; Hebrews 10; Hebrews 11; Hebrews 12; John 17.4,['Hebrews -'],"2 He is perfectly so in what he hath undertaken, and done for men in that Body prepared for him in mans Nature, he hath perfectly and voluntarily fulfilled that will of the Father he came to doe, as to the works to be finished in his own Body on the earth, Psal. 40. 6 - 9. Hebr. 10, 5 - 12. Joh. 17. 4. He humbled himself, and became obedient to death, even the death of the Cross."
"Isa. 55. 3, 4, 5, 6. & 45. 22 24, 25.; Rom. 9. 30. &; Rom. 3. 25, 26. & 4. 3 6.; Heb. 10. 19-22.; 1 Pet. 1. 18-22.",Isaiah 55.3; Isaiah 55.4; Isaiah 55.5; Isaiah 55.6; Isaiah 45.22 24; Isaiah 45.25; Romans 9.30; Romans 3.25; Romans 3.26; Hebrews 10.19; Hebrews 10.20; Hebrews 10.21; Hebrews 10.22; 1 Peter 1.18; 1 Peter 1.19; 1 Peter 1.20; 1 Peter 1.21; 1 Peter 1.22,['Romans 4.3 6'],"that seek the Lord for righteousnesse and strength, that through his Name beleeving in him, seek righteousnesse by faith in Jesus, as Isa. 55. 3, 4, 5, 6. & 45. 22 ▪ 24, 25. Rom. 9. 30. and as before is shewed by the Scriptures, On them comes that blessednesse of Gods not imputing former iniquities, but imputing righteousnesse without works, Rom. 3. 25, 26. & 4. 3 ▪ 6. yea they through the understanding and faith of Jesus, have their hearts sprinkled from an evil Conscience, and their whole man in all their actings, and conversation, therein continually washed with that pure water of the love of God, through the blond of Christ shed abroad in their heart, Heb. 10. 19-22. 1 Pet. 1. 18-22."
Luk. 8. •.,Luke 8,['Luke 8.•'],"Thus Jesus Christ practised, Luk. 8. •. He went, saith the Text, throughout every City an Village, Preaching and shewing the glad-tydings 〈 ◊ 〉 the Kingdom of God:"
Ps. 138. •.,Psalms 138,['Psalms 138.•'],Ps. 138. •.
2 Tim. 4. 1•.,2 Timothy 4,['2 Timothy 4.1•'],2 Tim. 4. 1•.
Cor 1. 1•. 22.,Corinthians 1,['Corinthians 1.1•.22'],Cor 1. 1•. 22.
2 Chron. 29. 3•.,2 Chronicles 29,['2 Chronicles 29.3•'],2 Chron. 29. 3•.
"Gen. 15 9, 1•.",Genesis 9,['Genesis 1•'],"Gen. 15 9, 1•."
Psal. 52. •.,Psalms 52,['Psalms 52.•'],Psal. 52. •.
Exod. 15 •.,Exodus 15,['Exodus 15 •'],Exod. 15 •.
"Ioh. 13, 34, 3•",John 13; John 34,['John 3•'],"Ioh. 13, 34, 3• ▪"
Iohn 17. 2•.,John 17,['John 17.2•'],Iohn 17. 2•.
Isa. 53 •.,Isaiah 53,['Isaiah 53 •'],Isa. 53 •.
Psal. 50. 2•.,Psalms 50,['Psalms 50.2•'],Psal. 50. 2•.
"Psal. 2.1, •",Psalms 2.1,['Psalms 2.•'],"Psal. 2.1, •"
Psal. 12. •,Psalms 12,['Psalms 12.•'],Doore 1 Psal. 12. •
Psalm. 41. ◊; Psalm. 31 7.,Psalms 41; Psalms 31.7,['Psalms 41.◊'],"4. Property, Psalm. 41. 〈 ◊ 〉 Psalm. 31 7."
1 Tim. 4. 1•.,1 Timothy 4,['1 Timothy 4.1•'],1 Tim. 4. 1•.
1 Cor. 2. 1•.,1 Corinthians 2,['1 Corinthians 2.1•'],1 Cor. 2. 1•.
1 John 3. ◊,1 John 3,['1 John 3.◊'],1 John 3. 〈 ◊ 〉.
Isai. 3 ◊,Isaiah 3,['Isaiah 3 ◊'],Isai. 3 〈 ◊ 〉.
Rom. 10 2•.,Romans 10,['Romans 10 2•'],"The Jewes they would perform obedience to the law, and venture their salvation upon that righteousness, Rom. 10 2•."
Tit. 1. 12•,Titus 1,['Titus 1.12•'],"So Paul, Tit. 1. 12• One of your own Prophets have said, the Grecians are lyars, evil beasts, slow-bellies. Mark the manner of speech;"
2 Timoth. 4. ◊,2 Timothy 4,['2 Timothy 4.◊'],"If there be a question whether these words be so meant, See 2 Timoth. 4. 〈 ◊ 〉."
Psal. lxv ◊,Psalms 65,['Psalms 65 ◊'],"Non inter omnes conven•t de A gumento hujus Psalmi, quem affirmat ••zra valde esse excellen•e•. Sim. de Muis in •rg. ad Psal. lxv 〈 ◊ 〉"
Exod. 25. 2•.; 1 Ioh. 2. 2.,Exodus 25; 1 John 2.2,['Exodus 25.2•'],Exod. 25. 2•. with o•. 3. 25. 1 Ioh. 2. 2.
"Psalm 5• 6, 7, •",Psalms 6; Psalms 7,['Psalms •'],"Psalm 5• 6, 7, •"
"Exod. 1. 13 14. & 5. 10, 11.",Exodus 5.10; Exodus 5.11,['Exodus 1.13 14'],"Exod. 1. 13 14. & 5. 10, 11."
1 Pet. 4. 1•.,1 Peter 4,['1 Peter 4.1•'],1 Pet. 4. 1•.
Psal. 73. •.,Psalms 73,['Psalms 73.•'],Psal. 73. •. to 21.
"Psalm 116. •,",Psalms 116,['Psalms 116.•'],"Psalm 116. •,"
Dan. 3. 2•.,Daniel 3,['Daniel 3.2•'],Dan. 3. 2•.
"Iohn 17. 24.; Phil. 1. 23.; Mat. 5. 8. 1; 1 Iohn 3. •.; Mat. 25. 21, 23.",John 17.24; Philippians 1.23; Matthew 5.8; Matthew 5.1; 1 John 3; Matthew 25.21; Matthew 25.23,['1 John 3.•'],"Ph•l. 1. 21. 2 C•r. 5. •, &c Feb. 12. 21, 22. Iohn 17. 24. Phil. 1. 23. Mat. 5. 8. 1 Iohn 3. •. Mat. 25. 21, 23. •salm •6. 11."
Epist. 89. •. 4.,Epistle 89,['Epistle 89.•.4'],August. Epist. 89. •. 4.
Psal. 11. •.,Psalms 11,['Psalms 11.•'],"So that heaven and the Temple seem to interchange names and are put promiscuously for each other, Psal. 11. •. The Lord is in his Holy Temple, the Lords throne is in heaven."
Mark. 7 2•.,Mark 7,['Mark 7 2•'],Mark. 7 2•.
"Job 22. 23, 24, & c.",Job 22.23; Job 22.24,['Job '],"And the Almighty shall be thy choice gold, and silver, and strength unto thee, Job 22. 23, 24, & c."
"Act. 17.28.; Psal. 145.15.; Wisd. 11.24, 25.; Matth. 5.45.; Eccle. 9. 2•",Acts 17.28; Psalms 145.15; Wisdom 11.24; Wisdom 11.25; Matthew 5.45; Ecclesiastes 9,['Ecclesiastes 9.2•'],"Act. 17.28. Psal. 145.15. Wisd. 11.24, 25. Matth. 5.45. Eccle. 9. 2•"
Iam. 3. 3• 5.,James 3,['James 3.3• 5'],"4. If there might be imagined to be any thing in the creature which might move God to the decreeing or appointing of this 〈 ◊ 〉 that, then it would follow that the actings and issues of things h•• not a dependence on the decree of God, contrary to Iam. 3. 3• 5. Then man might have just cause of boasting in himself."
Ioh. 1. 16.); Psal. 133. •.,John 1.16; Psalms 133,['Psalms 133.•'],"That Christ was anointed with the oyl of gladnesse above his fellows, which notes two things. 1. That all the Saints are Chri••s fellows, fellow-heirs, fellow-sufferers, fellow-conquerors &c. 2. That they are anointed with the divine graces that Christ is, only in their measure, (for of Christs fulnesse they receive grace for grace, Ioh. 1. 16.) Psal. 133. •."
