Text,Index,Phrase,Citations
,2428,Iob 38. 22.,Job 38.22
,2428,1 Cor. 7. 3•.,1 Corinthians 7.3•
"For first, all their power can reach but to the bodie, it cannot touch the soul, Mat. 10. 28. 2. They can do no more to our bodies then God hath decreed, and shall give them leave to do, Acts 2. 23. Revel. 2. 10. Luke 8. 3•. Iob 1. 4, 5, 6. 3.",2429,Mat. 10. 28. 2.,Matthew 10.28; Matthew 10.2
,2429,Acts 2. 23.,Acts 2.23
,2429,Revel. 2. 10.,Revelation 2.10
,2429,Luke 8. 3•.,Luke 8.3•
,2429,"Iob 1. 4, 5, 6. 3.",Job 1.4; Job 1.5; Job 6.3
"Phil. 2•, 21. We are Saints and such as make the Lord •u• portion.",2430,"Phil. 2•, 21.",Philippians 2•
"That their doctrine, faith, and grace shall rise in judgment against the unbeliefe and wickednesse of the world and leave them inexcusable. Heb. 11. 7. Mat. 12. 41, 4•. Others thus.",2431,Heb. 11. 7.,Hebrews 11.7
,2431,"Mat. 12. 41, 4•.",Matthew 12.41
"What a bright day will this be, when so many glorious Suns shal shine in the ••rmament together, and 〈 ◊ 〉 all the Sun of righteousnes out•••ning them so much, that the Sun shall 〈 ◊ 〉 but a 〈 ◊ 〉 to him, 2 Thess. 1. 7, 8. 1 Thess. 4 17. Matth. 6. verse 27. Luke 21. 27. Matth. 25. 3•. 〈 ◊ 〉. 15. 16. 3. An unconceivable and unspeakable hor•our and fear shall seize upon all especially upon all wicked men:",2432,"2 Thess. 1. 7, 8.",2 Thessalonians 1.7; 2 Thessalonians 1.8
,2432,1 Thess. 4 17.,1 Thessalonians 4.17
,2432,Luke 21. 27.,Luke 21.27
,2432,Matth. 25. 3•. ◊,Matthew 25.3•.◊
"The terriblenesse of it. 2 Cor. 5. 11. 3 The neernesse of it, at least to every man in particular Rev. 1. •.",2433,2 Cor. 5. 11. 3,2 Corinthians 5.11; 2 Corinthians 5.3
,2433,Rev. 1. •.,Revelation 1.•
"he will not much care for that house which is shortly to be burnt down about his cares. 2 Pet. 3. 1•. 2. It will serve to make us patient under our present troubles to consider that this time will put an end to them Iob 19. 25. 3. It will make us have a •are to keep our Accounts always in a readinesse whilst we are still in expectation of the comming of our Master to call us to 〈 ◊ 〉 account Rom. 14. 12. 4. And finally it will much serve to forward the work of grace, restrain us from evill, and make and keep us good Rom. 14. 10. 12, 13.",2434,2 Pet. 3. 1•. 2.,2 Peter 3.1•.2
,2434,Iob 19. 25. 3.,Job 19.25; Job 19.3
,2434,Rom. 14. 12. 4.,Romans 14.12; Romans 14.4; Romans 14.10; Romans 14.12; Romans 14.13
,2434,"Rom. 14. 10. 12, 13.",
"For we shall all appeare before the judgement S•ate of Christ, so then every one of us shall give an account of himself to God, Let us not therefore judge one another any more &c. Math. 3. •. Who hath forewarned you to fly from the wrath, Gods judgement to come, in this but especially in the next life. 1 Thess. 1. 10. Mat. 23. 23. Acts 3. 19 Amend your lives therefore and 〈 ◊ 〉 that your sins may be put away when the time of refreshing shall come from the presence of the Lord, and he shall send Iesus Christ &c.",2435,Math. 3. •.,Matthew 3.•; Matthew 23.23
,2435,1 Thess. 1. 10.,1 Thessalonians 1.10
,2435,Mat. 23. 23.,Acts 3.19
,2435,Acts 3. 19,
"[ like the fool in the Gospel Luke 12. 〈 ◊ 〉, please thy self in thine own vain concelts and wilfulnes ] walk in the 〈 ◊ 〉 of thine own heart [ pursue thy pleasures and satisfie thy lusts without 〈 ◊ 〉 ] but know that for all these things God will bring thee to Iudgment.",2436,Luke 12. ◊,Luke 12.◊
"That are like to sheep in nature and qualitie. 1. Tractable and meek, that may be easily governed and reduced from their strayings. Psal. 100. 3. Esay. 11. 6. Matt. 5 5. Ephes. 4. 1. 2. 2. Chast. Tit. 2. 5. 3. Innocent. Matt. 10. 16. 4. Patient. Iames 5. 7, 8. 1 Pet. 1. 6. Psal. 40. 〈 ◊ 〉. Esay. 53. 7. 5 Profitable Phil. ver. 11. 6. Temperate Tit. 1. 8. Luke. 21. 24. 1 Peter. 1 6. 7. Sociable and loving.",2437,Psal. 100. 3.,Psalms 100.3; Psalms 40.◊
,2437,Esay. 11. 6.,Isaiah 11.6; Isaiah 53.7; Isaiah 53.5
,2437,Matt. 5 5.,Matthew 5.5; Matthew 10.16; Matthew 10.4
,2437,Ephes. 4. 1. 2. 2.,Ephesians 4.1; Ephesians 4.2; Ephesians 4.2
,2437,Tit. 2. 5. 3.,Titus 2.5; Titus 2.3; Titus 1.8
,2437,Matt. 10. 16. 4.,James 5.7; James 5.8
,2437,"Iames 5. 7, 8.",1 Peter 1.6
,2437,1 Pet. 1. 6.,Philippians 11.6
,2437,Psal. 40. ◊,Luke 21.24
,2437,Esay. 53. 7. 5,
,2437,Phil. ver. 11. 6.,
,2437,Tit. 1. 8.,
,2437,Luke. 21. 24.,
,2437,1 Peter. 1 6. 7.,
"for he, albeit he did then appear in weaknes, and in a mean condition, yet shall he appear the second time with power and great glory, to the admiration of his friends and terrour of his enemies. 2 Thess. 1. 7, 8, 1•. When the Lord Iesus shall shew himself from Heaven with his mighty Angels; Inflaming fire &c.",2438,"2 Thess. 1. 7, 8, 1•.",2 Thessalonians 1.7; 2 Thessalonians 1.8
"And the reward of their works shall be given them. I•say 3. 10. 4. Otherwise the greatest part of the Scripture must be false, and the promises of heaven to the righteous must be of no force, for the Scripture saith there is a Heaven and God hath promised it to the righteous, and it is purchased and prepared for them. Matth. 2 5. 31, 5, 12, 19, 8, 1•, 21. Co•oss. 1. 5. Heb. 10. 34, 5. It is begun here and men have a little taste of it in this life, which is an evidence to them of the full f•u•tion thereof in the life to come.",2439,"Matth. 2 5. 31, 5, 12, 19, 8, 1•, 21.",Matthew 2 5.31; Matthew 2 5.5; Matthew 2 5.12; Matthew 2 5.19; Matthew 2 5.8; Matthew 2 5.21
,2439,"Heb. 10. 34, 5.",Hebrews 10.34; Hebrews 10.5
"There is glorie in this, therefore it is called a glorious inheritance Ephes. 1. 1•.",2440,Ephes. 1. 1•.,Ephesians 1.1•
"Hebr. 12. 22, 2•, 24. But yee are come to the mount Sion the City of the living God, the heavenly Ierusalem, the company of innumerable Angels, the Congregation of the first born written in heaven, to God the Judge of all, to the Spirits of just and perfect men, to Jesus the Mediator of the new Testament, &c. Phil. 2. 1. Psal. 17. v. 15. Rev. 21. v. 3. 22. 33. Mat. 8. 1•. Mat. 13 28. Luke 20. 36. 1 Thes. 4. 13.",2441,"Hebr. 12. 22, 2•, 24.",Hebrews 12.22; Hebrews 12.24
,2441,Phil. 2. 1.,Philippians 2.1
,2441,Psal. 17. v. 15.,Psalms 17.15
,2441,Rev. 21. v. 3. 22. 33.,Revelation 21.3; Revelation 21.22; Revelation 21.33
,2441,Mat. 8. 1•.,['Matthew 8.1•; Matthew 13.28
,2441,Mat. 13 28.,Luke 20.36
,2441,Luke 20. 36.,1 Thessalonians 4.13
,2441,1 Thes. 4. 13.,
what a thing will it be be? will not the work belike the workman? who knoweth the power of his wrath? Psal. 90. vers. 11. And the thunder of his power who call understand? Iob 26. 1•.,2442,Psal. 90. vers. 11.,Psalms 90.11
,2442,Iob 26. 1•.,Job 26.1•
"for it shall be a pa•• of the torment of the damn•• that they shall be compelled to behold the godly placed in heaven and enjoying eternal blisse, and themselves shut out with 〈 ◊ 〉 hope of a b•ter state, Mat. 13. 〈 ◊ 〉 16. 23.",2443,Mat. 13. ◊ 16. 23.,Matthew 13.◊ 16.23
"we must have it still in sight, and therefore still in mind. 3. For the time of enduring this misery, it is everlasting, Mat. 25. 46. These shall go into everlasting pain, and v. 41. everlasting fire, J•de v. 6. Mat. 5. v. 2•. Dan. 12. 2. ••ark 9 43. 2 Thess. 1. 9.",2444,Mat. 25. 46.,Matthew 25.46; Matthew 5.2•
,2444,Mat. 5. v. 2•.,Daniel 12.2
,2444,Dan. 12. 2.,2 Thessalonians 1.9
,2444,2 Thess. 1. 9.,
"Matth. 19. 24. It is easier for a Ca••ll to goe through the eye of an••dle. &c. 3. Trusting to a mans self and his own righteousnesse Rom. 10. 3 Gal. 2. 17. 4 A r•misse and carelesse seeking of it, men will not give enough for it, he that would have heaven must go beyond all men Luke 13. 24. 5. Presumtuous security, whereby a man is content in his present condition, presuming all is well when it is not so, Matth. 25. 43. 44. and v. in the parable of the •ive •••lish virgins.",2445,Matth. 19. 24.,Matthew 19.24; Matthew 25.43; Matthew 25.44
,2445,Rom. 10. 3,Romans 10.3
,2445,Gal. 2. 17. 4,Galatians 2.17; Galatians 2.4
,2445,Luke 13. 24. 5.,Luke 13.24; Luke 13.5
,2445,Matth. 25. 43. 44. & v.,
but he that doth the will of my Father in Heaven: Matth. 7. 2•.,2446,Matth. 7. 2•.,Matthew 7.2•
"Mat. 1. 43. Then shall the just shine as the 〈 ◊ 〉 the kingdome of their Father: and heaven it self. Col. 2. 1•. It is called the inheritance of the Saints, of them that are sanctified Acts 20. 32. Hebr. 12 14. Revel. 21 27.",2447,Mat. 1. 43.,Matthew 1.43
,2447,Col. 2. 1•.,Colossians 2.1•
,2447,Acts 20. 32.,Acts 20.32
,2447,Hebr. 12 14.,Hebrews 12.14
,2447,Revel. 21 27.,Revelation 21.27
"P•ritie and 〈 ◊ 〉 of heart, that have hearts partly freed from the 〈 ◊ 〉, and endeavouring 〈 ◊ 〉 to be more 〈 ◊ 〉 from the gu•lt and punishme•• of 〈 ◊ 〉 and from the power of sin by 〈 ◊ 〉. Matth. 5. 〈 ◊ 〉.",2448,Matth. 5. ◊,Matthew 5.◊
"Woe to you hypocrites, Matth. 23. 1•. 28. You shall receive the greater damnation &c. ver. 14. 2 Tim. 4. 1. 25 In doing evil in every state of life.",2449,Matth. 23. 1•. 28.,Matthew 23.1•.28
,2449,2 Tim. 4. 1. 25,2 Timothy 4.1; 2 Timothy 4.25
"and especially if they glorie in it. Phil. 3. 1•. Their end is damnation, they glorie in their shame.",2450,Phil. 3. 1•.,Philippians 3.1•
"then have we no more to say to him, but the words of the Holy Ghost Rev. 22. 1•. He that is unjust, let him be unjust still:",2451,Rev. 22. 1•.,Revelation 22.1•
1 Sam. 3 1•.,2452,1 Sam. 3 1•.,1 Samuel 3 1•
1 Kings 21. 2•.,2453,1 Kings 21. 2•.,1 Kings 21.2•
Acts 2. 3•.,2454,Acts 2. 3•.,Acts 2.3•
Isa. 58. •.,2455,Isa. 58. •.,Isaiah 58.•
let Deut. 18. 2• ▪ be the judge.,2456,Deut. 18. 2•,Deuteronomy 18.2•
Psal: 127. •:,2457,Psal: 127. •:,Psalms 127.•
Psal. 46. •.,2458,Psal. 46. •.,Psalms 46.•
Psal 118. • 7,2459,Psal 118. • 7,Psalms 118.• 7
2 Sam. 7. 1•.,2460,2 Sam. 7. 1•.,2 Samuel 7.1•
Hos. 13.13. Psal. 82. •.,2461,Hos. 13.13.,Hosea 13.13
,2461,Psal. 82. •.,Psalms 82.•
Ps. 82 •. Eccles 58.,2462,Ps. 82 •.,Psalms 82 •
,2462,Eccles 58.,Ecclesiastes 58
Rom. 25. • Cor. 4.5.,2463,Rom. 25. •,Romans 25.•
Psal 49. 1•.,2464,Psal 49. 1•.,Psalms 49.1•
2 Tim 2. 2•.,2465,2 Tim 2. 2•.,2 Timothy 2.2•
Possessiones cordis •e•. Montan. Iob 17. 1•.,2466,Iob 17. 1•.,Job 17.1•
Luke 12. 4•.,2467,Luke 12. 4•.,Luke 12.4•
"Intellig• percustoder Dutes, Pasto res, Prophetas, Sacerdetes, & verbi Ministies, quorum onmium 〈 ◊ 〉 ex•ubia• agere••• sa•ute ae securitate populi. &c. Marlor. in Esayant. •. a La••de in l. c. Mr. Newcon•ens Ser. before both Houses, Iuly 7. 1643. 1 Pet. 1. 1•.13.",2468,1 Pet. 1. 1•.13.,1 Peter 1.1•.13
Rev 15 2. Rev 16 〈 ◊ 〉 Ezech 47.3 4.,2469,Rev 15 2.,Revelation 15.2; Revelation 16 ◊
,2469,Rev 16 ◊,Ezekiel 47.3
,2469,Ezech 47.3 4.,
Ezech. 10 4 18 & 11 23.,2470,Ezech. 10 4 18 & 11 23.,Ezekiel 10 4 18
1 Cor. 8. 1•. Verberare. Percutere. M••. Vulnerare. T••m.,2471,1 Cor. 8. 1•.,1 Corinthians 8.1•
Esay. 2. 2•.,2472,Esay. 2. 2•.,Isaiah 2.2•
Psal. 74. 1•.,2473,Psal. 74. 1•.,Psalms 74.1•
Eccles. 10. •.,2474,Eccles. 10. •.,Ecclesiastes 10.•
1 Cor. 3.4 5. Esay. 26.18. Hose. 14. •.,2475,1 Cor. 3.4 5.,1 Corinthians 3.4
,2475,Esay. 26.18.,Isaiah 26.18
,2475,Hose. 14. •.,Hosea 14.•
"•. 1 Sam. 16 21. 2 Sam. 2•, •. 3.",2476,1 Sam. 16 21.,1 Samuel 16.21
,2476,"2 Sam. 2•, •. 3.",2 Samuel •.3
2 Chron. 32. •.,2477,2 Chron. 32. •.,2 Chronicles 32.•
20 Exod. 8. •,2478,Exod. 8. •,Exodus 8.•
Iudg 15.11. See the like 1 Sam 33.6. 2 Sam 2•. 21 2 Kings 8.29. Jer. 18. •. and 21.1.,2479,Iudg 15.11.,Judges 15.11
,2479,1 Sam 33.6.,1 Samuel 33.6
,2479,2 Kings 8.29.,2 Kings 8.29
,2479,Jer. 18. •. & 21.1.,Jeremiah 21.1
Ier. 14. 1•.,2480,Ier. 14. 1•.,Jeremiah 14.1•
"Levit. 26. 18, 2•, 24, 28.",2481,"Levit. 26. 18, 2•, 24, 28.",Leviticus 26.18; Leviticus 26.24; Leviticus 26.28
Psal. 115. 1•,2482,Psal. 115. 1•,Psalms 115.1•
Luke 2. 1•,2483,Luke 2. 1•,Luke 2.1•
Acts 8. 2•.,2484,Acts 8. 2•.,Acts 8.2•
Heb. 11. 3•.,2485,Heb. 11. 3•.,Hebrews 11.3•
Iam. 2. 1•.,2486,Iam. 2. 1•.,James 2.1•
2 Sam. 12. 1•. Hos. 4.17.,2487,2 Sam. 12. 1•.,2 Samuel 12.1•
,2487,Hos. 4.17.,Hosea 4.17
1 King. 22. v. • 2 King. 7.15.,2488,1 King. 22. v. •,1 Kings 22.•
,2488,2 King. 7.15.,2 Kings 7.15
"2. Of temperament, I meane sinfull, such as are they that cry, Divide the living child, or can be content to make a mixture, like the transplanted Nations, 2 King. 17. 〈 ◊ 〉 Who feared the Lord and served their graven Images.",2489,2 King. 17. ◊,2 Kings 17.◊
2 Chro. 20 3•.,2490,2 Chro. 20 3•.,2 Chronicles 20 3•
1 Tim. 6. •.,2491,1 Tim. 6. •.,1 Timothy 6.•
Heb. 13. •.,2492,Heb. 13. •.,Hebrews 13.•
Exod. 7. 1•.,2493,Exod. 7. 1•.,Exodus 7.1•
Exod. 28. 3•.,2494,Exod. 28. 3•.,Exodus 28.3•
Psal. 7. 1•.,2495,Psal. 7. 1•.,Psalms 7.1•
Act. 14.22. Gen. 39.20. Job. 2.8. 1 Sam. 23. Jer. 27.15. Act. 16.23.24. Act. 4 3. & 7. 5•. 2 King. 25.,2496,Act. 14.22.,Acts 14.22; Acts 16.23; Acts 16.24; Acts 4.3
,2496,Gen. 39.20.,Genesis 39.20
,2496,Job. 2.8.,Job 2.8
,2496,1 Sam. 23.,1 Samuel 23
,2496,Jer. 27.15.,Jeremiah 27.15
,2496,Act. 16.23.24.,2 Kings 25
,2496,Act. 4 3. & 7. 5•.,
,2496,2 King. 25.,
Heb. 12. •.,2497,Heb. 12. •.,Hebrews 12.•
1 Cor. 4. •.,2498,1 Cor. 4. •.,1 Corinthians 4.•
1 Cor. 15. •.,2499,1 Cor. 15. •.,1 Corinthians 15.•
"And Christ is said to be farre exalted above all principalities and powers, Ephes. 1. 2•. not only in this world, but in that which is to come;",2500,Ephes. 1. 2•.,Ephesians 1.2•
Rev. 12 1•.,2501,Rev. 12 1•.,Revelation 12 1•
Act 20. 2•.,2502,Act 20. 2•.,Acts 20.2•
1 Sam. 28. •.,2503,1 Sam. 28. •.,1 Samuel 28.•
"Luk. 16.28, 29. 1 Cor. 15. 2•.",2504,"Luk. 16.28, 29.",Luke 16.28; Luke 16.29
,2504,1 Cor. 15. 2•.,1 Corinthians 15.2•
Hen. 6.4. Ep••••. 2.6. 1 Cor. 13 1•.,2505,1 Cor. 13 1•.,1 Corinthians 13 1•
Cant. 3. •. 17.,2506,Cant. 3. •. 17.,Canticles 3.•.17
Luk. 11. 2•.,2507,Luk. 11. 2•.,Luke 11.2•
2 Chron. 15. •.,2508,2 Chron. 15. •.,2 Chronicles 15.•
"when the wicked have eaten and devoured the Saints, and as the Whale did by Jonah, swallow them downe also, so that they seem to be dead and buried, and the conclamatum est hath passed upon them, and no returning or recovery lookt for, yet then to make these Whales to cast up all their Jonahs and to land them safe, for these that were dead and buried to rise againe, is an extraordinary disappointment, and a wonderfull and astonishing thing, Revel. 11. 7, 8, 9, -11.",2509,"Revel. 11. 7, 8, 9, -11.",Revelation 11.7; Revelation 11.8; Revelation 11.9; Revelation 11.10; Revelation 11.11
2 Sam. 1. 2•.,2510,2 Sam. 1. 2•.,2 Samuel 1.2•
"Gen. 41. 7, 8, •.",2511,"Gen. 41. 7, 8, •.",Genesis 41.7; Genesis 41.8
"Act. 17. 29. Rom. 1. 21, 2•, 23.",2512,Act. 17. 29.,Acts 17.29
,2512,"Rom. 1. 21, 2•, 23.",Romans 1.21; Romans 1.23
Psal 49. 1•.,2513,Psal 49. 1•.,Psalms 49.1•
Phil. 2. •. Ioh. 5. 13.,2514,Phil. 2. •.,Philippians 2.•
Heb 13. 1•,2515,Heb 13. 1•,Hebrews 13.1•
Rev. 18. •.,2516,Rev. 18. •.,Revelation 18.•
Ps. 38. 4•,2517,Ps. 38. 4•,Psalms 38.4•
Ps. 42. 1. Rom. 8. 26. Prov. 13. 1•. 19.,2518,Ps. 42. 1.,Psalms 42.1
,2518,Rom. 8. 26.,Romans 8.26
,2518,Prov. 13. 1•. 19.,Proverbs 13.1•.19
Iob. 3. 15. & 31. 32. 2 Sam. 7. 14. Amos 3. • ▪,2519,Iob. 3. 15. & 31. 32.,Job 3.15; Job 31.32
,2519,2 Sam. 7. 14.,2 Samuel 7.14
,2519,Amos 3. •,Amos 3.•
"1 Cor. 1. 17. 1 Cor. 2 1• 3. 4. Non Rhetoricè sed Apostolicé. Its the foolishnesse of preaching that saves soules, (though not foolish preaching) as Rams hornes blew down Jerichoes wals, when golden trumpets could not have done it, Moses serpent of brasse cured when Aarons Calfe of gold brought death.",2520,1 Cor. 1. 17.,1 Corinthians 1.17; 1 Corinthians 2 1• 3.4
,2520,1 Cor. 2 1• 3. 4.,
"Jona. 3. 8, •.",2521,"Jona. 3. 8, •.",Jonah 3.•
Isa. 8. •.,2522,Isa. 8. •.,Isaiah 8.•
Psal. 68. 1•.,2523,Psal. 68. 1•.,Psalms 68.1•
"Psal. 107. 8, 1•, 21. ••.",2524,"Psal. 107. 8, 1•, 21.",Psalms 107.8; Psalms 107.21
"〈 ◊ 〉. 9 •, Isa. 22. 2•. Eph. 1.21. ••.",2525,Isa. 22. 2•.,Isaiah 22.2•
,2525,Eph. 1.21.,Ephesians 1.21
1 Pet. 1. •.,2526,1 Pet. 1. •.,1 Peter 1.•
Psal. 130. •.,2527,Psal. 130. •.,Psalms 130.•
2 Chron. 24. 2•.,2528,2 Chron. 24. 2•.,2 Chronicles 24.2•
Acts 14. 1•.,2529,Acts 14. 1•.,Acts 14.1•
"o• by the contrary, 1 Tim. 1. 3. 4. • ▪ 6. and 6. 3.",2530,1 Tim. 1. 3. 4. • 6. & 6. 3.,1 Timothy 1.3.4.• 6
"• Ad Persons, Numb. 16. •. •• •f all alike, •• gifted, might co•• ••er to God in the holy calling of the Ministers.",2531,Numb. 16. •.,Numbers 16.•
"••ke that (but farre transcending) of the Pagan Romans, of whom it is said, Professing themselves wise, they became fools, Rom. 1. 2•. so its here added in the next verse, (but I mean not to prosecute it) concerning the Science of these wise Masters.",2532,Rom. 1. 2•.,Romans 1.2•
3. Reg. 22. 2•,2533,3. Reg. 22. 2•,Kings 22.2•
Dan. 2. 3•.,2534,Dan. 2. 3•.,Daniel 2.3•
Ro. 1. 〈 ◊ 〉.,2535,Ro. 1. ◊,Romans 1.◊
Ose. cap. 1. •.,2536,Ose. cap. 1. •.,Hosea 1.•
Esay. 25.35•,2537,Esay. 25.35•,Isaiah 25.35•
Esay. 1. 1•.,2538,Esay. 1. 1•.,Isaiah 1.1•
Tim. 1. 8. Rom. 7. 1•.,2539,Tim. 1. 8.,Timothy 1.8
,2539,Rom. 7. 1•.,Romans 7.1•
Galat. 3. 2•,2540,Galat. 3. 2•,Galatians 3.2•
Philip. 3. 2•,2541,Philip. 3. 2•,Philippians 3.2•
Act. 5. •. 8.,2542,Act. 5. •. 8.,Acts 5.•.8
Iohn. 16. •.,2543,Iohn. 16. •.,John 16.•
Gala. 3. •.,2544,Gala. 3. •.,Galatians 3.•
Mark. 1. •.,2545,Mark. 1. •.,Mark 1.•
Math. 11. 2•.,2546,Math. 11. 2•.,Matthew 11.2•
Ihon 8. 4•.,2547,Ihon 8. 4•.,John 8.4•
Math 15. •.,2548,Math 15. •.,Matthew 15.•
Isai. 58. •.,2549,Isai. 58. •.,Isaiah 58.•
"The Lord Iesus saith, that there bee some which do beleeue for a time, & in time of temptation goe away. Luk. 8. 1•. Thou standest (saith S. Paul) by faith:",2550,Luk. 8. 1•.,Luke 8.1•
1. Sam. 15. •.,2551,1. Sam. 15. •.,1 Samuel 15.•
Math. 9. 3•,2552,Math. 9. 3•,Matthew 9.3•
Prou. 21. 1•,2553,Prou. 21. 1•,Proverbs 21.1•
Psal. 80. 1•.,2554,Psal. 80. 1•.,Psalms 80.1•
1. Kin. 13. 3•.,2555,1. Kin. 13. 3•.,1 Kings 13.3•
Amos. 6. •,2556,Amos. 6. •,Amos 6.•
Ier. 28. 1•.,2557,Ier. 28. 1•.,Jeremiah 28.1•
Pro. 30. 1•.,2558,Pro. 30. 1•.,Proverbs 30.1•
Luk. 23. 31. 1. Pet. 4. 1•,2559,Luk. 23. 31.,Luke 23.31
,2559,1. Pet. 4. 1•,1 Peter 4.1•
Heb. 12 •.,2560,Heb. 12 •.,Hebrews 12 •
2. Cor. 12. •.,2561,2. Cor. 12. •.,2 Corinthians 12.•
Gen. 32 ▪ 2•.,2562,Gen. 32 2•.,Genesis 32 2•
Mark. 5. •.,2563,Mark. 5. •.,Mark 5.•
1. Cor. 8. •.,2564,1. Cor. 8. •.,1 Corinthians 8.•
Isai. 1. 1•.,2565,Isai. 1. 1•.,Isaiah 1.1•
Psal. 131. •.,2566,Psal. 131. •.,Psalms 131.•
Gen. 24 ▪ 63. Psal. 119. 5• 62.,2567,Gen. 24 63.,Genesis 24.63
,2567,Psal. 119. 5• 62.,Psalms 119.5• 62
"He is ye Ladder which Iacob saw, wherby only, Gen. 1•. 17. &. 22.9. we must ascēd into heauē.",2568,Gen. 1•. 17. &. 22.9.,Genesis 1•.17
Luke. 12. 3•.,2569,Luke. 12. 3•.,Luke 12.3•
1. Reg. 22. •.,2570,1. Reg. 22. •.,1 Kings 22.•
Math. 22. 1•.,2571,Math. 22. 1•.,Matthew 22.1•
Iohn. 10. •.,2572,Iohn. 10. •.,John 10.•
Ps. 33 19. & 34 8. & 112.1. •. 3.,2573,Ps. 33 19. & 34 8. & 112.1. •. 3.,Psalms 33.19; Psalms 34.8
Psalm. 51. 1•.,2574,Psalm. 51. 1•.,Psalms 51.1•
Apoc. 3.18. Isa. 55. •.,2575,Apoc. 3.18.,Revelation 3.18
,2575,Isa. 55. •.,Isaiah 55.•
Psalm. 14. •,2576,Psalm. 14. •,Psalms 14.•
Psalm. 69. •,2577,Psalm. 69. •,Psalms 69.•
Gen. 47. •,2578,Gen. 47. •,Genesis 47.•
"Gen. 18. 1•. Iosu. 24.15, Isa. 38 19. Ephe. 6.4.",2579,Gen. 18. 1•.,Genesis 18.1•
,2579,"Iosu. 24.15,",Joshua 24.15
,2579,Isa. 38 19.,Isaiah 38.19
,2579,Ephe. 6.4.,Ephesians 6.4
Actes. 6. •,2580,Actes. 6. •,Acts 6.•
Acts. 8. 1•. &. 13.2 &. 14.22.,2581,Acts. 8. 1•. &. 13.2 &. 14.22.,Acts 13.2; Acts 14.22
Iohn. 1•. 13. 1. •im. •. 5. 1. Iohn 2. •. Math. 3.17.,2582,1. Iohn 2. •.,1 John 2.•
,2582,Math. 3.17.,Matthew 3.17
Prou. 16. •.,2583,Prou. 16. •.,Proverbs 16.•
Psal. 94. 1••.,2584,Psal. 94. 1••.,Psalms 94.1••
Psal. 14. •.,2585,Psal. 14. •.,Psalms 14.•
1. king. 15. 2• 9. &c.,2586,1. king. 15. 2• 9. &c.,1 Kings 15.2• 9.
Amos. 9. •.,2587,Amos. 9. •.,Amos 9.•
Num. 6. 2• 25.,2588,Num. 6. 2• 25.,Numbers 6.2• 25
The number of these pro• … ts. • … ts. 8. • … t. 13. • … oc. 2. • … im. 2. • … im. 1. • … im. 1. • … hn. • … ts. 5.,2589,im. 2. •,James 2.•']; ['James 1.•
,2589,im. 1. •,
Epist. 190. • … icha. 7.,2590,Epist. 190. •,Epistle 190.•
"The person heere, of whom the examples is inferred is a Queene; of the place termed the Queene of the South, , the Queene of the South, Luc. 11. 3•. In the 1. King. 10.1. and so 2. Paralip. 9.1.",2591,Luc. 11. 3•.,Luke 11.3•
,2591,1. King. 10.1.,1 Kings 10.1
,2591,2. Paralip. 9.1.,2 Paralipomenon 9.1
Rom. 5. c. 12. &c. &. d 19. &c.,2592,Rom. 5. c. 12. &c. &.,Romans 
1. Reg. 25. c. 11. &. e. 22. &. g. 35.,2593,1. Reg. 25. c. 11. &.,1 Kings 
"Chriso. 10. 1. Home. 1. aduersus. Iudeos. 1. Reg. 18. c. 10. 12. 1. Reg. 16. c. 14. &. c. 15. 1. Re. 19. b. 9, &. c. 20. 1. Reg. 17. d. 26. &c. 1. Reg. 18. g. 27. 1. Reg. 19. a. 5. &. b. 8. 1. Reg. 23. 1. Reg. 27. 1. Reg. 16. d 25. 1. Reg. 19. a. 4. 1. Re. 24. b. 9• 1. Re. 18. c. 9. &. f. 25. g. 29. 1. Re. 19. b. 19. 1. Reg. 21. 1. Reg. 22. 1. Re 24. a. 5. 2. Re •4. b. 8 1. Re. 26 a. 6. 1. Re. 26. b. 9.",2594,1. Reg. 18. c. 10. 12.,1 Kings 18.10; 1 Kings 18.12; 1 Kings 16.14; 1 Kings 15.1; 1 Kings 17; 1 Kings 18; 1 Kings 19; 1 Kings 23; 1 Kings 27; 1 Kings 16; 1 Kings 21; 1 Kings 22.1
,2594,1. Reg. 16. c. 14. &. c. 15. 1.,Revelation 19; Revelation 24; Revelation 18.9; Revelation 26
,2594,Re. 19.,
,2594,1. Reg. 17.,
,2594,1. Reg. 18.,
,2594,1. Reg. 19.,
,2594,1. Reg. 23.,
,2594,1. Reg. 27.,
,2594,1. Reg. 16.,
,2594,Re. 24.,
,2594,Re. 18. c. 9. &.,
,2594,1. Reg. 21.,
,2594,1. Reg. 22. 1.,
,2594,Re 24.,
,2594,Re. 26,
,2594,Re. 26.,
i. Reg. 16. c. •. &c.,2595,i. Reg. 16. c. •. &c.,1 Kings 16.•.
"Luk. 16, •",2596,"Luk. 16, •",Luke •
Sarc. 〈 ◊ 〉 Danie. l. 1•.,2597,Danie. l. 1•.,Daniel 50 1•
Ezech. 33. 6•,2598,Ezech. 33. 6•,Ezekiel 33.6•
Heb. 10. 2•,2599,Heb. 10. 2•,Hebrews 10.2•
Luk. 23. 4•,2600,Luk. 23. 4•,Luke 23.4•
Deur. 28. •,2601,Deur. 28. •,Deuteronomy 28.•
2. Cor. 3. •,2602,2. Cor. 3. •,2 Corinthians 3.•
•. Re. 1.5 & • 17,2603,Re. 1.5 & • 17,Revelation • 17
